Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
29.0,Oscar Robertson,32.0,MIL,PG,81.0,,39.4,7.3,14.7,0.496,4.8,5.6,0.85,5.7,8.2,2.5,19.4,"MVP-5,AS,NBA2"
30.0,Dick Snyder,26.0,SEA,SG,82.0,,34.4,7.9,14.8,0.531,3.7,4.4,0.837,3.1,4.3,3.0,19.4,
31.0,Jerry Lucas,30.0,SFW,PF,80.0,,40.6,7.8,15.6,0.498,3.6,4.6,0.787,15.8,3.7,2.5,19.2,AS
32.0,Jack Marin,26.0,BAL,SF,82.0,,35.6,7.6,16.6,0.46,3.5,4.2,0.848,6.3,2.6,3.2,18.8,
33.0,Hal Greer,34.0,PHI,SG,81.0,69.0,37.8,7.3,16.9,0.431,4.0,5.0,0.805,4.5,4.6,3.6,18.6,
34.0,Happy Hairston,28.0,LAL,PF,80.0,,36.5,7.2,15.4,0.466,4.2,5.4,0.782,10.0,2.1,3.2,18.6,
35.0,Jim Barnett,26.0,POR,SG,78.0,,30.4,7.2,16.4,0.436,4.2,5.2,0.811,4.8,4.1,2.4,18.5,
36.0,Bob Dandridge,23.0,MIL,SF,79.0,,36.2,7.5,14.8,0.509,3.3,4.8,0.702,8.0,3.5,3.6,18.4,
37.0,Jerry Sloan,28.0,CHI,SG,80.0,80.0,39.3,7.4,16.8,0.441,3.5,4.9,0.715,8.8,3.5,3.6,18.3,
38.0,Gus Johnson,32.0,BAL,PF,66.0,,38.5,7.5,16.5,0.453,3.2,4.4,0.738,17.1,2.9,3.4,18.2,"MVP-10,AS,NBA2"
39.0,Clem Haskins,27.0,PHO,PG,82.0,,33.7,6.9,15.6,0.44,4.1,5.3,0.784,4.0,4.7,2.5,17.8,
40.0,Walt Wesley,26.0,CLE,C,82.0,,29.6,6.9,15.1,0.455,4.0,5.8,0.687,8.7,1.0,3.6,17.7,
41.0,Jimmy Walker,26.0,DET,SG,79.0,,35.0,6.6,15.2,0.436,4.4,5.2,0.831,2.6,3.4,2.2,17.6,
42.0,Gail Goodrich,27.0,LAL,SG,79.0,,35.5,7.1,14.9,0.475,3.3,4.3,0.77,3.3,4.8,3.3,17.5,
43.0,Dave Cowens,22.0,BOS,C,81.0,,38.0,6.8,16.1,0.422,3.4,4.6,0.732,15.0,2.8,4.3,17.0,ROY-1
44.0,Johnny Green,37.0,CIN,PF,75.0,,28.6,6.7,11.4,0.587,3.3,5.4,0.617,8.7,1.2,3.1,16.7,AS
45.0,John Johnson,23.0,CLE,SF,67.0,,34.5,6.5,15.4,0.422,3.6,4.4,0.805,6.8,4.8,3.7,16.6,AS
46.0,Walt Hazzard,28.0,ATL,PG,82.0,,35.1,6.3,13.7,0.459,3.8,5.1,0.759,3.7,6.3,3.4,16.5,
47.0,Tiny Archibald,22.0,CIN,PG,82.0,,35.0,5.9,13.4,0.444,4.1,5.4,0.757,3.0,5.5,2.7,16.0,
48.0,Norm Van Lier,23.0,CIN,SG,82.0,,40.5,5.8,13.9,0.42,4.4,5.4,0.816,7.1,10.1,4.2,16.0,
49.0,Leroy Ellis,30.0,POR,C,74.0,,34.9,6.6,14.8,0.443,2.8,3.5,0.801,12.3,3.2,3.5,15.9,
50.0,Jon McGlocklin,27.0,MIL,SG,82.0,,35.3,7.0,13.1,0.535,1.8,2.0,0.862,2.7,3.7,2.3,15.8,
51.0,Calvin Murphy,22.0,SDR,PG,82.0,,24.6,5.7,12.5,0.458,4.3,5.3,0.82,3.0,4.0,3.2,15.8,ROY-4
52.0,Dave DeBusschere,30.0,NYK,PF,81.0,81.0,35.7,6.5,15.3,0.421,2.7,3.9,0.696,11.1,2.7,2.9,15.6,AS
53.0,Bob Lanier,22.0,DET,C,82.0,,24.6,6.1,13.5,0.455,3.3,4.6,0.726,8.1,1.8,3.3,15.6,ROY-5
54.0,Dick Barnett,34.0,NYK,SG,82.0,82.0,34.7,6.6,14.4,0.456,2.4,3.4,0.694,2.9,2.7,2.8,15.5,
55.0,Bingo Smith,24.0,CLE,SG,77.0,,30.3,6.4,14.4,0.448,2.3,3.0,0.761,5.6,3.4,2.3,15.2,
56.0,Kevin Loughery,30.0,BAL,SG,82.0,,27.6,5.9,14.5,0.403,3.4,4.0,0.831,2.7,3.7,3.0,15.1,
57.0,Walt Bellamy,31.0,ATL,C,82.0,,35.5,5.3,10.7,0.493,4.1,6.8,0.604,12.9,2.8,3.3,14.7,
58.0,Don Kojis,32.0,SEA,SF,79.0,,27.1,5.7,12.9,0.446,3.2,4.1,0.778,5.5,1.6,2.8,14.6,
59.0,Ron Williams,26.0,SFW,PG,82.0,,34.3,5.2,11.9,0.436,4.0,4.8,0.844,3.0,5.9,3.7,14.4,
60.0,Wes Unseld,24.0,BAL,C,74.0,,39.2,5.7,11.4,0.501,2.7,4.1,0.657,16.9,4.0,3.2,14.1,AS
61.0,Don Nelson,30.0,BOS,SF,82.0,,27.5,5.0,10.7,0.468,3.9,5.2,0.744,6.9,1.9,2.8,13.9,
62.0,Stan McKenzie,26.0,POR,SF,82.0,,27.9,4.9,11.0,0.441,4.0,4.8,0.836,3.8,2.9,2.9,13.7,
63.0,Sam Lacey,22.0,CIN,C,81.0,,32.7,5.8,13.8,0.418,1.9,2.8,0.687,11.3,1.4,3.3,13.5,
64.0,Jim Washington,27.0,PHI,PF,78.0,70.0,32.1,5.1,10.6,0.476,3.3,4.4,0.762,9.6,1.2,3.3,13.4,
66.0,Dick Garrett,24.0,BUF,PG,75.0,,31.7,5.0,12.0,0.414,2.9,3.3,0.869,3.9,3.5,3.9,12.9,
67.0,Neal Walk,22.0,PHO,C,82.0,,24.8,5.2,11.5,0.451,2.5,3.3,0.765,8.2,1.4,3.4,12.9,
68.0,Rick Adelman,24.0,POR,PG,81.0,,28.4,4.7,11.0,0.422,3.3,4.6,0.724,3.5,4.7,2.6,12.6,
69.0,Bill Bradley,27.0,NYK,SF,78.0,66.0,29.5,5.3,11.7,0.453,1.8,2.2,0.823,3.3,3.6,3.1,12.4,
70.0,Bill Bridges,31.0,ATL,PF,82.0,,38.3,4.7,10.2,0.458,2.6,4.0,0.639,15.0,2.9,3.9,11.9,
71.0,Paul Silas,27.0,PHO,PF,81.0,,36.3,4.2,9.7,0.428,3.5,5.1,0.685,12.5,3.0,2.8,11.9,
72.0,Terry Dischinger,30.0,DET,SF,65.0,,28.5,4.7,8.7,0.535,2.5,3.2,0.763,5.2,1.7,2.9,11.8,
73.0,Greg Smith,24.0,MIL,PF,82.0,,29.6,5.0,9.7,0.512,1.7,2.6,0.662,7.2,2.8,3.5,11.7,
74.0,Don Chaney,24.0,BOS,SG,81.0,,28.3,4.3,9.5,0.454,2.9,3.9,0.748,5.7,2.9,3.6,11.5,
75.0,John Warren,23.0,CLE,PG,82.0,,31.8,4.6,11.0,0.423,2.2,2.6,0.829,4.2,4.2,3.6,11.5,
76.0,Don Adams,23.0,SDR,SF,82.0,,29.0,4.8,11.7,0.409,1.9,2.6,0.731,7.1,2.1,4.2,11.4,
77.0,Mike Davis,24.0,BUF,SG,73.0,,22.2,4.3,10.6,0.41,2.7,3.6,0.76,2.6,2.1,3.0,11.4,
78.0,Keith Erickson,26.0,LAL,SF,73.0,,31.1,5.1,10.7,0.471,1.2,1.5,0.759,5.5,3.1,3.3,11.3,
79.0,John Hummer,22.0,BUF,C,81.0,,32.6,4.2,9.4,0.444,2.9,5.0,0.58,8.9,2.0,3.5,11.3,
80.0,Dave Sorenson,22.0,CLE,PF,79.0,,24.6,4.5,10.1,0.445,2.3,2.9,0.803,6.2,2.1,2.3,11.3,
81.0,Herm Gilliam,24.0,BUF,SG,80.0,,26.0,4.7,11.2,0.422,1.8,2.4,0.751,4.2,3.6,3.1,11.2,
82.0,Mel Counts,29.0,PHO,C,80.0,,20.9,4.6,10.0,0.457,1.9,2.5,0.753,6.3,1.7,3.5,11.0,
83.0,Zaid Abdul-Aziz,24.0,SEA,C,61.0,,20.9,4.3,9.8,0.441,2.3,3.1,0.739,7.7,0.7,1.9,10.9,
84.0,Tom Boerwinkle,25.0,CHI,C,82.0,82.0,28.9,4.4,9.0,0.485,2.0,2.8,0.724,13.8,4.8,3.4,10.8,
85.0,Joe Ellis,26.0,SFW,SF,80.0,,28.4,4.5,11.2,0.396,1.9,2.5,0.744,6.4,2.0,3.6,10.8,
87.0,Lee Winfield,23.0,SEA,PG,79.0,,20.3,4.2,9.1,0.466,2.1,3.1,0.664,2.4,2.8,1.7,10.5,
88.0,Fred Carter,25.0,BAL,SG,77.0,,22.2,4.4,10.6,0.417,1.5,2.4,0.65,3.3,2.1,2.1,10.4,
91.0,Em Bryant,32.0,BUF,PG,73.0,,29.3,3.9,9.4,0.421,2.1,2.8,0.744,3.6,4.8,3.6,10.0,
92.0,Eddie Miles,30.0,BAL,SG,63.0,,24.5,4.0,9.4,0.426,1.9,2.3,0.803,2.7,1.7,1.9,9.9,
94.0,John Block,26.0,SDR,PF,73.0,,20.1,3.4,8.0,0.42,2.9,3.7,0.785,6.1,1.3,2.6,9.6,
96.0,John Trapp,25.0,SDR,SF,82.0,,25.4,3.9,9.3,0.42,1.7,2.3,0.755,6.2,1.7,4.1,9.6,
97.0,Bob Weiss,28.0,CHI,PG,82.0,47.0,27.3,3.4,8.0,0.422,2.8,3.3,0.84,2.3,4.7,2.6,9.5,
98.0,McCoy McLemore,28.0,2TM,SF,86.0,,26.2,3.5,9.2,0.385,2.4,3.0,0.782,6.6,2.4,2.7,9.4,
100.0,Steve Kuberski,23.0,BOS,PF,82.0,,22.8,3.8,9.1,0.42,1.6,2.2,0.727,6.6,1.0,2.4,9.3,
101.0,Tom Meschery,32.0,SEA,PF,79.0,,23.1,3.6,7.8,0.463,2.1,2.7,0.75,6.1,1.4,2.6,9.3,
104.0,Bob Boozer,33.0,MIL,PF,80.0,,22.2,3.6,8.1,0.45,1.9,2.3,0.818,5.4,1.6,2.7,9.1,
105.0,Otto Moore,24.0,DET,C,82.0,,23.5,3.8,8.5,0.445,1.5,2.7,0.553,8.5,1.1,2.2,9.0,
107.0,Shaler Halimon,25.0,2TM,SG,81.0,0.0,20.4,3.7,9.7,0.384,1.3,2.0,0.66,5.1,2.7,2.3,8.8,
108.0,Jim McMillian,22.0,LAL,SF,81.0,,21.6,3.6,7.8,0.459,1.2,1.6,0.769,4.1,1.6,1.5,8.4,
109.0,Jim Davis,29.0,ATL,C,82.0,,22.7,2.9,6.1,0.479,2.4,3.5,0.677,6.7,1.3,3.1,8.3,
112.0,Howard Komives,29.0,DET,PG,82.0,,23.6,3.4,8.7,0.385,1.5,1.8,0.801,1.9,3.2,2.2,8.2,
113.0,Dale Schlueter,25.0,POR,C,80.0,,22.8,3.2,6.6,0.488,1.8,2.7,0.656,7.9,2.4,3.3,8.2,
116.0,Pete Cross,22.0,SEA,C,79.0,,27.8,3.1,7.0,0.442,1.8,2.6,0.69,12.0,1.4,2.7,8.0,
120.0,Bill Hewitt,26.0,DET,PF,62.0,,27.8,3.3,7.0,0.467,1.1,1.9,0.575,7.3,2.0,3.0,7.7,
121.0,Bob Portman,23.0,SFW,SG,68.0,,20.5,3.3,7.1,0.458,1.1,1.6,0.726,4.7,1.0,1.9,7.6,
125.0,John Tresvant,31.0,2TM,PF,75.0,,20.2,2.7,5.8,0.463,1.9,2.7,0.712,5.1,1.1,2.6,7.3,
132.0,Luke Jackson,29.0,PHI,C,79.0,40.0,22.5,2.5,6.7,0.376,1.7,2.4,0.693,7.2,1.9,2.7,6.7,
133.0,Matt Guokas,26.0,2TM,SG,79.0,35.0,28.0,2.6,5.3,0.493,1.3,1.7,0.732,2.0,4.3,2.4,6.5,
140.0,Bobby Lewis,25.0,CLE,SG,79.0,,23.4,2.3,6.1,0.37,1.4,1.9,0.717,2.6,3.1,2.2,5.9,
