Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Bob Pettit,23.0,STL,C,72.0,2794.0,8.972222222222221,20.930555555555557,0.429,7.736111111111111,10.51388888888889,0.736,1164.0,189.0,202.0,25.680555555555557,0.0,"MVP-1,AS,NBA1"
2.0,Paul Arizin,27.0,PHW,SF,72.0,2724.0,8.569444444444445,19.13888888888889,0.448,7.041666666666667,8.694444444444445,0.81,539.0,189.0,282.0,24.180555555555557,0.0,"MVP-2,AS,NBA1"
3.0,Neil Johnston,26.0,PHW,C,70.0,2594.0,7.128571428571429,15.6,0.457,7.8428571428571425,9.785714285714286,0.801,872.0,225.0,251.0,22.1,0.0,"AS,NBA1"
4.0,Clyde Lovellette,26.0,MNL,C,71.0,2518.0,8.366197183098592,19.295774647887324,0.434,4.76056338028169,6.605633802816901,0.721,992.0,164.0,245.0,21.492957746478872,0.0,"AS,NBA2"
5.0,Dolph Schayes,27.0,SYR,PF,72.0,2517.0,6.458333333333333,16.694444444444443,0.387,7.527777777777778,8.777777777777779,0.858,891.0,200.0,251.0,20.444444444444443,0.0,"MVP-5,AS,NBA2"
6.0,Bill Sharman,29.0,BOS,SG,72.0,2698.0,7.472222222222222,17.069444444444443,0.438,4.972222222222222,5.736111111111111,0.867,259.0,339.0,197.0,19.916666666666668,0.0,"MVP-5,AS,NBA1"
7.0,Bob Cousy,27.0,BOS,PG,72.0,2767.0,6.111111111111111,16.98611111111111,0.36,6.611111111111111,7.833333333333333,0.844,492.0,642.0,206.0,18.833333333333332,8.0,"MVP-3,AS,NBA1"
8.0,Ed Macauley,27.0,BOS,C,71.0,2354.0,5.915492957746479,14.014084507042254,0.422,5.633802816901408,7.098591549295775,0.794,422.0,211.0,158.0,17.464788732394368,0.0,AS
9.0,George Yardley,27.0,FTW,SF,71.0,2353.0,6.112676056338028,15.028169014084508,0.407,5.140845070422535,6.929577464788732,0.742,686.0,159.0,212.0,17.366197183098592,0.0,AS
10.0,Larry Foust,27.0,FTW,C,72.0,2024.0,5.097222222222222,11.402777777777779,0.447,6.0,7.708333333333333,0.778,648.0,127.0,263.0,16.194444444444443,0.0,AS
11.0,Maurice Stokes,22.0,ROC,C,67.0,2323.0,6.014925373134329,16.970149253731343,0.354,4.7611940298507465,6.6716417910447765,0.714,1094.0,328.0,276.0,16.791044776119403,1.0,"MVP-7,ROY-1,AS,NBA2"
12.0,Carl Braun,28.0,NYK,SG,72.0,2316.0,5.5,14.777777777777779,0.372,4.444444444444445,5.305555555555555,0.838,259.0,298.0,215.0,15.444444444444445,0.0,AS
13.0,Jack Twyman,21.0,ROC,SF,72.0,2186.0,5.791666666666667,13.708333333333334,0.422,2.8333333333333335,4.138888888888889,0.685,466.0,171.0,239.0,14.416666666666666,0.0,
14.0,Joe Graboski,26.0,PHW,PF,72.0,2375.0,5.513888888888889,14.930555555555555,0.369,3.3333333333333335,4.722222222222222,0.706,642.0,190.0,272.0,14.36111111111111,0.0,
15.0,Harry Gallatin,28.0,NYK,SF,72.0,2378.0,4.472222222222222,11.583333333333334,0.386,4.972222222222222,6.319444444444445,0.787,740.0,168.0,220.0,13.916666666666666,0.0,AS
