Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Larry Johnson,23.0,CHH,PF,82.0,82.0,3323.0,10.5,20.0,0.526,0.3,1.0,0.254,10.2,18.9,0.54,0.532,4.8,6.3,0.767,4.0,8.4,12.5,5.1,0.8,0.4,3.3,2.7,26.1,115.0,110.0,"AS,NBA2"
2.0,Hakeem Olajuwon,30.0,HOU,C,82.0,82.0,3242.0,13.3,25.1,0.529,0.0,0.1,0.0,13.3,25.0,0.532,0.529,7.0,8.9,0.779,4.4,12.3,16.7,4.6,2.4,5.4,4.1,4.8,33.6,114.0,96.0,"MVP-2,DPOY-1,AS,NBA1"
3.0,David Robinson,27.0,SAS,C,82.0,82.0,3211.0,10.6,21.1,0.501,0.0,0.3,0.176,10.5,20.9,0.506,0.503,8.8,12.0,0.732,3.6,11.4,15.0,4.7,2.0,4.1,3.8,3.7,30.0,113.0,100.0,"MVP-6,DPOY-2,AS,NBA3"
4.0,Dan Majerle,27.0,PHO,SG,82.0,82.0,3199.0,7.7,16.5,0.464,2.5,6.6,0.381,5.1,9.9,0.52,0.541,3.1,3.9,0.778,1.8,4.0,5.8,4.7,2.1,0.5,2.0,2.7,20.9,120.0,108.0,"DPOY-5,AS"
5.0,Reggie Lewis,27.0,BOS,SG,80.0,80.0,3144.0,10.7,22.7,0.47,0.2,1.0,0.233,10.4,21.7,0.481,0.475,5.2,6.0,0.867,1.4,4.2,5.6,4.8,1.9,1.2,2.1,4.0,26.8,112.0,109.0,
6.0,Scottie Pippen,27.0,CHI,SF,81.0,81.0,3123.0,10.4,22.1,0.473,0.4,1.5,0.237,10.1,20.5,0.491,0.482,3.9,5.8,0.663,3.4,6.9,10.3,8.4,2.9,1.2,4.1,3.6,25.1,108.0,104.0,"AS,NBA3"
7.0,Mark Jackson,27.0,LAC,PG,82.0,81.0,3117.0,7.1,14.7,0.486,0.3,1.3,0.268,6.8,13.4,0.506,0.497,3.7,4.7,0.803,2.0,4.0,6.0,11.3,2.1,0.2,3.4,2.5,18.4,114.0,109.0,
8.0,Doug West,25.0,MIN,SG,80.0,80.0,3104.0,10.6,20.6,0.517,0.0,0.4,0.087,10.6,20.2,0.525,0.518,4.1,4.9,0.841,1.5,2.6,4.1,3.9,1.4,0.3,2.7,4.6,25.4,109.0,115.0,
9.0,Karl Malone,29.0,UTA,PF,82.0,82.0,3099.0,12.8,23.2,0.552,0.1,0.3,0.2,12.7,22.8,0.557,0.554,9.9,13.4,0.74,3.6,11.1,14.7,4.9,2.0,1.4,3.9,4.2,35.6,120.0,103.0,"MVP-8,AS,NBA1"
10.0,Detlef Schrempf,30.0,IND,PF,82.0,60.0,3098.0,8.3,17.5,0.476,0.1,0.8,0.154,8.2,16.7,0.493,0.48,8.5,10.5,0.804,3.4,9.2,12.6,8.0,1.3,0.4,3.9,4.9,25.3,117.0,109.0,AS
11.0,Joe Dumars,29.0,DET,SG,77.0,77.0,3094.0,11.3,24.2,0.466,1.9,5.0,0.375,9.4,19.2,0.489,0.504,5.7,6.6,0.864,1.0,1.4,2.5,5.1,1.3,0.1,2.3,2.3,30.1,118.0,113.0,"MVP-10,AS,NBA2"
12.0,Scott Skiles,28.0,ORL,PG,78.0,78.0,3086.0,6.7,14.4,0.467,1.3,3.8,0.34,5.4,10.6,0.512,0.512,4.7,5.2,0.892,0.8,3.8,4.7,11.9,1.4,0.0,4.3,3.9,19.4,115.0,110.0,
13.0,Glen Rice,25.0,MIA,SF,82.0,82.0,3082.0,9.6,21.8,0.44,2.4,6.4,0.383,7.1,15.4,0.463,0.495,4.0,4.9,0.82,1.5,5.5,7.0,3.0,1.5,0.4,2.6,3.3,25.6,109.0,110.0,
14.0,Shaquille O'Neal,20.0,ORL,C,81.0,81.0,3071.0,11.9,21.2,0.562,0.0,0.0,0.0,11.9,21.1,0.563,0.562,6.9,11.7,0.592,5.6,12.7,18.2,2.5,1.0,4.6,5.0,5.2,30.7,108.0,100.0,"MVP-7,ROY-1,AS"
15.0,Michael Jordan,29.0,CHI,SG,78.0,78.0,3067.0,16.8,33.9,0.495,1.4,3.9,0.352,15.4,30.0,0.514,0.515,8.1,9.6,0.837,2.3,6.5,8.8,7.2,3.7,1.0,3.5,3.2,43.0,119.0,102.0,"MVP-3,DPOY-2,AS,NBA1"
16.0,Dikembe Mutombo,26.0,DEN,C,82.0,82.0,3029.0,6.3,12.4,0.51,0.0,0.0,,6.3,12.4,0.51,0.51,5.3,7.8,0.681,5.5,11.5,17.0,2.3,0.7,4.6,3.4,4.5,18.0,110.0,102.0,
17.0,Patrick Ewing,30.0,NYK,C,81.0,81.0,3003.0,13.2,26.2,0.503,0.0,0.1,0.143,13.2,26.1,0.504,0.503,6.8,9.4,0.719,3.2,13.3,16.6,2.6,1.3,2.7,4.5,4.8,33.1,105.0,94.0,"MVP-4,DPOY-5,AS,NBA2"
18.0,Chuck Person,28.0,MIN,SF,78.0,75.0,2985.0,9.3,21.4,0.433,2.0,5.7,0.355,7.2,15.7,0.462,0.481,1.9,2.9,0.649,1.7,5.7,7.4,5.9,1.1,0.5,3.8,3.4,22.4,97.0,114.0,
19.0,Hersey Hawkins,26.0,PHI,SG,81.0,81.0,2977.0,9.0,19.2,0.47,2.0,5.0,0.397,7.0,14.2,0.496,0.522,6.9,8.0,0.86,1.5,4.2,5.7,5.2,2.2,0.5,2.9,3.1,26.9,117.0,111.0,
20.0,Ron Harper,29.0,LAC,SG,80.0,77.0,2970.0,8.8,19.6,0.451,0.8,3.0,0.28,8.0,16.6,0.482,0.472,5.0,6.5,0.769,1.9,5.0,6.9,5.9,2.9,1.2,3.6,3.5,23.5,105.0,106.0,
21.0,Reggie Miller,27.0,IND,SG,82.0,82.0,2954.0,9.7,20.2,0.479,2.8,7.1,0.399,6.8,13.1,0.522,0.549,7.2,8.2,0.88,1.1,3.2,4.4,4.4,2.0,0.4,2.5,3.1,29.4,125.0,112.0,
22.0,Isiah Thomas,31.0,DET,PG,79.0,79.0,2922.0,9.3,22.2,0.418,1.1,3.5,0.308,8.2,18.7,0.439,0.442,4.9,6.6,0.737,1.3,2.8,4.1,11.8,2.2,0.3,5.0,3.9,24.5,102.0,110.0,AS
23.0,Nick Anderson,25.0,ORL,SG,79.0,76.0,2920.0,10.1,22.6,0.449,1.5,4.3,0.353,8.6,18.4,0.471,0.482,5.1,6.9,0.741,2.1,6.1,8.1,4.5,2.2,1.0,2.8,3.4,26.9,109.0,106.0,
24.0,Sedale Threatt,31.0,LAL,PG,82.0,82.0,2893.0,9.0,17.7,0.508,0.2,0.9,0.264,8.8,16.8,0.521,0.515,3.1,3.7,0.823,0.8,3.9,4.7,9.7,2.4,0.2,3.0,4.3,21.3,113.0,110.0,
25.0,Terry Porter,29.0,POR,PG,81.0,81.0,2883.0,8.5,18.6,0.454,2.4,5.8,0.414,6.1,12.8,0.472,0.519,5.5,6.5,0.843,1.0,4.3,5.3,7.0,1.7,0.2,3.3,2.1,24.8,115.0,108.0,AS
26.0,Kevin Willis,30.0,ATL,PF,80.0,80.0,2878.0,10.5,20.8,0.506,0.1,0.5,0.241,10.4,20.3,0.512,0.509,3.4,5.1,0.653,5.7,11.8,17.6,2.8,1.2,0.7,3.6,4.5,24.5,107.0,108.0,
27.0,John Stockton,30.0,UTA,PG,82.0,82.0,2863.0,7.6,15.6,0.486,1.3,3.2,0.385,6.3,12.4,0.513,0.526,5.1,6.4,0.798,1.1,3.0,4.1,17.1,3.5,0.4,4.6,3.9,21.5,118.0,107.0,"MVP-10,AS,NBA2"
28.0,Jeff Hornacek,29.0,PHI,PG,79.0,78.0,2860.0,9.9,21.1,0.47,1.7,4.2,0.39,8.3,16.9,0.49,0.509,4.3,4.9,0.865,1.4,4.4,5.8,9.3,2.2,0.4,3.8,3.5,25.8,110.0,111.0,
29.0,Charles Barkley,29.0,PHO,PF,76.0,76.0,2859.0,12.0,23.1,0.52,1.1,3.7,0.305,10.9,19.4,0.561,0.545,7.5,9.8,0.765,4.0,11.6,15.6,6.5,2.0,1.2,3.9,3.3,32.7,120.0,103.0,"MVP-1,AS,NBA1"
30.0,Muggsy Bogues,28.0,CHH,PG,81.0,80.0,2833.0,5.6,12.3,0.453,0.1,0.4,0.231,5.5,11.9,0.462,0.458,2.4,2.8,0.833,0.9,4.2,5.0,12.0,2.7,0.1,2.6,3.0,13.7,113.0,110.0,
31.0,Christian Laettner,23.0,MIN,PF,81.0,81.0,2823.0,9.1,19.2,0.474,0.1,0.7,0.1,9.0,18.5,0.489,0.476,8.4,10.0,0.835,3.1,9.7,12.8,4.0,1.9,1.5,5.0,5.3,26.7,105.0,108.0,
32.0,Mookie Blaylock,25.0,ATL,PG,80.0,78.0,2820.0,7.2,16.8,0.429,2.1,5.5,0.375,5.2,11.3,0.456,0.491,2.1,2.9,0.728,1.6,3.3,4.9,11.7,3.5,0.4,3.3,2.7,18.6,113.0,109.0,
33.0,A.C. Green,29.0,LAL,PF,82.0,55.0,2819.0,6.7,12.5,0.537,0.3,0.8,0.348,6.4,11.7,0.55,0.548,4.9,6.6,0.739,5.1,7.5,12.6,2.1,1.6,0.7,2.1,2.6,18.6,123.0,109.0,
34.0,Tom Gugliotta,23.0,WSB,PF,81.0,81.0,2795.0,8.5,20.0,0.426,0.7,2.4,0.281,7.8,17.6,0.446,0.443,3.2,4.9,0.644,3.9,9.9,13.7,5.4,2.4,0.6,4.0,3.4,20.9,95.0,107.0,
35.0,Danny Manning,26.0,LAC,PF,79.0,77.0,2761.0,12.3,24.2,0.509,0.1,0.5,0.267,12.2,23.7,0.514,0.512,6.8,8.5,0.802,3.5,5.7,9.1,3.6,1.9,1.8,4.0,5.7,31.6,110.0,107.0,AS
36.0,Derrick Coleman,25.0,NJN,PF,76.0,73.0,2759.0,10.2,22.2,0.46,0.4,1.8,0.232,9.8,20.4,0.48,0.469,7.6,9.4,0.808,4.5,11.0,15.4,5.0,1.7,2.3,4.4,3.8,28.5,110.0,101.0,NBA3
37.0,Larry Nance,33.0,CLE,PF,77.0,77.0,2753.0,9.8,17.9,0.549,0.0,0.1,0.0,9.8,17.8,0.551,0.549,3.7,4.5,0.818,3.4,8.9,12.3,4.1,1.0,3.6,2.0,4.1,23.3,120.0,103.0,AS
38.0,LaPhonso Ellis,22.0,DEN,PF,82.0,82.0,2749.0,8.5,16.8,0.504,0.0,0.2,0.154,8.4,16.5,0.509,0.505,4.1,5.5,0.748,4.8,8.2,13.0,2.6,1.3,1.9,2.7,5.1,21.1,113.0,105.0,
39.0,Horace Grant,27.0,CHI,PF,77.0,77.0,2745.0,8.0,15.7,0.508,0.0,0.1,0.2,7.9,15.6,0.51,0.508,3.3,5.3,0.619,6.4,7.3,13.8,3.8,1.7,1.8,2.1,4.1,19.2,118.0,105.0,
40.0,Latrell Sprewell,22.0,GSW,SG,77.0,69.0,2741.0,7.9,17.0,0.464,1.3,3.5,0.369,6.6,13.5,0.488,0.502,3.7,5.0,0.746,1.4,3.4,4.8,5.2,2.2,0.9,3.6,2.9,20.8,106.0,111.0,
41.0,Dale Ellis,32.0,SAS,SG,82.0,76.0,2731.0,10.0,20.1,0.499,2.2,5.5,0.401,7.8,14.6,0.536,0.554,2.9,3.6,0.797,1.5,4.3,5.7,2.0,1.4,0.3,2.0,3.3,25.2,113.0,110.0,
42.0,Blue Edwards,27.0,MIL,SF,82.0,81.0,2729.0,10.1,19.8,0.512,0.7,1.9,0.349,9.5,17.9,0.529,0.529,4.3,5.5,0.79,2.3,4.7,7.0,3.9,2.4,0.8,3.2,4.4,25.3,110.0,110.0,
43.0,Grant Long,26.0,MIA,PF,76.0,62.0,2728.0,7.4,15.8,0.469,0.1,0.5,0.231,7.3,15.3,0.476,0.472,4.9,6.3,0.765,3.7,6.9,10.6,3.4,1.9,0.6,2.5,4.9,19.7,112.0,108.0,
44.0,Reggie Williams,28.0,DEN,SF,79.0,79.0,2722.0,9.5,20.6,0.458,0.6,2.2,0.27,8.9,18.5,0.48,0.473,4.2,5.2,0.804,2.3,5.2,7.6,5.2,2.2,1.3,3.4,5.0,23.7,106.0,106.0,
45.0,Mahmoud Abdul-Rauf,23.0,DEN,PG,81.0,81.0,2710.0,11.2,25.0,0.45,1.2,3.5,0.355,10.0,21.5,0.465,0.475,3.9,4.1,0.935,0.9,3.1,4.0,6.1,1.5,0.1,3.3,3.2,27.6,107.0,110.0,MIP-1
46.0,Brad Daugherty,27.0,CLE,C,71.0,71.0,2691.0,9.8,17.1,0.571,0.0,0.0,0.5,9.8,17.1,0.571,0.571,7.4,9.3,0.795,3.1,10.6,13.7,5.9,1.0,1.1,2.8,3.3,26.9,125.0,105.0,"MVP-10,AS"
47.0,Harvey Grant,27.0,WSB,SF,72.0,72.0,2667.0,10.3,21.2,0.487,0.0,0.2,0.1,10.3,21.0,0.491,0.488,4.0,5.5,0.727,2.5,5.1,7.6,3.8,1.3,0.8,1.7,3.1,24.7,110.0,112.0,
48.0,Micheal Williams,26.0,MIN,PG,76.0,76.0,2661.0,6.8,15.2,0.446,0.5,2.1,0.243,6.3,13.1,0.478,0.463,8.1,8.9,0.907,1.6,3.6,5.2,12.7,3.2,0.4,4.4,5.2,22.1,116.0,111.0,
49.0,Dražen Petrović,28.0,NJN,SG,70.0,67.0,2660.0,11.0,21.3,0.518,1.4,3.1,0.449,9.6,18.2,0.529,0.551,5.9,6.8,0.87,0.8,2.8,3.6,4.6,1.8,0.2,3.8,4.5,29.4,116.0,109.0,NBA3
50.0,Clarence Weatherspoon,22.0,PHI,SF,82.0,82.0,2654.0,9.1,19.3,0.469,0.0,0.1,0.25,9.1,19.3,0.47,0.47,5.3,7.5,0.713,3.3,7.5,10.8,2.7,1.6,1.2,3.2,3.5,23.5,102.0,110.0,
