Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Shai Gilgeous-Alexander,26.0,OKC,PG,76.0,76.0,34.2,11.3,21.8,0.519,2.1,5.7,0.375,9.2,16.1,0.571,0.569,7.9,8.8,0.898,0.9,4.1,5.0,6.4,1.7,1.0,2.4,2.2,32.7,
2.0,Giannis Antetokounmpo,30.0,MIL,PF,66.0,66.0,34.1,11.8,19.7,0.603,0.2,0.9,0.23,11.6,18.7,0.621,0.608,6.5,10.5,0.612,2.2,9.7,11.9,6.3,0.9,1.2,3.1,2.3,30.4,
3.0,Nikola Jokić,29.0,DEN,C,68.0,68.0,36.8,11.3,19.6,0.575,2.0,4.8,0.414,9.3,14.9,0.627,0.625,5.3,6.5,0.808,2.9,9.9,12.8,10.2,1.8,0.6,3.3,2.3,29.8,
5.0,Anthony Edwards,23.0,MIN,SG,77.0,77.0,36.4,9.1,20.4,0.447,4.1,10.2,0.397,5.1,10.2,0.497,0.546,5.3,6.4,0.836,0.8,4.9,5.7,4.5,1.1,0.6,3.2,1.9,27.6,
6.0,Jayson Tatum,26.0,BOS,PF,71.0,71.0,36.5,9.2,20.4,0.453,3.5,10.1,0.344,5.8,10.3,0.56,0.538,5.0,6.2,0.813,0.7,8.0,8.7,6.0,1.1,0.5,2.9,2.2,27.0,
7.0,Kevin Durant,36.0,PHO,PF,62.0,62.0,36.5,9.5,18.1,0.527,2.6,6.0,0.43,7.0,12.1,0.574,0.598,4.9,5.8,0.839,0.4,5.7,6.0,4.2,0.8,1.2,3.1,1.7,26.6,
9.0,Jalen Brunson,28.0,NYK,PG,64.0,64.0,35.4,9.0,18.5,0.487,2.3,6.1,0.382,6.7,12.4,0.538,0.55,5.7,6.9,0.821,0.4,2.5,2.9,7.4,0.9,0.1,2.5,2.1,26.0,
10.0,Cade Cunningham,23.0,DET,PG,69.0,69.0,35.0,9.7,20.8,0.466,2.1,6.0,0.354,7.6,14.8,0.511,0.517,4.5,5.3,0.847,0.8,5.3,6.1,9.1,1.0,0.7,4.4,2.8,26.0,
12.0,Devin Booker,28.0,PHO,SG,74.0,74.0,37.4,8.7,19.0,0.459,2.5,7.4,0.332,6.3,11.6,0.54,0.523,5.8,6.5,0.894,1.0,3.1,4.1,7.1,0.9,0.2,2.9,2.7,25.7,
17.0,LeBron James,40.0,LAL,SF,69.0,69.0,35.1,9.3,18.2,0.512,2.1,5.7,0.378,7.2,12.6,0.573,0.571,3.7,4.8,0.782,1.0,6.8,7.9,8.2,1.0,0.6,3.8,1.4,24.6,
