Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Michael Jordan,23.0,CHI,SG,82.0,82.0,3281.0,13.390243902439025,27.79268292682927,0.482,12.0,66.0,0.182,1086.0,2213.0,0.491,0.484,10.158536585365853,11.853658536585366,0.857,166.0,264.0,430.0,377.0,236.0,125.0,272.0,237.0,37.08536585365854,0.0,"MVP-2,DPOY-8,AS,NBA1"
2.0,Alex English,33.0,DEN,SF,82.0,82.0,3085.0,11.768292682926829,23.414634146341463,0.503,4.0,15.0,0.267,961.0,1905.0,0.504,0.504,5.012195121951219,5.939024390243903,0.844,146.0,198.0,344.0,422.0,73.0,21.0,214.0,216.0,28.597560975609756,0.0,"MVP-14,AS"
3.0,Dominique Wilkins,27.0,ATL,SF,79.0,79.0,2969.0,10.481012658227849,22.620253164556964,0.463,31.0,106.0,0.292,797.0,1681.0,0.474,0.472,7.6835443037974684,9.39240506329114,0.818,210.0,284.0,494.0,261.0,117.0,51.0,215.0,149.0,29.037974683544302,0.0,"MVP-5,AS,NBA2"
4.0,Kiki Vandeweghe,28.0,POR,SF,79.0,79.0,3029.0,10.227848101265822,19.556962025316455,0.523,39.0,81.0,0.481,769.0,1464.0,0.525,0.536,5.9113924050632916,6.670886075949367,0.886,86.0,165.0,251.0,220.0,52.0,17.0,139.0,137.0,26.860759493670887,0.0,
5.0,Larry Bird,30.0,BOS,SF,74.0,73.0,3005.0,10.621621621621621,20.22972972972973,0.525,90.0,225.0,0.4,696.0,1272.0,0.547,0.555,5.594594594594595,6.148648648648648,0.91,124.0,558.0,682.0,566.0,135.0,70.0,240.0,185.0,28.054054054054053,5.0,"MVP-3,AS,NBA1"
6.0,Mark Aguirre,27.0,DAL,SF,80.0,80.0,2663.0,9.8375,19.875,0.495,53.0,150.0,0.353,734.0,1440.0,0.51,0.512,5.3625,6.9625,0.77,181.0,246.0,427.0,254.0,84.0,30.0,217.0,243.0,25.7,0.0,"MVP-15,AS"
7.0,Dale Ellis,26.0,SEA,SG,82.0,76.0,3073.0,9.573170731707316,18.536585365853657,0.516,86.0,240.0,0.358,699.0,1280.0,0.546,0.545,4.695121951219512,5.963414634146342,0.787,187.0,260.0,447.0,238.0,104.0,32.0,238.0,267.0,24.890243902439025,0.0,MIP-1
8.0,Kevin McHale,29.0,BOS,PF,77.0,77.0,3060.0,10.25974025974026,16.974025974025974,0.604,0.0,4.0,0.0,790.0,1303.0,0.606,0.604,5.558441558441558,6.64935064935065,0.836,247.0,516.0,763.0,198.0,38.0,172.0,197.0,240.0,26.07792207792208,0.0,"MVP-4,DPOY-5,AS,NBA1"
9.0,Tom Chambers,27.0,SEA,PF,82.0,82.0,3018.0,8.048780487804878,17.634146341463413,0.456,54.0,145.0,0.372,606.0,1301.0,0.466,0.475,6.524390243902439,7.682926829268292,0.849,163.0,382.0,545.0,245.0,81.0,50.0,268.0,307.0,23.28048780487805,0.0,AS
10.0,Magic Johnson,27.0,LAL,PG,80.0,80.0,2904.0,8.5375,16.35,0.522,8.0,39.0,0.205,675.0,1269.0,0.532,0.525,6.6875,7.8875,0.848,122.0,382.0,504.0,977.0,138.0,36.0,300.0,168.0,23.8625,11.0,"MVP-1,AS,NBA1"
11.0,Xavier McDaniel,23.0,SEA,SF,82.0,82.0,3031.0,9.829268292682928,19.304878048780488,0.509,3.0,14.0,0.214,803.0,1569.0,0.512,0.51,3.3536585365853657,4.817073170731708,0.696,338.0,367.0,705.0,207.0,115.0,52.0,234.0,300.0,23.048780487804876,0.0,
