Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Mikal Bridges,26.0,2TM,SG,83.0,83.0,2963.0,9.8,20.9,0.468,2.8,7.3,0.382,7.0,13.6,0.514,0.535,5.2,5.8,0.895,1.3,4.7,6.0,4.5,1.5,1.0,2.1,2.6,27.6,118.0,115.0,
2.0,Anthony Edwards,21.0,MIN,SG,79.0,79.0,2842.0,11.8,25.8,0.459,3.6,9.7,0.369,8.3,16.1,0.513,0.528,5.3,7.1,0.756,0.8,6.9,7.7,5.9,2.1,1.0,4.3,3.1,32.5,106.0,113.0,AS
3.0,Zach LaVine,27.0,CHI,SG,77.0,77.0,2768.0,11.8,24.4,0.485,3.6,9.6,0.375,8.3,14.9,0.556,0.558,6.4,7.5,0.848,0.7,5.3,6.1,5.8,1.2,0.3,3.4,2.8,33.7,116.0,115.0,
4.0,Nikola Vučević,32.0,CHI,C,82.0,82.0,2746.0,10.6,20.4,0.52,2.1,6.2,0.349,8.4,14.2,0.594,0.573,2.3,2.8,0.835,2.8,13.2,16.0,4.7,1.1,1.0,2.5,3.2,25.7,117.0,110.0,
5.0,Julius Randle,28.0,NYK,PF,77.0,77.0,2737.0,11.9,25.9,0.459,3.9,11.5,0.343,7.9,14.4,0.553,0.536,7.3,9.6,0.757,2.5,11.3,13.9,5.7,0.9,0.4,3.9,4.2,35.0,117.0,114.0,"CPOY-14,AS,NBA3"
6.0,Domantas Sabonis,26.0,SAC,C,79.0,79.0,2736.0,10.1,16.4,0.615,0.5,1.5,0.373,9.5,15.0,0.639,0.632,5.7,7.7,0.742,4.4,12.6,17.0,10.0,1.1,0.7,4.0,4.9,26.4,132.0,114.0,"MVP-7,AS,NBA3"
7.0,Jayson Tatum,24.0,BOS,SF,74.0,74.0,2732.0,13.0,27.8,0.466,4.3,12.2,0.35,8.7,15.6,0.558,0.543,9.5,11.1,0.854,1.4,10.2,11.6,6.1,1.4,0.9,3.8,2.9,39.7,118.0,110.0,"MVP-4,CPOY-10,AS,NBA1"
8.0,Spencer Dinwiddie,29.0,2TM,SG,79.0,79.0,2725.0,8.3,19.0,0.438,3.3,8.9,0.369,5.1,10.2,0.498,0.524,4.9,6.0,0.812,0.5,4.4,4.9,9.3,1.2,0.4,2.6,3.4,24.8,118.0,118.0,
9.0,Evan Mobley,21.0,CLE,PF,79.0,79.0,2715.0,9.7,17.5,0.554,0.4,1.9,0.216,9.3,15.6,0.595,0.566,3.8,5.6,0.674,3.5,9.7,13.1,4.1,1.1,2.2,2.7,4.0,23.6,117.0,108.0,DPOY-3
10.0,Dejounte Murray,26.0,ATL,SG,74.0,74.0,2693.0,10.8,23.3,0.464,2.4,6.9,0.344,8.5,16.5,0.514,0.514,2.8,3.4,0.832,0.9,5.9,6.9,7.9,2.0,0.3,2.8,1.9,26.8,112.0,116.0,
