Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Trp-Dbl,Awards
1.0,Bob McAdoo,23.0,BUF,C,82.0,,3539.0,13.353658536585366,26.073170731707318,0.512,7.817073170731708,9.707317073170731,0.805,307.0,848.0,1155.0,179.0,92.0,174.0,278.0,34.52439024390244,0.0,"MVP-1,AS,NBA1"
2.0,Rick Barry,30.0,GSW,SF,80.0,,3235.0,12.85,27.7125,0.464,4.925,5.45,0.904,92.0,364.0,456.0,492.0,228.0,33.0,225.0,30.625,1.0,"MVP-4,AS,NBA1"
3.0,Tiny Archibald,26.0,KCO,PG,82.0,,3244.0,9.25609756097561,20.29268292682927,0.456,7.951219512195122,9.121951219512194,0.872,48.0,174.0,222.0,557.0,119.0,7.0,187.0,26.463414634146343,0.0,"MVP-6,AS,NBA1"
4.0,Kareem Abdul-Jabbar,27.0,MIL,C,65.0,,2747.0,12.492307692307692,24.369230769230768,0.513,5.0,6.553846153846154,0.763,194.0,718.0,912.0,264.0,65.0,212.0,205.0,29.984615384615385,1.0,"MVP-5,AS"
5.0,Elvin Hayes,29.0,WSB,PF,82.0,,3465.0,9.012195121951219,20.341463414634145,0.443,4.987804878048781,6.512195121951219,0.766,221.0,783.0,1004.0,206.0,158.0,187.0,238.0,23.01219512195122,0.0,"MVP-3,AS,NBA1"
6.0,Bob Lanier,26.0,DET,C,76.0,,2987.0,9.618421052631579,18.855263157894736,0.51,4.75,5.921052631578948,0.802,225.0,689.0,914.0,350.0,75.0,172.0,237.0,23.986842105263158,0.0,"MVP-13,AS"
7.0,Sidney Wicks,25.0,POR,PF,82.0,,3162.0,8.439024390243903,16.963414634146343,0.497,4.804878048780488,6.804878048780488,0.706,231.0,646.0,877.0,287.0,108.0,80.0,289.0,21.682926829268293,0.0,"MVP-12,AS"
8.0,Fred Brown,26.0,SEA,SG,81.0,,2669.0,9.098765432098766,18.97530864197531,0.48,2.7901234567901234,3.3580246913580245,0.831,113.0,230.0,343.0,284.0,187.0,14.0,227.0,20.987654320987655,0.0,MVP-21
9.0,Pete Maravich,27.0,NOJ,SG,79.0,,2853.0,8.291139240506329,19.772151898734176,0.419,4.936708860759493,6.0886075949367084,0.811,93.0,329.0,422.0,488.0,120.0,18.0,227.0,21.518987341772153,5.0,
10.0,Fred Carter,29.0,PHI,PG,77.0,75.0,3046.0,9.285714285714286,20.753246753246753,0.447,3.324675324675325,4.5064935064935066,0.738,73.0,267.0,340.0,336.0,82.0,20.0,257.0,21.896103896103895,0.0,
11.0,Phil Chenier,24.0,WSB,SG,77.0,,2869.0,8.96103896103896,19.90909090909091,0.45,3.909090909090909,4.740259740259741,0.825,74.0,218.0,292.0,248.0,176.0,58.0,158.0,21.83116883116883,0.0,"MVP-8,AS,NBA2"
12.0,Charlie Scott,26.0,PHO,PG,69.0,,2592.0,10.18840579710145,23.10144927536232,0.441,3.971014492753623,5.086956521739131,0.781,72.0,201.0,273.0,311.0,111.0,24.0,296.0,24.347826086956523,0.0,AS
13.0,Rudy Tomjanovich,26.0,HOU,PF,81.0,,3134.0,8.567901234567902,16.333333333333332,0.525,3.567901234567901,4.518518518518518,0.79,184.0,429.0,613.0,236.0,76.0,24.0,230.0,20.703703703703702,0.0,"MVP-21,AS"
14.0,Walt Frazier,29.0,NYK,PG,78.0,78.0,3204.0,8.615384615384615,17.833333333333332,0.483,4.243589743589744,5.128205128205129,0.828,90.0,375.0,465.0,474.0,190.0,14.0,205.0,21.474358974358974,2.0,"MVP-15,AS,NBA1"
15.0,Earl Monroe,30.0,NYK,SG,78.0,77.0,2814.0,8.564102564102564,18.743589743589745,0.457,3.8076923076923075,4.602564102564102,0.827,56.0,271.0,327.0,270.0,108.0,29.0,200.0,20.935897435897434,0.0,"MVP-16,AS"
16.0,Gail Goodrich,31.0,LAL,SG,72.0,,2668.0,9.11111111111111,19.84722222222222,0.459,4.416666666666667,5.25,0.841,96.0,123.0,219.0,420.0,102.0,6.0,214.0,22.63888888888889,0.0,AS
17.0,Bob Dandridge,27.0,MIL,SF,80.0,,3031.0,8.6375,18.25,0.473,2.6375,3.275,0.805,142.0,409.0,551.0,243.0,122.0,48.0,330.0,19.9125,0.0,AS
18.0,John Havlicek,34.0,BOS,SF,82.0,,3132.0,7.829268292682927,17.20731707317073,0.455,3.524390243902439,4.048780487804878,0.87,154.0,330.0,484.0,432.0,110.0,16.0,231.0,19.182926829268293,0.0,"MVP-7,AS,NBA2"
19.0,Billy Cunningham,31.0,PHI,SF,80.0,73.0,2859.0,7.6125,17.7875,0.428,4.3125,5.55,0.777,130.0,596.0,726.0,442.0,91.0,35.0,270.0,19.5375,4.0,
20.0,Spencer Haywood,25.0,SEA,PF,68.0,,2529.0,8.941176470588236,19.485294117647058,0.459,4.544117647058823,5.602941176470588,0.811,198.0,432.0,630.0,137.0,54.0,108.0,173.0,22.426470588235293,0.0,"MVP-13,AS,NBA2"
21.0,Tom Van Arsdale,31.0,2TM,SF,82.0,6.0,2843.0,7.2317073170731705,16.890243902439025,0.428,3.926829268292683,5.170731707317073,0.759,77.0,201.0,278.0,223.0,91.0,3.0,257.0,18.390243902439025,0.0,
22.0,Jo Jo White,28.0,BOS,PG,82.0,,3220.0,8.024390243902438,17.5609756097561,0.457,2.268292682926829,2.7195121951219514,0.834,84.0,227.0,311.0,458.0,128.0,17.0,207.0,18.317073170731707,0.0,"AS,NBA2"
23.0,Dave Bing,31.0,DET,PG,79.0,,3222.0,7.3164556962025316,16.873417721518987,0.434,4.341772151898734,5.367088607594937,0.809,86.0,200.0,286.0,610.0,116.0,26.0,222.0,18.974683544303797,2.0,AS
24.0,Geoff Petrie,26.0,POR,PG,80.0,,3109.0,7.525,16.4875,0.456,3.2625,3.8875,0.839,38.0,171.0,209.0,424.0,81.0,13.0,215.0,18.3125,0.0,
25.0,Chet Walker,34.0,CHI,SF,76.0,76.0,2452.0,6.894736842105263,14.157894736842104,0.487,5.434210526315789,6.315789473684211,0.86,114.0,318.0,432.0,169.0,49.0,6.0,181.0,19.223684210526315,0.0,MVP-16
26.0,Randy Smith,26.0,BUF,SG,82.0,,3001.0,7.439024390243903,15.378048780487806,0.484,2.8780487804878048,3.597560975609756,0.8,95.0,249.0,344.0,534.0,137.0,3.0,247.0,17.75609756097561,0.0,
