Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Kevin Durant,25.0,OKC,SF,81.0,81.0,38.5,10.5,20.8,0.503,2.4,6.1,0.391,8.1,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,"MVP-1,AS,NBA1"
2.0,Carmelo Anthony,29.0,NYK,PF,77.0,77.0,38.7,9.6,21.3,0.452,2.2,5.4,0.402,7.5,15.9,0.469,0.503,6.0,7.0,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,"MVP-15,AS"
3.0,LeBron James,29.0,MIA,PF,77.0,77.0,37.7,10.0,17.6,0.567,1.5,4.0,0.379,8.5,13.6,0.622,0.61,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,"MVP-2,DPOY-6,AS,NBA1"
4.0,Kevin Love,25.0,MIN,PF,77.0,77.0,36.3,8.4,18.5,0.457,2.5,6.6,0.376,6.0,11.9,0.502,0.524,6.8,8.2,0.821,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,"MVP-11,AS,NBA2"
5.0,James Harden,24.0,HOU,SG,73.0,73.0,38.0,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,"MVP-5,AS,NBA1"
6.0,Blake Griffin,24.0,LAC,PF,80.0,80.0,35.8,9.0,17.0,0.528,0.2,0.6,0.273,8.8,16.4,0.537,0.533,6.0,8.4,0.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.1,"MVP-3,AS,NBA2"
7.0,Stephen Curry,25.0,GSW,PG,78.0,78.0,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5.0,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,"MVP-6,AS,NBA2"
8.0,LaMarcus Aldridge,28.0,POR,PF,69.0,69.0,36.2,9.4,20.6,0.458,0.0,0.2,0.2,9.4,20.4,0.461,0.459,4.3,5.2,0.822,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,"MVP-10,AS,NBA3"
9.0,DeMarcus Cousins,23.0,SAC,C,71.0,71.0,32.4,8.3,16.8,0.496,0.0,0.1,0.0,8.3,16.7,0.499,0.496,6.1,8.4,0.726,3.1,8.6,11.7,2.9,1.5,1.3,3.5,3.8,22.7,
10.0,DeMar DeRozan,24.0,TOR,SG,79.0,79.0,38.2,7.6,17.8,0.429,0.8,2.7,0.305,6.8,15.2,0.451,0.452,6.6,8.0,0.824,0.6,3.7,4.3,4.0,1.1,0.4,2.2,2.5,22.7,AS
11.0,Al Jefferson,29.0,CHA,C,73.0,73.0,35.0,9.6,18.8,0.509,0.0,0.2,0.2,9.5,18.6,0.512,0.51,2.6,3.8,0.69,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,21.8,"MVP-8,NBA3"
13.0,Paul George,23.0,IND,SF,80.0,80.0,36.2,7.2,17.0,0.424,2.3,6.3,0.364,4.9,10.8,0.458,0.49,5.0,5.8,0.864,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,21.7,"MVP-9,DPOY-7,AS,NBA3"
14.0,Dirk Nowitzki,35.0,DAL,PF,80.0,80.0,32.9,7.9,15.9,0.497,1.6,4.1,0.398,6.3,11.8,0.532,0.549,4.2,4.7,0.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,"MVP-14,AS"
15.0,Anthony Davis,20.0,NOP,PF,67.0,66.0,35.2,7.8,15.0,0.519,0.0,0.1,0.222,7.8,14.9,0.522,0.52,5.2,6.6,0.791,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,"DPOY-8,AS"
16.0,Kyrie Irving,21.0,CLE,PG,71.0,71.0,35.2,7.5,17.4,0.43,1.7,4.8,0.358,5.8,12.6,0.458,0.48,4.1,4.8,0.861,0.7,2.9,3.6,6.1,1.5,0.3,2.7,2.3,20.8,AS
17.0,Damian Lillard,23.0,POR,PG,82.0,82.0,35.8,6.7,15.9,0.424,2.7,6.8,0.394,4.1,9.1,0.447,0.508,4.5,5.2,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,"AS,NBA3"
19.0,Goran Dragić,27.0,PHO,SG,76.0,75.0,35.1,7.3,14.4,0.505,1.6,3.9,0.408,5.7,10.4,0.542,0.561,4.2,5.5,0.76,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,"MVP-16,MIP-1,NBA3"
20.0,Isaiah Thomas,24.0,SAC,PG,72.0,54.0,34.7,6.9,15.2,0.453,1.8,5.1,0.349,5.1,10.2,0.504,0.51,4.8,5.7,0.85,0.7,2.3,2.9,6.3,1.3,0.1,3.0,2.6,20.3,
21.0,Rudy Gay,27.0,2TM,SF,73.0,73.0,34.7,7.4,16.2,0.455,0.9,2.7,0.33,6.5,13.5,0.481,0.483,4.4,5.3,0.822,1.5,4.4,6.0,2.9,1.3,0.8,3.1,2.3,20.0,
23.0,John Wall,23.0,WAS,PG,82.0,82.0,36.3,7.1,16.3,0.433,1.3,3.8,0.351,5.7,12.5,0.458,0.473,3.9,4.8,0.805,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,19.3,AS
24.0,Kevin Martin,30.0,MIN,SG,68.0,68.0,32.0,6.5,15.0,0.43,1.7,4.4,0.387,4.8,10.7,0.448,0.486,4.5,5.0,0.891,0.5,2.5,3.0,1.8,1.0,0.1,1.6,1.8,19.1,
25.0,Chris Paul,28.0,LAC,PG,62.0,62.0,35.0,6.5,14.0,0.467,1.3,3.4,0.368,5.3,10.6,0.498,0.511,4.8,5.6,0.855,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,19.1,"MVP-7,DPOY-13,AS,NBA1"
26.0,Monta Ellis,28.0,DAL,SG,82.0,82.0,36.9,7.0,15.6,0.451,0.8,2.5,0.33,6.2,13.0,0.474,0.478,4.1,5.2,0.788,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19.0,
28.0,Jamal Crawford,33.0,LAC,SG,69.0,24.0,30.3,6.1,14.7,0.416,2.3,6.5,0.361,3.8,8.2,0.46,0.496,4.0,4.7,0.866,0.5,1.8,2.3,3.2,0.9,0.2,2.0,1.7,18.6,6MOY-1
30.0,Klay Thompson,23.0,GSW,SG,81.0,81.0,35.4,6.9,15.5,0.444,2.8,6.6,0.417,4.1,8.9,0.464,0.533,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4,
31.0,Dwight Howard,28.0,HOU,C,71.0,71.0,33.7,6.7,11.3,0.591,0.0,0.1,0.286,6.6,11.2,0.594,0.593,4.9,9.0,0.547,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,18.3,"DPOY-8,AS,NBA2"
32.0,Arron Afflalo,28.0,ORL,SG,73.0,73.0,35.0,6.4,13.8,0.459,1.8,4.1,0.427,4.6,9.7,0.473,0.522,3.8,4.6,0.815,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9,18.2,
33.0,David Lee,30.0,GSW,PF,69.0,67.0,33.2,7.4,14.2,0.523,0.0,0.0,0.0,7.4,14.2,0.523,0.523,3.3,4.3,0.78,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0,18.2,
34.0,Brandon Knight,22.0,MIL,PG,72.0,69.0,33.3,6.4,15.2,0.422,1.5,4.7,0.325,4.9,10.5,0.466,0.473,3.6,4.5,0.802,0.6,2.9,3.5,4.9,1.0,0.2,2.6,2.0,17.9,
35.0,Kyle Lowry,27.0,TOR,PG,79.0,79.0,36.2,5.8,13.7,0.423,2.4,6.3,0.38,3.4,7.3,0.46,0.511,4.0,4.9,0.813,1.1,3.6,4.7,7.4,1.5,0.2,2.5,3.4,17.9,
36.0,Paul Millsap,28.0,ATL,PF,74.0,73.0,33.5,6.5,14.1,0.461,1.0,2.9,0.358,5.5,11.3,0.487,0.498,3.9,5.3,0.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9,AS
37.0,Nick Young,28.0,LAL,SG,64.0,9.0,28.3,6.0,13.9,0.435,2.1,5.5,0.386,3.9,8.4,0.468,0.511,3.7,4.5,0.825,0.5,2.1,2.6,1.5,0.7,0.2,1.5,2.4,17.9,6MOY-8
38.0,Thaddeus Young,25.0,PHI,PF,79.0,78.0,34.4,7.4,16.2,0.454,1.1,3.7,0.308,6.2,12.5,0.496,0.489,2.1,2.9,0.712,2.1,3.9,6.0,2.3,2.1,0.5,2.1,2.7,17.9,
40.0,Kemba Walker,23.0,CHA,PG,73.0,73.0,35.8,6.2,15.7,0.393,1.5,4.5,0.333,4.7,11.2,0.417,0.441,3.9,4.6,0.837,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8,17.7,
41.0,Ty Lawson,26.0,DEN,PG,62.0,61.0,35.8,5.6,13.0,0.431,1.2,3.3,0.356,4.4,9.7,0.455,0.475,5.2,6.5,0.798,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,17.6,
43.0,Pau Gasol,33.0,LAL,C,60.0,60.0,31.4,7.1,14.8,0.48,0.1,0.2,0.286,7.0,14.5,0.483,0.482,3.1,4.2,0.736,2.1,7.6,9.7,3.4,0.5,1.5,2.4,2.1,17.4,
44.0,Zach Randolph,32.0,MEM,PF,79.0,79.0,34.2,7.1,15.2,0.467,0.0,0.3,0.1,7.1,14.9,0.474,0.468,3.2,4.3,0.742,3.4,6.7,10.1,2.5,0.7,0.3,2.3,2.7,17.4,
45.0,Mike Conley,26.0,MEM,PG,73.0,73.0,33.5,6.3,14.1,0.45,1.4,4.0,0.361,4.9,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6.0,1.5,0.2,2.1,1.9,17.2,MVP-17
46.0,Bradley Beal,20.0,WAS,SG,73.0,73.0,34.7,6.6,15.7,0.419,1.9,4.7,0.402,4.7,11.0,0.426,0.479,2.0,2.6,0.788,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1,17.1,
47.0,Jeff Green,27.0,BOS,SF,82.0,82.0,34.2,5.9,14.3,0.412,1.6,4.8,0.341,4.2,9.5,0.448,0.469,3.5,4.3,0.795,0.7,4.0,4.6,1.7,0.7,0.6,2.0,2.2,16.9,
48.0,Michael Carter-Williams,22.0,PHI,PG,70.0,70.0,34.5,6.1,15.1,0.405,0.8,3.0,0.264,5.3,12.1,0.44,0.431,3.7,5.2,0.703,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3.0,16.7,ROY-1
49.0,Tony Parker,31.0,SAS,PG,68.0,68.0,29.4,6.7,13.4,0.499,0.4,1.0,0.373,6.3,12.5,0.509,0.513,2.9,3.6,0.811,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3,16.7,"MVP-12,AS,NBA2"
50.0,Chandler Parsons,25.0,HOU,SF,74.0,74.0,37.6,6.3,13.3,0.472,1.8,4.7,0.37,4.5,8.6,0.528,0.538,2.2,3.0,0.742,0.9,4.6,5.5,4.0,1.2,0.4,1.9,2.3,16.6,
51.0,Jeff Teague,25.0,ATL,PG,79.0,79.0,32.2,5.8,13.2,0.438,0.9,2.8,0.329,4.8,10.3,0.469,0.474,4.0,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0,16.5,
52.0,Wesley Matthews,27.0,POR,SG,82.0,82.0,33.9,5.4,12.3,0.441,2.5,6.2,0.393,3.0,6.1,0.49,0.541,3.1,3.7,0.837,0.6,2.9,3.5,2.4,0.9,0.2,1.3,2.1,16.4,
53.0,Josh Smith,28.0,DET,SF,77.0,76.0,35.5,6.7,16.0,0.419,0.9,3.4,0.264,5.8,12.6,0.462,0.448,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4,
54.0,Chris Bosh,29.0,MIA,C,79.0,79.0,32.0,6.2,12.1,0.516,0.9,2.8,0.339,5.3,9.3,0.569,0.555,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,AS
55.0,Gordon Hayward,23.0,UTA,SF,77.0,77.0,36.4,5.5,13.4,0.413,1.1,3.6,0.304,4.4,9.8,0.453,0.454,4.0,4.9,0.816,0.8,4.3,5.1,5.2,1.4,0.5,2.8,2.0,16.2,
56.0,Luol Deng,28.0,2TM,SF,63.0,63.0,35.1,5.9,13.7,0.431,0.9,3.0,0.302,5.0,10.7,0.468,0.465,3.4,4.3,0.791,1.6,4.2,5.7,2.9,1.0,0.1,1.8,1.8,16.0,
