Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Adrian Dantley,28.0,UTA,SF,79.0,79.0,37.8,10.2,18.2,0.558,0.0,0.1,0.25,10.1,18.2,0.559,0.558,10.3,12.0,0.859,2.3,3.4,5.7,3.9,0.8,0.1,3.3,2.5,30.6,"MVP-7,AS,NBA2"
2.0,Mark Aguirre,24.0,DAL,SF,79.0,79.0,36.7,11.7,22.3,0.524,0.2,0.7,0.268,11.5,21.6,0.532,0.528,5.9,7.9,0.749,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5,"MVP-11,AS"
3.0,Kiki Vandeweghe,25.0,DEN,PF,78.0,71.0,35.1,11.5,20.6,0.558,0.1,0.4,0.367,11.3,20.2,0.562,0.562,6.3,7.4,0.852,1.1,3.7,4.8,3.1,0.7,0.6,2.0,2.4,29.4,AS
4.0,Alex English,30.0,DEN,SF,82.0,77.0,35.0,11.1,20.9,0.529,0.0,0.1,0.143,11.0,20.8,0.531,0.529,4.3,5.2,0.824,2.6,3.0,5.7,5.0,1.0,1.2,2.7,3.1,26.4,AS
5.0,Bernard King,27.0,NYK,SF,77.0,76.0,34.6,10.3,18.1,0.572,0.0,0.1,0.0,10.3,18.0,0.573,0.572,5.7,7.3,0.779,1.6,3.5,5.1,2.1,1.0,0.2,2.6,3.5,26.3,"MVP-2,AS,NBA1"
6.0,George Gervin,31.0,SAS,SG,76.0,76.0,34.0,10.1,20.5,0.49,0.1,0.3,0.417,9.9,20.2,0.491,0.493,5.6,6.7,0.842,1.4,2.7,4.1,2.9,1.0,0.6,2.9,2.9,25.9,AS
7.0,Larry Bird,27.0,BOS,PF,79.0,77.0,38.3,9.6,19.5,0.492,0.2,0.9,0.247,9.4,18.6,0.504,0.497,4.7,5.3,0.888,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2,"MVP-1,DPOY-12,AS,NBA1"
8.0,Mike Mitchell,28.0,SAS,SF,79.0,79.0,36.1,9.9,20.2,0.488,0.1,0.2,0.429,9.8,20.0,0.488,0.49,3.5,4.5,0.779,2.4,4.8,7.2,1.2,0.8,0.9,1.8,3.2,23.3,
9.0,Terry Cummings,22.0,SDC,PF,81.0,80.0,35.9,9.1,18.4,0.494,0.0,0.0,0.0,9.1,18.4,0.495,0.494,4.7,6.5,0.72,4.0,5.6,9.6,1.7,1.1,0.7,2.7,3.7,22.9,
10.0,Purvis Short,26.0,GSW,SF,79.0,76.0,37.3,9.0,19.1,0.473,0.3,0.9,0.306,8.8,18.2,0.482,0.48,4.5,5.6,0.793,2.3,3.2,5.5,3.1,1.3,0.1,2.9,3.2,22.8,
11.0,Moses Malone,28.0,PHI,C,71.0,71.0,36.8,7.5,15.5,0.483,0.0,0.1,0.0,7.5,15.5,0.485,0.483,7.7,10.2,0.75,5.0,8.4,13.4,1.4,1.0,1.5,3.5,2.6,22.7,"MVP-10,DPOY-12,AS,NBA2"
12.0,Rolando Blackman,24.0,DAL,SG,81.0,81.0,37.3,8.9,16.3,0.546,0.0,0.1,0.091,8.9,16.2,0.55,0.547,4.6,5.7,0.812,1.5,3.1,4.6,3.6,0.7,0.5,2.1,1.6,22.4,
13.0,Julius Erving,33.0,PHI,SF,77.0,77.0,34.8,8.8,17.2,0.512,0.1,0.3,0.333,8.7,16.9,0.515,0.515,4.7,6.3,0.754,2.5,4.4,6.9,4.0,1.8,1.8,3.0,2.8,22.4,"MVP-6,AS,NBA2"
14.0,World B. Free,30.0,CLE,SG,75.0,71.0,31.7,8.3,18.8,0.445,0.3,0.9,0.319,8.1,17.8,0.451,0.453,5.3,6.7,0.784,1.2,1.7,2.9,3.0,1.3,0.1,2.1,2.9,22.3,MVP-14
15.0,Jeff Ruland,25.0,WSB,C,75.0,75.0,41.1,8.0,13.8,0.579,0.0,0.1,0.143,8.0,13.7,0.582,0.579,6.2,8.5,0.733,3.5,8.8,12.3,3.9,0.9,1.0,4.6,3.8,22.2,"MVP-9,AS"
16.0,Eddie Johnson,24.0,KCK,SF,82.0,82.0,35.6,9.2,18.9,0.485,0.2,0.8,0.313,8.9,18.1,0.493,0.492,3.3,4.0,0.81,2.0,3.5,5.5,3.6,0.9,0.3,2.6,3.2,21.9,
17.0,Dominique Wilkins,24.0,ATL,SF,81.0,81.0,36.6,8.4,17.6,0.479,0.0,0.1,0.0,8.4,17.5,0.482,0.479,4.7,6.1,0.77,3.1,4.0,7.2,1.6,1.4,1.1,2.7,2.4,21.6,
18.0,Kareem Abdul-Jabbar,36.0,LAL,C,80.0,80.0,32.8,9.0,15.5,0.578,0.0,0.0,0.0,9.0,15.5,0.579,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,"MVP-4,AS,NBA1"
19.0,Jim Paxson,26.0,POR,SG,81.0,81.0,33.2,8.4,16.3,0.514,0.2,0.7,0.288,8.2,15.6,0.525,0.521,4.3,5.1,0.841,0.8,1.3,2.1,3.1,1.5,0.1,1.8,2.0,21.3,"AS,NBA2"
20.0,Isiah Thomas,22.0,DET,PG,82.0,82.0,36.7,8.2,17.7,0.462,0.3,0.8,0.338,7.9,16.9,0.468,0.47,4.7,6.5,0.733,1.3,2.7,4.0,11.1,2.5,0.4,3.7,4.0,21.3,"MVP-5,AS,NBA1"
21.0,Kelly Tripucka,24.0,DET,SF,76.0,75.0,32.8,7.8,17.1,0.459,0.0,0.2,0.118,7.8,16.8,0.464,0.46,5.6,6.9,0.815,1.6,2.5,4.0,3.0,0.9,0.2,2.5,2.5,21.3,AS
22.0,Ralph Sampson,23.0,HOU,C,82.0,82.0,32.8,8.7,16.7,0.523,0.0,0.0,0.25,8.7,16.6,0.524,0.523,3.5,5.3,0.661,3.6,7.6,11.1,2.0,0.9,2.4,3.6,4.1,21.0,"ROY-1,AS"
23.0,Sidney Moncrief,26.0,MIL,SG,79.0,79.0,38.9,7.1,14.2,0.498,0.1,0.2,0.278,7.0,14.0,0.501,0.5,6.7,7.9,0.848,2.7,4.0,6.7,4.5,1.4,0.3,2.7,2.6,20.9,"MVP-8,DPOY-1,AS,NBA2"
24.0,Marques Johnson,27.0,MIL,SF,74.0,74.0,36.7,8.7,17.4,0.502,0.0,0.2,0.154,8.7,17.2,0.505,0.502,3.3,4.6,0.709,2.3,4.1,6.5,4.3,1.6,0.6,2.4,2.6,20.7,MVP-14
25.0,Joe Barry Carroll,25.0,GSW,C,80.0,80.0,37.0,8.3,17.4,0.477,0.0,0.0,0.0,8.3,17.4,0.477,0.477,3.9,5.4,0.723,2.9,5.0,8.0,2.5,1.3,1.8,3.4,3.1,20.5,
26.0,Andrew Toney,26.0,PHI,SG,78.0,72.0,32.8,7.6,14.4,0.527,0.2,0.5,0.316,7.4,13.9,0.534,0.532,5.0,6.0,0.839,0.7,1.7,2.5,4.8,0.9,0.3,3.8,3.2,20.4,AS
27.0,Walter Davis,29.0,PHO,SG,78.0,70.0,32.6,8.4,16.3,0.512,0.3,1.1,0.23,8.1,15.2,0.532,0.52,3.0,3.5,0.863,0.5,2.1,2.6,5.5,1.4,0.2,2.7,2.6,20.0,AS
28.0,Darrell Griffith,25.0,UTA,SG,82.0,82.0,32.3,8.5,17.4,0.49,1.1,3.1,0.361,7.4,14.3,0.518,0.522,1.8,2.6,0.696,1.2,3.0,4.1,3.5,1.4,0.3,3.0,2.5,20.0,
29.0,Otis Birdsong,28.0,NJN,SG,69.0,57.0,31.4,8.4,16.6,0.508,0.1,0.3,0.25,8.4,16.3,0.513,0.51,2.8,4.6,0.608,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8,AS
30.0,Dan Issel,35.0,DEN,C,76.0,66.0,27.3,7.5,15.2,0.493,0.1,0.3,0.211,7.4,14.9,0.498,0.495,4.8,5.6,0.85,1.5,5.3,6.8,2.3,0.8,0.6,1.6,2.4,19.8,
31.0,Orlando Woolridge,24.0,CHI,SF,75.0,74.0,33.9,7.6,14.5,0.525,0.0,0.0,0.5,7.6,14.5,0.525,0.525,4.0,5.7,0.715,1.7,3.2,4.9,1.8,0.9,0.8,2.5,3.4,19.3,
32.0,Clark Kellogg,22.0,IND,PF,79.0,79.0,33.9,7.8,15.1,0.519,0.1,0.3,0.333,7.7,14.8,0.522,0.522,3.3,4.3,0.768,2.9,6.2,9.1,3.0,1.5,0.4,2.8,3.1,19.1,
33.0,Jack Sikma,28.0,SEA,C,82.0,82.0,36.5,7.0,14.1,0.499,0.0,0.0,0.0,7.0,14.1,0.5,0.499,5.0,5.9,0.856,2.7,8.4,11.1,4.0,1.2,1.1,2.9,3.7,19.1,AS
34.0,Robert Parish,30.0,BOS,C,80.0,79.0,35.8,7.8,14.3,0.546,0.0,0.0,,7.8,14.3,0.546,0.546,3.4,4.6,0.745,3.0,7.7,10.7,1.7,0.7,1.5,2.3,3.3,19.0,AS
35.0,Dan Roundfield,30.0,ATL,PF,73.0,72.0,35.8,6.9,14.2,0.485,0.0,0.2,0.0,6.9,14.1,0.49,0.485,5.1,6.7,0.77,2.8,7.1,9.9,2.5,0.8,1.0,2.8,3.0,18.9,
36.0,Gus Williams,30.0,SEA,PG,80.0,80.0,35.2,7.5,16.3,0.458,0.1,0.3,0.16,7.4,16.0,0.464,0.459,3.7,5.0,0.75,0.8,1.7,2.6,8.4,2.4,0.3,2.9,1.9,18.7,
37.0,Kevin McHale,26.0,BOS,PF,82.0,10.0,31.4,7.2,12.9,0.556,0.0,0.0,0.333,7.1,12.8,0.557,0.557,4.1,5.4,0.765,2.5,4.9,7.4,1.3,0.3,1.5,1.8,3.0,18.4,"6MOY-1,AS"
38.0,Quintin Dailey,23.0,CHI,SG,82.0,42.0,29.9,7.1,15.0,0.474,0.0,0.4,0.125,7.1,14.6,0.484,0.476,3.9,4.8,0.811,0.7,2.1,2.9,3.1,1.3,0.1,2.7,2.7,18.2,
39.0,Tom Chambers,24.0,SEA,PF,82.0,44.0,31.3,6.8,13.5,0.499,0.0,0.1,0.0,6.8,13.4,0.505,0.499,4.6,5.7,0.8,2.7,3.8,6.5,1.6,0.6,0.6,2.3,3.8,18.1,
40.0,Lewis Lloyd,24.0,HOU,SG,82.0,82.0,31.4,7.4,14.4,0.516,0.0,0.2,0.231,7.4,14.3,0.519,0.517,2.9,3.6,0.789,1.6,2.0,3.6,3.9,1.2,0.5,3.0,2.6,17.8,
41.0,Cliff Robinson,23.0,CLE,C,73.0,70.0,32.9,7.3,16.2,0.45,0.0,0.0,0.5,7.3,16.2,0.45,0.45,3.2,4.6,0.701,2.1,8.2,10.3,2.5,0.7,0.4,2.6,2.7,17.8,
42.0,John Drew,29.0,UTA,SF,81.0,4.0,22.2,6.3,13.2,0.479,0.1,0.3,0.273,6.2,12.9,0.483,0.482,5.0,6.4,0.778,1.8,2.4,4.2,1.7,1.1,0.0,2.4,2.6,17.7,6MOY-2
43.0,Larry Nance,24.0,PHO,PF,82.0,82.0,35.4,7.3,12.7,0.576,0.0,0.1,0.0,7.3,12.6,0.58,0.576,3.0,4.3,0.707,2.8,5.5,8.3,2.6,1.0,2.1,2.2,3.3,17.7,DPOY-9
44.0,Magic Johnson,24.0,LAL,PG,67.0,66.0,38.3,6.6,11.6,0.565,0.1,0.4,0.207,6.5,11.2,0.579,0.569,4.3,5.3,0.81,1.5,5.9,7.3,13.1,2.2,0.7,4.6,2.5,17.6,"MVP-3,DPOY-12,AS,NBA1"
45.0,Bill Laimbeer,26.0,DET,C,82.0,82.0,34.9,6.7,12.7,0.53,0.0,0.1,0.0,6.7,12.6,0.535,0.53,3.9,4.5,0.866,4.0,8.2,12.2,1.8,0.6,1.0,1.8,3.3,17.3,"MVP-12,DPOY-12,AS"
46.0,Jamaal Wilkes,30.0,LAL,SF,75.0,74.0,33.4,7.2,14.1,0.514,0.0,0.1,0.25,7.2,14.0,0.516,0.515,2.8,3.7,0.743,1.7,2.8,4.5,2.9,1.0,0.5,1.8,2.7,17.3,DPOY-12
47.0,Bill Cartwright,26.0,NYK,C,77.0,77.0,32.3,5.9,10.5,0.561,0.0,0.0,0.0,5.9,10.5,0.561,0.561,5.2,6.5,0.805,2.5,5.9,8.4,1.4,0.6,1.3,2.6,3.4,17.0,
48.0,Norm Nixon,28.0,SDC,PG,82.0,82.0,37.2,7.2,15.5,0.462,0.1,0.6,0.239,7.0,14.9,0.471,0.467,2.5,3.3,0.76,0.7,1.8,2.5,11.1,1.1,0.0,3.1,2.2,17.0,
49.0,Darryl Dawkins,27.0,NJN,C,81.0,80.0,29.8,6.3,10.6,0.593,0.0,0.1,0.4,6.2,10.5,0.594,0.594,4.2,5.7,0.735,2.0,4.7,6.7,1.5,0.7,1.7,2.9,4.8,16.8,
50.0,Sleepy Floyd,23.0,GSW,PG,77.0,73.0,33.2,6.3,13.6,0.463,0.1,0.6,0.178,6.2,13.0,0.476,0.467,4.1,5.0,0.816,1.1,2.4,3.5,3.5,1.3,0.4,2.5,2.8,16.8,
51.0,Larry Drew,25.0,KCK,PG,73.0,73.0,32.4,6.5,14.1,0.462,0.0,0.1,0.3,6.5,13.9,0.464,0.463,3.3,4.3,0.776,0.5,1.5,2.0,7.6,1.7,0.1,2.7,2.3,16.4,
52.0,John Long,27.0,DET,SG,82.0,82.0,30.7,6.6,14.1,0.472,0.0,0.1,0.2,6.6,14.0,0.473,0.472,3.0,3.4,0.884,1.7,1.8,3.5,2.5,1.1,0.2,1.7,2.4,16.3,
53.0,Calvin Natt,27.0,POR,SF,79.0,74.0,33.4,6.3,10.8,0.583,0.0,0.2,0.118,6.3,10.6,0.593,0.585,3.5,4.4,0.797,2.1,3.9,6.0,2.3,0.9,0.3,2.1,2.8,16.2,DPOY-9
54.0,Maurice Lucas,31.0,PHO,PF,75.0,69.0,30.8,6.0,12.1,0.497,0.0,0.1,0.0,6.0,12.0,0.499,0.497,3.9,5.1,0.765,2.8,6.9,9.7,2.7,0.7,0.5,2.4,3.1,15.9,
55.0,Mychal Thompson,29.0,POR,C,79.0,74.0,33.5,6.2,11.8,0.524,0.0,0.0,0.0,6.2,11.7,0.525,0.524,3.4,5.1,0.667,3.0,5.7,8.7,3.9,1.1,1.4,3.0,3.0,15.7,DPOY-12
56.0,Buck Williams,23.0,NJN,PF,81.0,81.0,37.1,6.1,11.4,0.535,0.0,0.0,0.0,6.1,11.4,0.537,0.535,3.5,6.1,0.57,4.4,8.0,12.3,1.6,1.0,1.5,2.9,3.7,15.7,
57.0,Kenny Carr,28.0,POR,PF,82.0,57.0,29.9,6.3,11.3,0.561,0.0,0.1,0.0,6.3,11.2,0.564,0.561,3.0,4.5,0.673,2.5,5.3,7.8,1.9,0.8,0.4,2.5,3.3,15.6,6MOY-3
58.0,Ricky Sobers,31.0,WSB,SG,81.0,81.0,32.4,6.3,13.8,0.456,0.4,1.4,0.261,5.9,12.4,0.477,0.469,2.7,3.3,0.837,0.6,1.6,2.2,4.7,1.4,0.2,2.7,3.4,15.6,
59.0,Artis Gilmore,34.0,SAS,C,64.0,59.0,31.8,5.5,8.7,0.631,0.0,0.0,0.0,5.5,8.6,0.635,0.631,4.4,6.1,0.718,3.3,7.0,10.3,1.1,0.6,2.1,2.3,3.6,15.3,
