Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Maurice Cheeks,29.0,PHI,PG,82.0,82.0,3270.0,7.2,13.3,0.537,0.1,0.2,0.235,7.1,13.1,0.542,0.539,4.1,4.9,0.842,0.8,2.6,3.4,11.0,3.0,0.4,3.5,2.3,18.5,119.0,107.0,AS
2.0,Larry Bird,29.0,BOS,SF,82.0,81.0,3113.0,12.1,24.5,0.496,1.2,3.0,0.423,10.9,21.5,0.506,0.521,6.7,7.5,0.896,2.9,9.4,12.3,8.5,2.5,0.8,4.1,2.8,32.2,117.0,99.0,"MVP-1,AS,NBA1"
3.0,Buck Williams,25.0,NJN,PF,82.0,82.0,3070.0,7.6,14.5,0.523,0.0,0.0,0.0,7.6,14.4,0.524,0.523,4.6,6.7,0.676,5.0,9.9,14.9,2.0,1.1,1.5,3.7,4.4,19.7,107.0,105.0,"MVP-16,AS"
4.0,Dominique Wilkins,26.0,ATL,SF,78.0,78.0,3049.0,14.0,29.9,0.468,0.2,1.1,0.186,13.8,28.8,0.479,0.472,9.1,11.1,0.818,4.1,5.6,9.7,3.2,2.2,0.8,4.0,2.7,37.3,111.0,105.0,"MVP-2,AS,NBA1"
5.0,Alex English,32.0,DEN,SF,81.0,81.0,3024.0,14.1,28.1,0.504,0.0,0.1,0.2,14.1,28.0,0.505,0.504,7.6,8.8,0.862,2.9,3.2,6.0,4.8,1.1,0.4,3.7,3.5,35.9,113.0,110.0,"MVP-8,AS,NBA2"
6.0,Jeff Malone,24.0,WSB,SG,80.0,80.0,2992.0,11.9,24.6,0.483,0.0,0.3,0.176,11.9,24.4,0.486,0.484,5.2,6.0,0.868,1.1,3.6,4.7,3.1,1.1,0.2,2.7,2.9,29.1,107.0,109.0,AS
7.0,Mike Mitchell,30.0,SAS,SF,82.0,82.0,2970.0,12.5,26.4,0.473,0.0,0.2,0.0,12.5,26.2,0.476,0.473,4.9,6.1,0.809,2.1,4.3,6.4,2.9,0.9,0.4,2.9,2.7,29.9,105.0,112.0,
8.0,Charles Barkley,22.0,PHI,PF,80.0,80.0,2952.0,9.6,16.8,0.572,0.3,1.2,0.227,9.4,15.6,0.598,0.58,6.4,9.4,0.685,5.7,10.9,16.6,5.0,2.8,2.0,5.7,5.4,25.9,111.0,100.0,"MVP-6,NBA2"
9.0,Reggie Theus,28.0,SAC,SG,82.0,82.0,2919.0,8.8,18.3,0.48,0.1,0.6,0.171,8.7,17.8,0.49,0.483,6.5,7.9,0.827,1.2,3.7,4.9,12.7,1.8,0.3,5.3,3.7,24.2,109.0,110.0,
10.0,Bill Laimbeer,28.0,DET,C,82.0,82.0,2891.0,8.7,17.6,0.492,0.1,0.2,0.286,8.6,17.4,0.495,0.494,4.2,5.1,0.834,4.9,12.3,17.1,2.3,0.9,1.0,2.1,4.6,21.7,115.0,105.0,
11.0,Alvin Robertson,23.0,SAS,SG,82.0,82.0,2878.0,9.0,17.6,0.514,0.1,0.5,0.276,8.9,17.1,0.521,0.518,4.2,5.3,0.795,3.0,5.3,8.3,7.2,4.8,0.6,4.1,4.8,22.4,109.0,103.0,"MVP-13,DPOY-1,MIP-1,AS,NBA2"
12.0,Vern Fleming,23.0,IND,PG,80.0,77.0,2870.0,7.2,14.3,0.506,0.0,0.1,0.167,7.2,14.2,0.508,0.506,4.4,5.9,0.745,1.7,4.7,6.4,8.4,2.2,0.1,3.4,3.8,18.8,110.0,107.0,
13.0,Ralph Sampson,25.0,HOU,PF,79.0,76.0,2864.0,10.1,20.7,0.488,0.0,0.2,0.133,10.1,20.5,0.492,0.488,3.9,6.1,0.641,4.2,10.1,14.2,4.6,1.6,2.1,4.6,5.0,24.1,101.0,104.0,AS
14.0,Roy Hinson,24.0,CLE,SF,82.0,82.0,2834.0,10.4,19.5,0.532,0.0,0.1,0.0,10.4,19.4,0.534,0.532,6.1,8.4,0.719,2.8,7.9,10.7,1.7,1.0,1.9,3.1,5.3,26.8,111.0,107.0,
15.0,Joe Barry Carroll,27.0,GSW,C,79.0,79.0,2801.0,10.7,23.1,0.463,0.0,0.0,0.0,10.7,23.1,0.464,0.463,6.2,8.2,0.752,3.2,7.8,11.0,2.9,1.7,2.4,4.5,4.6,27.6,101.0,109.0,
16.0,Kiki Vandeweghe,27.0,POR,SF,79.0,76.0,2791.0,11.8,21.9,0.54,0.0,0.1,0.125,11.8,21.8,0.542,0.54,8.6,9.9,0.869,1.5,2.0,3.6,3.1,0.9,0.3,2.9,2.7,32.3,122.0,113.0,
17.0,Jack Sikma,30.0,SEA,C,80.0,78.0,2790.0,9.0,19.4,0.462,0.0,0.2,0.0,9.0,19.2,0.467,0.462,6.3,7.3,0.864,2.6,10.6,13.2,5.3,1.6,1.3,3.8,5.2,24.2,108.0,103.0,
18.0,Isiah Thomas,24.0,DET,PG,77.0,77.0,2790.0,10.1,20.6,0.488,0.4,1.4,0.31,9.6,19.2,0.501,0.498,6.0,7.6,0.79,1.4,3.2,4.6,13.7,2.8,0.3,4.8,4.0,26.6,113.0,108.0,"MVP-9,AS,NBA1"
19.0,Rolando Blackman,26.0,DAL,SG,82.0,81.0,2787.0,11.4,22.2,0.514,0.1,0.5,0.138,11.3,21.7,0.522,0.515,6.8,8.1,0.836,1.5,3.4,4.9,4.6,1.3,0.4,3.2,2.3,29.7,114.0,113.0,AS
20.0,Herb Williams,27.0,IND,C,78.0,74.0,2770.0,10.8,21.9,0.492,0.0,0.2,0.083,10.8,21.7,0.496,0.492,5.1,6.9,0.73,3.0,9.2,12.2,3.0,0.9,3.2,3.6,4.2,26.6,104.0,103.0,
21.0,Sleepy Floyd,25.0,GSW,PG,82.0,82.0,2764.0,8.5,16.8,0.506,0.6,2.0,0.328,7.8,14.8,0.53,0.526,5.8,7.3,0.796,1.3,3.7,4.9,12.4,2.6,0.3,4.8,3.3,23.5,114.0,111.0,
22.0,Randy Wittman,26.0,ATL,SG,81.0,79.0,2760.0,8.1,15.3,0.53,0.1,0.3,0.313,8.0,15.0,0.534,0.533,1.8,2.3,0.77,0.9,2.1,3.0,5.3,1.4,0.2,2.0,2.1,18.1,114.0,110.0,
23.0,Adrian Dantley,30.0,UTA,SF,76.0,75.0,2744.0,13.9,24.6,0.563,0.0,0.2,0.091,13.8,24.4,0.567,0.563,10.7,13.5,0.791,3.0,3.7,6.7,4.5,1.1,0.1,3.9,3.5,38.4,121.0,109.0,"MVP-16,AS"
24.0,Jay Humphries,23.0,PHO,PG,82.0,82.0,2733.0,5.9,12.3,0.479,0.1,0.5,0.138,5.8,11.8,0.493,0.482,3.3,4.3,0.767,0.9,3.4,4.4,8.8,2.2,0.2,3.2,3.7,15.2,108.0,109.0,
25.0,Dennis Johnson,31.0,BOS,PG,78.0,78.0,2732.0,8.4,18.4,0.455,0.1,0.7,0.143,8.3,17.7,0.468,0.458,4.2,5.2,0.818,1.2,3.5,4.7,7.9,1.9,0.6,3.0,3.6,21.1,107.0,104.0,MVP-18
26.0,Xavier McDaniel,22.0,SEA,SF,82.0,80.0,2706.0,10.5,21.4,0.49,0.0,0.2,0.2,10.5,21.2,0.492,0.491,4.6,6.6,0.687,5.6,6.3,11.9,3.5,1.8,0.7,4.5,5.6,25.6,103.0,106.0,ROY-2
27.0,Moses Malone,30.0,PHI,C,74.0,74.0,2706.0,10.1,22.0,0.458,0.0,0.0,0.0,10.1,22.0,0.459,0.458,10.9,13.8,0.787,6.0,9.4,15.4,1.6,1.2,1.3,4.6,3.4,31.0,111.0,106.0,"MVP-10,AS"
28.0,Paul Pressey,27.0,MIL,SF,80.0,80.0,2704.0,7.1,14.7,0.488,0.1,0.8,0.182,7.0,13.9,0.504,0.492,5.5,6.8,0.806,2.2,4.7,6.9,10.8,2.9,1.2,4.2,4.3,19.9,114.0,101.0,MVP-13
29.0,James Donaldson,28.0,2TM,C,83.0,78.0,2682.0,4.5,8.0,0.558,0.0,0.0,,4.5,8.0,0.558,0.558,3.6,4.4,0.803,3.0,10.9,13.9,1.7,0.5,2.4,2.2,3.3,12.5,118.0,108.0,
30.0,Terry Cummings,24.0,MIL,PF,82.0,82.0,2669.0,12.0,25.3,0.474,0.0,0.0,0.0,12.0,25.3,0.474,0.474,4.7,7.1,0.656,3.9,8.3,12.2,3.4,2.1,0.9,3.4,5.0,28.7,105.0,101.0,MVP-11
31.0,Kareem Abdul-Jabbar,38.0,LAL,C,79.0,79.0,2629.0,13.4,23.8,0.564,0.0,0.0,0.0,13.4,23.7,0.565,0.564,6.0,7.8,0.765,2.4,6.1,8.5,5.0,1.2,2.3,3.6,4.4,32.8,118.0,106.0,"MVP-5,AS,NBA1"
32.0,Kelly Tripucka,26.0,DET,SF,81.0,81.0,2626.0,10.8,21.7,0.498,0.2,0.4,0.48,10.6,21.2,0.498,0.502,6.7,7.8,0.856,2.0,4.1,6.1,4.6,1.6,0.2,3.2,2.9,28.5,114.0,110.0,
33.0,Sam Perkins,24.0,DAL,PF,80.0,79.0,2626.0,8.2,16.3,0.503,0.2,0.6,0.333,8.0,15.7,0.51,0.509,5.5,6.7,0.814,3.5,8.8,12.3,2.7,1.3,1.7,2.6,3.8,22.1,115.0,109.0,
34.0,Fat Lever,25.0,DEN,PG,78.0,77.0,2616.0,8.0,18.2,0.441,0.2,0.7,0.316,7.8,17.6,0.446,0.447,2.3,3.1,0.725,2.3,4.9,7.2,10.0,3.1,0.3,3.6,3.5,18.6,101.0,104.0,
35.0,Rodney McCray,24.0,HOU,SF,82.0,82.0,2610.0,6.0,11.2,0.537,0.0,0.1,0.0,6.0,11.1,0.54,0.537,3.0,3.9,0.77,2.8,6.4,9.2,5.2,0.9,1.0,2.3,3.5,15.1,118.0,109.0,
36.0,Marques Johnson,29.0,LAC,SG,75.0,75.0,2605.0,11.0,21.5,0.51,0.0,0.3,0.067,11.0,21.3,0.516,0.511,5.3,7.0,0.76,2.8,4.7,7.5,5.1,1.9,0.9,3.3,3.8,27.4,112.0,112.0,AS
