Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Rick Barry,22.0,SFW,SF,78.0,,3175.0,12.961538461538462,28.71794871794872,0.451,9.653846153846153,10.923076923076923,0.884,714.0,282.0,258.0,35.57692307692308,0.0,"MVP-5,AS,NBA1"
2.0,Oscar Robertson,28.0,CIN,PG,79.0,,3468.0,10.60759493670886,21.50632911392405,0.493,9.316455696202532,10.670886075949367,0.873,486.0,845.0,226.0,30.531645569620252,7.0,"MVP-4,AS,NBA1"
3.0,Wilt Chamberlain,30.0,PHI,C,81.0,,3682.0,9.691358024691358,14.197530864197532,0.683,4.765432098765432,10.802469135802468,0.441,1957.0,630.0,143.0,24.14814814814815,22.0,"MVP-1,AS,NBA1"
4.0,Jerry West,28.0,LAL,PG,66.0,,2670.0,9.772727272727273,21.045454545454547,0.464,9.121212121212121,10.393939393939394,0.878,392.0,447.0,160.0,28.666666666666668,1.0,"AS,NBA1"
5.0,Elgin Baylor,32.0,LAL,SF,70.0,,2706.0,10.157142857142857,23.685714285714287,0.429,6.285714285714286,7.728571428571429,0.813,898.0,215.0,211.0,26.6,0.0,"AS,NBA1"
6.0,Hal Greer,30.0,PHI,SG,80.0,,3086.0,8.7375,19.05,0.459,4.5875,5.825,0.788,422.0,303.0,302.0,22.0625,0.0,"AS,NBA2"
7.0,John Havlicek,26.0,BOS,SF,81.0,,2602.0,8.444444444444445,19.012345679012345,0.444,4.506172839506172,5.444444444444445,0.828,532.0,278.0,210.0,21.395061728395063,0.0,AS
8.0,Willis Reed,24.0,NYK,PF,78.0,76.0,2824.0,8.14102564102564,16.641025641025642,0.489,4.589743589743589,6.243589743589744,0.735,1136.0,126.0,293.0,20.871794871794872,0.0,"AS,NBA2"
9.0,Bailey Howell,30.0,BOS,PF,81.0,,2503.0,7.851851851851852,15.333333333333334,0.512,4.308641975308642,5.814814814814815,0.741,677.0,103.0,296.0,20.012345679012345,0.0,AS
10.0,Dave Bing,23.0,DET,PG,80.0,,2762.0,8.3,19.025,0.436,3.4125,4.625,0.738,359.0,330.0,217.0,20.0125,0.0,ROY-1
11.0,Sam Jones,33.0,BOS,SG,72.0,,2325.0,8.86111111111111,19.52777777777778,0.454,4.416666666666667,5.152777777777778,0.857,338.0,217.0,191.0,22.13888888888889,0.0,NBA2
12.0,Chet Walker,26.0,PHI,SF,81.0,,2691.0,6.925925925925926,14.197530864197532,0.488,5.493827160493828,7.172839506172839,0.766,660.0,188.0,232.0,19.34567901234568,0.0,AS
13.0,Gus Johnson,28.0,BAL,SF,73.0,,2626.0,8.493150684931507,18.863013698630137,0.45,3.712328767123288,5.2465753424657535,0.708,855.0,194.0,281.0,20.698630136986303,0.0,
14.0,Walt Bellamy,27.0,NYK,C,79.0,78.0,3010.0,7.151898734177215,13.721518987341772,0.521,4.670886075949367,7.341772151898734,0.636,1064.0,206.0,275.0,18.974683544303797,2.0,
15.0,Billy Cunningham,23.0,PHI,SF,81.0,,2168.0,6.864197530864198,14.950617283950617,0.459,4.728395061728395,6.888888888888889,0.686,589.0,205.0,260.0,18.45679012345679,0.0,
16.0,Lou Hudson,22.0,STL,SF,80.0,,2446.0,7.75,16.6,0.467,2.8875,4.0875,0.706,435.0,95.0,277.0,18.3875,0.0,ROY-2
17.0,Guy Rodgers,31.0,CHI,PG,81.0,,3063.0,6.6419753086419755,17.0,0.391,4.728395061728395,5.864197530864198,0.806,346.0,908.0,243.0,18.012345679012345,2.0,AS
18.0,Jerry Lucas,26.0,CIN,PF,81.0,,3558.0,7.1234567901234565,15.518518518518519,0.459,3.506172839506173,4.432098765432099,0.791,1547.0,268.0,280.0,17.753086419753085,1.0,"AS,NBA2"
19.0,Bob Boozer,29.0,CHI,PF,80.0,,2451.0,6.725,13.8,0.487,4.5,5.7625,0.781,679.0,90.0,212.0,17.95,0.0,
