Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
23.0,Jamaal Wilkes,25.0,LAL,SF,82.0,82.0,2915.0,7.634146341463414,15.146341463414634,0.504,3.317073170731707,4.414634146341464,0.751,164.0,445.0,609.0,227.0,134.0,27.0,224.0,275.0,18.585365853658537,0.0,
24.0,Tom Owens,29.0,POR,C,82.0,82.0,2791.0,7.317073170731708,13.353658536585366,0.548,3.902439024390244,4.914634146341464,0.794,263.0,477.0,740.0,301.0,59.0,58.0,247.0,329.0,18.536585365853657,0.0,
25.0,Cedric Maxwell,23.0,BOS,SF,80.0,,2969.0,5.9,10.1,0.584,7.175,8.95,0.802,272.0,519.0,791.0,228.0,98.0,74.0,273.0,266.0,18.975,0.0,
26.0,M.L. Carr,28.0,DET,SF,80.0,,3207.0,7.3375,14.2875,0.514,4.0375,5.4375,0.743,219.0,370.0,589.0,262.0,197.0,46.0,255.0,279.0,18.7125,0.0,
27.0,Bob McAdoo,27.0,2TM,C,60.0,32.0,2231.0,9.933333333333334,18.783333333333335,0.529,4.916666666666667,7.5,0.656,130.0,390.0,520.0,168.0,74.0,67.0,217.0,189.0,24.783333333333335,0.0,
28.0,Gus Williams,25.0,SEA,PG,76.0,,2266.0,7.973684210526316,16.105263157894736,0.495,3.223684210526316,4.157894736842105,0.775,111.0,134.0,245.0,307.0,158.0,29.0,190.0,162.0,19.17105263157895,0.0,
29.0,Truck Robinson,27.0,2TM,PF,69.0,,2537.0,8.202898550724637,16.695652173913043,0.491,4.695652173913044,6.695652173913044,0.701,195.0,607.0,802.0,113.0,46.0,75.0,233.0,206.0,21.10144927536232,0.0,
30.0,Johnny Davis,23.0,IND,PG,79.0,,2971.0,7.151898734177215,15.69620253164557,0.456,3.9746835443037973,5.012658227848101,0.793,70.0,121.0,191.0,453.0,95.0,22.0,214.0,177.0,18.27848101265823,0.0,
31.0,Spencer Haywood,29.0,2TM,PF,68.0,18.0,2361.0,8.75,17.720588235294116,0.494,3.3970588235294117,4.294117647058823,0.791,172.0,361.0,533.0,127.0,40.0,82.0,200.0,236.0,20.897058823529413,0.0,
32.0,Rudy Tomjanovich,30.0,HOU,PF,74.0,,2641.0,8.378378378378379,16.216216216216218,0.517,2.27027027027027,2.9864864864864864,0.76,170.0,402.0,572.0,137.0,44.0,18.0,138.0,186.0,19.027027027027028,0.0,AS
33.0,Maurice Lucas,26.0,POR,PF,69.0,,2462.0,8.231884057971014,17.507246376811594,0.47,3.9130434782608696,5.0,0.783,192.0,524.0,716.0,215.0,66.0,81.0,233.0,254.0,20.3768115942029,0.0,AS
34.0,Norm Nixon,23.0,LAL,PG,82.0,82.0,3145.0,7.597560975609756,14.012195121951219,0.542,1.9268292682926829,2.4878048780487805,0.775,48.0,183.0,231.0,737.0,201.0,17.0,231.0,250.0,17.121951219512194,0.0,
35.0,Ricky Sobers,26.0,IND,SG,81.0,,2825.0,6.827160493827161,14.74074074074074,0.463,3.6790123456790123,4.172839506172839,0.882,118.0,183.0,301.0,450.0,138.0,23.0,304.0,315.0,17.333333333333332,0.0,
36.0,Ray Williams,24.0,NYK,PG,81.0,53.0,2370.0,7.098765432098766,15.518518518518519,0.457,3.0987654320987654,3.8641975308641974,0.802,104.0,187.0,291.0,504.0,128.0,19.0,285.0,274.0,17.296296296296298,1.0,
37.0,Austin Carr,30.0,CLE,SG,82.0,,2714.0,6.719512195121951,14.158536585365853,0.475,3.5609756097560976,4.365853658536586,0.816,155.0,135.0,290.0,217.0,77.0,14.0,175.0,210.0,17.0,0.0,
38.0,Dan Issel,30.0,DEN,C,81.0,,2742.0,6.567901234567901,12.716049382716049,0.517,3.9012345679012346,5.172839506172839,0.754,240.0,498.0,738.0,255.0,61.0,46.0,171.0,233.0,17.037037037037038,0.0,
39.0,Alvan Adams,24.0,PHO,C,77.0,,2364.0,7.3896103896103895,13.935064935064934,0.53,3.0,3.7532467532467533,0.799,220.0,485.0,705.0,360.0,110.0,63.0,279.0,246.0,17.77922077922078,0.0,
40.0,James Edwards,23.0,IND,C,82.0,82.0,2546.0,6.512195121951219,12.987804878048781,0.501,3.6341463414634148,5.378048780487805,0.676,179.0,514.0,693.0,92.0,60.0,109.0,162.0,363.0,16.658536585365855,0.0,
41.0,Toby Knight,23.0,NYK,SF,82.0,70.0,2667.0,7.426829268292683,14.317073170731707,0.519,1.7682926829268293,2.5121951219512195,0.704,201.0,347.0,548.0,124.0,61.0,60.0,163.0,309.0,16.621951219512194,0.0,
42.0,Reggie Theus,21.0,CHI,PG,82.0,80.0,2753.0,6.548780487804878,13.646341463414634,0.48,3.2195121951219514,4.2317073170731705,0.761,92.0,136.0,228.0,429.0,93.0,18.0,303.0,270.0,16.317073170731707,0.0,ROY-2
43.0,Scott Wedman,26.0,KCK,SF,73.0,,2498.0,7.684931506849315,14.383561643835616,0.534,2.958904109589041,3.712328767123288,0.797,135.0,251.0,386.0,144.0,76.0,30.0,106.0,239.0,18.328767123287673,0.0,
44.0,Jim McElroy,25.0,NOJ,PG,79.0,,2698.0,6.822784810126582,13.886075949367088,0.491,3.278481012658228,4.30379746835443,0.762,61.0,154.0,215.0,453.0,148.0,49.0,237.0,183.0,16.924050632911392,0.0,
45.0,John Lucas,25.0,GSW,PG,82.0,82.0,3095.0,6.463414634146342,13.975609756097562,0.462,3.2195121951219514,3.9146341463414633,0.822,65.0,182.0,247.0,762.0,152.0,9.0,255.0,229.0,16.146341463414632,0.0,
46.0,John Long,22.0,DET,SG,82.0,,2498.0,7.085365853658536,15.121951219512194,0.469,1.9146341463414633,2.317073170731707,0.826,127.0,139.0,266.0,121.0,102.0,19.0,137.0,224.0,16.085365853658537,0.0,
47.0,Robert Parish,25.0,GSW,C,76.0,,2411.0,7.2894736842105265,14.605263157894736,0.499,2.5789473684210527,3.6973684210526314,0.698,265.0,651.0,916.0,115.0,100.0,217.0,233.0,303.0,17.157894736842106,1.0,
48.0,Alex English,25.0,IND,SF,81.0,,2696.0,6.950617283950617,13.604938271604938,0.511,2.1358024691358026,2.8395061728395063,0.752,253.0,402.0,655.0,271.0,70.0,78.0,196.0,214.0,16.037037037037038,0.0,
49.0,Jack Sikma,23.0,SEA,C,82.0,82.0,2958.0,5.804878048780488,12.609756097560975,0.46,4.012195121951219,4.926829268292683,0.814,232.0,781.0,1013.0,261.0,82.0,67.0,253.0,295.0,15.621951219512194,0.0,"MVP-7,AS"
50.0,Dennis Johnson,24.0,SEA,SG,80.0,,2717.0,6.025,13.875,0.434,3.825,4.9,0.781,146.0,228.0,374.0,280.0,100.0,97.0,191.0,209.0,15.875,0.0,AS
51.0,Junior Bridgeman,25.0,MIL,SG,82.0,,1963.0,6.585365853658536,13.012195121951219,0.506,2.3048780487804876,2.7804878048780486,0.829,113.0,184.0,297.0,163.0,88.0,41.0,138.0,184.0,15.475609756097562,0.0,
52.0,James Silas,29.0,SAS,PG,79.0,,2171.0,5.89873417721519,11.670886075949367,0.505,4.227848101265823,5.0886075949367084,0.831,35.0,148.0,183.0,273.0,76.0,20.0,199.0,215.0,16.025316455696203,0.0,
53.0,Mickey Johnson,26.0,CHI,PF,82.0,74.0,2594.0,6.048780487804878,13.475609756097562,0.449,3.3292682926829267,4.012195121951219,0.83,193.0,434.0,627.0,380.0,88.0,59.0,312.0,286.0,15.426829268292684,4.0,
54.0,Phil Ford,22.0,KCK,PG,79.0,,2723.0,5.9113924050632916,12.708860759493671,0.465,4.1265822784810124,5.075949367088608,0.813,33.0,149.0,182.0,681.0,174.0,6.0,323.0,245.0,15.949367088607595,0.0,"MVP-8,ROY-1,NBA2"
55.0,Kevin Porter,28.0,DET,PG,82.0,82.0,3064.0,6.512195121951219,13.536585365853659,0.481,2.341463414634146,3.2439024390243905,0.722,62.0,147.0,209.0,1099.0,158.0,5.0,337.0,302.0,15.365853658536585,0.0,
56.0,Rich Kelley,25.0,NOJ,C,80.0,,2705.0,5.5,10.875,0.506,4.6625,5.725,0.814,303.0,723.0,1026.0,285.0,126.0,166.0,288.0,309.0,15.6625,0.0,
58.0,Chris Ford,30.0,2TM,SG,81.0,,2737.0,6.6419753086419755,14.098765432098766,0.471,2.123456790123457,2.802469135802469,0.758,124.0,150.0,274.0,374.0,115.0,25.0,210.0,209.0,15.407407407407407,0.0,
59.0,Eddie Johnson,23.0,ATL,SG,78.0,,2413.0,6.423076923076923,12.58974358974359,0.51,3.1153846153846154,3.7435897435897436,0.832,65.0,105.0,170.0,360.0,121.0,11.0,213.0,241.0,15.961538461538462,0.0,
60.0,Dan Roundfield,25.0,ATL,PF,80.0,,2539.0,5.775,11.45,0.504,3.75,5.25,0.714,326.0,539.0,865.0,131.0,87.0,176.0,209.0,358.0,15.3,0.0,
61.0,Sonny Parker,23.0,GSW,SF,79.0,,2893.0,6.481012658227848,12.89873417721519,0.502,2.2151898734177213,2.810126582278481,0.788,164.0,280.0,444.0,291.0,144.0,33.0,193.0,187.0,15.177215189873417,0.0,
62.0,Mike Bantom,27.0,IND,PF,81.0,,2528.0,5.950617283950617,12.790123456790123,0.465,2.802469135802469,4.172839506172839,0.672,225.0,425.0,650.0,223.0,99.0,62.0,193.0,316.0,14.703703703703704,1.0,
63.0,Phil Smith,26.0,GSW,SG,59.0,,2288.0,8.288135593220339,16.559322033898304,0.501,3.288135593220339,4.322033898305085,0.761,48.0,164.0,212.0,261.0,101.0,23.0,170.0,159.0,19.864406779661017,0.0,
64.0,Nick Weatherspoon,28.0,SDC,SF,82.0,,2642.0,5.841463414634147,12.170731707317072,0.48,2.1463414634146343,2.902439024390244,0.739,179.0,275.0,454.0,135.0,80.0,37.0,184.0,287.0,13.829268292682928,0.0,
65.0,Billy Knight,26.0,2TM,SF,79.0,,2095.0,5.582278481012659,10.569620253164556,0.528,3.151898734177215,3.7468354430379747,0.841,94.0,253.0,347.0,152.0,63.0,8.0,225.0,160.0,14.316455696202532,0.0,
66.0,Dave Cowens,30.0,BOS,C,68.0,,2517.0,7.176470588235294,14.852941176470589,0.483,2.2205882352941178,2.75,0.807,152.0,500.0,652.0,242.0,76.0,51.0,174.0,263.0,16.573529411764707,0.0,
68.0,Jim Chones,29.0,CLE,C,82.0,82.0,2850.0,5.7560975609756095,13.085365853658537,0.44,1.9268292682926829,2.6219512195121952,0.735,260.0,582.0,842.0,181.0,47.0,102.0,187.0,278.0,13.439024390243903,0.0,
69.0,Bill Robinzine,26.0,KCK,PF,82.0,,2179.0,5.597560975609756,10.207317073170731,0.548,2.1951219512195124,3.0,0.732,218.0,420.0,638.0,104.0,105.0,15.0,179.0,367.0,13.390243902439025,0.0,
70.0,Rick Barry,34.0,HOU,SF,80.0,,2566.0,5.7625,12.5,0.461,2.0,2.1125,0.947,40.0,237.0,277.0,502.0,95.0,38.0,198.0,195.0,13.525,0.0,
71.0,Ron Brewer,23.0,POR,SG,81.0,,2454.0,5.3580246913580245,10.839506172839506,0.494,2.5925925925925926,3.1604938271604937,0.82,88.0,141.0,229.0,165.0,102.0,79.0,153.0,181.0,13.308641975308642,0.0,
72.0,Fred Brown,30.0,SEA,PG,77.0,,1961.0,5.792207792207792,12.35064935064935,0.469,2.3766233766233764,2.675324675324675,0.888,38.0,134.0,172.0,260.0,119.0,23.0,164.0,142.0,13.96103896103896,0.0,
73.0,Mychal Thompson,24.0,POR,C,73.0,,2144.0,6.301369863013699,12.849315068493151,0.49,2.1095890410958904,3.684931506849315,0.572,198.0,406.0,604.0,176.0,67.0,134.0,205.0,270.0,14.712328767123287,0.0,
74.0,Eric Money,23.0,2TM,PG,70.0,0.0,1979.0,6.3428571428571425,12.757142857142858,0.497,2.4285714285714284,3.3857142857142857,0.717,70.0,92.0,162.0,331.0,87.0,12.0,235.0,202.0,15.114285714285714,0.0,
75.0,Terry Tyler,22.0,DET,PF,82.0,,2560.0,5.560975609756097,11.536585365853659,0.482,1.7560975609756098,2.6707317073170733,0.658,211.0,437.0,648.0,89.0,104.0,201.0,141.0,254.0,12.878048780487806,0.0,
76.0,Adrian Dantley,23.0,LAL,SF,60.0,,1775.0,6.233333333333333,12.216666666666667,0.51,4.866666666666666,5.7,0.854,131.0,211.0,342.0,138.0,63.0,12.0,155.0,162.0,17.333333333333332,0.0,
77.0,Wilbur Holland,27.0,CHI,SG,82.0,56.0,2483.0,5.426829268292683,11.463414634146341,0.473,1.7195121951219512,2.1463414634146343,0.801,78.0,176.0,254.0,330.0,122.0,12.0,185.0,240.0,12.573170731707316,1.0,
78.0,Lonnie Shelton,23.0,SEA,PF,76.0,,2158.0,5.868421052631579,11.302631578947368,0.519,1.7236842105263157,2.486842105263158,0.693,182.0,286.0,468.0,110.0,76.0,75.0,188.0,266.0,13.460526315789474,0.0,
79.0,Darryl Dawkins,22.0,PHI,C,78.0,12.0,2035.0,5.512820512820513,10.653846153846153,0.517,2.0256410256410255,3.0128205128205128,0.672,123.0,508.0,631.0,128.0,32.0,143.0,197.0,295.0,13.051282051282051,0.0,
80.0,Eddie Jordan,24.0,NJN,PG,82.0,,2260.0,4.890243902439025,11.707317073170731,0.418,2.597560975609756,3.341463414634146,0.777,74.0,141.0,215.0,365.0,201.0,40.0,244.0,209.0,12.378048780487806,1.0,
81.0,Kevin Grevey,25.0,WSB,SF,65.0,,1856.0,6.430769230769231,14.184615384615384,0.453,2.6615384615384614,3.4461538461538463,0.772,90.0,142.0,232.0,153.0,46.0,14.0,120.0,159.0,15.523076923076923,0.0,
82.0,Kent Benson,24.0,MIL,C,82.0,,2132.0,5.036585365853658,9.731707317073171,0.518,2.1951219512195124,2.9878048780487805,0.735,187.0,397.0,584.0,204.0,89.0,81.0,156.0,280.0,12.268292682926829,0.0,
83.0,Henry Bibby,29.0,PHI,PG,82.0,38.0,2538.0,4.487804878048781,10.597560975609756,0.423,3.2439024390243905,4.085365853658536,0.794,72.0,172.0,244.0,371.0,72.0,7.0,197.0,199.0,12.21951219512195,0.0,
84.0,Lionel Hollins,25.0,POR,PG,64.0,,1967.0,6.28125,13.84375,0.454,2.6875,3.453125,0.778,32.0,117.0,149.0,325.0,114.0,24.0,223.0,199.0,15.25,0.0,
85.0,Bobby Jones,27.0,PHI,PF,80.0,78.0,2304.0,4.725,8.8,0.537,2.6125,3.4625,0.755,199.0,332.0,531.0,201.0,107.0,96.0,165.0,245.0,12.0625,0.0,
86.0,Mitch Kupchak,24.0,WSB,PF,66.0,,1604.0,5.590909090909091,10.378787878787879,0.539,3.378787878787879,4.545454545454546,0.743,152.0,278.0,430.0,88.0,23.0,23.0,120.0,141.0,14.56060606060606,0.0,
87.0,Charlie Scott,30.0,DEN,PG,79.0,,2617.0,4.974683544303797,10.810126582278482,0.46,2.037974683544304,2.721518987341772,0.749,54.0,156.0,210.0,428.0,78.0,30.0,255.0,284.0,11.987341772151899,0.0,
88.0,Jo Jo White,32.0,2TM,PG,76.0,,2338.0,5.315789473684211,11.973684210526315,0.444,1.8289473684210527,2.0789473684210527,0.88,42.0,158.0,200.0,347.0,80.0,7.0,212.0,173.0,12.460526315789474,0.0,
89.0,Terry Furlow,24.0,2TM,SG,78.0,,1686.0,4.9743589743589745,10.307692307692308,0.483,2.08974358974359,2.5,0.836,76.0,91.0,167.0,184.0,58.0,30.0,134.0,122.0,12.038461538461538,0.0,
90.0,Gail Goodrich,35.0,NOJ,SG,74.0,,2130.0,5.162162162162162,11.486486486486486,0.449,2.3513513513513513,2.7567567567567566,0.853,68.0,115.0,183.0,357.0,90.0,13.0,185.0,177.0,12.675675675675675,1.0,
91.0,Kermit Washington,27.0,SDC,PF,82.0,,2764.0,4.2682926829268295,7.597560975609756,0.562,2.768292682926829,4.024390243902439,0.688,296.0,504.0,800.0,125.0,85.0,121.0,185.0,317.0,11.304878048780488,0.0,
93.0,Billy Paultz,30.0,SAS,C,79.0,,2122.0,5.050632911392405,9.594936708860759,0.526,1.4430379746835442,2.4556962025316458,0.588,169.0,456.0,625.0,178.0,35.0,125.0,157.0,204.0,11.544303797468354,0.0,
94.0,Bob Wilkerson,24.0,DEN,SF,80.0,,2425.0,4.95,10.8625,0.456,1.4875,2.1625,0.688,100.0,314.0,414.0,284.0,118.0,21.0,196.0,190.0,11.3875,0.0,
95.0,John Johnson,31.0,SEA,SF,82.0,82.0,2386.0,4.341463414634147,10.012195121951219,0.434,2.317073170731707,3.048780487804878,0.76,127.0,285.0,412.0,358.0,59.0,25.0,254.0,245.0,11.0,0.0,
96.0,Robert Reid,23.0,HOU,SF,82.0,,2259.0,4.658536585365853,9.475609756097562,0.492,1.5975609756097562,2.268292682926829,0.704,129.0,354.0,483.0,230.0,75.0,48.0,131.0,302.0,10.914634146341463,0.0,
97.0,Leon Douglas,24.0,DET,C,78.0,,2215.0,4.384615384615385,8.948717948717949,0.49,2.6666666666666665,4.205128205128205,0.634,248.0,416.0,664.0,74.0,39.0,55.0,190.0,319.0,11.435897435897436,0.0,
98.0,Sam Lacey,30.0,KCK,C,82.0,,2627.0,4.2682926829268295,8.5,0.502,2.0365853658536586,2.7560975609756095,0.739,179.0,523.0,702.0,430.0,106.0,141.0,245.0,309.0,10.573170731707316,1.0,
100.0,Steve Hawes,28.0,ATL,PF,81.0,,2205.0,4.592592592592593,9.333333333333334,0.492,1.3333333333333333,1.6296296296296295,0.818,190.0,401.0,591.0,184.0,79.0,47.0,145.0,264.0,10.518518518518519,1.0,
101.0,Swen Nater,29.0,SDC,C,79.0,,2006.0,4.518987341772152,7.936708860759493,0.569,1.6708860759493671,2.088607594936709,0.8,218.0,483.0,701.0,140.0,38.0,29.0,170.0,244.0,10.708860759493671,0.0,
102.0,Ernie Grunfeld,23.0,MIL,SF,82.0,,1778.0,3.975609756097561,8.060975609756097,0.493,2.3292682926829267,3.0609756097560976,0.761,124.0,236.0,360.0,216.0,58.0,15.0,141.0,220.0,10.28048780487805,0.0,
103.0,Wes Unseld,32.0,WSB,C,77.0,,2406.0,4.4935064935064934,7.792207792207792,0.577,1.9610389610389611,3.051948051948052,0.643,274.0,556.0,830.0,315.0,71.0,37.0,156.0,204.0,10.948051948051948,1.0,
104.0,Tom Boswell,25.0,DEN,PF,79.0,,2201.0,4.063291139240507,7.632911392405063,0.532,2.5063291139240507,3.5949367088607596,0.697,248.0,290.0,538.0,242.0,50.0,51.0,185.0,263.0,10.632911392405063,0.0,
105.0,Armond Hill,25.0,ATL,PG,82.0,82.0,2527.0,3.6097560975609757,8.317073170731707,0.434,3.0,3.5121951219512195,0.854,41.0,123.0,164.0,480.0,102.0,16.0,202.0,292.0,10.21951219512195,0.0,
106.0,John Mengelt,29.0,CHI,SG,75.0,20.0,1705.0,4.506666666666667,9.186666666666667,0.491,2.0,2.4266666666666667,0.824,25.0,93.0,118.0,187.0,46.0,4.0,120.0,148.0,11.013333333333334,0.0,
107.0,Rick Robey,23.0,2TM,C,79.0,,1763.0,4.075949367088608,8.518987341772151,0.478,2.2025316455696204,2.8354430379746836,0.777,168.0,345.0,513.0,132.0,48.0,15.0,164.0,232.0,10.354430379746836,0.0,
108.0,Bingo Smith,32.0,CLE,SG,72.0,,1650.0,5.013888888888889,10.88888888888889,0.46,1.1527777777777777,1.4722222222222223,0.783,77.0,129.0,206.0,121.0,43.0,7.0,75.0,188.0,11.180555555555555,0.0,
109.0,Purvis Short,21.0,GSW,PF,75.0,,1703.0,4.92,10.28,0.479,0.76,1.1333333333333333,0.671,127.0,220.0,347.0,97.0,54.0,12.0,111.0,233.0,10.6,0.0,
110.0,Earl Monroe,34.0,NYK,SG,64.0,24.0,1393.0,5.140625,10.921875,0.471,2.015625,2.40625,0.838,26.0,48.0,74.0,189.0,48.0,6.0,98.0,123.0,12.296875,0.0,
111.0,Mike Newlin,30.0,HOU,SG,76.0,,1828.0,3.723684210526316,7.644736842105263,0.487,2.789473684210526,3.1973684210526314,0.872,51.0,119.0,170.0,291.0,51.0,9.0,175.0,218.0,10.236842105263158,0.0,
112.0,Sidney Wicks,29.0,SDC,PF,79.0,,2022.0,3.949367088607595,8.556962025316455,0.462,1.860759493670886,2.8607594936708862,0.65,159.0,246.0,405.0,126.0,70.0,36.0,180.0,274.0,9.759493670886076,0.0,
113.0,Lou Hudson,34.0,LAL,SG,78.0,,1686.0,4.217948717948718,8.153846153846153,0.517,1.4102564102564104,1.5897435897435896,0.887,64.0,76.0,140.0,141.0,58.0,17.0,99.0,133.0,9.846153846153847,0.0,
114.0,Tiny Archibald,30.0,BOS,PG,69.0,,1662.0,3.753623188405797,8.304347826086957,0.452,3.5072463768115942,4.449275362318841,0.788,25.0,78.0,103.0,324.0,55.0,6.0,197.0,132.0,11.014492753623188,0.0,
115.0,Mark Olberding,22.0,SAS,PF,80.0,,1885.0,3.2625,6.8875,0.474,2.9125,3.625,0.803,96.0,333.0,429.0,211.0,53.0,18.0,163.0,282.0,9.4375,0.0,
116.0,Butch Lee,22.0,2TM,PG,82.0,,1779.0,3.5365853658536586,7.7317073170731705,0.457,2.1341463414634148,2.8048780487804876,0.761,33.0,93.0,126.0,295.0,86.0,1.0,154.0,146.0,9.207317073170731,0.0,
117.0,Tom Henderson,27.0,WSB,PG,70.0,,2081.0,4.271428571428571,9.157142857142857,0.466,2.2285714285714286,2.7857142857142856,0.8,51.0,112.0,163.0,419.0,87.0,10.0,148.0,123.0,10.771428571428572,0.0,
118.0,Jim Cleamons,29.0,NYK,PG,79.0,71.0,2390.0,3.9367088607594938,8.316455696202532,0.473,1.6455696202531647,2.1645569620253164,0.76,65.0,160.0,225.0,376.0,73.0,11.0,142.0,147.0,9.518987341772151,0.0,
119.0,Charles Johnson,29.0,WSB,SG,82.0,,1819.0,4.170731707317073,9.585365853658537,0.435,0.8170731707317073,0.9634146341463414,0.848,70.0,132.0,202.0,177.0,95.0,6.0,87.0,161.0,9.158536585365853,0.0,
122.0,Caldwell Jones,28.0,PHI,C,78.0,75.0,2171.0,3.871794871794872,8.166666666666666,0.474,1.5512820512820513,2.076923076923077,0.747,177.0,570.0,747.0,151.0,39.0,157.0,156.0,303.0,9.294871794871796,0.0,
