Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,DRtg,Awards
15.0,Doug Collins,24.0,PHI,SG,77.0,77.0,2995.0,9.2,17.8,0.513,5.5,6.6,0.836,1.9,2.7,4.6,2.8,1.6,0.4,3.7,23.8,101.0,"MVP-20,AS"
16.0,Fred Carter,30.0,PHI,PG,82.0,81.0,2992.0,9.9,23.8,0.417,3.3,4.7,0.702,1.7,2.8,4.5,5.6,2.0,0.2,4.3,23.1,101.0,
17.0,Elvin Hayes,30.0,WSB,PF,80.0,,2975.0,10.0,21.4,0.47,4.4,7.1,0.628,3.3,10.3,13.6,1.9,1.6,3.1,4.5,24.5,91.0,"MVP-8,AS,NBA2"
18.0,Scott Wedman,23.0,KCK,SF,82.0,82.0,2968.0,8.2,18.1,0.456,2.9,3.7,0.78,3.0,6.2,9.3,3.0,1.6,0.6,4.3,19.4,100.0,AS
19.0,Paul Westphal,25.0,PHO,PG,82.0,,2960.0,10.1,20.4,0.494,5.6,6.8,0.83,1.1,2.8,4.0,6.8,3.2,0.6,3.3,25.8,98.0,MVP-24
20.0,Phil Chenier,25.0,WSB,SG,80.0,,2952.0,10.2,21.1,0.483,4.4,5.3,0.827,1.3,3.7,5.0,4.0,2.5,0.7,2.9,24.8,96.0,MVP-17
21.0,George McGinnis,25.0,PHI,PF,77.0,77.0,2946.0,9.8,23.5,0.417,7.2,9.7,0.74,3.9,10.7,14.7,5.4,3.0,0.6,5.1,26.8,92.0,"MVP-5,AS,NBA1"
22.0,Dave Bing,32.0,WSB,PG,82.0,,2945.0,7.8,17.4,0.447,5.2,6.6,0.787,1.5,2.2,3.7,7.7,1.8,0.4,4.1,20.7,99.0,"MVP-6,AS"
23.0,Wes Unseld,29.0,WSB,C,78.0,,2922.0,5.0,8.9,0.561,1.8,3.1,0.585,4.3,12.1,16.3,6.4,1.3,0.9,3.2,11.8,93.0,MVP-11
24.0,Jim Brewer,24.0,CLE,PF,82.0,82.0,2913.0,6.5,14.2,0.458,2.3,3.5,0.654,4.8,9.6,14.4,3.4,1.5,1.4,3.5,15.2,94.0,
25.0,Charlie Scott,27.0,BOS,SG,82.0,82.0,2913.0,9.1,20.2,0.449,4.1,5.2,0.797,1.6,3.9,5.5,5.3,1.6,0.4,5.5,22.2,98.0,
26.0,Rudy Tomjanovich,27.0,HOU,PF,79.0,,2912.0,9.8,18.9,0.517,3.5,4.5,0.767,2.6,7.9,10.5,3.0,0.7,0.3,3.2,23.1,103.0,AS
27.0,Tom Henderson,24.0,ATL,PG,81.0,,2900.0,7.5,18.2,0.413,3.5,4.9,0.708,0.9,3.3,4.2,6.0,2.2,0.2,3.1,18.4,103.0,
28.0,Spencer Haywood,26.0,NYK,PF,78.0,78.0,2892.0,9.6,21.7,0.445,5.4,7.1,0.757,3.7,10.3,14.0,1.5,0.8,1.3,4.1,24.7,97.0,
29.0,Earl Monroe,31.0,NYK,SG,76.0,76.0,2889.0,10.3,21.6,0.478,4.5,5.7,0.787,0.8,3.6,4.4,4.9,1.8,0.4,3.3,25.1,101.0,MVP-12
30.0,Jim Cleamons,26.0,CLE,PG,82.0,82.0,2835.0,6.9,14.8,0.466,2.9,3.6,0.798,2.1,3.8,5.9,7.1,2.1,0.3,3.6,16.7,98.0,
31.0,Bob Love,33.0,CHI,SF,76.0,65.0,2823.0,9.2,23.6,0.39,6.1,7.7,0.801,3.2,5.4,8.6,2.5,1.1,0.2,4.0,24.6,100.0,
32.0,Elmore Smith,26.0,MIL,C,78.0,,2809.0,8.2,15.8,0.518,3.7,5.8,0.632,3.3,11.4,14.7,1.6,1.3,3.9,4.4,20.0,94.0,
33.0,Brian Winters,23.0,MIL,SG,78.0,,2795.0,10.2,22.0,0.464,3.0,3.6,0.829,1.1,3.0,4.1,6.1,2.1,0.4,4.0,23.4,101.0,AS
34.0,Phil Smith,23.0,GSW,SG,82.0,82.0,2793.0,10.5,22.0,0.477,5.1,6.5,0.788,2.1,3.9,6.0,5.7,1.7,0.3,3.5,26.0,98.0,"MVP-7,AS,NBA2"
35.0,Slick Watts,24.0,SEA,PG,82.0,82.0,2776.0,7.0,16.3,0.427,3.2,5.5,0.578,1.8,4.1,5.9,10.6,4.2,0.3,4.3,17.1,96.0,
36.0,Gar Heard,27.0,2TM,PF,86.0,,2747.0,6.4,14.7,0.435,2.6,4.0,0.637,4.0,10.2,14.2,3.1,1.9,1.6,4.9,15.4,94.0,
37.0,Jim Chones,26.0,CLE,C,82.0,82.0,2741.0,9.7,21.7,0.448,3.0,4.5,0.662,3.4,9.3,12.7,2.8,0.7,1.6,4.2,22.4,96.0,MVP-9
38.0,Bob Dandridge,28.0,MIL,SF,73.0,,2735.0,11.0,21.9,0.502,4.6,5.6,0.824,2.9,6.2,9.1,3.5,1.9,0.6,4.4,26.5,99.0,"MVP-24,AS"
39.0,Jamaal Wilkes,22.0,GSW,SF,82.0,82.0,2716.0,10.1,21.8,0.463,3.7,4.8,0.772,3.2,8.6,11.8,2.7,1.7,0.5,3.6,23.9,94.0,"MVP-17,AS"
40.0,Bill Bradley,32.0,NYK,SF,82.0,82.0,2709.0,6.7,15.4,0.433,2.2,2.5,0.878,0.8,3.2,4.0,4.2,1.2,0.3,4.4,15.6,102.0,
41.0,Paul Silas,32.0,BOS,PF,81.0,,2662.0,5.3,12.5,0.426,4.0,5.6,0.709,6.2,11.1,17.3,3.4,0.9,0.6,3.8,14.6,95.0,MVP-14
42.0,Alvan Adams,21.0,PHO,C,80.0,,2656.0,10.8,22.9,0.469,4.5,6.1,0.735,3.7,8.8,12.4,7.7,2.1,2.0,4.7,26.0,95.0,"ROY-1,AS"
43.0,Tom Burleson,23.0,SEA,C,82.0,82.0,2647.0,8.4,17.4,0.481,4.9,6.5,0.75,4.3,8.2,12.5,3.0,1.2,2.5,4.6,21.6,97.0,
44.0,Gail Goodrich,32.0,LAL,SG,75.0,,2646.0,9.8,22.2,0.441,4.9,5.8,0.847,1.6,2.0,3.6,7.1,2.1,0.3,4.0,24.5,102.0,
45.0,Jim McMillian,27.0,BUF,SF,74.0,,2610.0,8.4,15.6,0.536,3.2,3.7,0.858,2.3,4.4,6.6,3.5,1.5,0.2,2.4,19.9,100.0,
46.0,John Havlicek,35.0,BOS,SF,76.0,,2598.0,8.7,19.4,0.45,4.9,5.8,0.844,2.0,3.4,5.4,4.8,1.7,0.5,3.5,22.3,98.0,"MVP-24,AS,NBA2"
47.0,Lou Hudson,31.0,ATL,SG,81.0,,2558.0,10.3,21.8,0.472,4.3,5.3,0.814,1.9,3.6,5.4,3.9,2.2,0.3,4.4,24.9,102.0,
48.0,Geoff Petrie,27.0,POR,SG,72.0,,2557.0,9.5,20.5,0.461,4.8,5.8,0.829,0.7,2.3,2.9,5.8,1.4,0.1,3.4,23.8,102.0,
49.0,Jim Price,26.0,MIL,PG,80.0,,2525.0,7.3,17.5,0.415,2.6,3.0,0.849,1.4,3.4,4.8,7.2,2.7,0.6,4.8,17.2,99.0,
50.0,Fred Brown,27.0,SEA,SG,76.0,,2516.0,13.1,27.0,0.488,4.8,5.6,0.869,2.0,3.6,5.6,3.7,2.5,0.3,3.3,31.1,99.0,"MVP-13,AS"
51.0,Cornell Warner,27.0,LAL,PF,81.0,,2512.0,4.4,9.3,0.479,1.6,2.3,0.695,3.9,8.8,12.8,1.9,1.0,0.8,5.0,10.5,98.0,
52.0,Jimmy Walker,31.0,KCK,SG,73.0,,2490.0,8.4,17.3,0.483,4.2,4.9,0.865,0.9,2.3,3.2,3.2,1.6,0.3,3.4,21.0,103.0,
53.0,Bruce Seals,22.0,SEA,SF,81.0,,2435.0,7.1,16.3,0.436,3.3,4.9,0.678,2.9,6.4,9.3,2.2,1.2,0.8,5.7,17.5,100.0,
54.0,Walt Frazier,30.0,NYK,PG,59.0,59.0,2427.0,8.9,18.4,0.485,3.5,4.3,0.823,1.5,6.1,7.6,6.7,2.0,0.2,3.1,21.4,99.0,"MVP-17,AS"
55.0,Otto Moore,29.0,NOJ,C,81.0,,2407.0,5.5,12.6,0.436,2.7,4.2,0.637,3.0,11.8,14.8,4.0,1.6,2.5,4.7,13.6,92.0,
56.0,Ed Ratleff,25.0,HOU,SF,72.0,,2401.0,6.0,12.4,0.485,3.2,3.9,0.816,2.0,5.2,7.2,5.0,2.2,0.7,4.5,15.2,101.0,
57.0,Mickey Johnson,23.0,CHI,PF,81.0,72.0,2390.0,9.6,20.7,0.463,5.7,7.2,0.786,5.6,9.6,15.2,2.6,1.9,1.3,5.8,24.8,95.0,
58.0,Lucius Allen,28.0,LAL,PG,76.0,,2388.0,8.6,18.7,0.459,3.7,4.7,0.776,1.2,2.8,4.0,6.6,1.9,0.4,4.5,20.8,101.0,
59.0,Larry Steele,26.0,POR,SG,81.0,,2382.0,6.0,12.2,0.495,2.9,3.8,0.759,1.4,4.0,5.5,6.1,3.2,0.4,5.4,14.9,97.0,
60.0,Pete Maravich,28.0,NOJ,SG,62.0,,2373.0,11.5,25.0,0.459,7.5,9.3,0.811,0.9,4.8,5.7,6.3,1.6,0.4,3.7,30.4,99.0,"MVP-15,NBA1"
61.0,Bob Lanier,27.0,DET,C,64.0,,2363.0,10.4,19.6,0.532,5.5,7.1,0.768,4.2,10.2,14.4,4.2,1.5,1.7,3.9,26.4,97.0,
62.0,Curtis Perry,27.0,PHO,PF,71.0,,2353.0,7.5,15.0,0.497,3.4,4.6,0.732,3.8,9.4,13.2,3.5,1.6,1.3,5.2,18.3,96.0,
63.0,John Drew,21.0,ATL,SF,77.0,,2351.0,11.5,23.0,0.502,9.6,12.9,0.744,5.6,7.4,13.0,3.0,2.7,0.6,5.1,32.7,98.0,"MVP-20,AS"
64.0,Bingo Smith,29.0,CLE,SG,81.0,,2338.0,10.0,22.7,0.442,2.2,2.7,0.816,1.7,5.2,6.9,3.1,1.2,0.7,4.7,22.2,99.0,
65.0,Kevin Kunnert,24.0,HOU,C,80.0,,2335.0,9.1,18.7,0.487,2.0,3.1,0.654,5.2,10.2,15.5,3.0,1.1,2.1,6.2,20.3,99.0,
66.0,John Gianelli,25.0,NYK,C,82.0,51.0,2332.0,6.4,13.6,0.473,2.3,3.2,0.713,3.7,7.2,10.9,2.3,0.5,1.2,3.8,15.1,100.0,
67.0,Lloyd Neal,25.0,POR,PF,68.0,,2320.0,8.4,17.4,0.481,3.6,5.2,0.694,2.8,8.5,11.2,2.3,1.0,2.1,4.9,20.3,97.0,
68.0,Dick Snyder,31.0,CLE,SG,82.0,82.0,2274.0,9.2,18.3,0.501,3.2,3.9,0.824,1.0,3.1,4.1,4.6,1.2,0.7,4.5,21.5,100.0,
69.0,Eric Money,20.0,DET,PG,80.0,,2267.0,9.0,19.1,0.474,2.9,3.6,0.806,1.5,2.6,4.2,6.8,2.8,0.2,4.9,21.0,101.0,
70.0,Ken Charles,24.0,BUF,SG,81.0,,2247.0,6.5,14.2,0.456,3.2,4.0,0.785,1.1,3.2,4.3,4.0,2.4,0.9,5.1,16.1,99.0,
71.0,Chris Ford,27.0,DET,SG,82.0,,2198.0,6.2,14.7,0.426,1.7,2.4,0.722,1.7,4.4,6.0,5.6,3.7,0.5,4.6,14.2,98.0,
72.0,Clifford Ray,27.0,GSW,C,82.0,82.0,2184.0,4.3,8.2,0.525,2.8,4.7,0.609,5.5,10.3,15.8,3.0,1.6,1.7,5.0,11.4,92.0,MVP-16
73.0,Ollie Johnson,26.0,KCK,SF,81.0,,2150.0,7.4,14.3,0.513,2.6,3.1,0.839,2.5,5.1,7.5,3.1,1.4,0.9,4.6,17.3,101.0,
74.0,Leonard Gray,24.0,SEA,PF,66.0,,2139.0,8.2,17.3,0.474,2.6,3.5,0.746,2.3,6.0,8.3,4.2,1.6,0.8,5.4,19.0,99.0,
75.0,Al Eberhard,23.0,DET,SF,81.0,,2066.0,6.2,15.1,0.414,4.2,5.1,0.834,3.1,5.5,8.6,1.8,1.9,0.3,5.5,16.7,101.0,
76.0,Truck Robinson,24.0,WSB,PF,82.0,,2055.0,7.9,17.5,0.454,4.7,7.0,0.672,3.1,9.4,12.5,2.5,0.9,2.4,5.4,20.6,94.0,MVP-24
77.0,Tom Boerwinkle,30.0,CHI,C,74.0,60.0,2045.0,6.2,12.4,0.5,2.8,4.1,0.667,6.2,12.4,18.5,6.6,1.1,1.2,6.2,15.2,95.0,
78.0,Joe Meriweather,22.0,HOU,C,81.0,,2042.0,7.6,15.4,0.494,3.5,5.4,0.644,3.7,7.9,11.6,1.8,0.8,2.7,4.9,18.6,100.0,
79.0,Louie Nelson,24.0,NOJ,SG,66.0,,2030.0,7.2,16.7,0.433,3.7,5.1,0.735,1.8,2.7,4.5,3.7,1.8,0.1,3.3,18.2,100.0,
80.0,Tom Van Arsdale,32.0,ATL,SF,75.0,,2026.0,7.9,18.0,0.441,2.9,3.8,0.759,0.8,3.5,4.3,3.3,1.3,0.2,4.6,18.7,104.0,
81.0,John Shumate,23.0,2TM,PF,75.0,,1976.0,7.5,13.4,0.561,4.8,7.4,0.65,3.2,9.3,12.6,2.9,1.9,0.8,3.6,19.9,96.0,ROY-5
82.0,Campy Russell,24.0,CLE,SF,82.0,,1961.0,11.6,24.2,0.482,6.4,8.3,0.773,3.2,5.1,8.3,2.6,1.7,0.2,5.6,29.7,98.0,
83.0,Mike Riordan,30.0,WSB,SF,78.0,,1943.0,6.9,15.7,0.44,1.7,2.3,0.74,1.0,3.4,4.4,2.9,1.3,0.3,4.8,15.5,99.0,
84.0,Nate Williams,25.0,NOJ,SF,81.0,,1935.0,9.8,22.0,0.444,4.6,5.6,0.824,3.1,5.2,8.4,2.5,2.5,0.4,5.9,24.2,97.0,
85.0,Jack Marin,31.0,2TM,SF,79.0,13.0,1909.0,8.5,20.1,0.422,4.0,4.7,0.856,1.7,4.5,6.2,3.5,1.1,0.3,4.1,21.0,100.0,
86.0,Connie Hawkins,33.0,ATL,PF,74.0,,1907.0,5.8,12.9,0.447,3.3,4.6,0.712,2.5,8.3,10.8,5.2,1.9,1.1,4.2,14.8,99.0,
87.0,Ricky Sobers,23.0,PHO,SG,78.0,,1898.0,6.7,14.9,0.449,3.8,4.6,0.823,1.9,4.3,6.2,5.1,2.5,0.2,6.1,17.2,98.0,
88.0,Lionel Hollins,22.0,POR,PG,74.0,,1891.0,7.3,17.4,0.421,4.2,5.8,0.721,0.9,3.2,4.1,7.2,3.1,0.7,5.5,18.9,97.0,ROY-4
89.0,Dick Van Arsdale,32.0,PHO,SG,58.0,,1870.0,6.7,13.9,0.484,4.7,5.7,0.83,0.9,2.4,3.3,3.4,1.3,0.3,2.7,18.2,102.0,
90.0,Keith Erickson,31.0,PHO,SF,74.0,,1850.0,7.5,15.9,0.47,3.3,3.9,0.854,2.6,5.6,8.2,4.5,1.9,0.1,4.8,18.3,99.0,
91.0,E.C. Coleman,25.0,NOJ,PF,67.0,,1850.0,5.3,11.6,0.451,1.4,2.2,0.663,3.0,7.2,10.2,2.1,1.4,0.7,5.5,11.9,97.0,
92.0,Don Ford,23.0,LAL,SF,76.0,,1838.0,7.5,17.2,0.438,2.5,3.4,0.748,2.9,5.2,8.1,2.7,1.2,0.3,4.5,17.6,101.0,
93.0,Corky Calhoun,25.0,LAL,SF,76.0,,1816.0,4.2,9.0,0.467,1.6,2.0,0.783,2.9,5.5,8.3,2.1,1.5,0.9,5.3,10.0,100.0,
94.0,Henry Bibby,26.0,NOJ,PG,79.0,,1772.0,6.8,15.8,0.428,5.1,6.4,0.797,1.5,3.1,4.5,5.7,1.6,0.1,4.2,18.6,100.0,
95.0,Dwight Jones,23.0,ATL,C,66.0,,1762.0,6.6,14.3,0.463,4.3,5.8,0.744,4.5,9.3,13.8,2.2,1.4,1.6,5.6,17.5,99.0,
96.0,John Brown,24.0,ATL,PF,75.0,,1758.0,5.7,12.8,0.442,4.3,5.5,0.775,3.8,6.8,10.6,3.3,1.2,0.4,6.2,15.6,102.0,
97.0,George Johnson,27.0,GSW,C,82.0,,1745.0,4.2,8.7,0.484,1.8,2.6,0.673,5.1,10.8,15.9,2.1,1.3,4.4,7.0,10.2,90.0,
98.0,Ron Behagen,25.0,NOJ,PF,66.0,,1733.0,8.0,17.9,0.446,3.7,4.6,0.804,4.9,9.4,14.4,3.6,1.7,0.7,5.8,19.7,95.0,
99.0,Harvey Catchings,24.0,PHI,C,75.0,68.0,1731.0,2.7,6.2,0.426,1.5,2.5,0.604,4.9,8.5,13.4,1.6,0.5,4.2,6.8,6.8,96.0,
100.0,Gus Williams,22.0,GSW,PG,77.0,,1728.0,9.4,21.9,0.428,4.4,6.0,0.742,1.6,2.5,4.1,6.2,3.6,0.7,3.7,23.2,95.0,ROY-2
101.0,Butch Beard,28.0,2TM,PG,75.0,28.0,1704.0,6.2,13.5,0.46,3.9,5.2,0.75,2.8,5.6,8.4,5.9,2.2,0.2,5.9,16.3,98.0,
102.0,John Johnson,28.0,2TM,SF,76.0,,1697.0,8.5,18.8,0.453,3.2,4.2,0.774,2.5,6.4,8.9,5.8,1.5,1.0,5.2,20.3,101.0,
104.0,Kevin Restani,24.0,MIL,PF,82.0,,1650.0,6.6,13.8,0.475,0.7,1.2,0.571,3.2,7.3,10.5,2.7,1.0,0.3,4.2,13.8,100.0,
105.0,Junior Bridgeman,22.0,MIL,SF,81.0,,1646.0,8.0,18.3,0.439,3.6,4.5,0.795,3.2,5.1,8.3,4.4,1.5,0.6,6.6,19.7,100.0,
106.0,Herm Gilliam,29.0,SEA,SG,81.0,,1644.0,8.1,18.3,0.442,2.4,3.1,0.776,1.5,4.4,6.0,5.5,2.2,0.3,3.8,18.7,99.0,
107.0,Cazzie Russell,31.0,LAL,SF,74.0,,1625.0,10.1,21.9,0.463,3.6,4.0,0.892,1.4,3.6,5.0,3.3,1.4,0.1,3.3,23.9,102.0,
109.0,Mike Sojourner,22.0,ATL,C,67.0,,1602.0,7.2,15.2,0.473,2.3,3.4,0.672,3.6,9.3,13.0,1.7,1.1,1.2,5.0,16.7,100.0,
110.0,Archie Clark,34.0,DET,SG,79.0,,1589.0,7.2,16.6,0.433,2.9,3.3,0.862,0.8,3.2,3.9,6.3,1.8,0.1,4.5,17.2,103.0,
111.0,Dave Meyers,22.0,MIL,PF,72.0,,1589.0,5.8,13.7,0.419,3.9,6.1,0.643,3.5,9.4,12.9,2.9,2.1,0.7,4.2,15.4,96.0,
112.0,Leon Benbow,25.0,CHI,SG,76.0,22.0,1586.0,6.6,16.6,0.397,3.2,4.2,0.75,2.0,3.4,5.3,4.8,1.9,0.3,5.6,16.4,99.0,
113.0,Mike Bantom,24.0,2TM,SF,73.0,,1571.0,6.2,13.5,0.462,3.9,5.7,0.683,4.0,7.1,11.1,3.0,0.8,0.8,6.3,16.4,100.0,
114.0,John Laskowski,22.0,CHI,SG,71.0,40.0,1570.0,8.7,21.0,0.412,2.7,3.7,0.725,1.6,5.1,6.7,1.7,1.7,0.3,2.7,20.0,99.0,
117.0,Donnie Freeman,31.0,LAL,SG,64.0,,1480.0,7.9,18.2,0.434,4.9,6.0,0.819,2.2,3.2,5.4,5.1,1.7,0.3,4.8,20.7,101.0,
123.0,Dean Meminger,27.0,ATL,SG,68.0,,1418.0,5.1,12.4,0.409,3.3,5.0,0.658,2.1,2.8,4.9,7.3,1.8,0.3,3.8,13.4,104.0,
127.0,Ernie DiGregorio,25.0,BUF,PG,67.0,,1364.0,5.9,15.4,0.384,2.8,3.1,0.915,0.5,3.2,3.6,8.6,1.2,0.0,5.1,14.6,102.0,
