Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Trp-Dbl,Awards
26.0,Brian Winters,24.0,MIL,SG,78.0,,2717.0,8.35897435897436,16.76923076923077,0.498,2.628205128205128,3.1025641025641026,0.847,64.0,167.0,231.0,337.0,114.0,29.0,228.0,19.346153846153847,0.0,
27.0,John Williamson,25.0,2TM,SG,72.0,,2481.0,8.583333333333334,18.708333333333332,0.459,3.5972222222222223,4.569444444444445,0.787,42.0,151.0,193.0,201.0,107.0,13.0,246.0,20.76388888888889,0.0,
28.0,Calvin Murphy,28.0,HOU,PG,82.0,,2764.0,7.2682926829268295,14.829268292682928,0.49,3.317073170731707,3.7439024390243905,0.886,54.0,118.0,172.0,386.0,144.0,8.0,281.0,17.853658536585368,0.0,
29.0,Truck Robinson,25.0,2TM,PF,77.0,,2777.0,7.454545454545454,15.584415584415584,0.478,4.077922077922078,5.584415584415584,0.73,252.0,576.0,828.0,142.0,66.0,38.0,253.0,18.98701298701299,0.0,
30.0,Bob Dandridge,29.0,MIL,SF,70.0,,2501.0,8.357142857142858,17.9,0.467,4.042857142857143,5.242857142857143,0.771,146.0,294.0,440.0,268.0,95.0,28.0,222.0,20.757142857142856,0.0,
31.0,Mickey Johnson,24.0,CHI,PF,81.0,81.0,2847.0,6.6419753086419755,14.876543209876543,0.446,4.0,5.0246913580246915,0.796,297.0,531.0,828.0,195.0,103.0,64.0,315.0,17.28395061728395,0.0,
32.0,John Havlicek,36.0,BOS,SF,79.0,,2913.0,7.341772151898734,16.240506329113924,0.452,2.9746835443037973,3.6455696202531644,0.816,109.0,273.0,382.0,400.0,84.0,18.0,208.0,17.658227848101266,0.0,AS
33.0,Cazzie Russell,32.0,LAL,SF,82.0,82.0,2583.0,7.048780487804878,14.378048780487806,0.49,2.292682926829268,2.6707317073170733,0.858,86.0,208.0,294.0,210.0,86.0,7.0,163.0,16.390243902439025,0.0,
34.0,Jamaal Wilkes,23.0,GSW,PF,76.0,,2579.0,7.2105263157894735,15.092105263157896,0.478,3.25,4.078947368421052,0.797,155.0,423.0,578.0,211.0,127.0,16.0,222.0,17.67105263157895,0.0,
35.0,Austin Carr,28.0,CLE,SG,82.0,,2409.0,6.804878048780488,14.890243902439025,0.457,2.597560975609756,3.268292682926829,0.795,120.0,120.0,240.0,220.0,57.0,10.0,221.0,16.20731707317073,0.0,
36.0,Walt Frazier,31.0,NYK,PG,76.0,67.0,2687.0,7.0,14.328947368421053,0.489,3.4078947368421053,4.421052631578948,0.771,52.0,241.0,293.0,403.0,132.0,9.0,194.0,17.407894736842106,1.0,
37.0,Alvan Adams,22.0,PHO,C,72.0,,2278.0,7.25,15.305555555555555,0.474,3.5,4.638888888888889,0.754,180.0,472.0,652.0,322.0,95.0,87.0,260.0,18.0,3.0,
38.0,Billy Paultz,28.0,SAS,C,82.0,82.0,2694.0,6.353658536585366,13.439024390243903,0.473,2.902439024390244,3.902439024390244,0.744,192.0,495.0,687.0,223.0,55.0,173.0,262.0,15.609756097560975,0.0,
39.0,World B. Free,23.0,PHI,SG,78.0,37.0,2253.0,5.987179487179487,13.102564102564102,0.457,4.282051282051282,5.948717948717949,0.72,97.0,140.0,237.0,266.0,75.0,25.0,207.0,16.256410256410255,0.0,
40.0,Scott Wedman,24.0,KCK,SF,81.0,,2743.0,6.432098765432099,13.987654320987655,0.46,2.54320987654321,2.9753086419753085,0.855,187.0,319.0,506.0,227.0,100.0,23.0,226.0,15.407407407407407,0.0,
41.0,Bobby Jones,25.0,DEN,PF,82.0,82.0,2419.0,6.109756097560975,10.71951219512195,0.57,2.8780487804878048,4.012195121951219,0.717,174.0,504.0,678.0,264.0,186.0,162.0,238.0,15.097560975609756,0.0,AS
42.0,Sidney Wicks,27.0,BOS,PF,82.0,,2642.0,5.658536585365853,12.341463414634147,0.458,3.7804878048780486,5.658536585365853,0.668,268.0,556.0,824.0,169.0,64.0,61.0,331.0,15.097560975609756,0.0,
43.0,Fred Brown,28.0,SEA,SG,72.0,,2098.0,7.416666666666667,15.472222222222221,0.479,2.3333333333333335,2.638888888888889,0.884,68.0,164.0,232.0,176.0,124.0,19.0,140.0,17.166666666666668,0.0,
44.0,Brian Taylor,25.0,KCK,PG,72.0,,2488.0,6.958333333333333,13.819444444444445,0.504,3.125,3.8194444444444446,0.818,88.0,150.0,238.0,320.0,199.0,16.0,206.0,17.041666666666668,0.0,
45.0,Bill Walton,24.0,POR,C,65.0,,2264.0,7.553846153846154,14.307692307692308,0.528,3.5076923076923077,5.030769230769231,0.697,211.0,723.0,934.0,245.0,66.0,211.0,174.0,18.615384615384617,0.0,"MVP-2,AS,NBA2"
46.0,Junior Bridgeman,23.0,MIL,SF,82.0,,2410.0,5.987804878048781,13.341463414634147,0.449,2.402439024390244,2.7804878048780486,0.864,129.0,287.0,416.0,205.0,82.0,26.0,221.0,14.378048780487806,0.0,
47.0,Wilbur Holland,25.0,CHI,SG,79.0,70.0,2453.0,6.443037974683544,14.177215189873417,0.454,2.0,2.430379746835443,0.823,78.0,175.0,253.0,253.0,169.0,16.0,201.0,14.886075949367088,0.0,
48.0,Bingo Smith,30.0,CLE,SF,81.0,,2135.0,6.333333333333333,14.185185185185185,0.446,1.8271604938271604,2.234567901234568,0.818,92.0,225.0,317.0,152.0,61.0,30.0,211.0,14.493827160493828,0.0,
49.0,Campy Russell,25.0,CLE,SF,70.0,,2109.0,6.214285714285714,14.32857142857143,0.434,4.114285714285714,5.285714285714286,0.778,144.0,275.0,419.0,189.0,70.0,24.0,196.0,16.542857142857144,0.0,
50.0,Lucius Allen,29.0,LAL,PG,78.0,,2482.0,6.051282051282051,13.26923076923077,0.456,2.5,3.230769230769231,0.774,58.0,193.0,251.0,405.0,116.0,19.0,183.0,14.602564102564102,0.0,
51.0,Lionel Hollins,23.0,POR,PG,76.0,,2224.0,5.947368421052632,13.763157894736842,0.432,2.8289473684210527,3.776315789473684,0.749,52.0,158.0,210.0,313.0,166.0,38.0,265.0,14.723684210526315,0.0,
52.0,John Shumate,24.0,BUF,PF,74.0,,2601.0,5.5,10.945945945945946,0.502,4.081081081081081,6.081081081081081,0.671,163.0,538.0,701.0,159.0,90.0,84.0,197.0,15.08108108108108,0.0,
53.0,M.L. Carr,26.0,DET,SF,82.0,,2643.0,5.402439024390244,11.353658536585366,0.476,2.5,3.402439024390244,0.735,211.0,420.0,631.0,181.0,165.0,58.0,287.0,13.304878048780488,0.0,
54.0,Moses Malone,21.0,2TM,C,82.0,,2506.0,4.7439024390243905,9.878048780487806,0.48,3.7195121951219514,5.365853658536586,0.693,437.0,635.0,1072.0,89.0,67.0,181.0,275.0,13.207317073170731,0.0,MVP-6
55.0,Ricky Sobers,24.0,PHO,SG,79.0,,2005.0,5.2405063291139244,10.556962025316455,0.496,3.0759493670886076,3.6582278481012658,0.841,82.0,152.0,234.0,238.0,93.0,14.0,258.0,13.556962025316455,0.0,
56.0,Richard Washington,21.0,KCK,PF,82.0,,2265.0,5.439024390243903,12.609756097560975,0.431,2.158536585365854,3.097560975609756,0.697,201.0,497.0,698.0,85.0,63.0,90.0,324.0,13.036585365853659,0.0,
57.0,Doug Collins,25.0,PHI,SG,58.0,47.0,2037.0,7.344827586206897,14.189655172413794,0.518,3.6206896551724137,4.310344827586207,0.84,64.0,131.0,195.0,271.0,70.0,15.0,174.0,18.310344827586206,0.0,AS
58.0,Jim Chones,27.0,CLE,C,82.0,,2378.0,5.487804878048781,11.853658536585366,0.463,1.8902439024390243,2.5853658536585367,0.731,208.0,480.0,688.0,104.0,32.0,77.0,258.0,12.865853658536585,0.0,
59.0,Scott May,22.0,CHI,SF,72.0,61.0,2369.0,5.986111111111111,13.26388888888889,0.451,2.611111111111111,3.1527777777777777,0.828,141.0,296.0,437.0,145.0,78.0,17.0,185.0,14.583333333333334,0.0,
60.0,Mike Newlin,28.0,HOU,SG,82.0,,2119.0,4.719512195121951,10.365853658536585,0.455,3.2804878048780486,3.707317073170732,0.885,53.0,151.0,204.0,320.0,60.0,3.0,226.0,12.71951219512195,0.0,
61.0,Wil Jones,29.0,IND,PF,80.0,,2709.0,5.475,12.7375,0.43,2.075,2.7875,0.744,218.0,386.0,604.0,189.0,102.0,80.0,305.0,13.025,0.0,
62.0,Howard Porter,28.0,DET,PF,78.0,,2200.0,5.961538461538462,12.333333333333334,0.483,1.3205128205128205,1.5384615384615385,0.858,155.0,303.0,458.0,53.0,50.0,73.0,202.0,13.243589743589743,0.0,
63.0,Slick Watts,25.0,SEA,PG,79.0,,2627.0,5.417721518987341,12.848101265822784,0.422,2.1772151898734178,3.7088607594936707,0.587,81.0,226.0,307.0,630.0,214.0,25.0,256.0,13.012658227848101,2.0,
65.0,Chris Ford,28.0,DET,SG,82.0,82.0,2539.0,5.329268292682927,11.195121951219512,0.476,1.5975609756097562,2.073170731707317,0.771,96.0,174.0,270.0,337.0,179.0,26.0,192.0,12.25609756097561,0.0,
66.0,Al Skinner,24.0,NYN,SG,79.0,,2256.0,4.8354430379746836,11.227848101265822,0.431,2.9240506329113924,3.6962025316455698,0.791,112.0,251.0,363.0,289.0,103.0,53.0,279.0,12.594936708860759,1.0,
67.0,Tom Henderson,25.0,2TM,PG,87.0,,2791.0,4.264367816091954,9.494252873563218,0.449,2.67816091954023,3.5977011494252875,0.744,43.0,196.0,239.0,598.0,138.0,17.0,148.0,11.206896551724139,0.0,
68.0,Nate Williams,26.0,NOJ,SF,79.0,,1776.0,5.2405063291139244,11.60759493670886,0.451,1.8481012658227849,2.4556962025316458,0.753,107.0,199.0,306.0,92.0,76.0,16.0,200.0,12.329113924050633,0.0,
69.0,Lou Hudson,32.0,ATL,SG,58.0,,1745.0,7.120689655172414,15.60344827586207,0.456,2.4482758620689653,2.913793103448276,0.84,48.0,81.0,129.0,155.0,67.0,19.0,160.0,16.689655172413794,0.0,
70.0,Lonnie Shelton,21.0,NYK,PF,82.0,57.0,2104.0,4.853658536585366,10.195121951219512,0.476,1.9390243902439024,2.7439024390243905,0.707,220.0,413.0,633.0,149.0,125.0,98.0,363.0,11.646341463414634,0.0,
71.0,Dave Robisch,27.0,IND,C,80.0,,1966.0,4.6125,10.1375,0.455,2.6625,3.2,0.832,171.0,383.0,554.0,158.0,55.0,37.0,169.0,11.8875,0.0,
72.0,Mike Bantom,25.0,2TM,SF,77.0,,1909.0,4.688311688311688,9.805194805194805,0.478,2.909090909090909,4.025974025974026,0.723,184.0,287.0,471.0,102.0,63.0,49.0,233.0,12.285714285714286,0.0,
73.0,Swen Nater,27.0,MIL,C,72.0,,1960.0,5.319444444444445,10.069444444444445,0.528,2.388888888888889,3.1666666666666665,0.754,266.0,599.0,865.0,108.0,54.0,51.0,214.0,13.027777777777779,0.0,
74.0,Allan Bristow,25.0,SAS,SF,82.0,,2017.0,4.451219512195122,9.109756097560975,0.489,2.5121951219512195,3.1463414634146343,0.798,119.0,229.0,348.0,240.0,89.0,2.0,195.0,11.414634146341463,0.0,
75.0,Bob Gross,23.0,POR,SF,82.0,,2232.0,4.585365853658536,8.670731707317072,0.529,2.231707317073171,2.6219512195121952,0.851,173.0,221.0,394.0,242.0,107.0,57.0,255.0,11.402439024390244,0.0,
76.0,Ken Charles,25.0,ATL,SG,82.0,,2487.0,4.317073170731708,10.426829268292684,0.414,2.5,3.1219512195121952,0.801,41.0,127.0,168.0,295.0,141.0,45.0,240.0,11.134146341463415,0.0,
77.0,John Lucas,23.0,HOU,SG,82.0,,2531.0,4.7317073170731705,9.926829268292684,0.477,1.646341463414634,2.0853658536585367,0.789,55.0,164.0,219.0,463.0,125.0,19.0,174.0,11.109756097560975,0.0,ROY-2
78.0,Bruce Seals,23.0,SEA,PF,81.0,,1977.0,4.666666666666667,10.506172839506172,0.444,1.7037037037037037,2.4074074074074074,0.708,118.0,236.0,354.0,93.0,49.0,58.0,262.0,11.037037037037036,0.0,
79.0,Darnell Hillman,27.0,IND,C,82.0,,2302.0,4.378048780487805,9.890243902439025,0.443,1.9634146341463414,2.975609756097561,0.66,228.0,465.0,693.0,166.0,95.0,106.0,353.0,10.71951219512195,0.0,
80.0,Sam Lacey,28.0,KCK,C,82.0,,2595.0,3.9878048780487805,9.439024390243903,0.422,2.6219512195121952,3.4390243902439024,0.762,189.0,545.0,734.0,386.0,119.0,133.0,292.0,10.597560975609756,1.0,
81.0,Ernie DiGregorio,26.0,BUF,PG,81.0,,2267.0,4.506172839506172,10.802469135802468,0.417,1.7037037037037037,1.8024691358024691,0.945,52.0,132.0,184.0,378.0,57.0,3.0,150.0,10.716049382716049,0.0,
82.0,Mark Olberding,20.0,SAS,PF,82.0,,1949.0,3.6707317073170733,7.2926829268292686,0.503,3.0609756097560976,3.8536585365853657,0.794,162.0,287.0,449.0,119.0,59.0,29.0,277.0,10.402439024390244,0.0,
84.0,Ralph Simpson,27.0,DET,SG,77.0,,1597.0,4.623376623376624,10.831168831168831,0.427,1.7922077922077921,2.5324675324675323,0.708,48.0,133.0,181.0,180.0,68.0,5.0,100.0,11.03896103896104,0.0,
85.0,Dan Roundfield,23.0,IND,PF,61.0,,1645.0,5.60655737704918,12.032786885245901,0.466,2.6885245901639343,3.918032786885246,0.686,179.0,339.0,518.0,69.0,61.0,131.0,243.0,13.901639344262295,0.0,
86.0,Mike Gale,26.0,SAS,SG,82.0,,2598.0,4.304878048780488,9.195121951219512,0.468,1.670731707317073,2.0365853658536586,0.82,54.0,219.0,273.0,473.0,191.0,50.0,224.0,10.28048780487805,0.0,
87.0,Norm Van Lier,29.0,CHI,PG,82.0,81.0,3097.0,3.658536585365854,8.890243902439025,0.412,2.902439024390244,3.731707317073171,0.778,108.0,262.0,370.0,636.0,129.0,16.0,268.0,10.21951219512195,0.0,"MVP-11,AS"
88.0,Ron Lee,24.0,PHO,PG,82.0,,1849.0,4.2317073170731705,9.585365853658537,0.441,1.7317073170731707,2.5609756097560976,0.676,99.0,200.0,299.0,263.0,156.0,33.0,276.0,10.195121951219512,0.0,
89.0,Larry Steele,27.0,POR,SG,81.0,,1680.0,4.0246913580246915,8.049382716049383,0.5,2.259259259259259,2.802469135802469,0.806,71.0,117.0,188.0,172.0,118.0,13.0,216.0,10.308641975308642,0.0,
90.0,Henry Bibby,27.0,PHI,PG,81.0,80.0,2639.0,3.728395061728395,8.666666666666666,0.43,2.728395061728395,3.4814814814814814,0.784,86.0,187.0,273.0,356.0,108.0,5.0,200.0,10.185185185185185,0.0,
91.0,Joe Meriweather,23.0,ATL,C,74.0,,2068.0,4.3108108108108105,8.202702702702704,0.526,2.4594594594594597,3.445945945945946,0.714,216.0,380.0,596.0,82.0,41.0,82.0,324.0,11.08108108108108,0.0,
93.0,Curtis Rowe,27.0,BOS,PF,79.0,,2190.0,3.9873417721518987,8.0,0.498,2.151898734177215,3.037974683544304,0.708,188.0,375.0,563.0,107.0,24.0,47.0,215.0,10.126582278481013,0.0,
94.0,Tom Burleson,24.0,SEA,C,82.0,82.0,1803.0,3.5121951219512195,7.951219512195122,0.442,2.682926829268293,3.6707317073170733,0.731,184.0,367.0,551.0,93.0,74.0,117.0,259.0,9.707317073170731,0.0,
95.0,Steve Mix,29.0,PHI,SF,75.0,9.0,1958.0,3.84,7.346666666666667,0.523,2.8666666666666667,3.506666666666667,0.817,127.0,249.0,376.0,152.0,90.0,20.0,167.0,10.546666666666667,0.0,
97.0,Bill Robinzine,24.0,KCK,PF,75.0,,1594.0,4.093333333333334,9.026666666666667,0.453,2.12,2.88,0.736,164.0,310.0,474.0,95.0,86.0,13.0,283.0,10.306666666666667,0.0,
98.0,Jim McElroy,23.0,NOJ,PG,73.0,,2029.0,4.123287671232877,8.767123287671232,0.47,2.315068493150685,2.9726027397260273,0.779,55.0,128.0,183.0,260.0,60.0,8.0,119.0,10.561643835616438,0.0,
99.0,Dave Twardzik,26.0,POR,PG,74.0,,1937.0,3.554054054054054,5.8108108108108105,0.612,3.22972972972973,3.8378378378378377,0.842,75.0,127.0,202.0,247.0,128.0,15.0,228.0,10.337837837837839,0.0,
100.0,Gus Williams,23.0,GSW,PG,82.0,,1930.0,3.9634146341463414,8.548780487804878,0.464,1.3658536585365855,1.829268292682927,0.747,72.0,161.0,233.0,292.0,121.0,19.0,218.0,9.292682926829269,0.0,
101.0,Kevin Kunnert,25.0,HOU,C,81.0,,2050.0,4.111111111111111,8.45679012345679,0.486,1.1481481481481481,1.5555555555555556,0.738,210.0,459.0,669.0,154.0,35.0,105.0,361.0,9.37037037037037,0.0,
102.0,Dick Snyder,32.0,CLE,SG,82.0,,1685.0,3.8536585365853657,8.451219512195122,0.456,1.548780487804878,1.8170731707317074,0.852,47.0,102.0,149.0,160.0,45.0,30.0,177.0,9.25609756097561,0.0,
103.0,Dennis Johnson,22.0,SEA,SG,81.0,,1667.0,3.5185185185185186,6.987654320987654,0.504,2.2098765432098766,3.54320987654321,0.624,161.0,141.0,302.0,123.0,123.0,57.0,221.0,9.246913580246913,0.0,
104.0,Eric Money,21.0,DET,PG,73.0,,1586.0,4.506849315068493,8.643835616438356,0.521,1.2328767123287672,1.5616438356164384,0.789,43.0,81.0,124.0,243.0,91.0,14.0,199.0,10.246575342465754,0.0,
105.0,Mike Green,25.0,SEA,C,76.0,,1928.0,3.8157894736842106,8.657894736842104,0.441,2.1842105263157894,3.0921052631578947,0.706,191.0,312.0,503.0,120.0,45.0,129.0,201.0,9.81578947368421,0.0,
106.0,Herm Gilliam,30.0,POR,SG,80.0,,1665.0,4.075,9.3,0.438,1.15,1.5,0.767,64.0,137.0,201.0,170.0,76.0,6.0,168.0,9.3,0.0,
107.0,Jan van Breda Kolff,25.0,NYN,SF,72.0,,2398.0,3.763888888888889,8.458333333333334,0.445,2.7083333333333335,3.1666666666666665,0.855,156.0,304.0,460.0,117.0,74.0,68.0,205.0,10.23611111111111,0.0,
108.0,John Johnson,29.0,HOU,SF,79.0,,1738.0,4.037974683544304,8.810126582278482,0.458,1.1898734177215189,1.6708860759493671,0.712,75.0,191.0,266.0,163.0,47.0,24.0,199.0,9.265822784810126,0.0,
110.0,Kevin Porter,26.0,DET,PG,81.0,,2117.0,3.8271604938271606,7.469135802469136,0.512,1.1975308641975309,1.6419753086419753,0.729,28.0,70.0,98.0,592.0,88.0,8.0,271.0,8.851851851851851,0.0,
111.0,Nick Weatherspoon,26.0,2TM,SF,62.0,,1657.0,5.0,11.129032258064516,0.449,1.467741935483871,2.3225806451612905,0.632,120.0,308.0,428.0,53.0,52.0,28.0,168.0,11.46774193548387,0.0,
114.0,Jim Brewer,25.0,CLE,PF,81.0,,2672.0,3.654320987654321,8.11111111111111,0.451,1.1975308641975309,2.197530864197531,0.545,275.0,487.0,762.0,195.0,94.0,82.0,214.0,8.506172839506172,0.0,
115.0,Coby Dietrick,28.0,SAS,C,82.0,,1772.0,3.475609756097561,7.560975609756097,0.46,1.451219512195122,2.024390243902439,0.717,111.0,261.0,372.0,148.0,88.0,57.0,267.0,8.402439024390244,0.0,
116.0,Tim Bassett,25.0,NYN,PF,76.0,,2442.0,3.8552631578947367,9.723684210526315,0.396,1.3289473684210527,2.3289473684210527,0.571,175.0,466.0,641.0,109.0,95.0,53.0,246.0,9.039473684210526,0.0,
117.0,Quinn Buckner,22.0,MIL,PG,79.0,,2095.0,3.7848101265822787,8.721518987341772,0.434,1.0506329113924051,1.9493670886075949,0.539,91.0,173.0,264.0,372.0,192.0,21.0,291.0,8.620253164556962,0.0,
118.0,Dave Bing,33.0,WSB,SG,64.0,,1516.0,4.234375,9.328125,0.454,2.125,2.75,0.773,54.0,89.0,143.0,275.0,61.0,5.0,150.0,10.59375,0.0,
119.0,Ira Terrell,22.0,PHO,SF,78.0,,1751.0,3.551282051282051,6.987179487179487,0.508,1.4230769230769231,2.2564102564102564,0.631,99.0,288.0,387.0,103.0,41.0,47.0,165.0,8.525641025641026,0.0,
120.0,Jim McMillian,28.0,NYK,SF,67.0,60.0,2158.0,4.447761194029851,9.582089552238806,0.464,1.0,1.2835820895522387,0.779,66.0,241.0,307.0,139.0,63.0,5.0,103.0,9.895522388059701,0.0,
121.0,E.C. Coleman,26.0,NOJ,PF,77.0,,2369.0,3.7662337662337664,8.155844155844155,0.462,1.0649350649350648,1.4545454545454546,0.732,149.0,399.0,548.0,103.0,62.0,32.0,280.0,8.597402597402597,0.0,
123.0,Don Buse,26.0,IND,PG,81.0,,2947.0,3.2839506172839505,7.888888888888889,0.416,1.4074074074074074,1.7901234567901234,0.786,66.0,204.0,270.0,685.0,281.0,16.0,129.0,7.9753086419753085,0.0,AS
125.0,Wes Unseld,30.0,WSB,C,82.0,82.0,2860.0,3.292682926829268,6.719512195121951,0.49,1.2195121951219512,2.024390243902439,0.602,243.0,634.0,877.0,363.0,87.0,45.0,253.0,7.804878048780488,1.0,
129.0,Clifford Ray,28.0,GSW,C,77.0,,2018.0,3.4155844155844157,5.8441558441558445,0.584,1.3636363636363635,2.5844155844155843,0.528,199.0,416.0,615.0,112.0,74.0,81.0,242.0,8.194805194805195,0.0,
130.0,Jim Cleamons,27.0,CLE,PG,60.0,,2045.0,4.283333333333333,9.866666666666667,0.434,1.8666666666666667,2.466666666666667,0.757,99.0,174.0,273.0,308.0,66.0,23.0,126.0,10.433333333333334,0.0,
134.0,John Gianelli,26.0,2TM,C,76.0,15.0,1913.0,3.3815789473684212,7.618421052631579,0.444,1.1842105263157894,1.644736842105263,0.72,154.0,321.0,475.0,83.0,35.0,98.0,171.0,7.947368421052632,0.0,
