Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Allen Iverson,27.0,PHI,SG,82.0,82.0,3485.0,12.1,29.2,0.414,1.3,4.6,0.277,10.8,24.7,0.44,0.436,8.6,11.1,0.774,1.0,4.2,5.2,6.8,3.4,0.2,4.3,2.2,34.1,103.0,102.0,"MVP-6,DPOY-6,AS,NBA2"
2.0,Kobe Bryant,24.0,LAL,SG,82.0,82.0,3401.0,13.2,29.4,0.451,1.9,4.9,0.383,11.4,24.4,0.465,0.483,9.2,10.9,0.843,1.6,7.0,8.6,7.3,2.8,1.0,4.4,3.3,37.6,111.0,103.0,"MVP-3,DPOY-8,AS,NBA1"
3.0,Shawn Marion,24.0,PHO,SF,81.0,81.0,3373.0,10.3,22.8,0.452,2.2,5.7,0.387,8.1,17.1,0.473,0.5,3.9,4.6,0.851,3.1,8.9,12.0,3.1,2.9,1.5,2.4,3.2,26.7,111.0,98.0,"DPOY-13,AS"
4.0,Jalen Rose,30.0,CHI,SF,82.0,82.0,3351.0,9.8,24.2,0.406,2.0,5.5,0.37,7.8,18.7,0.416,0.448,6.1,7.2,0.854,1.0,4.3,5.4,6.0,1.1,0.4,4.4,4.1,27.8,100.0,109.0,
5.0,Kevin Garnett,26.0,MIN,PF,82.0,82.0,3321.0,11.7,23.3,0.502,0.3,1.1,0.282,11.4,22.2,0.513,0.508,5.9,7.9,0.751,3.8,13.5,17.3,7.8,1.8,2.0,3.6,3.1,29.6,113.0,98.0,"MVP-2,DPOY-3,AS,NBA1"
6.0,Jamal Mashburn,30.0,NOH,SF,82.0,81.0,3321.0,10.8,25.7,0.422,1.9,4.9,0.389,8.9,20.7,0.43,0.46,5.1,6.0,0.848,1.1,7.0,8.1,7.5,1.3,0.3,3.7,3.2,28.7,105.0,103.0,"MVP-11,AS,NBA3"
7.0,Steve Francis,25.0,HOU,PG,81.0,81.0,3318.0,9.3,21.4,0.435,1.4,3.9,0.354,7.9,17.5,0.453,0.468,7.8,9.7,0.8,2.6,5.5,8.1,8.2,2.3,0.7,4.9,4.1,27.8,109.0,103.0,AS
8.0,Stephon Marbury,25.0,PHO,PG,81.0,81.0,3240.0,10.9,24.8,0.439,1.4,4.8,0.301,9.4,20.0,0.472,0.468,6.1,7.6,0.803,0.9,3.4,4.3,10.6,1.7,0.3,4.3,3.2,29.2,108.0,106.0,"AS,NBA3"
9.0,Antoine Walker,26.0,BOS,PF,78.0,78.0,3235.0,9.8,25.4,0.388,3.1,9.5,0.323,6.8,15.9,0.427,0.449,2.9,4.7,0.615,1.6,7.6,9.2,6.1,1.9,0.5,4.2,3.6,25.6,92.0,101.0,AS
10.0,Antawn Jamison,26.0,GSW,SF,82.0,82.0,3226.0,10.9,23.2,0.47,1.0,3.3,0.311,9.9,19.9,0.496,0.492,5.9,7.5,0.789,3.1,6.0,9.1,2.5,1.2,0.7,2.8,3.1,28.8,113.0,111.0,
