Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Dave Bing,24.0,DET,PG,79.0,,3209.0,10.569620253164556,23.962025316455698,0.441,5.974683544303797,8.455696202531646,0.707,373.0,509.0,254.0,27.11392405063291,0.0,"MVP-4,AS,NBA1"
2.0,Elgin Baylor,33.0,LAL,SF,77.0,,3029.0,9.831168831168831,22.194805194805195,0.443,6.337662337662338,8.064935064935066,0.786,941.0,355.0,232.0,26.0,3.0,"MVP-3,AS,NBA1"
3.0,Wilt Chamberlain,31.0,PHI,C,82.0,,3836.0,9.987804878048781,16.79268292682927,0.595,4.317073170731708,11.365853658536585,0.38,1952.0,702.0,160.0,24.29268292682927,31.0,"MVP-1,AS,NBA1"
4.0,Earl Monroe,23.0,BAL,SG,82.0,,3012.0,9.048780487804878,19.963414634146343,0.453,6.182926829268292,7.914634146341464,0.781,465.0,349.0,282.0,24.28048780487805,0.0,ROY-1
5.0,Hal Greer,31.0,PHI,SG,82.0,,3263.0,9.475609756097562,19.829268292682926,0.478,5.146341463414634,6.695121951219512,0.769,444.0,372.0,289.0,24.097560975609756,0.0,"AS,NBA2"
6.0,Oscar Robertson,29.0,CIN,PG,65.0,,2765.0,10.153846153846153,20.323076923076922,0.5,8.861538461538462,10.153846153846153,0.873,391.0,633.0,199.0,29.16923076923077,8.0,"MVP-5,AS,NBA1"
7.0,Walt Hazzard,25.0,SEA,PG,79.0,,2666.0,9.278481012658228,21.037974683544302,0.441,5.417721518987341,7.0,0.774,332.0,493.0,246.0,23.974683544303797,0.0,AS
8.0,Jerry Lucas,27.0,CIN,PF,82.0,,3619.0,8.621951219512194,16.597560975609756,0.519,4.219512195121951,5.426829268292683,0.778,1560.0,251.0,243.0,21.463414634146343,0.0,"AS,NBA1"
9.0,Zelmo Beaty,28.0,STL,C,82.0,,3068.0,7.7926829268292686,15.975609756097562,0.488,5.548780487804878,6.987804878048781,0.794,959.0,174.0,295.0,21.134146341463413,0.0,AS
10.0,Rudy LaRusso,30.0,SFW,PF,79.0,,2819.0,7.620253164556962,17.582278481012658,0.433,6.6075949367088604,8.367088607594937,0.79,741.0,182.0,337.0,21.848101265822784,0.0,AS
11.0,John Havlicek,27.0,BOS,SG,82.0,,2921.0,8.121951219512194,18.914634146341463,0.429,4.487804878048781,5.524390243902439,0.812,546.0,384.0,237.0,20.73170731707317,2.0,"AS,NBA2"
