Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1.0,Adrian Dantley,25.0,UTA,SF,80.0,,3417.0,13.1,23.4,0.559,0.0,0.1,0.286,13.0,23.3,0.56,0.559,9.1,11.3,0.806,2.8,4.6,7.3,4.6,1.6,0.3,4.1,3.5,35.3,118.0,111.0,"MVP-12,AS,NBA2"
2.0,Moses Malone,25.0,HOU,C,80.0,,3245.0,11.9,22.7,0.522,0.0,0.0,0.333,11.8,22.7,0.522,0.522,9.0,11.8,0.757,7.0,10.4,17.4,2.1,1.2,2.2,4.5,3.3,32.7,115.0,104.0,"MVP-4,AS,NBA2"
3.0,Larry Bird,24.0,BOS,PF,82.0,82.0,3239.0,10.6,22.1,0.478,0.3,1.1,0.27,10.3,21.0,0.489,0.485,4.2,4.8,0.863,2.8,10.4,13.2,6.6,2.4,0.9,4.2,3.5,25.6,107.0,99.0,"MVP-2,AS,NBA1"
4.0,Mike Mitchell,25.0,CLE,SF,82.0,82.0,3194.0,12.7,26.7,0.476,0.1,0.1,0.444,12.7,26.6,0.476,0.477,4.5,5.7,0.784,3.2,4.3,7.5,2.1,0.9,0.8,2.6,3.0,30.0,107.0,111.0,"MVP-24,AS"
5.0,Michael Ray Richardson,25.0,NYK,SG,79.0,79.0,3175.0,7.8,16.7,0.469,0.3,1.5,0.225,7.5,15.2,0.493,0.479,3.4,5.1,0.663,2.6,5.6,8.2,9.4,3.5,0.5,4.5,3.9,19.4,102.0,102.0,"MVP-17,AS"
6.0,Alex English,27.0,DEN,SF,81.0,,3093.0,10.9,22.0,0.494,0.0,0.1,0.6,10.8,21.9,0.494,0.495,5.5,6.5,0.85,3.9,5.3,9.1,4.1,1.5,1.4,3.4,3.6,27.3,112.0,110.0,
7.0,Truck Robinson,29.0,PHO,PF,82.0,82.0,3088.0,9.6,19.0,0.505,0.0,0.0,,9.6,19.0,0.505,0.505,3.7,5.9,0.629,3.2,8.5,11.7,3.1,1.0,0.6,3.7,3.3,22.9,103.0,100.0,"MVP-19,AS"
8.0,Jamaal Wilkes,27.0,LAL,SF,81.0,,3028.0,12.1,23.1,0.526,0.0,0.2,0.077,12.1,22.9,0.53,0.526,3.9,5.2,0.758,2.3,4.5,6.7,3.6,1.9,0.4,3.2,3.4,28.2,110.0,106.0,"MVP-10,AS"
9.0,Kareem Abdul-Jabbar,33.0,LAL,C,80.0,,2976.0,13.1,22.9,0.574,0.0,0.0,0.0,13.1,22.9,0.574,0.574,6.6,8.7,0.766,3.1,9.8,12.9,4.3,0.9,3.6,3.9,3.8,32.9,118.0,101.0,"MVP-3,AS,NBA1"
10.0,Robert Reid,25.0,HOU,SF,82.0,82.0,2963.0,8.6,17.9,0.482,0.0,0.1,0.0,8.6,17.9,0.483,0.482,3.7,4.9,0.756,2.6,6.8,9.4,5.5,2.6,1.1,3.2,5.2,21.0,107.0,104.0,
11.0,Norm Nixon,25.0,LAL,PG,79.0,,2962.0,9.1,19.1,0.476,0.0,0.2,0.167,9.1,18.9,0.479,0.477,3.1,4.0,0.778,1.0,2.7,3.7,11.0,2.3,0.2,4.5,3.6,21.3,104.0,107.0,MVP-21
12.0,Elvin Hayes,35.0,WSB,PF,81.0,,2931.0,9.3,20.7,0.451,0.0,0.2,0.0,9.3,20.6,0.454,0.451,4.3,7.0,0.617,3.8,8.9,12.6,1.6,1.1,2.7,3.0,4.8,23.0,97.0,100.0,
13.0,Bill Cartwright,23.0,NYK,C,82.0,81.0,2925.0,10.1,18.2,0.554,0.0,0.0,0.0,10.1,18.1,0.554,0.554,6.6,8.4,0.788,2.6,7.3,10.0,1.8,0.8,1.3,3.2,4.2,26.7,116.0,105.0,
14.0,Jack Sikma,25.0,SEA,C,82.0,82.0,2920.0,9.8,21.5,0.454,0.0,0.1,0.0,9.8,21.4,0.456,0.454,5.6,6.8,0.823,3.0,10.9,14.0,4.1,1.3,1.5,3.3,4.6,25.1,106.0,101.0,"MVP-15,AS"
15.0,Joe Barry Carroll,22.0,GSW,C,82.0,,2919.0,10.0,20.4,0.491,0.0,0.0,0.0,10.0,20.4,0.492,0.491,5.1,7.2,0.716,4.5,7.9,12.4,1.9,0.8,2.0,4.0,5.1,25.2,106.0,108.0,ROY-5
16.0,Bernard King,24.0,GSW,SF,81.0,,2914.0,11.9,20.3,0.588,0.0,0.1,0.333,11.9,20.2,0.589,0.588,5.0,7.1,0.703,2.9,6.1,9.0,4.7,1.2,0.6,4.3,5.0,28.9,116.0,110.0,MVP-14
17.0,Mike Newlin,32.0,NJN,SG,79.0,,2911.0,9.9,19.9,0.497,0.2,0.5,0.333,9.7,19.5,0.501,0.501,6.5,7.3,0.888,1.2,2.2,3.4,4.7,1.4,0.1,3.9,3.7,26.4,109.0,110.0,
18.0,Scott Wedman,28.0,KCK,SF,81.0,,2902.0,11.2,23.5,0.477,0.4,1.3,0.325,10.8,22.2,0.485,0.485,2.3,3.3,0.686,2.1,5.0,7.1,3.7,1.6,0.8,2.6,4.8,25.1,101.0,106.0,
19.0,Julius Erving,30.0,PHI,SF,82.0,82.0,2874.0,12.8,24.6,0.521,0.1,0.3,0.222,12.8,24.3,0.525,0.522,6.8,8.7,0.787,3.9,6.7,10.6,5.9,2.8,2.4,4.3,3.8,32.5,113.0,97.0,"MVP-1,AS,NBA1"
20.0,Darrell Griffith,22.0,UTA,SG,81.0,,2867.0,12.3,26.5,0.464,0.2,0.9,0.192,12.1,25.6,0.473,0.467,3.9,5.5,0.716,1.4,3.6,4.9,3.3,1.8,0.7,4.0,3.8,28.6,95.0,111.0,ROY-1
21.0,Campy Russell,29.0,NYK,SF,79.0,79.0,2865.0,8.4,18.2,0.464,0.1,0.4,0.308,8.3,17.7,0.468,0.468,4.4,5.7,0.781,1.8,4.0,5.9,4.3,1.6,0.1,3.5,4.1,21.4,102.0,107.0,
22.0,Artis Gilmore,31.0,CHI,C,82.0,82.0,2832.0,9.2,13.7,0.67,0.0,0.0,,9.2,13.7,0.67,0.67,6.3,9.0,0.705,3.7,10.2,13.9,2.9,0.8,3.3,4.0,5.0,24.7,123.0,103.0,"MVP-22,AS"
23.0,Reggie Theus,23.0,CHI,SG,82.0,82.0,2820.0,9.2,18.6,0.495,0.3,1.5,0.2,8.9,17.0,0.521,0.503,7.5,9.3,0.809,2.1,2.8,4.9,7.2,2.1,0.3,4.4,4.4,26.2,115.0,108.0,"MVP-19,AS"
24.0,Tiny Archibald,32.0,BOS,PG,80.0,72.0,2820.0,6.5,12.9,0.499,0.0,0.2,0.0,6.5,12.8,0.505,0.499,5.8,7.1,0.816,0.6,2.4,3.0,10.4,1.3,0.3,4.5,3.4,18.7,111.0,107.0,"MVP-9,AS,NBA2"
25.0,Swen Nater,31.0,SDC,C,82.0,,2809.0,8.8,15.9,0.553,0.0,0.0,,8.8,15.9,0.553,0.553,4.2,5.2,0.795,5.0,12.3,17.3,3.4,0.8,0.8,3.6,5.0,21.8,114.0,105.0,
26.0,Ben Poquette,25.0,UTA,PF,82.0,82.0,2808.0,5.7,10.7,0.528,0.1,0.1,0.5,5.6,10.6,0.528,0.53,2.2,2.8,0.778,2.8,8.2,11.0,2.8,1.2,3.0,2.1,6.0,13.6,110.0,107.0,
27.0,Mychal Thompson,26.0,POR,C,79.0,,2790.0,9.5,19.2,0.494,0.0,0.0,0.0,9.5,19.2,0.495,0.494,3.5,5.4,0.641,3.7,7.7,11.5,4.7,1.0,2.8,4.0,4.3,22.5,103.0,104.0,
