Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Kobe Bryant,29.0,LAL,SG,82.0,82.0,3192.0,9.451219512195122,20.609756097560975,0.459,150.0,415.0,0.361,625.0,1275.0,0.49,0.503,7.597560975609756,9.048780487804878,0.84,94.0,423.0,517.0,441.0,151.0,40.0,257.0,227.0,28.329268292682926,0.0,"MVP-1,DPOY-5,AS,NBA1"
2.0,LeBron James,23.0,CLE,SF,75.0,74.0,3027.0,10.586666666666666,21.893333333333334,0.484,113.0,359.0,0.315,681.0,1283.0,0.531,0.518,7.32,10.28,0.712,133.0,459.0,592.0,539.0,138.0,81.0,255.0,165.0,30.0,7.0,"MVP-4,AS,NBA1"
3.0,Allen Iverson,32.0,DEN,SG,82.0,82.0,3424.0,8.682926829268293,18.975609756097562,0.458,95.0,275.0,0.345,617.0,1281.0,0.482,0.488,7.865853658536586,9.71951219512195,0.809,47.0,196.0,243.0,586.0,160.0,12.0,245.0,109.0,26.390243902439025,0.0,AS
4.0,Amar'e Stoudemire,25.0,PHO,C,79.0,79.0,2677.0,9.037974683544304,15.329113924050633,0.59,5.0,31.0,0.161,709.0,1180.0,0.601,0.592,7.037974683544304,8.746835443037975,0.805,178.0,541.0,719.0,118.0,64.0,163.0,174.0,294.0,25.17721518987342,0.0,"MVP-6,AS,NBA2"
5.0,Carmelo Anthony,23.0,DEN,SF,77.0,77.0,2806.0,9.454545454545455,19.233766233766232,0.492,58.0,164.0,0.354,670.0,1317.0,0.509,0.511,6.025974025974026,7.662337662337662,0.786,178.0,393.0,571.0,259.0,98.0,39.0,253.0,253.0,25.68831168831169,0.0,"MVP-13,AS"
6.0,Richard Jefferson,27.0,NJN,SF,82.0,82.0,3200.0,7.548780487804878,16.195121951219512,0.466,77.0,213.0,0.362,542.0,1115.0,0.486,0.495,6.609756097560975,8.28048780487805,0.798,93.0,249.0,342.0,252.0,76.0,21.0,199.0,225.0,22.646341463414632,0.0,
7.0,Dirk Nowitzki,29.0,DAL,PF,77.0,77.0,2769.0,8.181818181818182,17.064935064935064,0.479,79.0,220.0,0.359,551.0,1094.0,0.504,0.51,6.207792207792208,7.064935064935065,0.879,95.0,564.0,659.0,266.0,51.0,71.0,160.0,198.0,23.5974025974026,1.0,"MVP-11,AS,NBA2"
8.0,Baron Davis,28.0,GSW,PG,82.0,82.0,3196.0,7.926829268292683,18.609756097560975,0.426,173.0,525.0,0.33,477.0,1001.0,0.477,0.483,3.8780487804878048,5.170731707317073,0.75,96.0,289.0,385.0,623.0,191.0,43.0,232.0,247.0,21.841463414634145,3.0,
9.0,Jason Richardson,27.0,CHA,SF,82.0,82.0,3149.0,7.902439024390244,17.902439024390244,0.441,243.0,599.0,0.406,405.0,869.0,0.466,0.524,3.0365853658536586,4.036585365853658,0.752,80.0,361.0,441.0,258.0,116.0,57.0,166.0,241.0,21.804878048780488,0.0,
10.0,Joe Johnson,26.0,ATL,SG,82.0,82.0,3343.0,7.890243902439025,18.25609756097561,0.432,169.0,444.0,0.381,478.0,1053.0,0.454,0.489,3.8536585365853657,4.621951219512195,0.834,83.0,284.0,367.0,474.0,84.0,18.0,223.0,168.0,21.695121951219512,0.0,AS
