Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Trp-Dbl,Awards
1.0,Bob McAdoo,24.0,BUF,C,78.0,,3328.0,11.974358974358974,24.58974358974359,0.487,7.166666666666667,9.41025641025641,0.762,241.0,724.0,965.0,315.0,93.0,160.0,298.0,31.115384615384617,0.0,"MVP-2,AS"
2.0,Kareem Abdul-Jabbar,28.0,LAL,C,82.0,82.0,3379.0,11.146341463414634,21.073170731707318,0.529,5.451219512195122,7.7560975609756095,0.703,272.0,1111.0,1383.0,413.0,119.0,338.0,292.0,27.74390243902439,5.0,"MVP-1,AS,NBA1"
3.0,Tiny Archibald,27.0,KCK,PG,78.0,,3184.0,9.192307692307692,20.294871794871796,0.453,6.423076923076923,8.012820512820513,0.802,67.0,146.0,213.0,615.0,126.0,15.0,169.0,24.807692307692307,0.0,"MVP-9,AS,NBA1"
4.0,Randy Smith,27.0,BUF,SG,82.0,82.0,3167.0,8.560975609756097,17.341463414634145,0.494,4.670731707317073,5.719512195121951,0.817,104.0,313.0,417.0,484.0,153.0,4.0,274.0,21.79268292682927,0.0,"MVP-24,AS,NBA2"
5.0,George McGinnis,25.0,PHI,PF,77.0,77.0,2946.0,8.402597402597403,20.155844155844157,0.417,6.1688311688311686,8.337662337662337,0.74,260.0,707.0,967.0,359.0,198.0,41.0,334.0,22.974025974025974,5.0,"MVP-5,AS,NBA1"
6.0,Fred Brown,27.0,SEA,SG,76.0,,2516.0,9.763157894736842,20.026315789473685,0.488,3.5921052631578947,4.131578947368421,0.869,111.0,206.0,317.0,207.0,143.0,18.0,186.0,23.11842105263158,0.0,"MVP-13,AS"
7.0,Calvin Murphy,27.0,HOU,PG,82.0,82.0,2995.0,8.231707317073171,16.695121951219512,0.493,4.536585365853658,5.0,0.907,52.0,157.0,209.0,596.0,151.0,6.0,294.0,21.0,0.0,
8.0,Rick Barry,31.0,GSW,SF,81.0,,3122.0,8.728395061728396,20.049382716049383,0.435,3.54320987654321,3.8395061728395063,0.923,74.0,422.0,496.0,496.0,202.0,27.0,215.0,21.0,1.0,"MVP-4,AS,NBA1"
9.0,Paul Westphal,25.0,PHO,PG,82.0,,2960.0,8.012195121951219,16.20731707317073,0.494,4.451219512195122,5.365853658536586,0.83,74.0,185.0,259.0,440.0,210.0,38.0,218.0,20.475609756097562,0.0,MVP-24
10.0,John Drew,21.0,ATL,SF,77.0,,2351.0,7.6103896103896105,15.168831168831169,0.502,6.337662337662338,8.519480519480519,0.744,286.0,374.0,660.0,150.0,138.0,30.0,261.0,21.558441558441558,0.0,"MVP-20,AS"
11.0,Phil Smith,23.0,GSW,SG,82.0,82.0,2793.0,8.036585365853659,16.865853658536587,0.477,3.9390243902439024,5.0,0.788,133.0,243.0,376.0,362.0,108.0,18.0,223.0,20.01219512195122,1.0,"MVP-7,AS,NBA2"
12.0,Pete Maravich,28.0,NOJ,SG,62.0,,2373.0,9.741935483870968,21.225806451612904,0.459,6.387096774193548,7.870967741935484,0.811,46.0,254.0,300.0,332.0,87.0,23.0,197.0,25.870967741935484,1.0,"MVP-15,NBA1"
13.0,Doug Collins,24.0,PHI,SG,77.0,77.0,2995.0,7.974025974025974,15.532467532467532,0.513,4.8311688311688314,5.779220779220779,0.836,126.0,181.0,307.0,191.0,110.0,24.0,249.0,20.77922077922078,0.0,"MVP-20,AS"
14.0,Phil Chenier,25.0,WSB,SG,80.0,,2952.0,8.175,16.9375,0.483,3.525,4.2625,0.827,84.0,236.0,320.0,255.0,158.0,45.0,186.0,19.875,0.0,MVP-17
15.0,Elvin Hayes,30.0,WSB,PF,80.0,,2975.0,8.1125,17.2625,0.47,3.5875,5.7125,0.628,210.0,668.0,878.0,121.0,104.0,202.0,293.0,19.8125,0.0,"MVP-8,AS,NBA2"
16.0,Earl Monroe,31.0,NYK,SG,76.0,76.0,2889.0,8.513157894736842,17.81578947368421,0.478,3.6842105263157894,4.684210526315789,0.787,48.0,225.0,273.0,304.0,111.0,22.0,209.0,20.710526315789473,0.0,MVP-12
17.0,Bob Dandridge,28.0,MIL,SF,73.0,,2735.0,8.904109589041095,17.753424657534246,0.502,3.712328767123288,4.506849315068493,0.824,171.0,369.0,540.0,206.0,111.0,38.0,263.0,21.52054794520548,0.0,"MVP-24,AS"
18.0,Jo Jo White,29.0,BOS,PG,82.0,82.0,3257.0,8.170731707317072,18.195121951219512,0.449,2.5853658536585367,3.0853658536585367,0.838,61.0,252.0,313.0,445.0,107.0,20.0,183.0,18.926829268292682,0.0,"MVP-20,AS"
19.0,Fred Carter,30.0,PHI,PG,82.0,81.0,2992.0,8.109756097560975,19.4390243902439,0.417,2.6707317073170733,3.8048780487804876,0.702,113.0,186.0,299.0,372.0,137.0,13.0,286.0,18.890243902439025,0.0,
20.0,Spencer Haywood,26.0,NYK,PF,78.0,78.0,2892.0,7.756410256410256,17.435897435897434,0.445,4.346153846153846,5.743589743589744,0.757,234.0,644.0,878.0,92.0,53.0,80.0,255.0,19.858974358974358,0.0,
21.0,Mike Newlin,27.0,HOU,SG,82.0,82.0,3065.0,6.939024390243903,13.695121951219512,0.507,4.695121951219512,5.426829268292683,0.865,72.0,264.0,336.0,457.0,106.0,5.0,263.0,18.573170731707318,0.0,
22.0,Alvan Adams,21.0,PHO,C,80.0,,2656.0,7.8625,16.7625,0.469,3.2625,4.4375,0.735,215.0,512.0,727.0,450.0,121.0,116.0,274.0,18.9875,5.0,"ROY-1,AS"
23.0,Sidney Wicks,26.0,POR,PF,79.0,,3044.0,7.341772151898734,15.20253164556962,0.483,4.367088607594937,6.481012658227848,0.674,245.0,467.0,712.0,244.0,77.0,53.0,250.0,19.050632911392405,1.0,
24.0,Dave Cowens,27.0,BOS,C,78.0,,3101.0,7.833333333333333,16.73076923076923,0.468,3.2948717948717947,4.358974358974359,0.756,335.0,911.0,1246.0,325.0,94.0,71.0,314.0,18.96153846153846,0.0,"MVP-3,AS,NBA2"
25.0,Rudy Tomjanovich,27.0,HOU,PF,79.0,,2912.0,7.8734177215189876,15.215189873417721,0.517,2.7974683544303796,3.6455696202531644,0.767,167.0,499.0,666.0,188.0,42.0,19.0,206.0,18.544303797468356,0.0,AS
26.0,Jamaal Wilkes,22.0,GSW,SF,82.0,82.0,2716.0,7.524390243902439,16.26829268292683,0.463,2.768292682926829,3.5853658536585367,0.772,193.0,527.0,720.0,167.0,102.0,31.0,222.0,17.817073170731707,0.0,"MVP-17,AS"
27.0,Gail Goodrich,32.0,LAL,SG,75.0,,2646.0,7.773333333333333,17.613333333333333,0.441,3.9066666666666667,4.613333333333333,0.847,94.0,120.0,214.0,421.0,123.0,17.0,238.0,19.453333333333333,0.0,
28.0,Bob Love,33.0,CHI,SF,76.0,65.0,2823.0,7.144736842105263,18.30263157894737,0.39,4.7631578947368425,5.947368421052632,0.801,191.0,319.0,510.0,145.0,63.0,10.0,233.0,19.05263157894737,0.0,
29.0,Charlie Scott,27.0,BOS,SG,82.0,82.0,2913.0,7.170731707317073,15.963414634146341,0.449,3.2560975609756095,4.085365853658536,0.797,106.0,252.0,358.0,341.0,103.0,24.0,356.0,17.597560975609756,0.0,
30.0,Brian Winters,23.0,MIL,SG,78.0,,2795.0,7.923076923076923,17.08974358974359,0.464,2.3076923076923075,2.782051282051282,0.829,66.0,183.0,249.0,366.0,124.0,25.0,240.0,18.153846153846153,0.0,AS
31.0,Lou Hudson,31.0,ATL,SG,81.0,,2558.0,7.0246913580246915,14.876543209876543,0.472,2.925925925925926,3.5925925925925926,0.814,104.0,196.0,300.0,214.0,124.0,17.0,241.0,16.97530864197531,0.0,
32.0,Bob Lanier,27.0,DET,C,64.0,,2363.0,8.453125,15.890625,0.532,4.4375,5.78125,0.768,217.0,529.0,746.0,217.0,79.0,86.0,203.0,21.34375,0.0,
33.0,Geoff Petrie,27.0,POR,SG,72.0,,2557.0,7.541666666666667,16.34722222222222,0.461,3.8472222222222223,4.638888888888889,0.829,38.0,130.0,168.0,330.0,82.0,5.0,194.0,18.930555555555557,0.0,
34.0,Dave Bing,32.0,WSB,PG,82.0,,2945.0,6.060975609756097,13.573170731707316,0.447,4.048780487804878,5.146341463414634,0.787,94.0,143.0,237.0,492.0,118.0,23.0,262.0,16.170731707317074,0.0,"MVP-6,AS"
35.0,Jim Chones,26.0,CLE,C,82.0,82.0,2741.0,6.865853658536586,15.341463414634147,0.448,2.097560975609756,3.1707317073170733,0.662,197.0,542.0,739.0,163.0,42.0,93.0,241.0,15.829268292682928,0.0,MVP-9
36.0,John Havlicek,35.0,BOS,SF,76.0,,2598.0,6.631578947368421,14.75,0.45,3.6973684210526314,4.381578947368421,0.844,116.0,198.0,314.0,278.0,97.0,29.0,204.0,16.960526315789473,0.0,"MVP-24,AS,NBA2"
37.0,Tom Burleson,23.0,SEA,C,82.0,82.0,2647.0,6.048780487804878,12.585365853658537,0.481,3.548780487804878,4.7317073170731705,0.75,258.0,484.0,742.0,180.0,70.0,150.0,273.0,15.646341463414634,0.0,
38.0,Curtis Rowe,26.0,DET,PF,80.0,,2998.0,6.425,13.725,0.468,3.15,4.275,0.737,231.0,466.0,697.0,183.0,47.0,45.0,209.0,16.0,0.0,AS
39.0,Scott Wedman,23.0,KCK,SF,82.0,82.0,2968.0,6.560975609756097,14.402439024390244,0.456,2.3292682926829267,2.9878048780487805,0.78,199.0,407.0,606.0,199.0,103.0,36.0,280.0,15.451219512195122,0.0,AS
40.0,Mickey Johnson,23.0,CHI,PF,81.0,72.0,2390.0,5.901234567901234,12.753086419753087,0.463,3.493827160493827,4.444444444444445,0.786,279.0,479.0,758.0,130.0,93.0,66.0,292.0,15.296296296296296,0.0,
41.0,Campy Russell,24.0,CLE,SF,82.0,,1961.0,5.890243902439025,12.231707317073171,0.482,3.2439024390243905,4.195121951219512,0.773,134.0,211.0,345.0,107.0,69.0,10.0,231.0,15.024390243902438,0.0,
42.0,Elmore Smith,26.0,MIL,C,78.0,,2809.0,6.384615384615385,12.333333333333334,0.518,2.8461538461538463,4.5,0.632,201.0,692.0,893.0,97.0,78.0,238.0,268.0,15.615384615384615,0.0,
43.0,Jim McMillian,27.0,BUF,SF,74.0,,2610.0,6.648648648648648,12.405405405405405,0.536,2.5405405405405403,2.9594594594594597,0.858,134.0,256.0,390.0,205.0,88.0,14.0,141.0,15.837837837837839,0.0,
44.0,Tom Henderson,24.0,ATL,PG,81.0,,2900.0,5.790123456790123,14.024691358024691,0.413,2.6666666666666665,3.765432098765432,0.708,58.0,207.0,265.0,374.0,137.0,10.0,195.0,14.246913580246913,0.0,
45.0,Jimmy Walker,31.0,KCK,SG,73.0,,2490.0,6.287671232876712,13.013698630136986,0.483,3.164383561643836,3.6575342465753424,0.865,49.0,128.0,177.0,176.0,87.0,14.0,186.0,15.73972602739726,0.0,
46.0,Steve Mix,28.0,PHI,SF,81.0,63.0,3039.0,5.197530864197531,10.419753086419753,0.499,3.54320987654321,4.333333333333333,0.818,215.0,447.0,662.0,216.0,158.0,29.0,288.0,13.938271604938272,0.0,MVP-20
47.0,Walt Frazier,30.0,NYK,PG,59.0,59.0,2427.0,7.966101694915254,16.423728813559322,0.485,3.152542372881356,3.830508474576271,0.823,79.0,321.0,400.0,351.0,106.0,9.0,163.0,19.084745762711865,0.0,"MVP-17,AS"
48.0,Lucius Allen,28.0,LAL,PG,76.0,,2388.0,6.065789473684211,13.210526315789474,0.459,2.5921052631578947,3.3421052631578947,0.776,64.0,150.0,214.0,357.0,101.0,20.0,241.0,14.723684210526315,0.0,
49.0,Bingo Smith,29.0,CLE,SG,81.0,,2338.0,6.111111111111111,13.839506172839506,0.442,1.3703703703703705,1.6790123456790123,0.816,83.0,258.0,341.0,155.0,58.0,36.0,231.0,13.592592592592593,0.0,
50.0,Slick Watts,24.0,SEA,PG,82.0,82.0,2776.0,5.280487804878049,12.378048780487806,0.427,2.426829268292683,4.195121951219512,0.578,112.0,253.0,365.0,661.0,261.0,16.0,270.0,12.987804878048781,1.0,
51.0,Lloyd Neal,25.0,POR,PF,68.0,,2320.0,6.397058823529412,13.294117647058824,0.481,2.735294117647059,3.9411764705882355,0.694,145.0,440.0,585.0,118.0,53.0,107.0,254.0,15.529411764705882,0.0,
52.0,Eric Money,20.0,DET,PG,80.0,,2267.0,5.6125,11.8375,0.474,1.8125,2.25,0.806,77.0,130.0,207.0,338.0,137.0,11.0,243.0,13.0375,0.0,
53.0,Nate Williams,25.0,NOJ,SF,81.0,,1935.0,5.197530864197531,11.703703703703704,0.444,2.432098765432099,2.950617283950617,0.824,135.0,225.0,360.0,107.0,109.0,17.0,253.0,12.82716049382716,0.0,
54.0,Dick Snyder,31.0,CLE,SG,82.0,82.0,2274.0,5.378048780487805,10.74390243902439,0.501,1.8902439024390243,2.292682926829268,0.824,50.0,148.0,198.0,220.0,59.0,33.0,215.0,12.646341463414634,0.0,
