Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Paul Arizin,28.0,PHW,SF,71.0,2767.0,8.633802816901408,20.43661971830986,0.422,8.32394366197183,10.04225352112676,0.829,561.0,150.0,274.0,25.591549295774648,0.0,"MVP-3,AS,NBA1"
2.0,Bob Pettit,24.0,STL,C,71.0,2491.0,8.633802816901408,20.802816901408452,0.415,7.450704225352113,9.633802816901408,0.773,1037.0,133.0,181.0,24.718309859154928,0.0,"MVP-2,AS,NBA1"
3.0,Dolph Schayes,28.0,SYR,PF,72.0,2851.0,6.888888888888889,18.166666666666668,0.379,8.680555555555555,9.597222222222221,0.904,1008.0,229.0,219.0,22.458333333333332,0.0,"MVP-4,AS,NBA1"
4.0,Neil Johnston,27.0,PHW,C,69.0,2531.0,7.536231884057971,16.855072463768117,0.447,7.753623188405797,9.391304347826088,0.826,855.0,203.0,231.0,22.82608695652174,1.0,"AS,NBA2"
5.0,George Yardley,28.0,FTW,SF,72.0,2691.0,7.25,17.680555555555557,0.41,6.986111111111111,8.875,0.787,755.0,147.0,231.0,21.48611111111111,0.0,"MVP-5,AS,NBA2"
6.0,Clyde Lovellette,27.0,MNL,C,69.0,2492.0,8.318840579710145,19.536231884057973,0.426,4.144927536231884,5.782608695652174,0.717,932.0,139.0,251.0,20.782608695652176,0.0,AS
7.0,Bill Sharman,30.0,BOS,SG,67.0,2403.0,7.701492537313433,18.52238805970149,0.416,5.686567164179104,6.2835820895522385,0.905,286.0,236.0,188.0,21.08955223880597,0.0,"AS,NBA1"
8.0,Bob Cousy,28.0,BOS,PG,64.0,2364.0,7.46875,19.75,0.378,5.671875,6.90625,0.821,309.0,478.0,134.0,20.609375,0.0,"MVP-1,AS,NBA1"
9.0,Ed Macauley,28.0,STL,PF,72.0,2582.0,5.75,13.708333333333334,0.419,4.986111111111111,6.652777777777778,0.749,440.0,202.0,206.0,16.48611111111111,0.0,AS
10.0,Dick Garmaker,24.0,MNL,SG,72.0,2406.0,5.638888888888889,14.097222222222221,0.4,5.069444444444445,6.041666666666667,0.839,336.0,190.0,199.0,16.34722222222222,0.0,"AS,NBA2"
11.0,Jack Twyman,22.0,ROC,SG,72.0,2338.0,6.236111111111111,14.208333333333334,0.439,3.8333333333333335,5.041666666666667,0.76,354.0,123.0,251.0,16.305555555555557,0.0,"MVP-8,AS"
12.0,Tom Heinsohn,22.0,BOS,PF,72.0,2150.0,6.194444444444445,15.597222222222221,0.397,3.763888888888889,4.763888888888889,0.79,705.0,117.0,304.0,16.15277777777778,0.0,"ROY-1,AS"
13.0,Maurice Stokes,23.0,ROC,PF,72.0,2761.0,6.027777777777778,17.34722222222222,0.347,3.5555555555555554,5.347222222222222,0.665,1256.0,331.0,287.0,15.61111111111111,2.0,"MVP-6,AS,NBA2"
14.0,Harry Gallatin,29.0,NYK,PF,72.0,1943.0,4.611111111111111,11.347222222222221,0.406,5.763888888888889,7.208333333333333,0.8,725.0,85.0,202.0,14.98611111111111,0.0,"MVP-8,AS"
15.0,Kenny Sears,23.0,NYK,SF,72.0,2516.0,4.763888888888889,11.402777777777779,0.418,5.319444444444445,6.736111111111111,0.79,614.0,101.0,226.0,14.847222222222221,0.0,MVP-8
16.0,Joe Graboski,27.0,PHW,PF,72.0,2501.0,5.416666666666667,15.527777777777779,0.349,3.5,4.472222222222222,0.783,614.0,140.0,244.0,14.333333333333334,0.0,
