Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Neil Johnston,25.0,PHW,C,72.0,,2917.0,7.236111111111111,16.444444444444443,0.44,8.180555555555555,10.680555555555555,0.766,1085.0,215.0,255.0,22.65277777777778,0.0,"AS,NBA1"
2.0,Paul Arizin,26.0,PHW,SF,72.0,,2953.0,7.347222222222222,18.40277777777778,0.399,6.305555555555555,8.125,0.776,675.0,210.0,270.0,21.0,0.0,AS
3.0,Bob Cousy,26.0,BOS,PG,71.0,,2747.0,7.352112676056338,18.535211267605632,0.397,6.47887323943662,8.028169014084508,0.807,424.0,557.0,165.0,21.183098591549296,3.0,"AS,NBA1"
4.0,Bob Pettit,22.0,MLH,PF,72.0,,2659.0,7.222222222222222,17.76388888888889,0.407,5.916666666666667,7.875,0.751,994.0,229.0,258.0,20.36111111111111,1.0,"ROY-1,AS,NBA1"
5.0,Frank Selvy,22.0,2TM,SF,71.0,,2668.0,6.366197183098592,16.830985915492956,0.378,6.253521126760563,8.591549295774648,0.728,394.0,245.0,230.0,18.985915492957748,0.0,AS
6.0,Dolph Schayes,26.0,SYR,PF,72.0,,2526.0,5.861111111111111,15.319444444444445,0.383,6.791666666666667,8.152777777777779,0.833,887.0,213.0,247.0,18.51388888888889,0.0,"AS,NBA1"
7.0,Vern Mikkelsen,26.0,MNL,PF,71.0,,2559.0,6.197183098591549,14.690140845070422,0.422,6.295774647887324,8.422535211267606,0.747,722.0,145.0,319.0,18.690140845070424,0.0,"AS,NBA2"
8.0,Clyde Lovellette,25.0,MNL,C,70.0,,2361.0,7.414285714285715,17.02857142857143,0.435,3.9,5.685714285714286,0.686,802.0,100.0,262.0,18.728571428571428,0.0,
9.0,Bill Sharman,28.0,BOS,SG,68.0,,2453.0,6.661764705882353,15.617647058823529,0.427,5.102941176470588,5.6911764705882355,0.897,302.0,280.0,212.0,18.426470588235293,0.0,"AS,NBA2"
10.0,Ed Macauley,26.0,BOS,C,71.0,,2706.0,5.676056338028169,13.394366197183098,0.424,6.225352112676056,7.859154929577465,0.792,600.0,275.0,171.0,17.577464788732396,1.0,AS
11.0,Larry Foust,26.0,FTW,C,70.0,,2264.0,5.685714285714286,11.685714285714285,0.487,5.614285714285714,7.328571428571428,0.766,700.0,118.0,264.0,16.985714285714284,0.0,"AS,NBA1"
12.0,Carl Braun,27.0,NYK,SG,71.0,,2479.0,5.633802816901408,14.535211267605634,0.388,3.859154929577465,4.816901408450704,0.801,295.0,274.0,208.0,15.126760563380282,0.0,AS
13.0,Harry Gallatin,27.0,NYK,PF,72.0,,2548.0,4.583333333333333,11.930555555555555,0.384,5.458333333333333,6.708333333333333,0.814,995.0,176.0,206.0,14.625,0.0,"AS,NBA2"
14.0,Paul Seymour,27.0,SYR,SG,72.0,,2950.0,5.208333333333333,14.38888888888889,0.362,4.166666666666667,5.138888888888889,0.811,309.0,483.0,137.0,14.583333333333334,1.0,"AS,NBA2"
15.0,Ray Felix,24.0,NYK,C,72.0,,2024.0,5.055555555555555,11.555555555555555,0.438,4.305555555555555,6.916666666666667,0.622,818.0,67.0,286.0,14.416666666666666,0.0,
16.0,George Yardley,26.0,FTW,SF,60.0,,2150.0,6.05,14.483333333333333,0.418,5.166666666666667,6.933333333333334,0.745,594.0,126.0,205.0,17.266666666666666,0.0,AS
17.0,Jim Baechtold,27.0,NYK,SF,72.0,,2536.0,5.027777777777778,12.472222222222221,0.403,3.875,4.708333333333333,0.823,307.0,218.0,202.0,13.930555555555555,0.0,
18.0,Slater Martin,29.0,MNL,PG,72.0,,2784.0,4.861111111111111,12.76388888888889,0.381,3.8333333333333335,4.986111111111111,0.769,260.0,427.0,221.0,13.555555555555555,1.0,"AS,NBA2"
19.0,Joe Graboski,25.0,PHW,PF,70.0,,2515.0,5.328571428571428,15.657142857142857,0.34,2.9714285714285715,4.328571428571428,0.686,636.0,182.0,259.0,13.628571428571428,0.0,
20.0,Nat Clifton,32.0,NYK,PF,72.0,,2390.0,5.0,12.944444444444445,0.386,3.111111111111111,4.555555555555555,0.683,612.0,198.0,221.0,13.11111111111111,0.0,
21.0,Bobby Wanzer,33.0,ROC,SG,72.0,,2376.0,4.5,11.38888888888889,0.395,4.083333333333333,5.194444444444445,0.786,374.0,247.0,163.0,13.083333333333334,0.0,AS
22.0,Jack Coleman,30.0,ROC,PF,72.0,,2482.0,5.555555555555555,12.027777777777779,0.462,1.7222222222222223,2.5416666666666665,0.678,729.0,232.0,201.0,12.833333333333334,0.0,AS
23.0,Bob Davies,35.0,ROC,PG,72.0,,1870.0,4.527777777777778,10.902777777777779,0.415,3.0555555555555554,4.069444444444445,0.751,205.0,355.0,220.0,12.11111111111111,0.0,
24.0,Mel Hutchins,26.0,FTW,PF,72.0,,2860.0,4.736111111111111,12.541666666666666,0.378,2.5277777777777777,3.5694444444444446,0.708,665.0,247.0,232.0,12.0,0.0,
25.0,Chuck Share,27.0,MLH,C,69.0,,1685.0,3.4057971014492754,8.36231884057971,0.407,5.086956521739131,7.130434782608695,0.713,684.0,84.0,273.0,11.898550724637682,0.0,
26.0,Red Rocha,31.0,SYR,C,72.0,,2473.0,4.097222222222222,11.125,0.368,3.0833333333333335,3.9444444444444446,0.782,489.0,178.0,242.0,11.277777777777779,0.0,
27.0,Arnie Risen,30.0,ROC,C,69.0,,1970.0,3.753623188405797,10.130434782608695,0.371,4.043478260869565,5.434782608695652,0.744,703.0,112.0,253.0,11.55072463768116,0.0,AS
28.0,Whitey Skoog,28.0,MNL,SG,72.0,,2365.0,4.583333333333333,11.61111111111111,0.395,1.7361111111111112,2.1527777777777777,0.806,303.0,251.0,265.0,10.902777777777779,0.0,
29.0,Max Zaslofsky,29.0,FTW,SG,70.0,,1862.0,3.842857142857143,11.728571428571428,0.328,3.5285714285714285,5.0285714285714285,0.702,191.0,203.0,130.0,11.214285714285714,0.0,
30.0,Jack George,26.0,PHW,PG,68.0,,2480.0,4.279411764705882,11.117647058823529,0.385,2.823529411764706,4.279411764705882,0.66,302.0,359.0,191.0,11.382352941176471,0.0,
31.0,Don Barksdale,31.0,BOS,SF,72.0,,1790.0,3.7083333333333335,9.708333333333334,0.382,3.0555555555555554,4.694444444444445,0.651,545.0,129.0,225.0,10.472222222222221,0.0,
32.0,Red Kerr,22.0,SYR,C,72.0,,1529.0,4.180555555555555,9.972222222222221,0.419,2.111111111111111,3.0972222222222223,0.682,474.0,80.0,165.0,10.472222222222221,0.0,
33.0,Dick Schnittker,26.0,MNL,SF,72.0,,1798.0,3.138888888888889,8.097222222222221,0.388,4.138888888888889,5.027777777777778,0.823,349.0,114.0,231.0,10.416666666666666,0.0,
34.0,Earl Lloyd,26.0,SYR,SF,72.0,,2212.0,3.9722222222222223,10.88888888888889,0.365,2.2083333333333335,2.9444444444444446,0.75,553.0,151.0,283.0,10.152777777777779,0.0,
35.0,Bob Harrison,27.0,MLH,PG,72.0,,2300.0,4.152777777777778,12.152777777777779,0.342,1.75,2.5694444444444446,0.681,226.0,252.0,291.0,10.055555555555555,1.0,
36.0,Frank Ramsey,23.0,BOS,SF,64.0,,1754.0,3.6875,9.25,0.399,3.796875,5.03125,0.755,402.0,185.0,250.0,11.171875,0.0,
38.0,Jim Pollard,32.0,MNL,SF,63.0,,1960.0,4.2063492063492065,11.88888888888889,0.354,2.3968253968253967,2.9523809523809526,0.812,458.0,160.0,147.0,10.80952380952381,0.0,AS
39.0,Odie Spears,30.0,ROC,SF,71.0,,1888.0,3.183098591549296,8.23943661971831,0.386,3.0985915492957745,3.816901408450704,0.812,299.0,148.0,252.0,9.464788732394366,0.0,
40.0,Dick McGuire,29.0,NYK,PG,71.0,,2310.0,3.183098591549296,8.183098591549296,0.389,2.7464788732394365,4.267605633802817,0.644,322.0,542.0,143.0,9.112676056338028,0.0,AS
41.0,Jack McMahon,26.0,ROC,PG,72.0,,1807.0,3.486111111111111,10.01388888888889,0.348,1.9861111111111112,3.125,0.636,211.0,246.0,179.0,8.958333333333334,0.0,
42.0,Jack Nichols,28.0,BOS,PF,64.0,,1910.0,3.890625,10.25,0.38,2.15625,2.765625,0.78,533.0,144.0,238.0,9.9375,0.0,
43.0,Andy Phillip,32.0,FTW,PG,64.0,,2332.0,3.15625,8.515625,0.371,3.328125,4.8125,0.692,290.0,491.0,166.0,9.640625,0.0,AS
44.0,George King,26.0,SYR,PG,67.0,,2015.0,3.4029850746268657,9.029850746268657,0.377,2.08955223880597,3.417910447761194,0.611,227.0,331.0,148.0,8.895522388059701,0.0,
