Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
98.0,John Gianelli,28.0,MIL,C,82.0,,2057.0,5.6,11.5,0.486,1.6,2.2,0.706,2.7,6.3,8.9,3.5,1.0,1.2,2.3,4.3,12.8,103.0,105.0,
99.0,Darryl Dawkins,22.0,PHI,C,78.0,12.0,2035.0,9.5,18.4,0.517,3.5,5.2,0.672,2.7,11.2,13.9,2.8,0.7,3.2,4.4,6.5,22.5,98.0,97.0,
100.0,Marvin Webster,26.0,NYK,C,60.0,55.0,2027.0,6.0,12.6,0.473,3.4,5.9,0.573,4.5,10.3,14.8,3.9,0.5,2.5,3.8,4.1,15.3,98.0,103.0,
101.0,Sidney Wicks,29.0,SDC,PF,79.0,,2022.0,7.0,15.1,0.462,3.3,5.0,0.65,3.6,5.5,9.0,2.8,1.6,0.8,4.0,6.1,17.2,98.0,108.0,
102.0,Swen Nater,29.0,SDC,C,79.0,,2006.0,8.0,14.1,0.569,3.0,3.7,0.8,4.9,10.9,15.8,3.2,0.9,0.7,3.8,5.5,19.0,114.0,106.0,
103.0,Jan van Breda Kolff,27.0,NJN,SF,80.0,,1998.0,4.3,9.3,0.463,3.2,4.0,0.798,2.4,6.0,8.4,3.9,1.9,1.6,3.0,5.2,11.8,101.0,101.0,
104.0,Eric Money,23.0,2TM,PG,70.0,0.0,1979.0,9.9,19.9,0.497,3.8,5.3,0.717,1.6,2.1,3.6,7.4,1.9,0.3,5.2,4.5,23.6,98.0,105.0,
105.0,Lionel Hollins,25.0,POR,PG,64.0,,1967.0,9.5,20.9,0.454,4.1,5.2,0.778,0.8,2.8,3.5,7.7,2.7,0.6,5.3,4.7,23.0,96.0,104.0,
106.0,Junior Bridgeman,25.0,MIL,SG,82.0,,1963.0,12.4,24.5,0.506,4.3,5.2,0.829,2.6,4.2,6.8,3.7,2.0,0.9,3.2,4.2,29.1,108.0,105.0,
107.0,Fred Brown,30.0,SEA,PG,77.0,,1961.0,10.6,22.5,0.469,4.3,4.9,0.888,0.9,3.2,4.1,6.2,2.8,0.5,3.9,3.4,25.5,104.0,100.0,
108.0,Mark Landsberger,23.0,CHI,PF,80.0,44.0,1959.0,6.6,13.9,0.475,2.2,4.6,0.469,7.0,10.7,17.7,1.6,0.6,0.5,3.5,3.0,15.4,96.0,104.0,
109.0,Paul Silas,35.0,SEA,PF,82.0,,1957.0,4.0,9.5,0.423,2.8,4.6,0.598,6.1,7.5,13.6,2.7,0.7,0.5,2.3,4.2,10.8,104.0,102.0,
