Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Elvin Hayes,23.0,SDR,C,82.0,,3695.0,11.341463414634147,25.390243902439025,0.447,5.695121951219512,9.097560975609756,0.626,1406.0,113.0,266.0,28.378048780487806,0.0,"ROY-2,AS"
2.0,Earl Monroe,24.0,BAL,SG,80.0,,3075.0,10.1125,22.9625,0.44,5.5875,7.275,0.768,280.0,392.0,261.0,25.8125,0.0,"AS,NBA1"
3.0,Billy Cunningham,25.0,PHI,PF,82.0,,3345.0,9.012195121951219,21.170731707317074,0.426,6.780487804878049,9.195121951219512,0.737,1050.0,287.0,329.0,24.804878048780488,0.0,"MVP-3,AS,NBA1"
4.0,Bob Rule,24.0,SEA,C,82.0,,3104.0,9.463414634146341,20.182926829268293,0.469,5.036585365853658,7.390243902439025,0.682,941.0,141.0,322.0,23.963414634146343,0.0,
5.0,Oscar Robertson,30.0,CIN,PG,79.0,,3461.0,8.30379746835443,17.10126582278481,0.486,8.139240506329115,9.708860759493671,0.838,502.0,772.0,231.0,24.746835443037973,7.0,"AS,NBA1"
6.0,Gail Goodrich,25.0,PHO,PG,81.0,,3236.0,8.864197530864198,21.555555555555557,0.411,6.111111111111111,8.185185185185185,0.747,437.0,518.0,253.0,23.839506172839506,1.0,AS
7.0,Hal Greer,32.0,PHI,SG,82.0,,3311.0,8.926829268292684,19.451219512195124,0.459,5.2682926829268295,6.621951219512195,0.796,435.0,414.0,294.0,23.121951219512194,0.0,"AS,NBA2"
8.0,Elgin Baylor,34.0,LAL,SF,76.0,,3064.0,9.605263157894736,21.473684210526315,0.447,5.5394736842105265,7.4605263157894735,0.743,805.0,408.0,204.0,24.75,5.0,"MVP-5,AS,NBA1"
9.0,Lenny Wilkens,31.0,SEA,PG,82.0,,3463.0,7.853658536585366,17.829268292682926,0.44,6.670731707317073,8.658536585365853,0.77,511.0,674.0,294.0,22.378048780487806,5.0,AS
10.0,Don Kojis,30.0,SDR,SF,81.0,,3130.0,8.481481481481481,19.530864197530864,0.434,5.506172839506172,7.3580246913580245,0.748,776.0,214.0,303.0,22.469135802469136,0.0,AS
11.0,Kevin Loughery,28.0,BAL,PG,80.0,,3135.0,8.9625,20.45,0.438,4.65,5.7875,0.803,266.0,384.0,299.0,22.575,0.0,
12.0,Dave Bing,25.0,DET,PG,77.0,,3039.0,8.805194805194805,20.7012987012987,0.425,5.766233766233766,8.090909090909092,0.713,382.0,546.0,256.0,23.376623376623378,1.0,AS
13.0,Jeff Mullins,26.0,SFW,SG,78.0,,2916.0,8.935897435897436,19.44871794871795,0.459,4.884615384615385,5.794871794871795,0.843,460.0,339.0,251.0,22.756410256410255,0.0,AS
14.0,John Havlicek,28.0,BOS,SG,82.0,,3174.0,8.439024390243903,20.841463414634145,0.405,4.719512195121951,6.048780487804878,0.78,570.0,441.0,247.0,21.597560975609756,0.0,"AS,NBA2"
15.0,Lou Hudson,24.0,ATL,SF,81.0,,2869.0,8.839506172839506,17.962962962962962,0.492,4.172839506172839,5.37037037037037,0.777,533.0,216.0,248.0,21.85185185185185,0.0,AS
16.0,Willis Reed,26.0,NYK,C,82.0,82.0,3108.0,8.585365853658537,16.475609756097562,0.521,3.9634146341463414,5.304878048780488,0.747,1191.0,190.0,314.0,21.134146341463413,0.0,"MVP-2,AS,NBA2"
17.0,Bob Boozer,31.0,CHI,PF,79.0,,2872.0,8.367088607594937,17.40506329113924,0.481,4.987341772151899,6.189873417721519,0.806,614.0,156.0,218.0,21.72151898734177,0.0,
18.0,Dick Van Arsdale,25.0,PHO,SG,80.0,,3388.0,7.65,17.325,0.442,5.675,8.05,0.705,548.0,385.0,245.0,20.975,0.0,AS
19.0,Wilt Chamberlain,32.0,LAL,C,81.0,,3669.0,7.91358024691358,13.567901234567902,0.583,4.716049382716049,10.580246913580247,0.446,1712.0,366.0,142.0,20.54320987654321,4.0,AS
20.0,Flynn Robinson,27.0,2TM,PG,83.0,,2616.0,7.530120481927711,17.373493975903614,0.433,4.963855421686747,5.9156626506024095,0.839,306.0,377.0,261.0,20.02409638554217,0.0,
21.0,Jerry West,30.0,LAL,SG,61.0,,2394.0,8.934426229508198,18.950819672131146,0.471,8.032786885245901,9.78688524590164,0.821,262.0,423.0,156.0,25.901639344262296,0.0,"AS,NBA2"
