Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
13.0,Jerry West,34.0,LAL,PG,69.0,,35.7,9.0,18.7,0.479,4.9,6.1,0.805,4.2,8.8,2.0,22.8,"MVP-6,AS,NBA1"
14.0,Dave Bing,29.0,DET,PG,82.0,,41.0,8.4,18.8,0.448,5.6,6.8,0.814,3.6,7.8,2.8,22.4,"MVP-19,AS"
15.0,Rick Barry,28.0,GSW,SF,82.0,,37.5,9.0,19.9,0.452,4.4,4.8,0.902,8.9,4.9,3.0,22.3,"MVP-19,AS,NBA2"
16.0,Elvin Hayes,27.0,BAL,PF,81.0,,41.3,8.8,19.8,0.444,3.6,5.4,0.671,14.5,1.6,2.9,21.2,"MVP-10,AS,NBA2"
17.0,Walt Frazier,27.0,NYK,PG,78.0,78.0,40.8,8.7,17.8,0.49,3.7,4.5,0.817,7.3,5.9,2.4,21.1,"MVP-7,AS,NBA2"
18.0,Austin Carr,24.0,CLE,SG,82.0,,37.8,8.6,19.2,0.446,3.4,4.2,0.822,4.5,3.4,2.3,20.5,
19.0,Dave Cowens,24.0,BOS,C,82.0,,41.8,9.0,20.0,0.452,2.5,3.2,0.779,16.2,4.1,3.8,20.5,"MVP-1,AS,NBA2"
20.0,Lenny Wilkens,35.0,CLE,PG,75.0,,39.6,7.6,17.0,0.449,5.3,6.3,0.828,4.6,8.4,2.9,20.5,"MVP-16,AS"
21.0,Bob Dandridge,25.0,MIL,SF,73.0,,39.1,8.7,18.5,0.472,2.7,3.4,0.789,8.2,2.8,3.8,20.2,AS
22.0,Neal Walk,24.0,PHO,C,81.0,,38.4,8.4,18.0,0.466,3.4,4.4,0.786,12.4,3.5,4.0,20.2,
23.0,Fred Carter,27.0,PHI,SG,81.0,74.0,37.0,8.4,19.9,0.421,3.2,4.5,0.704,6.0,4.3,3.1,20.0,
24.0,Chet Walker,32.0,CHI,SF,79.0,79.0,31.1,7.6,15.8,0.478,4.8,5.7,0.832,5.0,2.3,2.1,19.9,AS
25.0,Phil Chenier,22.0,BAL,SG,71.0,,39.1,8.5,18.8,0.452,2.7,3.4,0.795,4.1,4.2,2.3,19.7,
26.0,Jo Jo White,26.0,BOS,PG,82.0,,39.6,8.7,20.3,0.431,2.2,2.8,0.781,5.0,6.1,2.3,19.7,AS
27.0,Rudy Tomjanovich,24.0,HOU,PF,81.0,,36.7,8.1,16.9,0.478,3.1,4.1,0.746,11.6,2.2,2.8,19.3,
28.0,Jim McMillian,24.0,LAL,SF,81.0,,36.5,8.1,17.7,0.458,2.8,3.3,0.845,5.5,2.7,2.2,18.9,
29.0,Jack Marin,28.0,HOU,SF,81.0,,37.3,7.7,16.5,0.468,3.1,3.6,0.849,6.2,3.6,3.0,18.5,AS
30.0,Dick Van Arsdale,29.0,PHO,SG,81.0,,36.8,6.6,13.8,0.476,5.3,6.1,0.859,4.0,3.3,2.7,18.4,
32.0,Elmore Smith,23.0,BUF,C,76.0,,37.2,7.9,16.4,0.482,2.5,4.4,0.558,12.4,2.5,3.9,18.3,MVP-13
33.0,Mike Riordan,27.0,BAL,SF,82.0,,42.3,8.0,15.6,0.51,2.2,2.7,0.821,4.9,5.2,2.6,18.1,
34.0,Bob McAdoo,21.0,BUF,PF,80.0,,32.0,7.3,16.2,0.452,3.4,4.4,0.774,9.1,1.7,3.2,18.0,ROY-1
35.0,Jimmy Walker,28.0,HOU,PG,81.0,,38.0,7.5,16.1,0.465,3.0,3.4,0.884,3.3,5.5,2.6,18.0,
36.0,Jeff Mullins,30.0,GSW,SG,81.0,,37.1,8.0,16.3,0.493,1.8,2.1,0.831,4.5,4.2,2.5,17.8,
37.0,Bob Kauffman,26.0,BUF,SF,77.0,,39.6,6.9,13.8,0.505,3.6,4.7,0.78,11.1,5.1,2.7,17.5,AS
38.0,Nate Thurmond,31.0,GSW,C,79.0,,43.3,6.5,14.7,0.446,4.0,5.6,0.718,17.1,3.5,3.0,17.1,"MVP-9,AS"
39.0,Mike Newlin,24.0,HOU,SG,82.0,,32.4,6.5,14.7,0.443,4.0,4.5,0.886,4.1,5.0,3.7,17.0,
40.0,Dave DeBusschere,32.0,NYK,PF,77.0,77.0,36.7,6.9,15.9,0.435,2.5,3.4,0.746,10.2,3.4,2.8,16.3,"MVP-11,AS"
42.0,Walt Bellamy,33.0,ATL,C,74.0,,37.9,6.1,12.2,0.505,3.8,7.1,0.538,13.0,2.4,3.3,16.1,
43.0,Bill Bradley,29.0,NYK,SF,82.0,82.0,36.6,7.0,15.3,0.459,2.1,2.4,0.871,3.7,4.5,3.3,16.1,AS
44.0,Connie Hawkins,30.0,PHO,SF,75.0,,36.9,5.9,12.3,0.479,4.3,5.4,0.797,8.5,4.1,3.1,16.1,AS
45.0,Curtis Rowe,23.0,DET,PF,81.0,,37.1,6.8,13.0,0.519,2.6,4.0,0.642,9.4,2.1,2.4,16.1,
46.0,Cazzie Russell,28.0,GSW,SF,80.0,,30.4,6.8,14.8,0.458,2.2,2.5,0.864,4.4,2.3,2.1,15.7,
47.0,Lucius Allen,25.0,MIL,PG,80.0,,33.7,6.8,14.1,0.484,1.8,2.5,0.715,3.5,5.3,2.4,15.5,MVP-19
48.0,Earl Monroe,28.0,NYK,SG,75.0,74.0,31.6,6.6,13.5,0.488,2.3,2.8,0.822,3.3,3.8,2.6,15.5,
49.0,Oscar Robertson,34.0,MIL,PG,73.0,,37.5,6.1,13.5,0.454,3.3,3.8,0.847,4.9,7.5,2.3,15.5,
50.0,John Block,28.0,2TM,PF,73.0,48.0,28.0,5.4,12.1,0.441,4.1,5.2,0.794,7.7,1.5,3.3,14.8,AS
51.0,Randy Smith,24.0,BUF,SG,82.0,,31.7,6.2,14.1,0.443,2.3,3.2,0.727,4.8,5.1,3.0,14.8,
52.0,Tom Van Arsdale,29.0,2TM,SF,79.0,30.0,29.3,5.6,13.2,0.427,3.2,3.9,0.812,4.5,1.9,2.8,14.4,
53.0,John Johnson,25.0,CLE,SF,82.0,,34.3,6.0,13.9,0.43,2.4,3.3,0.734,6.7,3.8,3.0,14.4,
54.0,Herm Gilliam,26.0,ATL,PG,76.0,,36.1,6.2,13.3,0.468,1.6,2.0,0.82,5.3,6.3,3.4,14.0,
56.0,Norm Van Lier,25.0,CHI,PG,80.0,79.0,36.0,5.9,13.3,0.445,2.1,2.6,0.787,5.5,7.1,3.4,13.9,
57.0,Dick Snyder,28.0,SEA,SG,82.0,,37.3,5.8,12.5,0.463,2.3,2.6,0.861,3.9,3.8,2.6,13.8,
58.0,Fred Brown,24.0,SEA,SG,79.0,,29.4,6.0,13.1,0.455,1.5,1.9,0.818,4.0,5.5,2.9,13.5,
59.0,Sam Lacey,24.0,KCO,C,79.0,,37.1,6.0,12.6,0.474,1.6,2.3,0.708,11.8,2.4,3.6,13.5,
60.0,Lloyd Neal,22.0,POR,C,82.0,,33.2,5.5,11.2,0.494,2.3,3.6,0.638,11.8,1.8,3.7,13.4,ROY-2
61.0,Paul Silas,29.0,BOS,PF,80.0,,32.7,5.0,10.6,0.47,3.3,4.8,0.7,13.0,3.1,2.5,13.3,
62.0,Wilt Chamberlain,36.0,LAL,C,82.0,,43.2,5.2,7.1,0.727,2.8,5.5,0.51,18.6,4.5,2.3,13.2,"MVP-4,AS"
63.0,Don Chaney,26.0,BOS,SG,79.0,,31.5,5.2,10.9,0.482,2.7,3.4,0.787,5.7,2.8,3.5,13.1,
64.0,Calvin Murphy,24.0,HOU,PG,77.0,,22.0,4.9,10.6,0.465,3.1,3.5,0.888,1.9,3.4,2.7,13.0,
65.0,John Brisker,25.0,SEA,SF,70.0,,23.3,5.0,11.6,0.435,2.8,3.4,0.822,4.6,2.1,2.4,12.8,
66.0,Rick Roberson,25.0,CLE,C,62.0,,34.3,5.0,11.4,0.433,2.7,4.7,0.576,11.2,2.2,4.0,12.6,
67.0,Wes Unseld,26.0,BAL,C,79.0,,39.1,5.3,10.8,0.493,1.9,2.7,0.703,15.9,4.4,2.1,12.5,"MVP-14,AS"
68.0,Leroy Ellis,32.0,2TM,C,79.0,69.0,32.9,5.3,12.3,0.434,1.6,2.0,0.801,9.8,1.8,2.5,12.3,
69.0,Jim Barnett,28.0,GSW,PG,82.0,,27.0,4.8,10.3,0.467,2.2,2.6,0.843,3.1,3.7,1.8,11.8,
70.0,Nate Williams,22.0,KCO,SG,80.0,,24.7,5.2,10.9,0.477,1.3,1.7,0.797,4.2,1.6,3.4,11.8,
71.0,Otto Moore,26.0,HOU,C,82.0,,33.1,5.1,10.5,0.487,1.5,2.6,0.602,10.6,2.0,2.9,11.7,
72.0,Jim Fox,29.0,SEA,C,74.0,,33.0,4.3,8.3,0.515,2.9,3.6,0.808,11.2,2.4,3.2,11.4,
73.0,George Trapp,24.0,ATL,PF,77.0,,24.1,4.7,10.7,0.436,1.9,2.5,0.773,5.9,1.6,3.6,11.3,
74.0,Manny Leaks,27.0,PHI,C,82.0,63.0,30.9,4.6,11.4,0.404,1.8,2.4,0.72,8.3,1.2,2.3,11.0,
75.0,Willis Reed,30.0,NYK,C,69.0,44.0,27.2,4.8,10.2,0.474,1.3,1.8,0.742,8.6,1.8,3.0,11.0,
77.0,Freddie Boyd,22.0,PHI,PG,82.0,50.0,28.7,4.4,11.3,0.392,1.7,2.4,0.68,2.6,3.7,2.2,10.5,
78.0,Clem Haskins,29.0,PHO,SG,77.0,,20.5,4.4,9.5,0.464,1.7,2.0,0.833,2.2,2.6,1.9,10.5,
79.0,Jim Washington,29.0,ATL,PF,75.0,,37.8,4.1,9.5,0.432,2.2,3.0,0.728,10.7,2.3,3.4,10.4,
80.0,Bill Bridges,33.0,2TM,PF,82.0,10.0,35.0,4.1,8.8,0.461,2.2,3.1,0.702,11.0,2.7,3.6,10.3,
82.0,Jerry Sloan,30.0,CHI,SG,69.0,66.0,35.0,4.4,10.6,0.411,1.4,1.9,0.707,6.9,2.2,3.4,10.1,
83.0,Dick Garrett,26.0,BUF,SG,78.0,,23.1,4.4,10.4,0.419,1.2,1.4,0.873,2.7,2.8,2.8,10.0,
84.0,Ollie Johnson,23.0,POR,SF,78.0,,27.4,3.9,7.9,0.497,2.0,2.6,0.757,5.3,2.6,2.1,9.9,
85.0,Jerry Lucas,32.0,NYK,PF,71.0,38.0,28.2,4.4,8.6,0.513,1.1,1.4,0.8,7.2,4.5,2.2,9.9,
87.0,John Mengelt,23.0,2TM,SG,79.0,,20.8,4.1,8.2,0.492,1.6,2.0,0.794,2.3,1.9,1.9,9.7,
89.0,Jon McGlocklin,29.0,MIL,SG,80.0,,24.4,4.4,8.7,0.502,0.8,0.9,0.863,2.0,3.0,1.5,9.6,
91.0,Dwight Davis,23.0,CLE,PF,81.0,,26.6,3.6,9.2,0.392,2.2,2.7,0.793,7.0,1.5,3.7,9.4,
92.0,Don Adams,25.0,2TM,SF,74.0,,25.3,3.6,9.2,0.391,2.0,2.5,0.788,6.0,1.6,3.1,9.1,
93.0,Matt Guokas,28.0,KCO,SG,79.0,,36.0,4.1,7.2,0.57,0.9,1.1,0.822,3.1,5.1,2.4,9.1,
94.0,Curtis Perry,24.0,MIL,PF,67.0,,31.3,4.0,8.6,0.461,1.2,1.9,0.659,9.6,1.8,3.7,9.1,
95.0,Keith Erickson,28.0,LAL,SF,76.0,,25.3,3.9,9.2,0.43,1.2,1.4,0.809,4.4,3.2,2.5,9.0,
98.0,Fred Foster,26.0,DET,SF,63.0,,23.2,3.9,10.0,0.388,1.0,1.4,0.701,2.9,1.5,2.4,8.7,
99.0,Bob Weiss,30.0,CHI,PG,82.0,19.0,25.4,3.4,8.0,0.426,1.9,2.3,0.841,1.8,3.6,1.8,8.7,
100.0,Clifford Ray,24.0,CHI,C,73.0,50.0,27.5,3.5,7.1,0.492,1.6,2.6,0.619,10.9,3.7,3.2,8.6,
103.0,Ron Riley,22.0,KCO,PF,74.0,,22.1,3.7,8.6,0.431,1.1,1.6,0.681,6.9,1.0,3.1,8.4,
107.0,John Hummer,24.0,BUF,PF,66.0,,23.4,3.1,7.0,0.444,1.7,3.1,0.561,4.9,2.1,2.8,8.0,
109.0,Dave Wohl,23.0,2TM,PG,78.0,,24.8,3.3,7.3,0.447,1.3,1.7,0.774,1.4,4.2,2.9,7.8,
111.0,Cliff Meely,25.0,HOU,PF,82.0,,20.7,3.3,8.0,0.408,1.1,1.7,0.672,6.0,1.1,3.2,7.7,
115.0,Greg Smith,26.0,2TM,SF,76.0,,21.2,3.1,6.4,0.482,1.0,1.7,0.586,5.0,1.6,2.9,7.1,
119.0,Lamar Green,25.0,PHO,PF,80.0,,25.6,2.8,6.5,0.431,1.1,1.5,0.754,9.3,1.1,3.3,6.7,
120.0,Rick Adelman,26.0,POR,PG,76.0,,24.0,2.8,6.9,0.408,1.0,1.3,0.716,2.1,3.9,2.0,6.6,
126.0,Chris Ford,24.0,DET,SG,74.0,,20.8,2.8,5.9,0.479,0.8,1.3,0.645,3.6,2.6,1.8,6.4,ROY-3
130.0,Clyde Lee,28.0,GSW,PF,66.0,,22.4,2.6,5.5,0.466,1.1,2.0,0.565,9.1,0.5,2.8,6.3,
133.0,Howard Komives,31.0,BUF,PG,67.0,,21.9,2.4,6.4,0.38,1.3,1.5,0.867,1.8,3.6,2.3,6.1,
134.0,Corky Calhoun,22.0,PHO,SF,82.0,,24.7,2.6,5.5,0.469,0.9,1.2,0.74,4.1,0.9,2.6,6.0,
155.0,Dennis Awtrey,24.0,2TM,C,82.0,34.0,20.6,1.8,3.7,0.479,1.0,1.9,0.562,5.5,2.7,2.9,4.6,
