Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1.0,Tiny Archibald,24.0,KCO,PG,80.0,,46.0,12.9,26.3,0.488,8.3,9.8,0.847,2.8,11.4,2.6,34.0,"MVP-3,AS,NBA1"
2.0,Kareem Abdul-Jabbar,25.0,MIL,C,76.0,,42.8,12.9,23.3,0.554,4.3,6.1,0.713,16.1,5.0,2.7,30.2,"MVP-2,AS,NBA1"
3.0,Spencer Haywood,23.0,SEA,PF,77.0,,42.3,11.5,24.3,0.476,6.1,7.3,0.839,12.9,2.5,2.8,29.2,"MVP-7,AS,NBA1"
4.0,Lou Hudson,28.0,ATL,SF,75.0,,40.4,10.9,22.8,0.477,5.3,6.4,0.825,6.2,3.4,2.6,27.1,"MVP-18,AS"
5.0,Pete Maravich,25.0,ATL,SG,79.0,,39.1,10.0,22.6,0.441,6.1,7.7,0.8,4.4,6.9,3.1,26.1,"MVP-19,AS,NBA2"
6.0,Charlie Scott,24.0,PHO,PG,81.0,,37.8,10.0,22.3,0.446,5.4,6.9,0.784,4.2,6.1,3.8,25.3,AS
7.0,Geoff Petrie,24.0,POR,SG,79.0,,39.7,10.6,22.8,0.464,3.8,4.8,0.778,3.5,4.4,2.1,24.9,
8.0,Gail Goodrich,29.0,LAL,SG,76.0,,35.5,9.9,21.3,0.464,4.1,4.9,0.84,3.5,4.4,2.5,23.9,AS
9.0,John Havlicek,32.0,BOS,SF,80.0,,42.1,9.6,21.3,0.45,4.6,5.4,0.858,7.1,6.6,2.4,23.8,"MVP-5,AS,NBA1"
10.0,Bob Lanier,24.0,DET,C,81.0,,38.9,10.0,20.4,0.49,3.8,4.9,0.773,14.9,3.2,3.4,23.8,"MVP-14,AS"
11.0,Sidney Wicks,23.0,POR,PF,80.0,,39.4,9.5,21.1,0.452,4.8,6.6,0.723,10.9,5.5,3.2,23.8,"MVP-16,AS"
12.0,Bob Love,30.0,CHI,PF,82.0,75.0,37.0,9.4,21.9,0.431,4.2,5.1,0.824,6.5,1.5,2.9,23.1,"MVP-11,AS"
