Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
17.0,Jim Baechtold,27.0,NYK,SF,72.0,,35.2,5.0,12.5,0.403,3.9,4.7,0.823,4.3,3.0,2.8,13.9,
18.0,Joe Graboski,25.0,PHW,PF,70.0,,35.9,5.3,15.7,0.34,3.0,4.3,0.686,9.1,2.6,3.7,13.6,
19.0,Slater Martin,29.0,MNL,PG,72.0,,38.7,4.9,12.8,0.381,3.8,5.0,0.769,3.6,5.9,3.1,13.6,"AS,NBA2"
20.0,Nat Clifton,32.0,NYK,PF,72.0,,33.2,5.0,12.9,0.386,3.1,4.6,0.683,8.5,2.8,3.1,13.1,
21.0,Bobby Wanzer,33.0,ROC,SG,72.0,,33.0,4.5,11.4,0.395,4.1,5.2,0.786,5.2,3.4,2.3,13.1,AS
22.0,Jack Coleman,30.0,ROC,PF,72.0,,34.5,5.6,12.0,0.462,1.7,2.5,0.678,10.1,3.2,2.8,12.8,AS
23.0,Bob Davies,35.0,ROC,PG,72.0,,26.0,4.5,10.9,0.415,3.1,4.1,0.751,2.8,4.9,3.1,12.1,
24.0,Mel Hutchins,26.0,FTW,PF,72.0,,39.7,4.7,12.5,0.378,2.5,3.6,0.708,9.2,3.4,3.2,12.0,
25.0,Chuck Share,27.0,MLH,C,69.0,,24.4,3.4,8.4,0.407,5.1,7.1,0.713,9.9,1.2,4.0,11.9,
26.0,Arnie Risen,30.0,ROC,C,69.0,,28.6,3.8,10.1,0.371,4.0,5.4,0.744,10.2,1.6,3.7,11.6,AS
27.0,Jack George,26.0,PHW,PG,68.0,,36.5,4.3,11.1,0.385,2.8,4.3,0.66,4.4,5.3,2.8,11.4,
28.0,Red Rocha,31.0,SYR,C,72.0,,34.3,4.1,11.1,0.368,3.1,3.9,0.782,6.8,2.5,3.4,11.3,
29.0,Frank Ramsey,23.0,BOS,SF,64.0,,27.4,3.7,9.3,0.399,3.8,5.0,0.755,6.3,2.9,3.9,11.2,
30.0,Max Zaslofsky,29.0,FTW,SG,70.0,,26.6,3.8,11.7,0.328,3.5,5.0,0.702,2.7,2.9,1.9,11.2,
31.0,Whitey Skoog,28.0,MNL,SG,72.0,,32.8,4.6,11.6,0.395,1.7,2.2,0.806,4.2,3.5,3.7,10.9,
32.0,Jim Pollard,32.0,MNL,SF,63.0,,31.1,4.2,11.9,0.354,2.4,3.0,0.812,7.3,2.5,2.3,10.8,AS
33.0,Don Barksdale,31.0,BOS,SF,72.0,,24.9,3.7,9.7,0.382,3.1,4.7,0.651,7.6,1.8,3.1,10.5,
34.0,Red Kerr,22.0,SYR,C,72.0,,21.2,4.2,10.0,0.419,2.1,3.1,0.682,6.6,1.1,2.3,10.5,
35.0,Dick Schnittker,26.0,MNL,SF,72.0,,25.0,3.1,8.1,0.388,4.1,5.0,0.823,4.8,1.6,3.2,10.4,
36.0,Earl Lloyd,26.0,SYR,SF,72.0,,30.7,4.0,10.9,0.365,2.2,2.9,0.75,7.7,2.1,3.9,10.2,
37.0,Bob Harrison,27.0,MLH,PG,72.0,,31.9,4.2,12.2,0.342,1.8,2.6,0.681,3.1,3.5,4.0,10.1,
38.0,Jack Nichols,28.0,BOS,PF,64.0,,29.8,3.9,10.3,0.38,2.2,2.8,0.78,8.3,2.3,3.7,9.9,
42.0,Andy Phillip,32.0,FTW,PG,64.0,,36.4,3.2,8.5,0.371,3.3,4.8,0.692,4.5,7.7,2.6,9.6,AS
43.0,Odie Spears,30.0,ROC,SF,71.0,,26.6,3.2,8.2,0.386,3.1,3.8,0.812,4.2,2.1,3.5,9.5,
44.0,Dick McGuire,29.0,NYK,PG,71.0,,32.5,3.2,8.2,0.389,2.7,4.3,0.644,4.5,7.6,2.0,9.1,AS
45.0,Jack McMahon,26.0,ROC,PG,72.0,,25.1,3.5,10.0,0.348,2.0,3.1,0.636,2.9,3.4,2.5,9.0,
46.0,George King,26.0,SYR,PG,67.0,,30.1,3.4,9.0,0.377,2.1,3.4,0.611,3.4,4.9,2.2,8.9,
47.0,Chuck Cooper,28.0,MLH,PF,70.0,,25.0,2.8,8.1,0.339,2.7,3.6,0.751,5.5,2.2,3.0,8.2,
49.0,Dick Rosenthal,25.0,FTW,SF,67.0,,21.0,2.9,7.8,0.377,1.9,2.7,0.718,4.5,2.3,2.7,7.8,
51.0,Ken Murray,26.0,2TM,SG,66.0,,24.1,2.8,8.1,0.35,1.5,2.0,0.76,2.7,3.4,1.9,7.2,
53.0,Bob Houbregs,22.0,3TM,,64.0,,20.7,2.3,6.0,0.383,2.0,2.8,0.709,4.6,1.3,2.8,6.6,
54.0,Bill Calhoun,27.0,MLH,SG,69.0,,30.6,2.1,7.0,0.3,2.4,3.4,0.703,4.2,3.4,2.6,6.6,
56.0,Bob Brannum,28.0,BOS,PF,71.0,,22.9,2.5,6.5,0.378,1.3,1.8,0.709,6.9,1.8,3.3,6.2,
58.0,Lew Hitch,25.0,2TM,PF,74.0,,24.0,2.3,5.6,0.4,1.6,2.3,0.68,5.9,1.7,1.5,6.1,
60.0,Don Henriksen,25.0,2TM,,70.0,,23.8,2.0,5.8,0.342,2.0,2.8,0.703,6.9,1.6,2.7,5.9,
