Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1.0,Neil Johnston,25.0,PHW,C,72.0,,40.5,7.2,16.4,0.44,8.2,10.7,0.766,15.1,3.0,3.5,22.7,"AS,NBA1"
2.0,Bob Cousy,26.0,BOS,PG,71.0,,38.7,7.4,18.5,0.397,6.5,8.0,0.807,6.0,7.8,2.3,21.2,"AS,NBA1"
3.0,Paul Arizin,26.0,PHW,SF,72.0,,41.0,7.3,18.4,0.399,6.3,8.1,0.776,9.4,2.9,3.8,21.0,AS
4.0,Bob Pettit,22.0,MLH,PF,72.0,,36.9,7.2,17.8,0.407,5.9,7.9,0.751,13.8,3.2,3.6,20.4,"ROY-1,AS,NBA1"
5.0,Frank Selvy,22.0,2TM,SF,71.0,,37.6,6.4,16.8,0.378,6.3,8.6,0.728,5.5,3.5,3.2,19.0,AS
6.0,Clyde Lovellette,25.0,MNL,C,70.0,,33.7,7.4,17.0,0.435,3.9,5.7,0.686,11.5,1.4,3.7,18.7,
7.0,Vern Mikkelsen,26.0,MNL,PF,71.0,,36.0,6.2,14.7,0.422,6.3,8.4,0.747,10.2,2.0,4.5,18.7,"AS,NBA2"
8.0,Dolph Schayes,26.0,SYR,PF,72.0,,35.1,5.9,15.3,0.383,6.8,8.2,0.833,12.3,3.0,3.4,18.5,"AS,NBA1"
9.0,Bill Sharman,28.0,BOS,SG,68.0,,36.1,6.7,15.6,0.427,5.1,5.7,0.897,4.4,4.1,3.1,18.4,"AS,NBA2"
10.0,Ed Macauley,26.0,BOS,C,71.0,,38.1,5.7,13.4,0.424,6.2,7.9,0.792,8.5,3.9,2.4,17.6,AS
11.0,George Yardley,26.0,FTW,SF,60.0,,35.8,6.1,14.5,0.418,5.2,6.9,0.745,9.9,2.1,3.4,17.3,AS
12.0,Larry Foust,26.0,FTW,C,70.0,,32.3,5.7,11.7,0.487,5.6,7.3,0.766,10.0,1.7,3.8,17.0,"AS,NBA1"
13.0,Carl Braun,27.0,NYK,SG,71.0,,34.9,5.6,14.5,0.388,3.9,4.8,0.801,4.2,3.9,2.9,15.1,AS
14.0,Harry Gallatin,27.0,NYK,PF,72.0,,35.4,4.6,11.9,0.384,5.5,6.7,0.814,13.8,2.4,2.9,14.6,"AS,NBA2"
15.0,Paul Seymour,27.0,SYR,SG,72.0,,41.0,5.2,14.4,0.362,4.2,5.1,0.811,4.3,6.7,1.9,14.6,"AS,NBA2"
16.0,Ray Felix,24.0,NYK,C,72.0,,28.1,5.1,11.6,0.438,4.3,6.9,0.622,11.4,0.9,4.0,14.4,
