Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1.0,Paul Arizin,28.0,PHW,SF,71.0,39.0,8.6,20.4,0.422,8.3,10.0,0.829,7.9,2.1,3.9,25.6,"MVP-3,AS,NBA1"
2.0,Bob Pettit,24.0,STL,C,71.0,35.1,8.6,20.8,0.415,7.5,9.6,0.773,14.6,1.9,2.5,24.7,"MVP-2,AS,NBA1"
3.0,Neil Johnston,27.0,PHW,C,69.0,36.7,7.5,16.9,0.447,7.8,9.4,0.826,12.4,2.9,3.3,22.8,"AS,NBA2"
4.0,Dolph Schayes,28.0,SYR,PF,72.0,39.6,6.9,18.2,0.379,8.7,9.6,0.904,14.0,3.2,3.0,22.5,"MVP-4,AS,NBA1"
5.0,George Yardley,28.0,FTW,SF,72.0,37.4,7.3,17.7,0.41,7.0,8.9,0.787,10.5,2.0,3.2,21.5,"MVP-5,AS,NBA2"
6.0,Bill Sharman,30.0,BOS,SG,67.0,35.9,7.7,18.5,0.416,5.7,6.3,0.905,4.3,3.5,2.8,21.1,"AS,NBA1"
7.0,Clyde Lovellette,27.0,MNL,C,69.0,36.1,8.3,19.5,0.426,4.1,5.8,0.717,13.5,2.0,3.6,20.8,AS
8.0,Bob Cousy,28.0,BOS,PG,64.0,36.9,7.5,19.8,0.378,5.7,6.9,0.821,4.8,7.5,2.1,20.6,"MVP-1,AS,NBA1"
9.0,Ed Macauley,28.0,STL,PF,72.0,35.9,5.8,13.7,0.419,5.0,6.7,0.749,6.1,2.8,2.9,16.5,AS
10.0,Dick Garmaker,24.0,MNL,SG,72.0,33.4,5.6,14.1,0.4,5.1,6.0,0.839,4.7,2.6,2.8,16.3,"AS,NBA2"
11.0,Jack Twyman,22.0,ROC,SG,72.0,32.5,6.2,14.2,0.439,3.8,5.0,0.76,4.9,1.7,3.5,16.3,"MVP-8,AS"
12.0,Tom Heinsohn,22.0,BOS,PF,72.0,29.9,6.2,15.6,0.397,3.8,4.8,0.79,9.8,1.6,4.2,16.2,"ROY-1,AS"
13.0,Maurice Stokes,23.0,ROC,PF,72.0,38.3,6.0,17.3,0.347,3.6,5.3,0.665,17.4,4.6,4.0,15.6,"MVP-6,AS,NBA2"
14.0,Harry Gallatin,29.0,NYK,PF,72.0,27.0,4.6,11.3,0.406,5.8,7.2,0.8,10.1,1.2,2.8,15.0,"MVP-8,AS"
15.0,Kenny Sears,23.0,NYK,SF,72.0,34.9,4.8,11.4,0.418,5.3,6.7,0.79,8.5,1.4,3.1,14.8,MVP-8
17.0,Joe Graboski,27.0,PHW,PF,72.0,34.7,5.4,15.5,0.349,3.5,4.5,0.783,8.5,1.9,3.4,14.3,
18.0,Carl Braun,29.0,NYK,PG,72.0,32.6,5.3,13.8,0.381,3.4,4.2,0.809,3.6,3.6,2.7,13.9,AS
19.0,Vern Mikkelsen,28.0,MNL,PF,72.0,30.5,4.5,11.9,0.377,4.8,5.9,0.807,8.8,1.7,4.3,13.7,AS
20.0,Ed Conlin,23.0,SYR,SG,71.0,31.7,4.7,12.6,0.374,4.0,5.2,0.769,6.1,2.9,2.4,13.4,
21.0,Larry Foust,28.0,FTW,C,61.0,25.1,4.0,10.1,0.394,4.5,6.2,0.718,9.1,1.2,3.6,12.4,
22.0,Mel Hutchins,28.0,FTW,PF,72.0,36.8,5.1,13.2,0.387,2.1,2.9,0.738,7.9,2.9,2.5,12.4,"MVP-8,AS"
23.0,Red Kerr,24.0,SYR,C,72.0,30.4,4.6,11.5,0.403,3.1,4.3,0.719,11.2,1.3,2.6,12.4,
24.0,Ray Felix,26.0,NYK,C,72.0,22.5,4.1,9.8,0.416,3.8,5.2,0.747,8.2,0.5,3.9,12.0,MVP-8
27.0,Bob Houbregs,24.0,FTW,C,60.0,26.5,4.2,9.8,0.432,2.8,3.9,0.714,6.7,1.9,2.0,11.2,
28.0,Dick Ricketts,23.0,ROC,C,72.0,29.4,4.2,12.1,0.344,2.9,4.1,0.694,6.1,1.8,4.3,11.2,
29.0,Slick Leonard,24.0,MNL,PG,72.0,27.0,4.2,12.0,0.349,2.6,3.3,0.772,3.1,2.3,1.9,11.0,
30.0,Slater Martin,31.0,2TM,PG,66.0,36.4,3.7,11.2,0.332,3.5,4.4,0.79,4.4,4.1,2.9,10.9,"AS,NBA2"
31.0,Gene Shue,25.0,FTW,PG,72.0,34.3,3.8,9.9,0.385,3.3,4.4,0.763,5.8,3.3,1.9,10.9,
32.0,Nat Clifton,34.0,NYK,PF,71.0,31.4,4.3,11.5,0.377,2.1,3.1,0.673,7.8,2.3,3.4,10.7,AS
33.0,Jim Loscutoff,26.0,BOS,SF,70.0,31.7,4.4,12.7,0.345,1.9,2.7,0.706,10.4,1.3,3.5,10.6,
34.0,Jack Coleman,32.0,STL,PF,72.0,29.8,4.4,10.8,0.408,1.7,2.2,0.764,9.0,2.2,3.3,10.5,
35.0,Jack George,28.0,PHW,SG,67.0,33.3,3.8,11.2,0.337,3.0,4.4,0.683,4.7,4.6,2.5,10.5,AS
36.0,Chuck Share,29.0,STL,C,72.0,23.2,3.3,7.4,0.439,3.7,5.5,0.684,8.9,1.1,3.7,10.3,
37.0,Willie Naulls,22.0,2TM,,71.0,25.0,4.1,11.5,0.357,1.9,2.7,0.677,8.7,1.2,2.6,10.1,
38.0,Walter Dukes,26.0,MNL,C,71.0,26.3,3.2,8.8,0.364,3.7,5.4,0.689,11.2,0.8,3.8,10.1,
39.0,Richie Regan,26.0,ROC,PG,71.0,29.6,3.6,11.0,0.329,2.6,3.3,0.774,2.9,3.1,2.5,9.8,AS
40.0,Richie Guerin,24.0,NYK,SG,72.0,24.9,3.6,9.7,0.368,2.5,4.1,0.62,4.6,2.5,2.6,9.7,
41.0,Chuck Mencel,23.0,MNL,PG,72.0,25.7,3.4,9.6,0.353,2.5,3.3,0.746,3.3,2.8,1.3,9.2,
42.0,Earl Lloyd,28.0,SYR,SF,72.0,27.3,3.6,9.5,0.373,1.9,2.5,0.749,6.0,1.6,3.9,9.0,
43.0,Dave Piontek,22.0,ROC,SF,71.0,24.8,3.6,9.0,0.403,1.7,2.6,0.667,4.9,1.5,2.0,9.0,
45.0,Bob Harrison,29.0,2TM,,66.0,27.4,3.7,9.5,0.386,1.4,2.0,0.715,2.4,2.4,3.3,8.8,
48.0,Jack McMahon,28.0,STL,SG,72.0,32.6,3.3,10.1,0.33,2.0,3.1,0.631,3.1,5.1,3.0,8.6,
49.0,Ed Kalafat,24.0,MNL,SF,65.0,24.9,2.7,7.8,0.351,3.0,4.6,0.661,6.5,1.6,3.7,8.5,
50.0,Al Bianchi,24.0,SYR,PG,68.0,23.2,2.9,8.3,0.351,2.4,3.5,0.69,3.3,1.6,2.9,8.3,
51.0,Billy Kenville,26.0,FTW,SG,71.0,24.0,2.9,8.6,0.336,2.5,3.1,0.798,4.6,2.4,2.4,8.2,
52.0,Jack Nichols,30.0,BOS,PF,61.0,22.5,3.2,8.8,0.363,1.8,2.2,0.794,6.1,1.4,3.0,8.2,
54.0,Larry Costello,25.0,PHW,PG,72.0,29.3,2.6,6.9,0.374,2.4,3.1,0.788,4.5,3.3,2.5,7.6,
