Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Wilt Chamberlain,27.0,SFW,C,80.0,3689.0,15.05,28.725,0.524,6.75,12.7,0.531,1787.0,403.0,182.0,36.85,5.0,"MVP-2,AS,NBA1"
2.0,Oscar Robertson,25.0,CIN,PG,79.0,3559.0,10.632911392405063,22.025316455696203,0.483,10.126582278481013,11.873417721518987,0.853,783.0,868.0,280.0,31.39240506329114,26.0,"MVP-1,AS,NBA1"
3.0,Bob Pettit,31.0,STL,PF,80.0,3296.0,9.8875,21.35,0.463,7.6,9.6375,0.789,1224.0,259.0,300.0,27.375,0.0,"MVP-4,AS,NBA1"
4.0,Walt Bellamy,24.0,BAL,C,80.0,3394.0,10.1375,19.775,0.513,6.7125,10.3125,0.651,1361.0,126.0,300.0,26.9875,0.0,AS
5.0,Jerry West,25.0,LAL,PG,72.0,2906.0,10.277777777777779,21.23611111111111,0.484,8.11111111111111,9.75,0.832,433.0,403.0,200.0,28.666666666666668,0.0,"MVP-5,AS,NBA1"
6.0,Elgin Baylor,29.0,LAL,SF,78.0,3164.0,9.692307692307692,22.794871794871796,0.425,6.038461538461538,7.512820512820513,0.804,936.0,347.0,235.0,25.423076923076923,3.0,"MVP-6,AS,NBA1"
7.0,Hal Greer,27.0,PHI,SG,80.0,3157.0,8.9375,20.1375,0.444,5.4375,6.5625,0.829,484.0,374.0,291.0,23.3125,0.0,"MVP-6,AS,NBA2"
8.0,Bailey Howell,27.0,DET,SF,77.0,2700.0,7.766233766233766,16.454545454545453,0.472,6.103896103896104,7.545454545454546,0.809,776.0,205.0,290.0,21.636363636363637,0.0,AS
9.0,Terry Dischinger,23.0,BAL,SF,80.0,2816.0,7.55,15.2125,0.496,5.675,7.3125,0.776,667.0,157.0,321.0,20.775,0.0,AS
10.0,John Havlicek,23.0,BOS,SF,80.0,2587.0,8.0,19.1875,0.417,3.9375,5.275,0.746,428.0,238.0,227.0,19.9375,0.0,NBA2
11.0,Sam Jones,30.0,BOS,SG,76.0,2381.0,8.052631578947368,17.88157894736842,0.45,3.276315789473684,4.184210526315789,0.783,349.0,202.0,192.0,19.38157894736842,0.0,"MVP-9,AS"
12.0,Dick Barnett,27.0,LAL,SG,78.0,2620.0,6.935897435897436,15.346153846153847,0.452,4.5,5.82051282051282,0.773,250.0,238.0,233.0,18.371794871794872,0.0,
13.0,Cliff Hagan,32.0,STL,SF,77.0,2279.0,7.428571428571429,16.623376623376622,0.447,3.4935064935064934,4.298701298701299,0.813,377.0,193.0,273.0,18.350649350649352,0.0,
14.0,Ray Scott,25.0,DET,PF,80.0,2964.0,6.7375,16.3375,0.412,4.1,5.7,0.719,1078.0,244.0,296.0,17.575,1.0,
15.0,Jerry Lucas,23.0,CIN,PF,79.0,3273.0,6.89873417721519,13.10126582278481,0.527,3.9240506329113924,5.037974683544304,0.779,1375.0,204.0,300.0,17.72151898734177,0.0,"MVP-9,ROY-1,AS,NBA2"
