Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
37.0,Paul Neumann,27.0,2TM,PG,76.0,,2034.0,4.802631578947368,10.157894736842104,0.473,3.0789473684210527,3.986842105263158,0.772,198.0,233.0,218.0,12.68421052631579,0.0,
38.0,Wayne Embry,27.0,CIN,C,74.0,,2243.0,4.756756756756757,10.432432432432432,0.456,3.22972972972973,5.013513513513513,0.644,741.0,92.0,297.0,12.743243243243244,0.0,AS
39.0,Tom Sanders,26.0,BOS,PF,80.0,,2459.0,4.675,10.8875,0.429,2.4125,3.2375,0.745,661.0,92.0,318.0,11.7625,0.0,
40.0,Reggie Harding,22.0,DET,C,78.0,,2699.0,5.1923076923076925,12.653846153846153,0.41,1.641025641025641,2.6794871794871793,0.612,906.0,179.0,258.0,12.025641025641026,0.0,
41.0,Tom Heinsohn,30.0,BOS,SF,67.0,,1706.0,5.447761194029851,14.238805970149254,0.383,2.716417910447761,3.417910447761194,0.795,399.0,157.0,252.0,13.611940298507463,0.0,AS
42.0,Bill Bridges,25.0,STL,PF,79.0,,2362.0,4.582278481012659,11.873417721518987,0.386,2.3544303797468356,3.481012658227848,0.676,853.0,187.0,276.0,11.518987341772151,0.0,
43.0,Chico Vaughn,24.0,STL,SG,75.0,,1965.0,4.586666666666667,10.813333333333333,0.424,2.4266666666666667,3.2266666666666666,0.752,173.0,157.0,192.0,11.6,0.0,
44.0,Larry Costello,33.0,PHI,PG,64.0,,1967.0,4.828125,10.859375,0.445,3.796875,4.328125,0.877,169.0,275.0,242.0,13.453125,0.0,AS
45.0,Johnny Green,31.0,NYK,PF,78.0,33.0,1720.0,4.435897435897436,9.448717948717949,0.469,2.1153846153846154,3.858974358974359,0.548,545.0,129.0,194.0,10.987179487179487,0.0,AS
47.0,Leroy Ellis,24.0,LAL,C,80.0,,2026.0,3.8875,8.75,0.444,2.475,3.55,0.697,652.0,49.0,196.0,10.25,0.0,
48.0,Rod Thorn,23.0,DET,SG,74.0,,1770.0,4.324324324324325,10.135135135135135,0.427,2.3783783783783785,3.2837837837837838,0.724,266.0,161.0,122.0,11.027027027027026,0.0,
49.0,Willie Naulls,30.0,BOS,SF,71.0,,1465.0,4.253521126760563,11.070422535211268,0.384,2.0140845070422535,2.4788732394366195,0.813,336.0,72.0,225.0,10.52112676056338,0.0,
50.0,Joe Caldwell,23.0,DET,SF,66.0,,1543.0,4.393939393939394,11.757575757575758,0.374,1.9545454545454546,3.1818181818181817,0.614,441.0,118.0,171.0,10.742424242424242,0.0,ROY-4
51.0,Al Attles,28.0,SFW,PG,73.0,,1733.0,3.4794520547945207,9.068493150684931,0.384,2.3424657534246576,3.7534246575342465,0.624,239.0,205.0,242.0,9.301369863013699,0.0,
52.0,Johnny Egan,26.0,NYK,PG,74.0,26.0,1664.0,3.4864864864864864,7.148648648648648,0.488,2.189189189189189,2.689189189189189,0.814,143.0,252.0,139.0,9.162162162162161,0.0,
53.0,Red Kerr,32.0,PHI,C,80.0,,1810.0,3.3,8.925,0.37,1.575,2.2625,0.696,551.0,197.0,132.0,8.175,0.0,
54.0,K.C. Jones,32.0,BOS,PG,78.0,,2434.0,3.2435897435897436,8.192307692307692,0.396,1.8333333333333333,2.91025641025641,0.63,318.0,437.0,263.0,8.320512820512821,0.0,
55.0,McCoy McLemore,22.0,SFW,SF,78.0,,1731.0,3.128205128205128,9.294871794871796,0.337,2.0128205128205128,2.8205128205128207,0.714,488.0,81.0,224.0,8.26923076923077,0.0,
57.0,Wayne Hightower,25.0,2TM,PF,75.0,,1547.0,2.6133333333333333,7.6,0.344,2.6,3.3866666666666667,0.768,420.0,54.0,204.0,7.826666666666667,0.0,
58.0,Tom Hawkins,28.0,CIN,SF,79.0,,1864.0,2.7848101265822787,6.810126582278481,0.409,1.4683544303797469,2.5822784810126582,0.569,475.0,80.0,240.0,7.037974683544304,0.0,
59.0,Tom Gola,32.0,NYK,SG,77.0,41.0,1727.0,2.6493506493506493,5.909090909090909,0.448,1.7272727272727273,2.3376623376623376,0.739,319.0,220.0,269.0,7.025974025974026,0.0,
61.0,Gary Phillips,25.0,SFW,SG,73.0,,1541.0,2.712328767123288,7.575342465753424,0.358,1.643835616438356,2.7260273972602738,0.603,189.0,148.0,184.0,7.068493150684931,0.0,
63.0,Jim King,23.0,LAL,PG,77.0,,1671.0,2.3896103896103895,6.090909090909091,0.392,1.5324675324675325,1.9610389610389611,0.781,214.0,178.0,193.0,6.311688311688312,0.0,
67.0,Mike Farmer,28.0,STL,SF,60.0,,1272.0,2.783333333333333,6.8,0.409,1.25,1.5666666666666667,0.798,258.0,88.0,123.0,6.816666666666666,0.0,
70.0,Gene Wiley,27.0,LAL,C,80.0,,2002.0,2.1875,4.7,0.465,0.7,1.3875,0.505,690.0,105.0,235.0,5.075,0.0,
73.0,Darrall Imhoff,26.0,LAL,C,76.0,,1521.0,1.9078947368421053,4.092105263157895,0.466,1.1578947368421053,2.026315789473684,0.571,500.0,87.0,238.0,4.973684210526316,0.0,
