Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1.0,Paul Arizin,23.0,PHW,SF,66.0,44.5,8.3,18.5,0.448,8.8,10.7,0.818,11.3,2.6,3.8,25.4,"AS,NBA1"
2.0,George Mikan,27.0,MNL,C,64.0,40.2,8.5,22.1,0.385,6.8,8.7,0.78,13.5,3.0,4.5,23.8,"AS,NBA1"
3.0,Bob Cousy,23.0,BOS,PG,66.0,40.6,7.8,21.0,0.369,6.2,7.7,0.808,6.4,6.7,2.9,21.7,"AS,NBA1"
4.0,Ed Macauley,23.0,BOS,C,66.0,39.9,5.8,13.5,0.432,7.5,9.4,0.799,8.0,3.5,2.6,19.2,"AS,NBA1"
5.0,Bob Davies,32.0,ROC,PG,65.0,36.8,5.8,15.2,0.383,4.5,5.8,0.776,2.9,6.0,4.1,16.2,"AS,NBA1"
6.0,Frankie Brian,28.0,FTW,SG,66.0,40.5,5.2,14.7,0.352,5.6,6.6,0.848,3.5,3.5,3.3,15.9,AS
7.0,Larry Foust,23.0,FTW,C,66.0,39.6,5.9,15.0,0.394,4.0,6.0,0.678,13.3,3.0,3.7,15.9,"AS,NBA2"
8.0,Bobby Wanzer,30.0,ROC,SG,66.0,37.8,5.0,11.7,0.425,5.7,6.3,0.904,5.0,4.0,3.0,15.7,"AS,NBA2"
9.0,Arnie Risen,27.0,ROC,C,66.0,36.3,5.5,14.0,0.394,4.6,6.5,0.701,12.7,2.3,3.9,15.6,AS
10.0,Jim Pollard,29.0,MNL,SF,65.0,39.2,6.3,17.8,0.356,2.8,4.0,0.704,9.1,3.6,3.1,15.5,"AS,NBA2"
11.0,Vern Mikkelsen,23.0,MNL,PF,66.0,35.5,5.5,13.1,0.419,4.3,5.6,0.761,10.3,2.7,4.3,15.3,"AS,NBA2"
12.0,Joe Fulks,30.0,PHW,PF,61.0,31.2,5.5,17.7,0.312,4.1,5.0,0.825,6.0,2.0,4.2,15.1,AS
13.0,Fred Scolari,29.0,BLB,PG,64.0,35.0,4.5,13.5,0.334,5.5,6.6,0.835,3.3,4.7,3.3,14.6,AS
14.0,Fred Schaus,26.0,FTW,SF,62.0,41.6,4.5,12.5,0.361,5.0,6.0,0.833,7.0,4.0,3.6,14.1,
15.0,Max Zaslofsky,26.0,NYK,SG,66.0,32.0,4.9,14.5,0.336,4.3,5.8,0.755,2.9,2.4,2.8,14.1,AS
16.0,Dolph Schayes,23.0,SYR,PF,63.0,31.8,4.2,11.7,0.355,5.4,6.7,0.807,12.3,2.9,3.4,13.8,"AS,NBA1"
17.0,Joe Graboski,22.0,INO,C,66.0,37.0,4.8,12.5,0.387,4.0,6.0,0.667,9.9,2.0,3.8,13.7,
