Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Wilt Chamberlain,25.0,PHW,C,80.0,3882.0,19.9625,39.4875,0.506,10.4375,17.0375,0.613,2052.0,192.0,123.0,50.3625,0.0,"MVP-2,AS,NBA1"
2.0,Walt Bellamy,22.0,CHP,C,79.0,3344.0,12.316455696202532,23.734177215189874,0.519,6.949367088607595,10.79746835443038,0.644,1500.0,210.0,281.0,31.582278481012658,0.0,"ROY-1,AS"
3.0,Oscar Robertson,23.0,CIN,PG,79.0,3503.0,10.962025316455696,22.911392405063292,0.478,8.860759493670885,11.037974683544304,0.803,985.0,899.0,258.0,30.78481012658228,41.0,"MVP-3,AS,NBA1"
4.0,Bob Pettit,29.0,STL,PF,78.0,3282.0,11.115384615384615,24.71794871794872,0.45,8.91025641025641,11.551282051282051,0.771,1459.0,289.0,296.0,31.141025641025642,1.0,"MVP-6,AS,NBA1"
5.0,Jerry West,23.0,LAL,PG,75.0,3087.0,10.653333333333334,23.933333333333334,0.445,9.493333333333334,12.346666666666666,0.769,591.0,402.0,173.0,30.8,4.0,"MVP-5,AS,NBA1"
6.0,Richie Guerin,29.0,NYK,SG,78.0,3348.0,10.756410256410257,24.32051282051282,0.442,8.012820512820513,9.76923076923077,0.82,501.0,539.0,299.0,29.525641025641026,6.0,"MVP-7,AS,NBA2"
7.0,Willie Naulls,27.0,NYK,SF,75.0,2978.0,9.96,23.973333333333333,0.415,5.1066666666666665,6.066666666666666,0.842,867.0,192.0,260.0,25.026666666666667,0.0,AS
9.0,Jack Twyman,27.0,CIN,SF,80.0,2991.0,9.2375,19.275,0.479,4.4125,5.4375,0.811,638.0,215.0,323.0,22.8875,0.0,"AS,NBA2"
10.0,Cliff Hagan,30.0,STL,SF,77.0,2784.0,9.103896103896103,19.350649350649352,0.47,4.701298701298701,5.701298701298701,0.825,633.0,370.0,282.0,22.90909090909091,2.0,AS
11.0,Tom Heinsohn,27.0,BOS,PF,79.0,2383.0,8.759493670886076,20.417721518987342,0.429,4.531645569620253,5.531645569620253,0.819,747.0,165.0,280.0,22.050632911392405,0.0,"AS,NBA2"
12.0,Paul Arizin,33.0,PHW,SF,78.0,2785.0,7.833333333333333,19.102564102564102,0.41,6.205128205128205,7.705128205128205,0.805,527.0,201.0,307.0,21.871794871794872,0.0,AS
13.0,Hal Greer,25.0,SYR,SG,71.0,2705.0,9.070422535211268,20.309859154929576,0.447,4.661971830985915,5.690140845070423,0.819,524.0,313.0,252.0,22.802816901408452,0.0,AS
14.0,Bailey Howell,25.0,DET,SF,79.0,2857.0,7.0,15.10126582278481,0.464,5.949367088607595,7.746835443037975,0.768,996.0,186.0,317.0,19.949367088607595,0.0,AS
15.0,Gene Shue,30.0,DET,PG,80.0,3143.0,7.25,17.775,0.408,4.525,5.5875,0.81,372.0,465.0,192.0,19.025,0.0,AS
16.0,Wayne Embry,24.0,CIN,C,75.0,2623.0,7.52,16.133333333333333,0.466,4.746666666666667,6.88,0.69,977.0,182.0,286.0,19.786666666666665,1.0,AS
17.0,Bill Russell,27.0,BOS,C,76.0,3433.0,7.565789473684211,16.55263157894737,0.457,3.763157894736842,6.328947368421052,0.595,1790.0,341.0,207.0,18.894736842105264,0.0,"MVP-1,AS,NBA2"
18.0,Sam Jones,28.0,BOS,SG,78.0,2388.0,7.641025641025641,16.46153846153846,0.464,3.1153846153846154,3.8076923076923075,0.818,458.0,232.0,149.0,18.397435897435898,0.0,AS
19.0,Rudy LaRusso,24.0,LAL,PF,80.0,2754.0,6.45,13.85,0.466,4.275,5.6,0.763,828.0,179.0,255.0,17.175,0.0,AS
20.0,Dave Gambee,24.0,SYR,SF,80.0,2301.0,5.9625,14.075,0.424,4.8,5.875,0.817,631.0,114.0,275.0,16.725,0.0,
21.0,Don Ohl,25.0,DET,SG,77.0,2526.0,7.207792207792208,16.233766233766232,0.444,2.6103896103896105,3.6363636363636362,0.718,267.0,244.0,173.0,17.025974025974026,0.0,
22.0,Red Kerr,29.0,SYR,C,80.0,2768.0,6.7625,15.25,0.443,2.775,3.775,0.735,1176.0,243.0,272.0,16.3,0.0,
23.0,Johnny Green,28.0,NYK,PF,80.0,2789.0,6.3375,14.55,0.436,3.2625,5.425,0.601,1066.0,191.0,265.0,15.9375,0.0,AS
24.0,Lee Shaffer,22.0,SYR,SF,75.0,2083.0,6.8533333333333335,15.733333333333333,0.436,3.1866666666666665,4.133333333333334,0.771,511.0,99.0,266.0,16.893333333333334,0.0,
25.0,Bucky Bockhorn,28.0,CIN,SG,80.0,3062.0,6.6375,15.425,0.43,2.475,3.1375,0.789,376.0,366.0,280.0,15.75,1.0,
26.0,Frank Ramsey,30.0,BOS,SG,79.0,1913.0,5.518987341772152,12.89873417721519,0.428,4.227848101265823,5.1265822784810124,0.825,387.0,109.0,245.0,15.265822784810126,0.0,
27.0,Bob Cousy,33.0,BOS,PG,75.0,2114.0,6.16,15.746666666666666,0.391,3.3466666666666667,4.44,0.754,261.0,584.0,135.0,15.666666666666666,1.0,"MVP-8,AS,NBA2"
28.0,Frank Selvy,29.0,LAL,SG,79.0,2806.0,5.481012658227848,13.063291139240507,0.42,3.7721518987341773,5.113924050632911,0.738,412.0,381.0,232.0,14.734177215189874,0.0,AS
29.0,Slick Leonard,29.0,CHP,PG,70.0,2464.0,6.042857142857143,16.114285714285714,0.375,3.9857142857142858,5.3,0.752,199.0,378.0,186.0,16.071428571428573,0.0,
30.0,Bob Ferry,24.0,DET,C,80.0,1918.0,5.1375,11.7375,0.438,3.575,5.275,0.678,503.0,145.0,199.0,13.85,0.0,
31.0,Bob Boozer,24.0,CIN,PF,79.0,2488.0,5.189873417721519,11.848101265822784,0.438,3.329113924050633,4.708860759493671,0.707,804.0,130.0,275.0,13.708860759493671,0.0,
32.0,Andy Johnson,29.0,CHP,SF,71.0,2193.0,5.140845070422535,11.464788732394366,0.448,4.0,6.366197183098592,0.628,351.0,228.0,247.0,14.28169014084507,0.0,
33.0,Ray Scott,23.0,DET,PF,75.0,2087.0,4.933333333333334,12.746666666666666,0.387,3.4,5.173333333333333,0.657,865.0,132.0,232.0,13.266666666666667,0.0,
34.0,Tom Meschery,23.0,PHW,PF,80.0,2509.0,4.6875,11.6125,0.404,2.7,3.275,0.824,729.0,145.0,330.0,12.075,0.0,
35.0,Phil Jordon,28.0,NYK,C,76.0,2195.0,5.302631578947368,13.526315789473685,0.392,1.263157894736842,2.210526315789474,0.571,482.0,156.0,258.0,11.868421052631579,0.0,
36.0,Si Green,28.0,2TM,,71.0,2388.0,4.802816901408451,12.746478873239436,0.377,3.0704225352112675,4.380281690140845,0.701,399.0,318.0,226.0,12.67605633802817,0.0,
37.0,Tom Sanders,23.0,BOS,SF,80.0,2325.0,4.375,10.05,0.435,2.4625,3.2875,0.749,762.0,74.0,279.0,11.2125,0.0,
38.0,Larry Costello,30.0,SYR,PG,63.0,1854.0,4.920634920634921,11.523809523809524,0.427,3.9206349206349205,4.682539682539683,0.837,245.0,359.0,220.0,13.761904761904763,1.0,AS
39.0,Al Attles,25.0,PHW,PG,75.0,2468.0,4.573333333333333,9.653333333333334,0.474,2.1066666666666665,3.56,0.592,355.0,333.0,279.0,11.253333333333334,0.0,
41.0,Al Butler,23.0,2TM,PG,59.0,2016.0,5.915254237288136,12.779661016949152,0.463,2.1864406779661016,3.0847457627118646,0.709,337.0,205.0,156.0,14.016949152542374,0.0,
42.0,Al Bianchi,29.0,SYR,PG,80.0,1925.0,4.2,10.5875,0.397,1.925,2.7625,0.697,281.0,263.0,232.0,10.325,0.0,
44.0,Tom Gola,29.0,PHW,SG,60.0,2462.0,5.366666666666666,12.75,0.421,2.933333333333333,3.8333333333333335,0.765,587.0,295.0,267.0,13.666666666666666,2.0,AS
45.0,Ralph Davis,23.0,CHP,SG,77.0,1992.0,4.7272727272727275,11.441558441558442,0.413,0.922077922077922,1.3376623376623376,0.689,162.0,247.0,187.0,10.376623376623376,0.0,
46.0,Jim Krebs,26.0,LAL,C,78.0,2012.0,4.0,8.987179487179487,0.445,2.0,2.6666666666666665,0.75,616.0,110.0,290.0,10.0,0.0,
47.0,K.C. Jones,29.0,BOS,PG,80.0,2054.0,3.675,9.05,0.406,1.8375,2.9,0.634,298.0,343.0,206.0,9.1875,0.0,
48.0,Barney Cable,26.0,2TM,SF,67.0,1861.0,4.552238805970149,11.17910447761194,0.407,1.7611940298507462,2.701492537313433,0.652,563.0,115.0,211.0,10.865671641791044,0.0,
49.0,Tom Hawkins,25.0,LAL,SF,79.0,1903.0,3.6582278481012658,8.91139240506329,0.411,1.8101265822784811,2.810126582278481,0.644,514.0,95.0,244.0,9.126582278481013,0.0,
50.0,Walter Dukes,31.0,DET,C,77.0,1896.0,3.324675324675325,8.402597402597403,0.396,2.7012987012987013,3.779220779220779,0.715,803.0,125.0,327.0,9.35064935064935,0.0,
51.0,Woody Sauldsberry,27.0,2TM,PF,63.0,1765.0,4.73015873015873,13.793650793650794,0.343,1.253968253968254,1.9523809523809523,0.642,536.0,90.0,179.0,10.714285714285714,0.0,
52.0,Guy Rodgers,26.0,PHW,PG,80.0,2650.0,3.3375,9.3625,0.356,1.5125,2.275,0.665,348.0,643.0,312.0,8.1875,0.0,
54.0,Joe Roberts,25.0,SYR,PF,80.0,1642.0,3.0375,7.7375,0.393,1.6125,2.425,0.665,538.0,50.0,230.0,7.6875,0.0,
55.0,Al Ferrari,28.0,STL,SG,79.0,2046.0,2.632911392405063,7.367088607594937,0.357,2.2151898734177213,2.7721518987341773,0.799,213.0,313.0,278.0,7.481012658227848,0.0,
