Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
29.0,Willie Naulls,28.0,2TM,SF,70.0,27.2,5.3,12.7,0.417,2.4,3.0,0.802,7.4,1.5,2.9,12.9,
30.0,Dave DeBusschere,22.0,DET,SF,80.0,29.4,5.1,11.8,0.43,2.6,3.6,0.718,8.7,2.6,3.1,12.7,
31.0,Tom Gola,30.0,2TM,SG,73.0,36.6,5.0,10.8,0.459,2.3,3.0,0.776,7.1,4.1,4.0,12.3,AS
32.0,Rudy LaRusso,25.0,LAL,PF,75.0,33.4,4.3,10.1,0.422,3.8,5.2,0.718,10.0,2.5,3.4,12.3,AS
33.0,Chet Walker,22.0,SYR,SF,78.0,25.5,4.5,9.6,0.469,3.2,4.6,0.699,7.2,1.1,2.8,12.3,
34.0,Lenny Wilkens,25.0,STL,PG,75.0,34.3,4.4,11.1,0.399,3.0,4.3,0.696,5.4,5.1,3.4,11.8,AS
35.0,John Barnhill,24.0,STL,SG,77.0,35.0,4.7,10.9,0.43,2.4,3.3,0.71,4.7,4.2,2.2,11.7,MVP-11
36.0,Bucky Bockhorn,29.0,CIN,SG,80.0,32.7,4.7,11.9,0.393,2.3,3.0,0.756,4.0,3.3,3.3,11.7,
37.0,Si Green,29.0,CHZ,PG,73.0,36.3,4.4,10.7,0.411,2.9,4.2,0.683,4.6,5.8,3.8,11.7,
38.0,Gene Shue,31.0,NYK,PG,78.0,29.3,4.5,11.5,0.396,2.7,3.9,0.689,2.4,3.3,2.2,11.7,
39.0,Dave Gambee,25.0,SYR,SF,60.0,20.6,3.9,9.0,0.438,3.3,4.0,0.836,4.8,0.8,3.2,11.2,
40.0,Larry Costello,31.0,SYR,PG,78.0,26.5,3.7,8.5,0.432,3.7,4.2,0.881,3.0,4.3,3.4,11.0,
41.0,Woody Sauldsberry,28.0,2TM,PF,77.0,26.4,4.8,12.5,0.379,1.4,2.1,0.656,5.8,1.0,3.0,10.9,
43.0,Tom Sanders,24.0,BOS,SF,80.0,26.9,4.2,9.3,0.456,2.3,3.2,0.738,7.2,1.2,3.3,10.8,
44.0,Charlie Hardnett,24.0,CHZ,PF,78.0,21.2,3.9,8.8,0.441,2.9,4.5,0.645,7.7,0.9,2.9,10.6,
45.0,Al Attles,26.0,SFW,PG,71.0,26.4,4.2,8.9,0.478,1.9,2.9,0.646,2.9,2.6,3.6,10.4,
46.0,Frank Selvy,30.0,LAL,SG,80.0,29.6,4.0,9.3,0.424,2.4,3.4,0.714,3.6,3.5,1.9,10.3,
47.0,Zelmo Beaty,23.0,STL,C,80.0,24.0,3.7,8.5,0.439,2.8,3.8,0.717,8.3,1.1,3.9,10.2,
48.0,Chico Vaughn,22.0,STL,SG,77.0,24.0,3.8,9.2,0.417,2.4,3.4,0.72,3.4,3.3,2.6,10.1,
49.0,Al Butler,24.0,NYK,PG,74.0,20.1,4.0,9.1,0.439,1.9,2.5,0.77,2.3,2.1,2.0,10.0,
50.0,Dave Budd,24.0,NYK,SF,78.0,22.1,3.8,7.6,0.493,1.9,2.6,0.748,5.1,1.1,2.6,9.5,
51.0,Dolph Schayes,34.0,SYR,PF,66.0,21.8,3.4,8.7,0.388,2.7,3.1,0.879,5.7,2.7,2.7,9.5,
52.0,Tom Hawkins,26.0,CIN,SF,79.0,21.8,3.8,8.0,0.471,1.9,3.1,0.61,6.9,1.3,2.5,9.4,
54.0,Gene Conley,32.0,NYK,PF,70.0,22.1,3.6,9.3,0.39,1.7,2.7,0.656,6.7,1.0,3.8,9.0,
59.0,Jim Krebs,27.0,LAL,C,79.0,24.2,3.4,7.9,0.434,1.5,1.9,0.747,6.4,1.1,3.2,8.3,
61.0,Gary Phillips,23.0,SFW,SG,75.0,24.0,3.4,8.6,0.398,1.3,2.0,0.638,3.0,1.8,2.5,8.1,
62.0,Johnny Cox,26.0,CHZ,SG,73.0,23.1,3.3,7.8,0.421,1.3,1.8,0.704,3.8,1.9,2.0,7.8,
64.0,Mike Farmer,26.0,STL,SF,80.0,21.6,3.0,7.0,0.425,1.5,1.7,0.842,4.6,1.8,1.9,7.4,
65.0,Wayne Hightower,23.0,SFW,PF,66.0,21.0,2.9,8.3,0.35,1.6,2.4,0.669,5.4,0.8,2.7,7.4,
67.0,Leroy Ellis,22.0,LAL,C,80.0,20.4,2.8,6.6,0.419,1.7,2.5,0.658,6.5,0.6,2.4,7.2,
68.0,K.C. Jones,30.0,BOS,PG,79.0,24.6,2.9,7.5,0.389,1.4,2.2,0.633,3.3,4.0,2.8,7.2,
