Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1.0,Wilt Chamberlain,26.0,SFW,C,80.0,47.6,18.3,34.6,0.528,8.3,13.9,0.593,24.3,3.4,1.7,44.8,"MVP-7,AS,NBA2"
2.0,Elgin Baylor,28.0,LAL,SF,80.0,42.1,12.9,28.4,0.453,8.3,9.9,0.837,14.3,4.8,2.8,34.0,"MVP-2,AS,NBA1"
3.0,Bob Pettit,30.0,STL,PF,79.0,39.1,9.8,22.1,0.446,8.7,11.2,0.774,15.1,3.1,3.6,28.4,"MVP-4,AS,NBA1"
4.0,Oscar Robertson,24.0,CIN,PG,80.0,44.0,10.3,19.9,0.518,7.7,9.5,0.81,10.4,9.5,3.7,28.3,"MVP-3,AS,NBA1"
5.0,Walt Bellamy,23.0,CHZ,C,80.0,41.3,10.5,19.9,0.527,6.9,10.3,0.674,16.4,2.9,3.5,27.9,"MVP-11,AS"
8.0,Bailey Howell,26.0,DET,SF,79.0,37.6,8.1,15.6,0.516,6.6,8.2,0.798,11.5,2.9,3.8,22.7,"AS,NBA2"
9.0,Richie Guerin,30.0,NYK,SG,79.0,34.3,7.5,17.5,0.432,6.4,7.6,0.848,4.2,4.4,2.9,21.5,AS
10.0,Jack Twyman,28.0,CIN,SF,80.0,32.8,8.0,16.7,0.48,3.8,4.7,0.811,7.5,2.7,3.6,19.8,AS
11.0,Sam Jones,29.0,BOS,SG,76.0,30.6,8.2,17.2,0.476,3.4,4.3,0.793,5.2,3.2,2.1,19.7,
12.0,Hal Greer,26.0,SYR,SG,80.0,32.9,7.5,16.2,0.464,4.5,5.4,0.834,5.7,3.4,3.6,19.5,"AS,NBA2"
13.0,Don Ohl,26.0,DET,SG,80.0,37.0,8.0,18.1,0.439,3.4,4.8,0.724,3.0,4.1,2.9,19.3,AS
14.0,Tom Heinsohn,28.0,BOS,PF,76.0,26.4,7.2,17.1,0.423,4.5,5.4,0.835,7.5,1.3,3.6,18.9,"AS,NBA2"
15.0,Wayne Embry,25.0,CIN,C,76.0,33.0,7.0,15.3,0.458,4.5,6.8,0.667,12.3,2.3,3.8,18.6,AS
16.0,Lee Shaffer,23.0,SYR,SF,80.0,29.9,7.5,17.4,0.429,3.7,4.7,0.784,6.6,1.2,3.1,18.6,AS
17.0,Johnny Green,29.0,NYK,PF,80.0,31.9,7.3,15.8,0.462,3.5,5.5,0.638,12.1,1.9,3.0,18.1,AS
18.0,Dick Barnett,26.0,LAL,SG,80.0,31.8,6.8,14.5,0.471,4.3,5.3,0.815,3.0,2.8,2.4,18.0,
19.0,Bill Russell,28.0,BOS,C,78.0,44.9,6.6,15.2,0.432,3.7,6.6,0.555,23.6,4.5,2.4,16.8,"MVP-1,AS,NBA1"
20.0,Ray Scott,24.0,DET,PF,76.0,33.4,6.1,14.6,0.414,4.1,6.0,0.674,10.2,2.5,3.5,16.2,
21.0,Tom Meschery,24.0,SFW,PF,64.0,35.1,6.2,14.6,0.425,3.6,4.9,0.728,9.8,1.6,3.9,16.0,AS
22.0,Red Kerr,30.0,SYR,C,80.0,32.0,6.3,13.4,0.474,3.0,4.0,0.753,13.0,2.7,2.6,15.7,"MVP-6,AS"
23.0,Cliff Hagan,31.0,STL,SF,79.0,21.7,6.2,13.4,0.465,3.1,3.9,0.8,4.3,2.4,2.7,15.5,
24.0,Bob Boozer,25.0,CIN,PF,79.0,31.5,5.6,12.6,0.444,3.2,4.5,0.714,11.1,1.3,3.8,14.3,
25.0,John Havlicek,22.0,BOS,SF,80.0,27.5,6.0,13.6,0.445,2.2,3.0,0.728,6.7,2.2,2.4,14.3,MVP-10
26.0,Guy Rodgers,27.0,SFW,PG,79.0,41.1,5.6,14.6,0.387,2.6,3.6,0.727,5.0,10.4,3.7,13.9,AS
27.0,Bob Ferry,25.0,DET,C,79.0,31.4,5.4,12.5,0.433,2.8,4.3,0.649,6.8,2.2,3.1,13.6,
28.0,Bob Cousy,34.0,BOS,PG,76.0,26.0,5.2,13.0,0.397,2.9,3.9,0.735,2.5,6.8,2.3,13.2,"MVP-8,AS,NBA2"
