Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Wilt Chamberlain,29.0,PHI,C,79.0,,3737.0,13.594936708860759,25.189873417721518,0.54,6.341772151898734,12.354430379746836,0.513,1943.0,414.0,171.0,33.53164556962025,9.0,"MVP-1,AS,NBA1"
2.0,Jerry West,27.0,LAL,SG,79.0,,3218.0,10.354430379746836,21.911392405063292,0.473,10.632911392405063,12.367088607594937,0.86,562.0,480.0,243.0,31.341772151898734,3.0,"MVP-2,AS,NBA1"
3.0,Oscar Robertson,27.0,CIN,PG,76.0,,3493.0,10.763157894736842,22.67105263157895,0.475,9.763157894736842,11.592105263157896,0.842,586.0,847.0,227.0,31.289473684210527,13.0,"MVP-3,AS,NBA1"
4.0,Rick Barry,21.0,SFW,SF,80.0,,2990.0,9.3125,21.225,0.439,7.1125,8.25,0.862,850.0,173.0,297.0,25.7375,0.0,"ROY-1,AS,NBA1"
5.0,Walt Bellamy,26.0,2TM,C,80.0,72.0,3352.0,8.6875,17.1625,0.506,5.375,8.6125,0.624,1254.0,235.0,294.0,22.75,0.0,
6.0,Hal Greer,29.0,PHI,SG,80.0,,3326.0,8.7875,19.75,0.445,5.1625,6.425,0.804,473.0,384.0,315.0,22.7375,0.0,"AS,NBA2"
7.0,Dick Barnett,29.0,NYK,SG,75.0,74.0,2589.0,8.413333333333334,17.92,0.469,6.226666666666667,8.066666666666666,0.772,310.0,259.0,235.0,23.053333333333335,0.0,
8.0,Jerry Lucas,25.0,CIN,PF,79.0,,3517.0,8.734177215189874,19.27848101265823,0.453,4.012658227848101,5.10126582278481,0.787,1668.0,213.0,274.0,21.481012658227847,0.0,"MVP-5,AS,NBA1"
9.0,Zelmo Beaty,26.0,STL,C,80.0,,3072.0,7.7,16.2625,0.473,5.3,6.9875,0.758,1086.0,125.0,344.0,20.7,0.0,AS
10.0,Sam Jones,32.0,BOS,SG,67.0,,2155.0,9.343283582089553,19.925373134328357,0.469,4.850746268656716,6.074626865671642,0.799,347.0,216.0,170.0,23.53731343283582,0.0,"MVP-5,AS,NBA2"
11.0,Eddie Miles,25.0,DET,PG,80.0,,2788.0,7.925,17.725,0.447,3.725,5.025,0.741,302.0,221.0,203.0,19.575,0.0,AS
12.0,Don Ohl,29.0,BAL,PG,73.0,,2645.0,8.123287671232877,18.273972602739725,0.445,4.328767123287672,5.890410958904109,0.735,280.0,290.0,208.0,20.575342465753426,0.0,AS
13.0,Adrian Smith,29.0,CIN,SG,80.0,,2982.0,6.6375,16.375,0.405,5.1,6.0,0.85,287.0,256.0,276.0,18.375,0.0,AS
14.0,Guy Rodgers,30.0,SFW,SG,79.0,,2902.0,7.417721518987341,19.88607594936709,0.373,3.7468354430379747,5.151898734177215,0.727,421.0,846.0,241.0,18.582278481012658,2.0,AS
15.0,Ray Scott,27.0,DET,PF,79.0,,2652.0,6.886075949367089,16.569620253164558,0.416,4.0886075949367084,5.506329113924051,0.743,755.0,238.0,209.0,17.860759493670887,0.0,
16.0,Bailey Howell,29.0,BAL,PF,78.0,,2328.0,6.166666666666667,12.64102564102564,0.488,5.153846153846154,7.064102564102564,0.73,773.0,155.0,306.0,17.487179487179485,0.0,AS
17.0,Kevin Loughery,25.0,BAL,SG,74.0,,2455.0,7.108108108108108,17.08108108108108,0.416,4.013513513513513,4.837837837837838,0.83,227.0,356.0,273.0,18.22972972972973,0.0,
18.0,John Havlicek,25.0,BOS,SF,71.0,,2175.0,7.464788732394366,18.704225352112676,0.399,3.859154929577465,4.915492957746479,0.785,423.0,210.0,158.0,18.788732394366196,0.0,"AS,NBA2"
19.0,Dave DeBusschere,25.0,DET,SF,79.0,,2696.0,6.632911392405063,16.253164556962027,0.408,3.151898734177215,4.784810126582278,0.659,916.0,209.0,252.0,16.417721518987342,1.0,AS
20.0,Lenny Wilkens,28.0,STL,PG,69.0,,2692.0,5.956521739130435,13.826086956521738,0.431,6.115942028985507,7.7101449275362315,0.793,322.0,429.0,248.0,18.028985507246375,1.0,
21.0,Chet Walker,25.0,PHI,SF,80.0,,2603.0,5.5375,12.275,0.451,4.1875,5.85,0.716,636.0,201.0,238.0,15.2625,0.0,AS
22.0,Richie Guerin,33.0,STL,SG,80.0,,2363.0,5.175,12.475,0.415,4.525,5.575,0.812,314.0,388.0,256.0,14.875,0.0,
23.0,Nate Thurmond,24.0,SFW,C,73.0,,2891.0,6.219178082191781,15.32876712328767,0.406,3.835616438356164,5.863013698630137,0.654,1312.0,111.0,223.0,16.273972602739725,0.0,AS
24.0,Willis Reed,23.0,NYK,PF,76.0,71.0,2537.0,5.7631578947368425,13.276315789473685,0.434,3.973684210526316,5.25,0.757,883.0,91.0,323.0,15.5,0.0,AS
25.0,Rudy LaRusso,28.0,LAL,PF,76.0,,2316.0,5.394736842105263,11.802631578947368,0.457,4.605263157894737,5.855263157894737,0.787,660.0,165.0,261.0,15.394736842105264,0.0,AS
26.0,Billy Cunningham,22.0,PHI,SF,80.0,,2134.0,5.3875,12.6375,0.426,3.5125,5.5375,0.634,599.0,207.0,301.0,14.2875,0.0,ROY-2
27.0,Howard Komives,24.0,NYK,PG,80.0,79.0,2612.0,5.45,13.95,0.391,3.0125,3.5,0.861,281.0,425.0,278.0,13.9125,0.0,
28.0,Walt Hazzard,23.0,LAL,SG,80.0,,2198.0,5.725,12.5375,0.457,2.275,3.2125,0.708,219.0,393.0,224.0,13.725,0.0,
