Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,James Harden,26.0,HOU,SG,82.0,82.0,3125.0,8.658536585365853,19.71951219512195,0.439,236.0,657.0,0.359,474.0,960.0,0.494,0.512,8.78048780487805,10.207317073170731,0.86,63.0,438.0,501.0,612.0,139.0,51.0,374.0,229.0,28.975609756097562,3.0,"MVP-9,AS"
2.0,Stephen Curry,27.0,GSW,PG,79.0,79.0,2700.0,10.189873417721518,20.227848101265824,0.504,402.0,886.0,0.454,403.0,712.0,0.566,0.63,4.594936708860759,5.063291139240507,0.908,68.0,362.0,430.0,527.0,169.0,15.0,262.0,161.0,30.063291139240505,2.0,"MVP-1,AS,NBA1"
3.0,Kevin Durant,27.0,OKC,SF,72.0,72.0,2578.0,9.694444444444445,19.180555555555557,0.505,186.0,481.0,0.387,512.0,900.0,0.569,0.573,6.208333333333333,6.916666666666667,0.898,45.0,544.0,589.0,361.0,69.0,85.0,250.0,137.0,28.180555555555557,1.0,"MVP-5,AS,NBA2"
4.0,LeBron James,31.0,CLE,SF,76.0,76.0,2709.0,9.697368421052632,18.63157894736842,0.52,87.0,282.0,0.309,650.0,1134.0,0.573,0.551,4.723684210526316,6.4605263157894735,0.731,111.0,454.0,565.0,514.0,104.0,49.0,249.0,143.0,25.263157894736842,3.0,"MVP-3,DPOY-11,AS,NBA1"
5.0,Damian Lillard,25.0,POR,PG,75.0,75.0,2676.0,8.24,19.653333333333332,0.419,229.0,610.0,0.375,389.0,864.0,0.45,0.497,5.52,6.1866666666666665,0.892,45.0,257.0,302.0,512.0,65.0,28.0,242.0,165.0,25.053333333333335,0.0,"MVP-8,NBA2"
6.0,Russell Westbrook,27.0,OKC,PG,80.0,80.0,2750.0,8.2,18.05,0.454,101.0,341.0,0.296,555.0,1103.0,0.503,0.489,5.8125,7.1625,0.812,145.0,481.0,626.0,834.0,163.0,20.0,342.0,200.0,23.475,18.0,"MVP-4,AS,NBA1"
7.0,Paul George,25.0,IND,SF,81.0,81.0,2819.0,7.469135802469136,17.88888888888889,0.418,210.0,566.0,0.371,395.0,883.0,0.447,0.49,5.604938271604938,6.518518518518518,0.86,79.0,484.0,563.0,329.0,152.0,29.0,265.0,230.0,23.135802469135804,0.0,"AS,NBA3"
8.0,DeMar DeRozan,26.0,TOR,SG,78.0,78.0,2804.0,7.871794871794871,17.653846153846153,0.446,47.0,139.0,0.338,567.0,1238.0,0.458,0.463,7.115384615384615,8.371794871794872,0.85,64.0,285.0,349.0,315.0,81.0,21.0,175.0,167.0,23.46153846153846,0.0,AS
9.0,Isaiah Thomas,26.0,BOS,PG,82.0,79.0,2644.0,7.2073170731707314,16.853658536585368,0.428,167.0,465.0,0.359,424.0,917.0,0.462,0.488,5.780487804878049,6.634146341463414,0.871,46.0,197.0,243.0,509.0,91.0,9.0,220.0,167.0,22.23170731707317,0.0,AS
10.0,Klay Thompson,25.0,GSW,SG,80.0,80.0,2666.0,8.1375,17.325,0.47,276.0,650.0,0.425,375.0,736.0,0.51,0.569,2.4125,2.7625,0.873,35.0,271.0,306.0,166.0,60.0,49.0,138.0,152.0,22.1375,0.0,"AS,NBA3"
11.0,DeMarcus Cousins,25.0,SAC,C,65.0,65.0,2246.0,9.246153846153845,20.49230769230769,0.451,70.0,210.0,0.333,531.0,1122.0,0.473,0.477,7.323076923076923,10.2,0.718,158.0,589.0,747.0,214.0,101.0,92.0,249.0,236.0,26.892307692307693,1.0,"AS,NBA2"
12.0,Kemba Walker,25.0,CHO,PG,81.0,81.0,2885.0,7.012345679012346,16.432098765432098,0.427,182.0,490.0,0.371,386.0,841.0,0.459,0.495,4.580246913580247,5.407407407407407,0.847,56.0,301.0,357.0,421.0,126.0,39.0,171.0,111.0,20.85185185185185,0.0,
13.0,Andrew Wiggins,20.0,MIN,SF,81.0,81.0,2845.0,7.333333333333333,15.975308641975309,0.459,57.0,190.0,0.3,537.0,1104.0,0.486,0.481,5.308641975308642,6.9753086419753085,0.761,105.0,186.0,291.0,164.0,78.0,46.0,182.0,165.0,20.679012345679013,0.0,
14.0,CJ McCollum,24.0,POR,SG,80.0,80.0,2780.0,8.0125,17.8875,0.448,197.0,472.0,0.417,444.0,959.0,0.463,0.517,2.3375,2.825,0.827,47.0,212.0,259.0,341.0,97.0,23.0,196.0,187.0,20.825,0.0,MIP-1
15.0,Kyle Lowry,29.0,TOR,PG,77.0,77.0,2851.0,6.64935064935065,15.558441558441558,0.427,212.0,547.0,0.388,300.0,651.0,0.461,0.516,5.1688311688311686,6.376623376623376,0.811,55.0,310.0,365.0,494.0,158.0,34.0,225.0,211.0,21.22077922077922,1.0,"MVP-10,DPOY-13,AS,NBA3"
16.0,Gordon Hayward,25.0,UTA,SF,80.0,80.0,2893.0,6.5125,15.025,0.433,143.0,410.0,0.349,378.0,792.0,0.477,0.493,4.9125,5.9625,0.824,61.0,336.0,397.0,296.0,95.0,27.0,202.0,183.0,19.725,0.0,
17.0,Carmelo Anthony,31.0,NYK,SF,72.0,72.0,2530.0,7.875,18.15277777777778,0.434,105.0,310.0,0.339,462.0,997.0,0.463,0.474,4.638888888888889,5.597222222222222,0.829,98.0,458.0,556.0,299.0,62.0,38.0,176.0,180.0,21.84722222222222,0.0,AS
18.0,John Wall,25.0,WAS,PG,77.0,77.0,2784.0,7.428571428571429,17.51948051948052,0.424,115.0,328.0,0.351,457.0,1021.0,0.448,0.467,3.5324675324675323,4.467532467532467,0.791,42.0,337.0,379.0,789.0,145.0,59.0,318.0,159.0,19.883116883116884,4.0,AS
19.0,Kawhi Leonard,24.0,SAS,SF,72.0,72.0,2380.0,7.652777777777778,15.13888888888889,0.506,129.0,291.0,0.443,422.0,799.0,0.528,0.565,4.055555555555555,4.638888888888889,0.874,95.0,398.0,493.0,186.0,128.0,71.0,105.0,133.0,21.15277777777778,0.0,"MVP-2,DPOY-1,AS,NBA1"
20.0,Karl-Anthony Towns,20.0,MIN,C,82.0,82.0,2627.0,7.621951219512195,14.060975609756097,0.542,30.0,88.0,0.341,595.0,1065.0,0.559,0.555,2.7195121951219514,3.3536585365853657,0.811,229.0,629.0,858.0,161.0,58.0,138.0,183.0,245.0,18.329268292682926,0.0,ROY-1
