Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,George Yardley,29.0,DET,SF,72.0,2843.0,9.347222222222221,22.555555555555557,0.414,9.097222222222221,11.222222222222221,0.811,768.0,97.0,226.0,27.791666666666668,0.0,"MVP-3,AS,NBA1"
2.0,Dolph Schayes,29.0,SYR,PF,72.0,2918.0,8.069444444444445,20.25,0.398,8.73611111111111,9.666666666666666,0.904,1022.0,224.0,244.0,24.875,1.0,"MVP-2,AS,NBA1"
3.0,Bob Pettit,25.0,STL,PF,70.0,2528.0,8.3,20.257142857142856,0.41,7.957142857142857,10.628571428571428,0.749,1216.0,157.0,222.0,24.557142857142857,0.0,"MVP-4,AS,NBA1"
4.0,Clyde Lovellette,28.0,CIN,C,71.0,2589.0,9.56338028169014,21.690140845070424,0.441,4.23943661971831,5.704225352112676,0.743,862.0,134.0,236.0,23.366197183098592,0.0,MVP-12
5.0,Paul Arizin,29.0,PHW,SF,68.0,2377.0,7.102941176470588,18.073529411764707,0.393,6.470588235294118,8.0,0.809,503.0,135.0,235.0,20.676470588235293,0.0,"MVP-8,AS"
6.0,Bill Sharman,31.0,BOS,SG,63.0,2214.0,8.73015873015873,20.58730158730159,0.424,4.7936507936507935,5.365079365079365,0.893,295.0,167.0,156.0,22.253968253968253,0.0,"MVP-7,AS,NBA1"
7.0,Cliff Hagan,26.0,STL,SF,70.0,2190.0,7.185714285714286,16.214285714285715,0.443,5.5,7.1571428571428575,0.768,707.0,175.0,267.0,19.87142857142857,0.0,"MVP-11,AS,NBA2"
8.0,Neil Johnston,28.0,PHW,C,71.0,2408.0,6.661971830985915,15.52112676056338,0.429,6.225352112676056,7.605633802816901,0.819,790.0,166.0,233.0,19.549295774647888,0.0,"MVP-12,AS"
9.0,Kenny Sears,24.0,NYK,PF,72.0,2685.0,6.180555555555555,14.083333333333334,0.439,6.277777777777778,7.638888888888889,0.822,785.0,126.0,251.0,18.63888888888889,0.0,"MVP-12,AS"
10.0,Vern Mikkelsen,29.0,MNL,PF,72.0,2390.0,6.097222222222222,14.86111111111111,0.41,5.138888888888889,6.541666666666667,0.786,805.0,166.0,299.0,17.333333333333332,0.0,MVP-10
11.0,Jack Twyman,23.0,CIN,SF,72.0,2178.0,6.458333333333333,14.277777777777779,0.452,4.263888888888889,5.5,0.775,464.0,110.0,224.0,17.180555555555557,0.0,AS
12.0,Tom Heinsohn,23.0,BOS,PF,69.0,2206.0,6.782608695652174,17.768115942028984,0.382,4.260869565217392,5.7101449275362315,0.746,705.0,125.0,274.0,17.82608695652174,0.0,
13.0,Willie Naulls,23.0,NYK,SF,68.0,2369.0,6.9411764705882355,17.485294117647058,0.397,4.176470588235294,5.0588235294117645,0.826,799.0,97.0,220.0,18.058823529411764,0.0,AS
14.0,Larry Foust,29.0,MNL,C,72.0,2200.0,5.430555555555555,13.63888888888889,0.398,5.944444444444445,7.861111111111111,0.756,876.0,108.0,299.0,16.805555555555557,0.0,AS
15.0,Carl Braun,30.0,NYK,PG,71.0,2475.0,6.0,14.338028169014084,0.418,4.52112676056338,5.323943661971831,0.849,330.0,393.0,183.0,16.52112676056338,0.0,
16.0,Bob Cousy,29.0,BOS,PG,65.0,2222.0,6.846153846153846,19.415384615384614,0.353,4.2615384615384615,5.015384615384615,0.85,322.0,463.0,136.0,17.953846153846154,1.0,"MVP-6,AS,NBA1"
17.0,Bill Russell,23.0,BOS,C,69.0,2640.0,6.608695652173913,14.956521739130435,0.442,3.3333333333333335,6.420289855072464,0.519,1564.0,202.0,181.0,16.55072463768116,0.0,"MVP-1,AS,NBA2"
18.0,Frank Ramsey,26.0,BOS,SG,69.0,2047.0,5.463768115942029,13.043478260869565,0.419,5.550724637681159,6.840579710144928,0.811,504.0,167.0,245.0,16.47826086956522,0.0,
19.0,Dick Garmaker,25.0,MNL,SG,68.0,2216.0,5.735294117647059,14.529411764705882,0.395,4.617647058823529,6.044117647058823,0.764,365.0,183.0,190.0,16.08823529411765,0.0,AS
20.0,Red Kerr,25.0,SYR,C,72.0,2384.0,5.652777777777778,14.166666666666666,0.399,3.888888888888889,5.861111111111111,0.664,963.0,88.0,197.0,15.194444444444445,0.0,
21.0,Larry Costello,26.0,SYR,PG,72.0,2746.0,5.25,12.333333333333334,0.426,4.444444444444445,5.25,0.847,378.0,317.0,246.0,14.944444444444445,1.0,AS
22.0,Harry Gallatin,30.0,DET,PF,72.0,1990.0,4.722222222222222,12.472222222222221,0.379,5.444444444444445,6.916666666666667,0.787,749.0,86.0,217.0,14.88888888888889,0.0,
23.0,Maurice Stokes,24.0,CIN,PF,63.0,2460.0,6.571428571428571,18.746031746031747,0.351,3.7777777777777777,5.285714285714286,0.715,1142.0,403.0,226.0,16.92063492063492,9.0,"MVP-5,AS,NBA2"
24.0,Richie Guerin,25.0,NYK,SG,63.0,2368.0,5.4603174603174605,15.444444444444445,0.354,5.603174603174603,8.11111111111111,0.691,489.0,317.0,202.0,16.523809523809526,2.0,AS
25.0,Ed Macauley,29.0,STL,C,72.0,1908.0,5.222222222222222,12.208333333333334,0.428,3.7083333333333335,5.125,0.724,478.0,143.0,156.0,14.152777777777779,0.0,
26.0,Gene Shue,26.0,DET,SG,63.0,2333.0,5.603174603174603,14.587301587301587,0.384,4.380952380952381,5.190476190476191,0.844,333.0,172.0,150.0,15.587301587301587,0.0,AS
27.0,Woody Sauldsberry,23.0,PHW,PF,71.0,2377.0,5.47887323943662,15.23943661971831,0.36,1.8873239436619718,3.0704225352112675,0.615,729.0,58.0,245.0,12.845070422535212,0.0,ROY-1
28.0,Joe Graboski,28.0,PHW,PF,72.0,2077.0,4.736111111111111,14.125,0.335,3.1527777777777777,4.208333333333333,0.749,570.0,125.0,249.0,12.625,0.0,
29.0,Ed Conlin,24.0,SYR,SF,60.0,1871.0,5.716666666666667,14.616666666666667,0.391,3.5833333333333335,4.5,0.796,436.0,133.0,168.0,15.016666666666667,0.0,
30.0,Ray Felix,27.0,NYK,C,72.0,1709.0,4.222222222222222,9.555555555555555,0.442,3.763888888888889,5.402777777777778,0.697,747.0,52.0,283.0,12.208333333333334,0.0,
31.0,Tom Gola,25.0,PHW,SG,59.0,2126.0,5.0,12.05084745762712,0.415,3.7796610169491527,5.067796610169491,0.746,639.0,327.0,225.0,13.779661016949152,3.0,NBA2
32.0,Walter Dukes,27.0,DET,C,72.0,2184.0,3.861111111111111,11.055555555555555,0.349,3.4305555555555554,5.083333333333333,0.675,954.0,52.0,311.0,11.152777777777779,0.0,MVP-9
33.0,Guy Sparrow,25.0,NYK,SF,72.0,1661.0,4.416666666666667,11.63888888888889,0.379,2.2916666666666665,3.5694444444444446,0.642,461.0,69.0,232.0,11.125,0.0,
34.0,Slick Leonard,25.0,MNL,PG,66.0,2074.0,4.03030303030303,12.030303030303031,0.335,3.106060606060606,4.0606060606060606,0.765,237.0,218.0,145.0,11.166666666666666,0.0,
35.0,Slater Martin,32.0,STL,PG,60.0,2098.0,4.3,12.8,0.336,3.433333333333333,4.6,0.746,228.0,218.0,187.0,12.033333333333333,0.0,"AS,NBA2"
36.0,Ernie Beck,26.0,PHW,SG,71.0,1974.0,3.8309859154929575,9.619718309859154,0.398,2.3943661971830985,2.859154929577465,0.837,307.0,190.0,173.0,10.056338028169014,0.0,
37.0,Jim Paxson,25.0,CIN,SG,67.0,1795.0,3.3582089552238807,9.537313432835822,0.352,3.1194029850746268,4.253731343283582,0.733,350.0,139.0,183.0,9.835820895522389,0.0,
38.0,Jack George,29.0,PHW,PG,72.0,1910.0,3.2222222222222223,8.708333333333334,0.37,2.4722222222222223,3.361111111111111,0.736,288.0,234.0,140.0,8.916666666666666,0.0,
39.0,Ed Fleming,24.0,MNL,SF,72.0,1686.0,3.138888888888889,9.097222222222221,0.345,2.513888888888889,3.5416666666666665,0.71,492.0,139.0,222.0,8.791666666666666,0.0,
