Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,DRtg,Awards
23.0,Dennis Awtrey,26.0,PHO,C,82.0,,2837.0,5.5,11.7,0.47,2.1,3.2,0.677,3.9,7.5,11.4,5.5,1.0,0.8,3.7,13.1,99.0,
24.0,Doug Collins,23.0,PHI,SG,81.0,76.0,2820.0,9.2,18.9,0.488,5.4,6.5,0.844,1.7,3.5,5.2,3.5,1.8,0.3,4.8,23.9,100.0,
25.0,Earl Monroe,30.0,NYK,SG,78.0,77.0,2814.0,11.0,24.2,0.457,4.9,5.9,0.827,0.9,4.5,5.4,4.5,1.8,0.5,3.3,27.0,100.0,"MVP-16,AS"
26.0,John Gianelli,24.0,NYK,C,80.0,79.0,2797.0,5.7,12.1,0.472,2.2,3.2,0.692,3.6,7.9,11.5,2.7,0.6,2.0,4.4,13.7,98.0,
27.0,Curtis Rowe,25.0,DET,PF,82.0,,2787.0,7.2,15.0,0.483,2.9,3.9,0.753,3.0,7.0,10.0,2.1,0.9,0.8,3.3,17.4,101.0,
28.0,Bill Bradley,31.0,NYK,SF,79.0,79.0,2787.0,7.5,17.3,0.436,2.4,2.8,0.873,1.1,3.1,4.2,4.1,1.2,0.3,4.7,17.5,102.0,
29.0,Nate Thurmond,33.0,CHI,C,80.0,77.0,2756.0,4.4,12.0,0.364,2.3,3.9,0.589,4.5,11.3,15.8,5.7,0.8,3.4,4.7,11.0,91.0,
30.0,Kareem Abdul-Jabbar,27.0,MIL,C,65.0,,2747.0,13.9,27.1,0.513,5.6,7.3,0.763,3.3,12.3,15.6,4.5,1.1,3.6,3.5,33.4,92.0,"MVP-5,AS"
31.0,Mike Newlin,26.0,HOU,SG,79.0,,2709.0,7.5,15.6,0.482,4.6,5.3,0.869,0.9,3.5,4.5,6.9,1.9,0.1,5.0,19.6,101.0,
32.0,Jim Cleamons,25.0,CLE,PG,74.0,,2691.0,6.6,13.6,0.48,2.6,3.2,0.796,1.7,4.1,5.8,6.8,1.5,0.4,3.4,15.7,100.0,
33.0,Curtis Perry,26.0,PHO,PF,79.0,,2688.0,7.5,15.7,0.477,3.1,4.4,0.719,5.9,10.2,16.1,3.2,1.8,1.3,4.9,18.1,95.0,
34.0,Fred Brown,26.0,SEA,SG,81.0,,2669.0,12.6,26.2,0.48,3.9,4.6,0.831,1.9,3.9,5.8,4.8,3.2,0.2,3.9,29.0,97.0,MVP-21
35.0,Gail Goodrich,31.0,LAL,SG,72.0,,2668.0,11.1,24.2,0.459,5.4,6.4,0.841,1.6,2.1,3.7,7.1,1.7,0.1,3.6,27.6,104.0,AS
36.0,Paul Silas,31.0,BOS,PF,82.0,,2661.0,5.3,12.7,0.417,4.1,5.8,0.709,5.9,11.5,17.4,3.8,1.0,0.4,3.9,14.8,93.0,AS
37.0,Bingo Smith,28.0,CLE,SF,82.0,,2636.0,10.6,22.0,0.483,2.4,2.9,0.825,2.0,5.4,7.4,4.2,1.5,0.5,4.1,23.6,99.0,
38.0,Dave Cowens,26.0,BOS,C,65.0,,2632.0,9.8,20.6,0.475,3.3,4.2,0.783,3.9,12.5,16.5,5.1,1.5,1.3,4.2,22.8,91.0,"MVP-2,AS,NBA2"
39.0,Charlie Scott,26.0,PHO,PG,69.0,,2592.0,12.5,28.3,0.441,4.9,6.2,0.781,1.3,3.6,4.8,5.5,2.0,0.4,5.3,29.8,100.0,AS
40.0,Dick Snyder,30.0,CLE,SG,82.0,,2590.0,9.2,18.2,0.504,3.0,3.6,0.846,0.7,3.7,4.4,5.2,1.3,0.8,4.2,21.4,100.0,
41.0,Norm Van Lier,27.0,CHI,PG,70.0,69.0,2590.0,7.6,18.0,0.42,4.4,5.5,0.792,1.6,4.5,6.1,7.5,2.6,0.3,4.6,19.5,94.0,MVP-11
42.0,Kevin Porter,24.0,WSB,PG,81.0,,2589.0,7.1,14.5,0.491,2.3,3.2,0.704,1.0,1.7,2.7,11.4,2.7,0.2,5.6,16.5,94.0,
43.0,Jerry Sloan,32.0,CHI,SG,78.0,76.0,2577.0,7.1,16.2,0.439,3.6,4.8,0.748,3.3,6.7,10.1,3.0,3.2,0.3,5.0,17.8,92.0,
44.0,Ed Ratleff,24.0,HOU,SF,80.0,,2563.0,7.1,15.5,0.461,2.9,3.5,0.826,3.4,5.0,8.4,4.7,2.7,0.9,4.2,17.1,98.0,
45.0,Scott Wedman,22.0,KCO,SF,80.0,,2554.0,6.8,14.5,0.465,2.5,3.1,0.818,3.6,5.2,8.8,2.3,1.5,0.5,4.9,16.0,99.0,ROY-3
46.0,John Johnson,27.0,POR,SF,80.0,,2540.0,9.5,19.5,0.487,4.3,5.4,0.784,2.9,6.1,9.0,4.3,1.4,0.7,4.5,23.3,99.0,
47.0,Spencer Haywood,25.0,SEA,PF,68.0,,2529.0,10.9,23.8,0.459,5.6,6.9,0.811,3.6,7.8,11.3,2.5,1.0,1.9,3.1,27.4,98.0,"MVP-13,AS,NBA2"
48.0,Butch Beard,27.0,GSW,PG,82.0,,2521.0,7.2,13.7,0.528,4.1,4.9,0.832,2.1,3.5,5.6,6.1,2.3,0.2,5.3,18.6,100.0,
49.0,Clifford Ray,26.0,GSW,C,82.0,,2519.0,5.3,10.2,0.522,3.0,5.0,0.602,4.6,10.8,15.4,3.2,1.7,2.1,5.4,13.6,94.0,
50.0,Cornell Warner,26.0,MIL,PF,79.0,,2519.0,4.6,10.1,0.458,2.0,2.9,0.684,4.4,10.7,15.2,2.4,0.9,1.0,5.0,11.2,96.0,
51.0,Jamaal Wilkes,21.0,GSW,SF,82.0,,2515.0,8.9,20.1,0.442,2.8,3.9,0.734,3.6,8.3,11.9,3.2,1.9,0.4,3.9,20.7,97.0,ROY-1
52.0,Calvin Murphy,26.0,HOU,PG,78.0,,2513.0,10.3,21.4,0.484,6.3,7.2,0.883,1.0,2.2,3.2,7.1,2.4,0.1,5.2,27.0,101.0,
53.0,Archie Clark,33.0,SEA,PG,77.0,,2481.0,8.3,16.9,0.495,3.0,3.5,0.834,1.1,3.2,4.3,7.9,2.0,0.1,3.4,19.6,100.0,
54.0,Clyde Lee,30.0,2TM,PF,80.0,35.0,2456.0,3.3,8.1,0.412,2.2,3.3,0.672,5.4,8.8,14.3,2.0,0.6,0.4,5.4,8.9,99.0,
55.0,Chet Walker,34.0,CHI,SF,76.0,76.0,2452.0,10.3,21.1,0.487,8.1,9.4,0.86,2.2,6.2,8.5,3.3,1.0,0.1,3.6,28.7,97.0,MVP-16
56.0,Jim Chones,25.0,CLE,C,72.0,,2427.0,8.8,18.0,0.487,3.0,4.4,0.679,3.1,10.3,13.3,2.6,1.0,2.4,4.9,20.6,95.0,MVP-20
57.0,Dick Van Arsdale,31.0,PHO,SG,70.0,,2419.0,8.0,17.0,0.47,5.4,6.4,0.832,1.0,2.6,3.6,3.7,1.5,0.2,3.4,21.4,102.0,
58.0,Bob Love,32.0,CHI,PF,61.0,57.0,2401.0,10.8,25.2,0.429,5.3,6.4,0.83,2.0,5.7,7.7,2.0,1.3,0.2,4.2,26.9,96.0,MVP-19
59.0,Larry Steele,25.0,POR,SG,76.0,,2389.0,5.1,9.3,0.548,2.3,2.8,0.836,1.7,2.7,4.3,5.5,3.5,0.3,4.9,12.5,97.0,
60.0,Lucius Allen,27.0,2TM,PG,66.0,,2353.0,9.9,22.6,0.437,4.6,5.9,0.778,1.7,3.6,5.4,7.2,2.6,0.6,4.2,24.3,100.0,
61.0,Elmore Smith,25.0,LAL,C,74.0,,2341.0,6.7,13.5,0.493,2.2,4.5,0.485,4.0,11.6,15.6,2.8,1.6,4.2,4.9,15.5,93.0,
62.0,John Drew,20.0,ATL,PF,78.0,,2289.0,10.4,24.3,0.428,7.7,10.7,0.713,7.0,9.4,16.5,2.7,2.3,0.8,5.4,28.4,96.0,ROY-2
63.0,Phil Jackson,29.0,NYK,PF,78.0,61.0,2285.0,6.6,14.5,0.455,3.9,5.2,0.763,2.8,9.4,12.2,2.8,1.7,1.1,6.7,17.1,96.0,
64.0,Happy Hairston,32.0,LAL,PF,74.0,,2283.0,5.4,10.6,0.506,4.3,5.4,0.801,6.0,12.7,18.7,3.4,1.0,0.2,4.3,15.0,97.0,
65.0,Leonard Gray,23.0,SEA,PF,75.0,,2280.0,7.5,15.4,0.489,2.1,2.9,0.722,2.7,6.9,9.5,3.3,1.3,0.5,5.8,17.2,99.0,ROY-4
66.0,Lloyd Neal,24.0,POR,PF,82.0,,2278.0,8.2,17.5,0.471,3.8,5.9,0.641,3.7,10.1,13.8,2.8,0.9,1.8,4.8,20.3,96.0,
67.0,Mike Bantom,23.0,PHO,SF,82.0,,2239.0,8.6,18.6,0.461,3.8,5.3,0.714,4.3,7.0,11.4,3.3,1.3,1.0,5.6,21.0,98.0,MVP-16
68.0,Don Chaney,28.0,BOS,SG,82.0,,2208.0,6.6,15.4,0.428,2.7,3.4,0.806,3.5,4.1,7.6,3.7,2.5,1.4,5.0,15.9,94.0,
69.0,Ron Behagen,24.0,KCO,PF,81.0,,2205.0,6.9,17.4,0.399,4.1,5.5,0.754,3.0,9.3,12.3,3.2,1.3,0.9,6.3,18.0,96.0,
70.0,Mike Riordan,29.0,WSB,SF,74.0,,2191.0,10.7,21.8,0.492,2.0,2.4,0.838,1.9,4.0,5.9,4.1,1.5,0.1,4.9,23.5,95.0,
71.0,Leroy Ellis,34.0,PHI,PF,82.0,69.0,2183.0,6.1,13.2,0.461,1.5,2.1,0.727,4.1,8.2,12.4,2.5,0.9,1.2,3.8,13.7,98.0,
72.0,Dean Meminger,26.0,ATL,PG,80.0,,2177.0,4.8,10.4,0.466,3.5,5.5,0.639,1.7,2.7,4.4,8.2,2.4,0.2,3.3,13.2,101.0,
73.0,E.C. Coleman,24.0,NOJ,PF,77.0,,2176.0,5.1,11.5,0.445,2.3,3.3,0.699,3.8,7.3,11.1,2.1,1.7,0.7,5.6,12.5,98.0,
74.0,Charles Johnson,25.0,GSW,SG,79.0,,2171.0,8.1,19.7,0.412,1.5,2.1,0.735,2.8,3.6,6.4,4.8,2.8,0.2,4.2,17.7,99.0,
75.0,Gar Heard,26.0,BUF,PF,67.0,,2148.0,6.6,17.0,0.388,2.2,3.9,0.564,3.8,10.0,13.8,3.9,2.2,2.5,5.0,15.4,93.0,
76.0,Jack Marin,30.0,BUF,SF,81.0,,2147.0,7.9,17.4,0.455,4.0,4.6,0.869,2.2,5.4,7.5,2.8,1.1,0.3,4.9,19.8,100.0,
77.0,Jim McMillian,26.0,BUF,SF,62.0,,2132.0,7.3,14.5,0.499,4.1,4.8,0.84,2.7,5.4,8.0,3.3,1.4,0.3,2.7,18.6,100.0,
78.0,Tom Henderson,23.0,ATL,PG,79.0,,2131.0,7.8,18.9,0.411,3.6,5.1,0.697,1.1,3.4,4.5,6.7,2.2,0.1,3.2,19.1,101.0,
79.0,Mike Sojourner,21.0,ATL,C,73.0,,2129.0,8.0,16.4,0.488,2.0,3.1,0.651,4.2,9.5,13.6,2.0,0.7,1.2,4.6,18.0,99.0,ROY-5
80.0,Matt Guokas,30.0,CHI,SG,82.0,12.0,2089.0,5.9,11.5,0.51,1.8,2.4,0.757,0.6,2.7,3.2,4.1,1.0,0.4,3.6,13.6,99.0,
81.0,Dwight Jones,22.0,ATL,C,75.0,,2086.0,7.0,16.3,0.43,2.9,4.0,0.721,5.1,10.0,15.1,3.3,1.1,1.1,4.9,16.8,98.0,
82.0,Slick Watts,23.0,SEA,PG,82.0,,2056.0,5.1,12.2,0.421,2.1,3.4,0.608,2.1,3.7,5.8,11.0,4.2,0.3,5.6,12.3,95.0,
83.0,Don Nelson,34.0,BOS,SF,79.0,,2052.0,9.3,17.3,0.539,5.8,7.0,0.827,2.8,7.5,10.3,4.0,0.7,0.3,5.3,24.5,96.0,
84.0,John Mengelt,25.0,DET,SG,80.0,,1995.0,8.0,16.8,0.479,5.1,5.9,0.851,0.9,3.7,4.6,4.8,1.7,0.1,4.7,21.1,102.0,
85.0,Jim Brewer,23.0,CLE,PF,82.0,,1991.0,7.0,15.3,0.455,2.5,3.8,0.648,4.9,7.3,12.2,3.1,1.8,1.0,3.6,16.4,96.0,
86.0,John Brown,23.0,ATL,SF,73.0,,1986.0,7.2,15.6,0.461,4.2,5.7,0.74,4.1,5.8,9.9,3.0,1.2,0.3,5.2,18.5,101.0,
87.0,George Thompson,27.0,MIL,SG,73.0,,1983.0,7.3,16.4,0.443,4.0,5.1,0.785,1.2,3.1,4.3,5.3,1.6,0.1,4.8,18.5,101.0,
88.0,Dwight Davis,25.0,CLE,PF,78.0,,1964.0,7.2,16.2,0.443,4.3,6.0,0.718,2.6,8.7,11.3,3.7,1.1,0.9,6.2,18.6,97.0,
89.0,Chris Ford,26.0,DET,SG,80.0,,1962.0,5.0,10.6,0.474,1.5,2.3,0.663,2.3,4.3,6.5,5.6,2.8,0.6,4.6,11.6,99.0,
90.0,Nate Williams,24.0,2TM,SG,85.0,,1945.0,11.0,22.9,0.48,4.2,5.1,0.823,2.4,5.4,7.8,3.4,2.2,0.7,5.8,26.2,97.0,
91.0,Louie Nelson,23.0,NOJ,PG,72.0,,1898.0,7.1,15.7,0.452,4.4,5.8,0.768,1.7,2.8,4.5,4.1,1.5,0.1,4.3,18.6,102.0,
92.0,Tom Burleson,22.0,SEA,C,82.0,,1888.0,7.8,18.6,0.417,4.4,6.4,0.687,3.7,10.0,13.8,2.8,1.5,3.7,5.3,19.9,93.0,
94.0,Derrek Dickey,23.0,GSW,PF,80.0,,1859.0,6.6,13.7,0.482,1.6,2.4,0.667,4.6,8.6,13.2,3.0,1.2,0.5,4.8,14.7,98.0,
95.0,Jon McGlocklin,31.0,MIL,SG,79.0,,1853.0,8.2,16.5,0.496,1.6,1.8,0.875,0.6,2.4,3.0,6.5,1.3,0.2,3.6,18.0,102.0,
96.0,Kevin Kunnert,23.0,HOU,C,75.0,,1801.0,9.0,17.5,0.512,3.0,4.4,0.686,5.5,10.8,16.3,2.8,0.9,2.2,5.8,20.9,97.0,
97.0,Stu Lantz,28.0,2TM,SG,75.0,,1783.0,5.7,14.1,0.406,4.8,5.8,0.838,2.2,2.7,4.9,4.7,1.4,0.3,4.1,16.3,103.0,
98.0,Jim Barnett,30.0,2TM,SG,73.0,4.0,1776.0,7.2,16.4,0.437,5.0,6.0,0.836,1.5,3.0,4.5,4.4,1.2,0.4,4.0,19.3,102.0,
99.0,Jim Fox,31.0,SEA,C,75.0,,1766.0,6.5,13.9,0.469,4.4,5.5,0.802,3.3,9.4,12.7,3.5,1.2,0.4,4.3,17.4,97.0,
100.0,Kevin Restani,23.0,MIL,PF,76.0,,1755.0,5.0,11.4,0.44,0.9,1.3,0.714,3.5,7.3,10.8,3.2,1.0,0.5,4.6,11.0,99.0,
101.0,Larry McNeill,24.0,KCO,PF,80.0,,1749.0,7.8,17.0,0.459,5.0,6.3,0.784,3.9,9.1,13.1,1.9,1.8,0.7,6.0,20.5,95.0,
103.0,Aaron James,22.0,NOJ,SF,76.0,,1731.0,9.4,19.7,0.477,3.7,4.8,0.778,3.5,5.7,9.3,1.7,1.0,0.4,5.5,22.5,101.0,
104.0,Dave Wohl,25.0,HOU,PG,75.0,,1722.0,5.5,12.5,0.439,2.1,2.9,0.745,0.7,2.3,3.0,9.2,2.0,0.2,5.0,13.1,102.0,
105.0,Ken Charles,23.0,BUF,SG,79.0,,1690.0,6.3,13.6,0.466,3.2,3.8,0.822,1.8,2.5,4.3,4.5,2.3,0.5,4.4,15.8,100.0,
106.0,Harthorne Wingo,27.0,NYK,PF,82.0,10.0,1686.0,6.4,14.0,0.46,3.9,5.2,0.754,4.5,8.1,12.6,2.3,1.3,1.0,5.9,16.8,98.0,
107.0,Bud Stallworth,25.0,NOJ,SF,73.0,,1668.0,7.8,18.7,0.42,3.3,4.8,0.687,2.1,4.4,6.5,1.2,1.6,0.3,5.5,19.0,101.0,
108.0,Ollie Johnson,25.0,2TM,SF,73.0,,1667.0,5.4,11.5,0.473,2.5,3.0,0.833,2.3,4.2,6.5,2.9,1.6,0.9,4.6,13.4,100.0,
109.0,Gary Brokaw,21.0,MIL,SG,73.0,,1639.0,6.7,14.7,0.455,3.6,5.3,0.685,1.0,3.2,4.2,6.3,0.9,0.5,5.0,17.0,102.0,
112.0,Ron Riley,24.0,HOU,PF,77.0,,1578.0,5.8,13.9,0.417,2.1,2.9,0.732,4.0,7.2,11.2,3.8,1.7,0.7,5.8,13.7,99.0,
113.0,Tal Skinner,22.0,SEA,SF,73.0,,1574.0,4.1,10.0,0.409,1.8,2.8,0.649,3.9,6.0,9.9,2.5,1.4,0.5,4.7,10.0,99.0,
114.0,Gary Melchionni,24.0,PHO,SG,68.0,,1529.0,7.0,16.2,0.43,3.4,4.2,0.809,1.4,4.3,5.6,4.7,1.4,0.4,3.5,17.4,101.0,
115.0,Brian Winters,22.0,LAL,SG,68.0,,1516.0,10.7,24.1,0.443,2.3,2.7,0.826,1.2,2.9,4.1,5.8,2.2,0.5,5.0,23.6,102.0,
118.0,Zaid Abdul-Aziz,28.0,HOU,C,65.0,,1450.0,7.6,17.3,0.437,5.1,6.5,0.783,5.0,10.7,15.7,2.7,1.2,2.4,4.1,20.2,96.0,
123.0,Herm Gilliam,28.0,ATL,SG,60.0,,1393.0,10.2,23.9,0.427,3.0,3.7,0.832,2.5,4.1,6.6,5.5,2.5,0.4,4.0,23.4,99.0,
127.0,Freddie Boyd,24.0,PHI,PG,66.0,13.0,1362.0,7.0,16.9,0.414,1.9,3.9,0.478,0.5,2.5,3.0,5.5,1.5,0.1,4.6,15.8,102.0,
