Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Alex English,29.0,DEN,SF,82.0,82.0,2988.0,11.695121951219512,22.646341463414632,0.516,2.0,12.0,0.167,957.0,1845.0,0.519,0.517,4.951219512195122,5.975609756097561,0.829,263.0,338.0,601.0,397.0,116.0,126.0,263.0,235.0,28.365853658536587,1.0,"MVP-6,AS,NBA2"
2.0,Kiki Vandeweghe,24.0,DEN,PF,82.0,79.0,2909.0,10.25609756097561,18.74390243902439,0.547,15.0,51.0,0.294,826.0,1486.0,0.556,0.552,5.963414634146342,6.817073170731708,0.875,124.0,313.0,437.0,203.0,66.0,38.0,177.0,198.0,26.658536585365855,0.0,"MVP-22,AS"
3.0,George Gervin,30.0,SAS,SG,78.0,78.0,2830.0,9.705128205128204,19.91025641025641,0.487,12.0,33.0,0.364,745.0,1520.0,0.49,0.491,6.628205128205129,7.769230769230769,0.853,111.0,246.0,357.0,264.0,88.0,67.0,247.0,243.0,26.192307692307693,0.0,"MVP-9,AS,NBA2"
4.0,Mark Aguirre,23.0,DAL,SF,81.0,75.0,2784.0,9.469135802469136,19.617283950617285,0.483,16.0,76.0,0.211,751.0,1513.0,0.496,0.488,5.296296296296297,7.271604938271605,0.728,191.0,317.0,508.0,332.0,80.0,26.0,261.0,247.0,24.432098765432098,1.0,
5.0,Reggie Theus,25.0,CHI,PG,82.0,81.0,2856.0,9.134146341463415,19.109756097560975,0.478,21.0,91.0,0.231,728.0,1476.0,0.493,0.485,5.2926829268292686,6.609756097560975,0.801,91.0,209.0,300.0,484.0,143.0,17.0,321.0,281.0,23.817073170731707,0.0,AS
6.0,Moses Malone,27.0,PHI,C,78.0,78.0,2922.0,8.384615384615385,16.73076923076923,0.501,0.0,1.0,0.0,654.0,1304.0,0.502,0.501,7.6923076923076925,10.102564102564102,0.761,445.0,749.0,1194.0,101.0,89.0,157.0,264.0,206.0,24.46153846153846,0.0,"MVP-1,AS,NBA1"
7.0,Joe Barry Carroll,24.0,GSW,C,79.0,79.0,2988.0,9.936708860759493,19.354430379746834,0.513,0.0,3.0,0.0,785.0,1526.0,0.514,0.513,4.265822784810126,5.936708860759493,0.719,220.0,468.0,688.0,169.0,108.0,155.0,285.0,260.0,24.139240506329113,0.0,
8.0,Larry Bird,26.0,BOS,PF,79.0,79.0,2982.0,9.455696202531646,18.746835443037973,0.504,22.0,77.0,0.286,725.0,1404.0,0.516,0.512,4.443037974683544,5.291139240506329,0.84,193.0,677.0,870.0,458.0,148.0,71.0,240.0,197.0,23.632911392405063,4.0,"MVP-2,DPOY-3,AS,NBA1"
9.0,Isiah Thomas,21.0,DET,PG,81.0,81.0,3093.0,8.950617283950617,18.97530864197531,0.472,36.0,125.0,0.288,689.0,1412.0,0.488,0.483,4.54320987654321,6.395061728395062,0.71,105.0,223.0,328.0,634.0,199.0,29.0,326.0,318.0,22.88888888888889,1.0,"MVP-16,AS,NBA2"
10.0,Jim Paxson,25.0,POR,SG,81.0,81.0,2740.0,8.419753086419753,16.333333333333332,0.515,4.0,25.0,0.16,678.0,1298.0,0.522,0.517,4.790123456790123,5.901234567901234,0.812,68.0,106.0,174.0,231.0,140.0,17.0,156.0,160.0,21.679012345679013,0.0,AS
