Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
39.0,Paul Neumann,26.0,PHI,PG,74.0,26.7,4.4,9.9,0.443,2.8,3.6,0.789,3.3,3.9,2.9,11.6,
40.0,Tom Sanders,25.0,BOS,PF,80.0,29.6,4.4,10.5,0.417,2.7,3.5,0.761,8.3,1.3,3.5,11.4,
43.0,Guy Rodgers,28.0,SFW,PG,79.0,34.1,4.3,11.7,0.365,2.5,3.5,0.707,4.2,7.0,3.1,11.0,AS
44.0,Al Attles,27.0,SFW,PG,70.0,26.9,4.1,9.1,0.452,2.6,3.9,0.673,3.4,2.8,3.6,10.9,
45.0,Bob Ferry,26.0,DET,C,74.0,20.6,4.0,9.1,0.445,2.5,3.8,0.667,5.8,1.3,2.4,10.6,
46.0,Si Green,30.0,BAL,PG,75.0,27.5,3.8,9.2,0.415,2.6,3.9,0.683,3.8,2.9,3.0,10.3,
47.0,Gary Phillips,24.0,SFW,SG,66.0,30.5,3.9,10.5,0.37,2.2,3.3,0.67,3.8,3.1,3.7,10.0,
49.0,Adrian Smith,27.0,CIN,SG,66.0,23.1,3.5,8.7,0.406,2.3,3.0,0.782,2.2,2.2,2.5,9.4,
50.0,Kevin Loughery,23.0,2TM,SG,66.0,22.1,3.6,9.6,0.374,1.9,2.7,0.712,2.1,2.8,2.7,9.1,
51.0,Tom Gola,31.0,NYK,SG,74.0,29.1,3.5,8.1,0.429,2.1,2.9,0.726,6.3,3.5,3.8,9.1,AS
52.0,Jackie Moreland,25.0,DET,PF,78.0,22.8,3.5,8.2,0.426,2.1,2.7,0.781,5.2,1.6,3.4,9.1,
55.0,Tom Hawkins,27.0,CIN,SF,73.0,24.2,3.5,7.9,0.441,1.5,2.6,0.601,6.0,1.0,2.7,8.6,
58.0,Bill Bridges,24.0,STL,PF,80.0,24.4,3.4,8.4,0.397,1.8,2.8,0.652,8.5,2.3,3.4,8.5,
59.0,Bucky Bockhorn,30.0,CIN,SG,70.0,23.9,3.5,8.4,0.412,1.4,1.8,0.762,2.9,2.5,3.2,8.3,
60.0,K.C. Jones,31.0,BOS,PG,80.0,30.3,3.5,9.0,0.392,1.1,2.1,0.524,4.7,5.1,3.2,8.2,
62.0,Ben Warley,27.0,PHI,PF,79.0,22.0,2.7,6.3,0.435,2.8,3.9,0.721,7.8,0.9,3.5,8.2,
65.0,Donnie Butcher,27.0,2TM,PG,78.0,25.3,2.6,6.5,0.398,2.0,3.3,0.621,4.2,3.1,3.2,7.2,
66.0,Nate Thurmond,22.0,SFW,PF,76.0,25.9,2.9,7.3,0.395,1.3,2.3,0.549,10.4,1.1,2.4,7.0,ROY-3
