Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Allen Iverson,29.0,PHI,PG,75.0,75.0,42.3,10.3,24.2,0.424,1.4,4.5,0.308,8.9,19.7,0.451,0.453,8.7,10.5,0.835,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,"MVP-5,DPOY-11,AS,NBA1"
2.0,Kobe Bryant,26.0,LAL,SG,66.0,66.0,40.7,8.7,20.1,0.433,2.0,5.9,0.339,6.7,14.2,0.472,0.482,8.2,10.1,0.816,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,"AS,NBA3"
3.0,LeBron James,20.0,CLE,SF,80.0,80.0,42.4,9.9,21.1,0.472,1.4,3.9,0.351,8.6,17.2,0.499,0.504,6.0,8.0,0.75,1.4,6.0,7.4,7.2,2.2,0.7,3.3,1.8,27.2,"MVP-6,AS,NBA2"
4.0,Dirk Nowitzki,26.0,DAL,PF,78.0,78.0,38.7,8.5,18.5,0.459,1.2,2.9,0.399,7.3,15.6,0.47,0.49,7.9,9.1,0.869,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,"MVP-3,AS,NBA1"
5.0,Amar'e Stoudemire,22.0,PHO,C,80.0,80.0,36.1,9.3,16.7,0.559,0.0,0.2,0.188,9.3,16.5,0.564,0.56,7.3,9.9,0.733,2.7,6.2,8.9,1.6,1.0,1.6,2.4,3.5,26.0,"MVP-9,AS,NBA2"
6.0,Tracy McGrady,25.0,HOU,SF,78.0,78.0,40.8,9.2,21.3,0.431,1.8,5.6,0.326,7.3,15.7,0.468,0.473,5.5,7.1,0.774,0.9,5.3,6.2,5.7,1.7,0.7,2.6,2.1,25.7,"MVP-7,AS,NBA3"
7.0,Gilbert Arenas,23.0,WAS,PG,80.0,80.0,40.9,8.2,19.0,0.431,2.6,7.0,0.365,5.6,12.0,0.469,0.498,6.5,8.0,0.814,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5,"MVP-12,AS,NBA3"
9.0,Vince Carter,28.0,2TM,SF,77.0,76.0,36.7,9.0,20.0,0.452,1.6,4.1,0.406,7.4,15.9,0.463,0.493,4.8,6.0,0.798,1.4,3.8,5.2,4.2,1.4,0.6,2.2,3.2,24.5,"MVP-13,AS"
11.0,Dwyane Wade,23.0,MIA,SG,77.0,77.0,38.6,8.2,17.1,0.478,0.2,0.6,0.289,8.0,16.5,0.485,0.483,7.5,9.9,0.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3.0,24.1,"MVP-8,DPOY-21,AS,NBA2"
12.0,Ray Allen,29.0,SEA,SG,78.0,78.0,39.3,8.2,19.2,0.428,2.7,7.1,0.376,5.5,12.0,0.459,0.498,4.8,5.5,0.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,"MVP-9,AS,NBA2"
13.0,Michael Redd,25.0,MIL,SG,75.0,75.0,38.0,8.3,18.9,0.441,1.4,3.9,0.355,6.9,15.0,0.463,0.477,4.9,5.8,0.854,1.0,3.2,4.2,2.3,0.8,0.1,1.8,2.0,23.0,
14.0,Shaquille O'Neal,32.0,MIA,C,73.0,73.0,34.1,9.0,15.0,0.601,0.0,0.0,,9.0,15.0,0.601,0.601,4.8,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,"MVP-2,DPOY-8,AS,NBA1"
15.0,Kevin Garnett,28.0,MIN,PF,82.0,82.0,38.1,8.3,16.6,0.502,0.1,0.3,0.24,8.3,16.3,0.507,0.504,5.4,6.7,0.811,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,"MVP-11,DPOY-9,AS,NBA2"
