Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,David Robinson,28.0,SAS,C,80.0,80.0,40.5,10.5,20.7,0.507,0.1,0.4,0.345,10.4,20.4,0.51,0.51,8.7,11.6,0.749,3.0,7.7,10.7,4.8,1.7,3.3,3.2,2.9,29.8,"MVP-2,DPOY-2,AS,NBA2"
2.0,Shaquille O'Neal,21.0,ORL,C,81.0,81.0,39.8,11.8,19.6,0.599,0.0,0.0,0.0,11.8,19.6,0.6,0.599,5.8,10.5,0.554,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3,"MVP-4,AS,NBA3"
3.0,Hakeem Olajuwon,31.0,HOU,C,80.0,80.0,41.0,11.2,21.2,0.528,0.1,0.2,0.421,11.1,20.9,0.529,0.53,4.9,6.8,0.716,2.9,9.1,11.9,3.6,1.6,3.7,3.4,3.6,27.3,"MVP-1,DPOY-1,AS,NBA1"
4.0,Dominique Wilkins,34.0,2TM,SF,74.0,74.0,35.6,9.4,21.5,0.44,1.1,4.0,0.288,8.3,17.5,0.474,0.466,6.0,7.1,0.847,2.5,4.0,6.5,2.3,1.2,0.4,2.3,1.7,26.0,"MVP-11,AS,NBA3"
5.0,Karl Malone,30.0,UTA,PF,82.0,82.0,40.6,9.4,18.9,0.497,0.1,0.4,0.25,9.3,18.5,0.503,0.5,6.2,9.0,0.694,2.9,8.6,11.5,4.0,1.5,1.5,2.9,3.3,25.2,"MVP-7,AS,NBA1"
6.0,Patrick Ewing,31.0,NYK,C,79.0,79.0,37.6,9.4,19.0,0.496,0.1,0.2,0.286,9.4,18.8,0.498,0.497,5.6,7.4,0.765,2.8,8.4,11.2,2.3,1.1,2.7,3.3,3.5,24.5,"MVP-5,AS"
7.0,Mitch Richmond,28.0,SAC,SG,78.0,78.0,37.1,8.1,18.3,0.445,1.6,4.0,0.407,6.5,14.3,0.455,0.489,5.5,6.6,0.834,0.9,2.8,3.7,4.0,1.3,0.2,2.8,2.7,23.4,"AS,NBA2"
8.0,Scottie Pippen,28.0,CHI,SF,72.0,72.0,38.3,8.7,17.8,0.491,0.9,2.7,0.32,7.8,15.0,0.522,0.515,3.8,5.7,0.66,2.4,6.3,8.7,5.6,2.9,0.8,3.2,3.2,22.0,"MVP-3,DPOY-4,AS,NBA1"
9.0,Charles Barkley,30.0,PHO,PF,65.0,65.0,35.4,8.0,16.1,0.495,0.7,2.7,0.27,7.2,13.4,0.541,0.518,4.9,7.0,0.704,3.0,8.1,11.2,4.6,1.6,0.6,3.2,2.5,21.6,"MVP-10,AS,NBA2"
10.0,Alonzo Mourning,23.0,CHH,C,60.0,59.0,33.6,7.1,14.1,0.505,0.0,0.0,0.0,7.1,14.1,0.507,0.505,7.2,9.5,0.762,3.0,7.2,10.2,1.4,0.5,3.1,3.3,3.5,21.5,AS
11.0,Glen Rice,26.0,MIA,SF,81.0,81.0,37.0,8.2,17.5,0.467,1.6,4.3,0.382,6.6,13.3,0.494,0.513,3.1,3.5,0.88,0.9,4.4,5.4,2.3,1.4,0.4,1.6,2.3,21.1,
