Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Michael Jordan,25.0,CHI,SG,81.0,81.0,3255.0,11.925925925925926,22.160493827160494,0.538,27.0,98.0,0.276,939.0,1697.0,0.553,0.546,8.320987654320987,9.790123456790123,0.85,149.0,503.0,652.0,650.0,234.0,65.0,290.0,247.0,32.50617283950617,15.0,"MVP-2,DPOY-5,AS,NBA1"
2.0,Karl Malone,25.0,UTA,PF,80.0,80.0,3126.0,10.1125,19.4875,0.519,5.0,16.0,0.313,804.0,1543.0,0.521,0.521,8.7875,11.475,0.766,259.0,594.0,853.0,219.0,144.0,70.0,285.0,286.0,29.075,0.0,"MVP-3,AS,NBA1"
3.0,Dale Ellis,28.0,SEA,SG,82.0,82.0,3190.0,10.451219512195122,20.853658536585368,0.501,162.0,339.0,0.478,695.0,1371.0,0.507,0.549,4.597560975609756,5.634146341463414,0.816,156.0,186.0,342.0,164.0,108.0,22.0,218.0,197.0,27.475609756097562,0.0,"AS,NBA3"
4.0,Chris Mullin,25.0,GSW,SF,82.0,82.0,3093.0,10.121951219512194,19.878048780487806,0.509,23.0,100.0,0.23,807.0,1530.0,0.527,0.516,6.012195121951219,6.7439024390243905,0.892,152.0,331.0,483.0,415.0,176.0,39.0,296.0,178.0,26.536585365853657,1.0,"MVP-13,AS,NBA2"
5.0,Alex English,35.0,DEN,SF,82.0,82.0,2990.0,11.268292682926829,22.9390243902439,0.491,2.0,8.0,0.25,922.0,1873.0,0.492,0.492,3.9634146341463414,4.621951219512195,0.858,148.0,178.0,326.0,383.0,66.0,12.0,198.0,174.0,26.524390243902438,0.0,AS
6.0,Clyde Drexler,26.0,POR,SG,78.0,78.0,3064.0,10.628205128205128,21.435897435897434,0.496,27.0,104.0,0.26,802.0,1568.0,0.511,0.504,5.615384615384615,7.0256410256410255,0.799,289.0,326.0,615.0,450.0,213.0,54.0,250.0,269.0,27.21794871794872,4.0,AS
7.0,Dominique Wilkins,29.0,ATL,SF,80.0,80.0,2997.0,10.175,21.95,0.464,29.0,105.0,0.276,785.0,1651.0,0.475,0.472,5.525,6.55,0.844,256.0,297.0,553.0,211.0,117.0,52.0,181.0,138.0,26.2375,0.0,"AS,NBA3"
8.0,Tom Chambers,29.0,PHO,PF,81.0,81.0,3002.0,9.555555555555555,20.28395061728395,0.471,28.0,86.0,0.326,746.0,1557.0,0.479,0.48,6.283950617283951,7.382716049382716,0.851,143.0,541.0,684.0,231.0,87.0,55.0,231.0,271.0,25.74074074074074,0.0,"MVP-9,AS,NBA2"
9.0,Charles Barkley,25.0,PHI,PF,79.0,79.0,3088.0,8.860759493670885,15.291139240506329,0.579,35.0,162.0,0.216,665.0,1046.0,0.636,0.594,7.620253164556962,10.113924050632912,0.753,403.0,583.0,986.0,325.0,126.0,67.0,254.0,262.0,25.78481012658228,2.0,"MVP-6,AS,NBA1"
10.0,Hakeem Olajuwon,26.0,HOU,C,82.0,82.0,3024.0,9.634146341463415,18.975609756097562,0.508,0.0,10.0,0.0,790.0,1546.0,0.511,0.508,5.536585365853658,7.951219512195122,0.696,338.0,767.0,1105.0,149.0,213.0,282.0,275.0,329.0,24.804878048780488,0.0,"MVP-5,DPOY-2,AS,NBA1"
