Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Trp-Dbl,Awards
1.0,Wilt Chamberlain,24.0,PHW,C,79.0,3773.0,15.835443037974683,31.10126582278481,0.509,6.7215189873417724,13.341772151898734,0.504,2149.0,148.0,130.0,38.392405063291136,0.0,"MVP-4,AS,NBA1"
2.0,Elgin Baylor,26.0,LAL,SF,73.0,3133.0,12.753424657534246,29.671232876712327,0.43,9.26027397260274,11.821917808219178,0.783,1447.0,371.0,279.0,34.76712328767123,4.0,"MVP-3,AS,NBA1"
3.0,Oscar Robertson,22.0,CIN,PG,71.0,3032.0,10.647887323943662,22.535211267605632,0.473,9.19718309859155,11.183098591549296,0.822,716.0,690.0,219.0,30.492957746478872,26.0,"MVP-5,ROY-1,AS,NBA1"
4.0,Bob Pettit,28.0,STL,PF,76.0,3027.0,10.118421052631579,22.63157894736842,0.447,7.657894736842105,10.578947368421053,0.724,1540.0,262.0,217.0,27.894736842105264,0.0,"MVP-2,AS,NBA1"
5.0,Jack Twyman,26.0,CIN,SF,79.0,2920.0,10.075949367088608,20.658227848101266,0.488,5.1265822784810124,7.012658227848101,0.731,672.0,225.0,279.0,25.27848101265823,0.0,MVP-11
6.0,Dolph Schayes,32.0,SYR,PF,79.0,3007.0,7.518987341772152,20.189873417721518,0.372,8.60759493670886,9.91139240506329,0.868,960.0,296.0,296.0,23.645569620253166,1.0,"MVP-8,AS,NBA2"
7.0,Willie Naulls,26.0,NYK,SF,79.0,2976.0,9.329113924050633,21.810126582278482,0.428,4.708860759493671,5.772151898734177,0.816,1055.0,191.0,268.0,23.367088607594937,0.0,"MVP-16,AS"
8.0,Paul Arizin,32.0,PHW,SF,79.0,2935.0,8.227848101265822,19.354430379746834,0.425,6.734177215189874,8.08860759493671,0.833,681.0,188.0,335.0,23.189873417721518,0.0,"MVP-16,AS"
9.0,Bailey Howell,24.0,DET,PF,77.0,2952.0,7.883116883116883,16.792207792207794,0.469,7.805194805194805,10.363636363636363,0.753,1111.0,196.0,297.0,23.571428571428573,0.0,"MVP-9,AS"
10.0,Gene Shue,29.0,DET,PG,78.0,3361.0,8.333333333333334,19.807692307692307,0.421,5.961538461538462,6.961538461538462,0.856,334.0,530.0,207.0,22.628205128205128,1.0,"MVP-10,AS,NBA2"
11.0,Richie Guerin,28.0,NYK,SG,79.0,3023.0,7.746835443037975,19.556962025316455,0.396,6.2784810126582276,7.924050632911392,0.792,628.0,503.0,310.0,21.772151898734176,5.0,"MVP-15,AS"
12.0,Cliff Hagan,29.0,STL,SF,77.0,2701.0,8.584415584415584,19.350649350649352,0.444,4.974025974025974,6.064935064935065,0.82,715.0,381.0,286.0,22.142857142857142,2.0,"MVP-14,AS"
13.0,Tom Heinsohn,26.0,BOS,PF,74.0,2256.0,8.472972972972974,21.16216216216216,0.4,4.391891891891892,5.72972972972973,0.767,732.0,141.0,260.0,21.33783783783784,0.0,"MVP-7,AS,NBA2"
14.0,Hal Greer,24.0,SYR,SG,79.0,2763.0,7.886075949367089,17.481012658227847,0.451,3.8607594936708862,4.987341772151899,0.774,455.0,302.0,242.0,19.632911392405063,0.0,AS
15.0,Clyde Lovellette,31.0,STL,C,67.0,2111.0,8.940298507462687,19.71641791044776,0.453,4.074626865671642,4.91044776119403,0.83,677.0,172.0,248.0,21.955223880597014,0.0,"MVP-13,AS"
16.0,Jerry West,22.0,LAL,SG,79.0,2797.0,6.69620253164557,16.0,0.419,4.189873417721519,6.291139240506329,0.666,611.0,333.0,213.0,17.582278481012658,2.0,"MVP-12,AS"
17.0,Bob Cousy,32.0,BOS,PG,76.0,2468.0,6.75,18.18421052631579,0.371,4.631578947368421,5.947368421052632,0.779,331.0,587.0,196.0,18.13157894736842,1.0,"MVP-6,AS,NBA1"
18.0,Bill Russell,26.0,BOS,C,78.0,3458.0,6.82051282051282,16.025641025641026,0.426,3.3076923076923075,6.012820512820513,0.55,1868.0,268.0,155.0,16.94871794871795,0.0,"MVP-1,AS,NBA2"
19.0,Dick Barnett,24.0,SYR,SG,78.0,2070.0,6.923076923076923,15.307692307692308,0.452,3.076923076923077,4.32051282051282,0.712,283.0,218.0,169.0,16.923076923076923,0.0,
20.0,Frank Ramsey,29.0,BOS,SG,79.0,2019.0,5.670886075949367,13.924050632911392,0.407,3.7341772151898733,4.481012658227848,0.833,431.0,146.0,284.0,15.075949367088608,0.0,
21.0,Sam Jones,27.0,BOS,SG,78.0,2028.0,6.153846153846154,13.705128205128204,0.449,2.7051282051282053,3.4358974358974357,0.787,421.0,217.0,148.0,15.012820512820513,0.0,
22.0,Rudy LaRusso,23.0,LAL,PF,79.0,2593.0,5.265822784810126,12.556962025316455,0.419,4.0886075949367084,5.177215189873418,0.79,781.0,135.0,280.0,14.620253164556962,0.0,
23.0,Wayne Embry,23.0,CIN,C,79.0,2233.0,5.7974683544303796,12.848101265822784,0.451,2.7974683544303796,4.189873417721519,0.668,864.0,127.0,286.0,14.39240506329114,0.0,AS
24.0,Dick Garmaker,28.0,NYK,PG,71.0,2238.0,5.845070422535211,13.28169014084507,0.44,3.8732394366197185,5.042253521126761,0.768,277.0,220.0,240.0,15.56338028169014,0.0,
25.0,Dave Gambee,23.0,SYR,SF,79.0,2090.0,5.025316455696203,11.987341772151899,0.419,3.6835443037974684,4.455696202531645,0.827,581.0,101.0,276.0,13.734177215189874,0.0,
26.0,Larry Costello,29.0,SYR,PG,75.0,2167.0,5.426666666666667,11.253333333333334,0.482,3.6,4.506666666666667,0.799,292.0,413.0,286.0,14.453333333333333,0.0,"AS,NBA2"
27.0,Red Kerr,28.0,SYR,C,79.0,2676.0,5.30379746835443,13.367088607594937,0.397,2.759493670886076,3.7848101265822787,0.729,951.0,199.0,230.0,13.367088607594937,0.0,
28.0,Don Ohl,24.0,DET,SG,79.0,2172.0,5.405063291139241,13.734177215189874,0.394,2.5316455696202533,3.518987341772152,0.719,256.0,265.0,224.0,13.341772151898734,0.0,
29.0,Tom Gola,28.0,PHW,SG,74.0,2712.0,5.675675675675675,12.702702702702704,0.447,2.8378378378378377,3.7972972972972974,0.747,692.0,292.0,321.0,14.18918918918919,1.0,AS
30.0,Guy Rodgers,25.0,PHW,PG,78.0,2905.0,5.089743589743589,13.192307692307692,0.386,2.641025641025641,3.8461538461538463,0.687,509.0,677.0,262.0,12.820512820512821,6.0,
31.0,Bucky Bockhorn,27.0,CIN,SG,79.0,2669.0,5.3164556962025316,13.405063291139241,0.397,1.9240506329113924,2.632911392405063,0.731,434.0,338.0,282.0,12.556962025316455,0.0,
32.0,Bill Sharman,34.0,BOS,SG,61.0,1538.0,6.278688524590164,14.885245901639344,0.422,3.442622950819672,3.737704918032787,0.921,223.0,146.0,127.0,16.0,0.0,
33.0,Phil Jordon,27.0,2TM,C,79.0,2064.0,4.556962025316456,11.810126582278482,0.386,2.607594936708861,3.632911392405063,0.718,674.0,181.0,273.0,11.721518987341772,0.0,
