Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Kevin Durant,21.0,OKC,SF,82.0,82.0,3239.0,9.682926829268293,20.341463414634145,0.476,128.0,351.0,0.365,666.0,1317.0,0.506,0.514,9.21951219512195,10.24390243902439,0.9,105.0,518.0,623.0,231.0,112.0,84.0,271.0,171.0,30.146341463414632,0.0,"MVP-2,AS,NBA1"
2.0,LeBron James,25.0,CLE,SF,76.0,76.0,2966.0,10.105263157894736,20.105263157894736,0.503,129.0,387.0,0.333,639.0,1141.0,0.56,0.545,7.802631578947368,10.171052631578947,0.767,71.0,483.0,554.0,651.0,125.0,77.0,261.0,119.0,29.710526315789473,4.0,"MVP-1,DPOY-4,AS,NBA1"
3.0,Dwyane Wade,28.0,MIA,SG,77.0,77.0,2792.0,9.337662337662337,19.623376623376622,0.476,73.0,243.0,0.3,646.0,1268.0,0.509,0.5,6.935064935064935,9.116883116883116,0.761,107.0,266.0,373.0,501.0,142.0,82.0,252.0,181.0,26.558441558441558,0.0,"MVP-5,DPOY-10,AS,NBA1"
4.0,Dirk Nowitzki,31.0,DAL,PF,81.0,80.0,3039.0,8.88888888888889,18.469135802469136,0.481,51.0,121.0,0.421,669.0,1375.0,0.487,0.498,6.617283950617284,7.234567901234568,0.915,80.0,540.0,620.0,218.0,70.0,79.0,149.0,208.0,25.02469135802469,1.0,"MVP-7,AS,NBA2"
5.0,Kobe Bryant,31.0,LAL,SG,73.0,73.0,2835.0,9.808219178082192,21.493150684931507,0.456,99.0,301.0,0.329,617.0,1268.0,0.487,0.488,6.013698630136986,7.410958904109589,0.811,78.0,313.0,391.0,365.0,113.0,20.0,233.0,187.0,26.986301369863014,0.0,"MVP-3,DPOY-12,AS,NBA1"
6.0,Carmelo Anthony,25.0,DEN,SF,69.0,69.0,2634.0,9.971014492753623,21.768115942028984,0.458,59.0,187.0,0.316,629.0,1315.0,0.478,0.478,7.36231884057971,8.869565217391305,0.83,152.0,302.0,454.0,222.0,88.0,30.0,209.0,225.0,28.159420289855074,0.0,"MVP-6,AS,NBA2"
7.0,Amar'e Stoudemire,27.0,PHO,PF,82.0,82.0,2838.0,8.585365853658537,15.414634146341463,0.557,1.0,6.0,0.167,703.0,1258.0,0.559,0.557,5.939024390243903,7.7073170731707314,0.771,230.0,502.0,732.0,82.0,52.0,83.0,213.0,281.0,23.121951219512194,0.0,"MVP-10,AS,NBA2"
8.0,Zach Randolph,28.0,MEM,PF,81.0,81.0,3051.0,8.049382716049383,16.493827160493826,0.488,15.0,52.0,0.288,637.0,1284.0,0.496,0.494,4.469135802469136,5.7407407407407405,0.778,330.0,620.0,950.0,149.0,80.0,34.0,174.0,226.0,20.753086419753085,0.0,AS
9.0,Chris Bosh,25.0,TOR,C,70.0,70.0,2526.0,8.571428571428571,16.542857142857144,0.518,8.0,22.0,0.364,592.0,1136.0,0.521,0.522,6.714285714285714,8.428571428571429,0.797,205.0,554.0,759.0,166.0,43.0,68.0,169.0,170.0,23.97142857142857,0.0,"MVP-12,AS"
10.0,Stephen Jackson,31.0,2TM,SG,81.0,81.0,3129.0,7.407407407407407,17.506172839506174,0.423,129.0,393.0,0.328,471.0,1025.0,0.46,0.469,4.172839506172839,5.3580246913580245,0.779,78.0,323.0,401.0,300.0,132.0,43.0,259.0,197.0,20.580246913580247,0.0,MVP-12
11.0,David Lee,26.0,NYK,C,81.0,81.0,3019.0,8.469135802469136,15.530864197530864,0.545,0.0,8.0,0.0,686.0,1250.0,0.549,0.545,3.308641975308642,4.074074074074074,0.812,228.0,721.0,949.0,295.0,85.0,40.0,189.0,257.0,20.246913580246915,1.0,"DPOY-17,AS"
12.0,Monta Ellis,24.0,GSW,SG,64.0,64.0,2647.0,9.859375,21.96875,0.449,77.0,228.0,0.338,554.0,1178.0,0.47,0.476,4.5625,6.0625,0.753,47.0,210.0,257.0,340.0,143.0,25.0,244.0,189.0,25.484375,0.0,
13.0,Joe Johnson,28.0,ATL,SG,76.0,76.0,2886.0,8.355263157894736,18.236842105263158,0.458,129.0,350.0,0.369,506.0,1036.0,0.488,0.505,2.8947368421052633,3.539473684210526,0.818,74.0,279.0,353.0,369.0,82.0,5.0,145.0,145.0,21.30263157894737,0.0,"MVP-12,AS,NBA3"
14.0,Derrick Rose,21.0,CHI,PG,78.0,78.0,2871.0,8.615384615384615,17.602564102564102,0.489,16.0,60.0,0.267,656.0,1313.0,0.5,0.495,3.3205128205128207,4.333333333333333,0.766,65.0,228.0,293.0,469.0,57.0,27.0,217.0,96.0,20.756410256410255,0.0,AS
15.0,Aaron Brooks,25.0,HOU,PG,82.0,82.0,2919.0,7.012195121951219,16.23170731707317,0.432,209.0,525.0,0.398,366.0,806.0,0.454,0.511,2.9878048780487805,3.6341463414634148,0.822,54.0,161.0,215.0,434.0,69.0,14.0,232.0,199.0,19.5609756097561,0.0,MIP-1
16.0,Rudy Gay,23.0,MEM,SF,80.0,80.0,3175.0,7.5,16.1,0.466,66.0,202.0,0.327,534.0,1086.0,0.492,0.491,3.7625,5.0,0.753,115.0,357.0,472.0,153.0,118.0,64.0,169.0,201.0,19.5875,0.0,
17.0,Brook Lopez,21.0,NJN,C,82.0,82.0,3027.0,6.865853658536586,13.768292682926829,0.499,0.0,2.0,0.0,563.0,1127.0,0.5,0.499,5.073170731707317,6.2073170731707314,0.817,270.0,439.0,709.0,187.0,55.0,139.0,204.0,251.0,18.804878048780488,0.0,
18.0,David West,29.0,NOH,PF,81.0,81.0,2949.0,7.6419753086419755,15.135802469135802,0.505,7.0,27.0,0.259,612.0,1199.0,0.51,0.508,3.654320987654321,4.222222222222222,0.865,164.0,441.0,605.0,239.0,76.0,60.0,173.0,233.0,19.02469135802469,0.0,
19.0,Carlos Boozer,28.0,UTA,PF,78.0,78.0,2673.0,7.910256410256411,14.076923076923077,0.562,0.0,0.0,,617.0,1098.0,0.562,0.562,3.6538461538461537,4.923076923076923,0.742,181.0,693.0,874.0,247.0,84.0,36.0,212.0,270.0,19.474358974358974,0.0,
20.0,Dwight Howard,24.0,ORL,C,82.0,82.0,2843.0,6.219512195121951,10.170731707317072,0.612,0.0,7.0,0.0,510.0,827.0,0.617,0.612,5.890243902439025,9.951219512195122,0.592,284.0,798.0,1082.0,144.0,75.0,228.0,274.0,287.0,18.329268292682926,0.0,"MVP-4,DPOY-1,AS,NBA1"
21.0,Danny Granger,26.0,IND,SF,62.0,62.0,2278.0,7.870967741935484,18.370967741935484,0.428,158.0,438.0,0.361,330.0,701.0,0.471,0.498,5.854838709677419,6.903225806451613,0.848,67.0,275.0,342.0,171.0,94.0,51.0,157.0,183.0,24.14516129032258,0.0,
22.0,Tyreke Evans,20.0,SAC,SG,72.0,72.0,2677.0,7.402777777777778,16.180555555555557,0.458,36.0,141.0,0.255,497.0,1024.0,0.485,0.473,4.833333333333333,6.458333333333333,0.748,66.0,314.0,380.0,414.0,109.0,26.0,216.0,204.0,20.13888888888889,1.0,ROY-1
23.0,O.J. Mayo,22.0,MEM,SG,82.0,82.0,3113.0,6.609756097560975,14.426829268292684,0.458,136.0,355.0,0.383,406.0,828.0,0.49,0.516,2.5853658536585367,3.1951219512195124,0.809,61.0,250.0,311.0,242.0,98.0,17.0,176.0,174.0,17.463414634146343,0.0,
24.0,Chauncey Billups,33.0,DEN,PG,73.0,73.0,2490.0,5.506849315068493,13.178082191780822,0.418,157.0,407.0,0.386,245.0,555.0,0.441,0.499,6.383561643835616,7.013698630136986,0.91,25.0,203.0,228.0,409.0,82.0,9.0,177.0,153.0,19.54794520547945,0.0,"MVP-12,AS"
25.0,Jamal Crawford,29.0,ATL,SG,79.0,0.0,2460.0,6.2784810126582276,13.987341772151899,0.449,163.0,427.0,0.382,333.0,678.0,0.491,0.523,3.4177215189873418,3.9873417721518987,0.857,34.0,167.0,201.0,238.0,61.0,12.0,137.0,132.0,18.037974683544302,0.0,6MOY-1
26.0,Deron Williams,25.0,UTA,PG,76.0,76.0,2802.0,6.5,13.855263157894736,0.469,96.0,259.0,0.371,398.0,794.0,0.501,0.515,4.407894736842105,5.5,0.801,50.0,253.0,303.0,798.0,96.0,16.0,252.0,208.0,18.67105263157895,0.0,"MVP-9,AS,NBA2"
27.0,Chris Kaman,27.0,LAC,C,76.0,76.0,2608.0,7.75,15.81578947368421,0.49,0.0,6.0,0.0,589.0,1196.0,0.492,0.49,3.026315789473684,4.0394736842105265,0.749,184.0,520.0,704.0,120.0,37.0,94.0,223.0,213.0,18.526315789473685,0.0,AS
28.0,Andre Iguodala,26.0,PHI,SF,82.0,82.0,3193.0,6.048780487804878,13.658536585365853,0.443,94.0,303.0,0.31,402.0,817.0,0.492,0.485,3.841463414634146,5.2439024390243905,0.733,82.0,447.0,529.0,472.0,141.0,55.0,218.0,145.0,17.085365853658537,0.0,
29.0,Stephen Curry,21.0,GSW,PG,80.0,77.0,2896.0,6.6,14.2875,0.462,166.0,380.0,0.437,362.0,763.0,0.474,0.535,2.2125,2.5,0.885,48.0,308.0,356.0,472.0,152.0,19.0,243.0,252.0,17.4875,1.0,ROY-2
30.0,Brandon Roy,25.0,POR,SG,65.0,65.0,2419.0,7.553846153846154,15.96923076923077,0.473,73.0,221.0,0.33,418.0,817.0,0.512,0.508,5.276923076923077,6.769230769230769,0.78,73.0,212.0,285.0,305.0,61.0,16.0,129.0,136.0,21.50769230769231,0.0,"AS,NBA3"
31.0,Tim Duncan,33.0,SAS,C,78.0,77.0,2438.0,7.1923076923076925,13.871794871794872,0.518,2.0,11.0,0.182,559.0,1071.0,0.522,0.519,3.4743589743589745,4.794871794871795,0.725,221.0,567.0,788.0,246.0,45.0,117.0,140.0,152.0,17.884615384615383,0.0,"DPOY-14,AS,NBA3"
32.0,LaMarcus Aldridge,24.0,POR,PF,78.0,78.0,2922.0,7.423076923076923,14.987179487179487,0.495,5.0,16.0,0.313,574.0,1153.0,0.498,0.497,2.948717948717949,3.8974358974358974,0.757,192.0,435.0,627.0,160.0,67.0,48.0,104.0,231.0,17.858974358974358,0.0,
33.0,Corey Maggette,30.0,GSW,PF,70.0,49.0,2081.0,6.5285714285714285,12.657142857142857,0.516,13.0,50.0,0.26,444.0,836.0,0.531,0.523,6.571428571428571,7.871428571428571,0.835,92.0,281.0,373.0,172.0,51.0,4.0,168.0,231.0,19.814285714285713,0.0,
34.0,Gerald Wallace,27.0,CHA,SF,76.0,76.0,3119.0,6.0,12.407894736842104,0.484,52.0,140.0,0.371,404.0,803.0,0.503,0.511,5.552631578947368,7.157894736842105,0.776,150.0,612.0,762.0,161.0,117.0,83.0,178.0,194.0,18.236842105263158,0.0,"DPOY-3,AS"
35.0,Andrea Bargnani,24.0,TOR,PF,80.0,80.0,2799.0,6.7125,14.2875,0.47,121.0,325.0,0.372,416.0,818.0,0.509,0.523,2.2625,2.925,0.774,105.0,388.0,493.0,93.0,25.0,111.0,120.0,215.0,17.2,0.0,
36.0,Carl Landry,26.0,2TM,PF,80.0,29.0,2469.0,6.2375,11.6375,0.536,1.0,3.0,0.333,498.0,928.0,0.537,0.537,4.3,5.3375,0.806,188.0,280.0,468.0,66.0,55.0,63.0,136.0,234.0,16.7875,0.0,6MOY-8
37.0,Steve Nash,35.0,PHO,PG,81.0,81.0,2660.0,6.160493827160494,12.160493827160494,0.507,124.0,291.0,0.426,375.0,694.0,0.54,0.57,2.6049382716049383,2.7777777777777777,0.938,34.0,234.0,268.0,892.0,42.0,12.0,295.0,108.0,16.45679012345679,0.0,"MVP-8,AS,NBA2"
38.0,Luis Scola,29.0,HOU,PF,82.0,82.0,2671.0,6.829268292682927,13.292682926829269,0.514,1.0,5.0,0.2,559.0,1085.0,0.515,0.514,2.5365853658536586,3.2560975609756095,0.779,175.0,530.0,705.0,169.0,63.0,26.0,163.0,246.0,16.20731707317073,0.0,
39.0,Russell Westbrook,21.0,OKC,PG,82.0,82.0,2813.0,5.914634146341464,14.146341463414634,0.418,23.0,104.0,0.221,462.0,1056.0,0.438,0.428,4.012195121951219,5.146341463414634,0.78,143.0,258.0,401.0,652.0,108.0,34.0,268.0,204.0,16.121951219512194,1.0,
40.0,Ray Allen,34.0,BOS,SG,80.0,80.0,2819.0,5.8,12.1625,0.477,145.0,399.0,0.363,319.0,574.0,0.556,0.551,2.8875,3.1625,0.913,45.0,208.0,253.0,210.0,64.0,25.0,129.0,182.0,16.3,0.0,
41.0,Al Jefferson,25.0,MIN,C,76.0,76.0,2463.0,7.368421052631579,14.802631578947368,0.498,0.0,4.0,0.0,560.0,1121.0,0.5,0.498,2.3815789473684212,3.5,0.68,180.0,523.0,703.0,137.0,63.0,98.0,136.0,205.0,17.11842105263158,0.0,
42.0,Paul Pierce,32.0,BOS,SF,71.0,71.0,2411.0,5.76056338028169,12.211267605633802,0.472,109.0,263.0,0.414,300.0,604.0,0.497,0.535,5.197183098591549,6.098591549295775,0.852,39.0,271.0,310.0,218.0,84.0,31.0,166.0,196.0,18.253521126760564,0.0,AS
43.0,Jason Terry,32.0,DAL,SG,77.0,12.0,2540.0,5.922077922077922,13.519480519480519,0.438,136.0,373.0,0.365,320.0,668.0,0.479,0.503,3.012987012987013,3.4805194805194803,0.866,19.0,121.0,140.0,292.0,94.0,17.0,109.0,142.0,16.623376623376622,0.0,6MOY-2
44.0,Al Harrington,29.0,NYK,PF,72.0,15.0,2195.0,6.222222222222222,14.305555555555555,0.435,140.0,409.0,0.342,308.0,621.0,0.496,0.503,3.3333333333333335,4.402777777777778,0.757,88.0,317.0,405.0,110.0,62.0,26.0,132.0,209.0,17.72222222222222,0.0,6MOY-11
45.0,Brandon Jennings,20.0,MIL,PG,82.0,82.0,2671.0,5.5,14.829268292682928,0.371,145.0,388.0,0.374,306.0,828.0,0.37,0.431,2.7195121951219514,3.3292682926829267,0.817,49.0,233.0,282.0,470.0,105.0,18.0,200.0,191.0,15.487804878048781,0.0,ROY-3
46.0,Josh Smith,24.0,ATL,PF,81.0,81.0,2871.0,6.222222222222222,12.333333333333334,0.505,0.0,7.0,0.0,504.0,992.0,0.508,0.505,3.2222222222222223,5.209876543209877,0.618,223.0,482.0,705.0,342.0,130.0,172.0,198.0,240.0,15.666666666666666,1.0,DPOY-2
47.0,John Salmons,30.0,2TM,SG,81.0,56.0,2824.0,5.395061728395062,12.234567901234568,0.441,118.0,309.0,0.382,319.0,682.0,0.468,0.501,3.123456790123457,3.765432098765432,0.83,35.0,235.0,270.0,223.0,99.0,26.0,123.0,166.0,15.37037037037037,0.0,
48.0,Vince Carter,33.0,ORL,SG,75.0,74.0,2310.0,5.786666666666667,13.533333333333333,0.428,119.0,324.0,0.367,315.0,691.0,0.456,0.486,3.4266666666666667,4.08,0.84,33.0,260.0,293.0,236.0,53.0,18.0,106.0,189.0,16.586666666666666,0.0,
49.0,Jeff Green,23.0,OKC,PF,82.0,82.0,3043.0,5.914634146341464,13.048780487804878,0.453,104.0,312.0,0.333,381.0,758.0,0.503,0.502,2.0121951219512195,2.7195121951219514,0.74,112.0,378.0,490.0,134.0,104.0,72.0,135.0,221.0,15.109756097560975,0.0,
50.0,Jason Richardson,29.0,PHO,SG,79.0,76.0,2485.0,5.987341772151899,12.632911392405063,0.474,157.0,400.0,0.393,316.0,598.0,0.528,0.553,1.7215189873417722,2.329113924050633,0.739,81.0,323.0,404.0,143.0,66.0,33.0,92.0,169.0,15.683544303797468,0.0,
51.0,Manu Ginóbili,32.0,SAS,SG,75.0,21.0,2150.0,5.306666666666667,12.04,0.441,132.0,350.0,0.377,266.0,553.0,0.481,0.514,4.12,4.733333333333333,0.87,68.0,216.0,284.0,370.0,103.0,24.0,154.0,154.0,16.493333333333332,0.0,"MVP-11,6MOY-4"
52.0,Antawn Jamison,33.0,2TM,PF,66.0,64.0,2406.0,7.242424242424242,15.696969696969697,0.461,85.0,247.0,0.344,393.0,789.0,0.498,0.502,2.9393939393939394,4.545454545454546,0.647,136.0,419.0,555.0,84.0,71.0,21.0,91.0,179.0,18.71212121212121,0.0,
53.0,Luol Deng,24.0,CHI,SF,70.0,69.0,2651.0,6.757142857142857,14.485714285714286,0.466,32.0,83.0,0.386,441.0,931.0,0.474,0.482,3.6,4.714285714285714,0.764,131.0,381.0,512.0,143.0,66.0,61.0,134.0,129.0,17.571428571428573,0.0,
54.0,Danilo Gallinari,21.0,NYK,SF,81.0,74.0,2747.0,4.839506172839506,11.444444444444445,0.423,186.0,488.0,0.381,206.0,439.0,0.469,0.523,3.0987654320987654,3.7901234567901234,0.818,65.0,333.0,398.0,135.0,75.0,58.0,110.0,191.0,15.074074074074074,0.0,
55.0,Rodney Stuckey,23.0,DET,PG,73.0,67.0,2499.0,6.1506849315068495,15.191780821917808,0.405,18.0,79.0,0.228,431.0,1030.0,0.418,0.413,4.095890410958904,4.917808219178082,0.833,67.0,214.0,281.0,348.0,101.0,12.0,163.0,205.0,16.643835616438356,0.0,
56.0,Caron Butler,29.0,2TM,SG,74.0,74.0,2783.0,6.081081081081081,14.202702702702704,0.428,42.0,145.0,0.29,408.0,906.0,0.45,0.448,3.5675675675675675,4.256756756756757,0.838,104.0,357.0,461.0,156.0,116.0,24.0,160.0,193.0,16.2972972972973,0.0,
57.0,Pau Gasol,29.0,LAL,C,65.0,65.0,2403.0,6.953846153846154,12.984615384615385,0.536,0.0,5.0,0.0,452.0,839.0,0.539,0.536,4.4,5.569230769230769,0.79,243.0,491.0,734.0,218.0,37.0,113.0,143.0,152.0,18.307692307692307,0.0,"AS,NBA3"
58.0,Michael Beasley,21.0,MIA,PF,78.0,78.0,2328.0,6.0,13.333333333333334,0.45,28.0,102.0,0.275,440.0,938.0,0.469,0.463,2.4615384615384617,3.076923076923077,0.8,123.0,375.0,498.0,100.0,80.0,49.0,131.0,221.0,14.820512820512821,0.0,
59.0,J.R. Smith,24.0,DEN,SG,75.0,0.0,2082.0,5.706666666666667,13.773333333333333,0.414,158.0,467.0,0.338,270.0,566.0,0.477,0.491,1.8933333333333333,2.68,0.706,28.0,206.0,234.0,183.0,99.0,20.0,139.0,174.0,15.413333333333334,0.0,6MOY-5
60.0,Al Horford,23.0,ATL,C,81.0,81.0,2845.0,5.765432098765432,10.45679012345679,0.551,1.0,1.0,1.0,466.0,846.0,0.551,0.552,2.6296296296296298,3.3333333333333335,0.789,236.0,563.0,799.0,189.0,59.0,91.0,122.0,225.0,14.17283950617284,0.0,AS
61.0,Andre Miller,33.0,POR,PG,82.0,66.0,2500.0,4.926829268292683,11.073170731707316,0.445,16.0,80.0,0.2,388.0,828.0,0.469,0.454,3.926829268292683,4.780487804878049,0.821,81.0,185.0,266.0,445.0,93.0,9.0,173.0,169.0,13.975609756097562,0.0,
62.0,Baron Davis,30.0,LAC,PG,75.0,73.0,2523.0,5.493333333333333,13.533333333333333,0.406,82.0,296.0,0.277,330.0,719.0,0.459,0.446,3.1866666666666665,3.88,0.821,52.0,214.0,266.0,598.0,126.0,43.0,211.0,210.0,15.266666666666667,1.0,
63.0,Andray Blatche,23.0,WAS,PF,81.0,36.0,2256.0,5.901234567901234,12.333333333333334,0.478,13.0,44.0,0.295,465.0,955.0,0.487,0.485,2.1481481481481484,2.888888888888889,0.744,158.0,351.0,509.0,170.0,85.0,71.0,182.0,218.0,14.11111111111111,0.0,
64.0,Nenê,27.0,DEN,C,82.0,82.0,2755.0,5.134146341463414,8.74390243902439,0.587,0.0,2.0,0.0,421.0,715.0,0.589,0.587,3.573170731707317,5.073170731707317,0.704,166.0,461.0,627.0,203.0,115.0,82.0,125.0,281.0,13.841463414634147,0.0,
65.0,Rajon Rondo,23.0,BOS,PG,81.0,81.0,2963.0,5.666666666666667,11.160493827160494,0.508,17.0,80.0,0.213,442.0,824.0,0.536,0.517,2.1604938271604937,3.4814814814814814,0.621,100.0,260.0,360.0,794.0,189.0,11.0,246.0,198.0,13.703703703703704,2.0,"DPOY-5,AS"
66.0,Andrew Bogut,25.0,MIL,C,69.0,69.0,2229.0,6.855072463768116,13.18840579710145,0.52,0.0,2.0,0.0,473.0,908.0,0.521,0.52,2.1594202898550723,3.4347826086956523,0.629,208.0,493.0,701.0,127.0,39.0,175.0,131.0,222.0,15.869565217391305,0.0,"DPOY-7,NBA3"
67.0,Jonny Flynn,20.0,MIN,PG,81.0,81.0,2339.0,4.901234567901234,11.753086419753087,0.417,77.0,215.0,0.358,320.0,737.0,0.434,0.457,2.753086419753086,3.3333333333333335,0.826,24.0,167.0,191.0,356.0,82.0,2.0,233.0,98.0,13.506172839506172,0.0,ROY-5
68.0,Mo Williams,27.0,CLE,PG,69.0,68.0,2359.0,5.478260869565218,12.391304347826088,0.442,159.0,371.0,0.429,219.0,484.0,0.452,0.535,2.5652173913043477,2.869565217391304,0.894,28.0,178.0,206.0,368.0,70.0,21.0,173.0,170.0,15.826086956521738,0.0,
69.0,Devin Harris,26.0,NJN,PG,64.0,61.0,2221.0,5.5625,13.8125,0.403,60.0,217.0,0.276,296.0,667.0,0.444,0.437,4.8125,6.03125,0.798,24.0,179.0,203.0,423.0,79.0,18.0,181.0,178.0,16.875,0.0,
70.0,Trevor Ariza,24.0,HOU,SF,72.0,71.0,2629.0,5.472222222222222,13.875,0.394,136.0,407.0,0.334,258.0,592.0,0.436,0.462,2.0555555555555554,3.1666666666666665,0.649,78.0,325.0,403.0,276.0,126.0,40.0,161.0,162.0,14.88888888888889,1.0,
