Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1.0,George Yardley,29.0,DET,SF,72.0,39.5,9.3,22.6,0.414,9.1,11.2,0.811,10.7,1.3,3.1,27.8,"MVP-3,AS,NBA1"
2.0,Dolph Schayes,29.0,SYR,PF,72.0,40.5,8.1,20.3,0.398,8.7,9.7,0.904,14.2,3.1,3.4,24.9,"MVP-2,AS,NBA1"
3.0,Bob Pettit,25.0,STL,PF,70.0,36.1,8.3,20.3,0.41,8.0,10.6,0.749,17.4,2.2,3.2,24.6,"MVP-4,AS,NBA1"
4.0,Clyde Lovellette,28.0,CIN,C,71.0,36.5,9.6,21.7,0.441,4.2,5.7,0.743,12.1,1.9,3.3,23.4,MVP-12
5.0,Bill Sharman,31.0,BOS,SG,63.0,35.1,8.7,20.6,0.424,4.8,5.4,0.893,4.7,2.7,2.5,22.3,"MVP-7,AS,NBA1"
6.0,Paul Arizin,29.0,PHW,SF,68.0,35.0,7.1,18.1,0.393,6.5,8.0,0.809,7.4,2.0,3.5,20.7,"MVP-8,AS"
7.0,Cliff Hagan,26.0,STL,SF,70.0,31.3,7.2,16.2,0.443,5.5,7.2,0.768,10.1,2.5,3.8,19.9,"MVP-11,AS,NBA2"
8.0,Neil Johnston,28.0,PHW,C,71.0,33.9,6.7,15.5,0.429,6.2,7.6,0.819,11.1,2.3,3.3,19.5,"MVP-12,AS"
9.0,Kenny Sears,24.0,NYK,PF,72.0,37.3,6.2,14.1,0.439,6.3,7.6,0.822,10.9,1.8,3.5,18.6,"MVP-12,AS"
10.0,Willie Naulls,23.0,NYK,SF,68.0,34.8,6.9,17.5,0.397,4.2,5.1,0.826,11.8,1.4,3.2,18.1,AS
11.0,Bob Cousy,29.0,BOS,PG,65.0,34.2,6.8,19.4,0.353,4.3,5.0,0.85,5.0,7.1,2.1,18.0,"MVP-6,AS,NBA1"
12.0,Tom Heinsohn,23.0,BOS,PF,69.0,32.0,6.8,17.8,0.382,4.3,5.7,0.746,10.2,1.8,4.0,17.8,
13.0,Vern Mikkelsen,29.0,MNL,PF,72.0,33.2,6.1,14.9,0.41,5.1,6.5,0.786,11.2,2.3,4.2,17.3,MVP-10
14.0,Jack Twyman,23.0,CIN,SF,72.0,30.3,6.5,14.3,0.452,4.3,5.5,0.775,6.4,1.5,3.1,17.2,AS
15.0,Maurice Stokes,24.0,CIN,PF,63.0,39.0,6.6,18.7,0.351,3.8,5.3,0.715,18.1,6.4,3.6,16.9,"MVP-5,AS,NBA2"
16.0,Larry Foust,29.0,MNL,C,72.0,30.6,5.4,13.6,0.398,5.9,7.9,0.756,12.2,1.5,4.2,16.8,AS
17.0,Bill Russell,23.0,BOS,C,69.0,38.3,6.6,15.0,0.442,3.3,6.4,0.519,22.7,2.9,2.6,16.6,"MVP-1,AS,NBA2"
18.0,Carl Braun,30.0,NYK,PG,71.0,34.9,6.0,14.3,0.418,4.5,5.3,0.849,4.6,5.5,2.6,16.5,
19.0,Richie Guerin,25.0,NYK,SG,63.0,37.6,5.5,15.4,0.354,5.6,8.1,0.691,7.8,5.0,3.2,16.5,AS
20.0,Frank Ramsey,26.0,BOS,SG,69.0,29.7,5.5,13.0,0.419,5.6,6.8,0.811,7.3,2.4,3.6,16.5,
21.0,Dick Garmaker,25.0,MNL,SG,68.0,32.6,5.7,14.5,0.395,4.6,6.0,0.764,5.4,2.7,2.8,16.1,AS
22.0,Gene Shue,26.0,DET,SG,63.0,37.0,5.6,14.6,0.384,4.4,5.2,0.844,5.3,2.7,2.4,15.6,AS
23.0,Red Kerr,25.0,SYR,C,72.0,33.1,5.7,14.2,0.399,3.9,5.9,0.664,13.4,1.2,2.7,15.2,
24.0,Ed Conlin,24.0,SYR,SF,60.0,31.2,5.7,14.6,0.391,3.6,4.5,0.796,7.3,2.2,2.8,15.0,
25.0,Larry Costello,26.0,SYR,PG,72.0,38.1,5.3,12.3,0.426,4.4,5.3,0.847,5.3,4.4,3.4,14.9,AS
26.0,Harry Gallatin,30.0,DET,PF,72.0,27.6,4.7,12.5,0.379,5.4,6.9,0.787,10.4,1.2,3.0,14.9,
27.0,Ed Macauley,29.0,STL,C,72.0,26.5,5.2,12.2,0.428,3.7,5.1,0.724,6.6,2.0,2.2,14.2,
28.0,Tom Gola,25.0,PHW,SG,59.0,36.0,5.0,12.1,0.415,3.8,5.1,0.746,10.8,5.5,3.8,13.8,NBA2
29.0,Woody Sauldsberry,23.0,PHW,PF,71.0,33.5,5.5,15.2,0.36,1.9,3.1,0.615,10.3,0.8,3.5,12.8,ROY-1
30.0,Joe Graboski,28.0,PHW,PF,72.0,28.8,4.7,14.1,0.335,3.2,4.2,0.749,7.9,1.7,3.5,12.6,
31.0,Ray Felix,27.0,NYK,C,72.0,23.7,4.2,9.6,0.442,3.8,5.4,0.697,10.4,0.7,3.9,12.2,
32.0,Slater Martin,32.0,STL,PG,60.0,35.0,4.3,12.8,0.336,3.4,4.6,0.746,3.8,3.6,3.1,12.0,"AS,NBA2"
34.0,Walter Dukes,27.0,DET,C,72.0,30.3,3.9,11.1,0.349,3.4,5.1,0.675,13.3,0.7,4.3,11.2,MVP-9
35.0,Slick Leonard,25.0,MNL,PG,66.0,31.4,4.0,12.0,0.335,3.1,4.1,0.765,3.6,3.3,2.2,11.2,
36.0,Guy Sparrow,25.0,NYK,SF,72.0,23.1,4.4,11.6,0.379,2.3,3.6,0.642,6.4,1.0,3.2,11.1,
37.0,Ernie Beck,26.0,PHW,SG,71.0,27.8,3.8,9.6,0.398,2.4,2.9,0.837,4.3,2.7,2.4,10.1,
38.0,Jim Paxson,25.0,CIN,SG,67.0,26.8,3.4,9.5,0.352,3.1,4.3,0.733,5.2,2.1,2.7,9.8,
39.0,George King,29.0,CIN,PG,63.0,36.1,3.7,10.2,0.364,2.2,3.6,0.617,4.9,5.3,2.0,9.7,
41.0,Jack George,29.0,PHW,PG,72.0,26.5,3.2,8.7,0.37,2.5,3.4,0.736,4.0,3.3,1.9,8.9,
42.0,Ed Fleming,24.0,MNL,SF,72.0,23.4,3.1,9.1,0.345,2.5,3.5,0.71,6.8,1.9,3.1,8.8,
44.0,Chuck Share,30.0,STL,C,72.0,25.3,3.0,7.6,0.396,2.6,4.1,0.648,10.4,1.8,3.9,8.6,
45.0,Al Bianchi,25.0,SYR,SG,69.0,20.6,3.1,9.1,0.344,2.0,3.0,0.683,3.2,1.7,2.7,8.3,
48.0,Dick McGuire,32.0,DET,PG,69.0,33.5,2.9,7.9,0.373,2.2,3.3,0.667,4.2,6.6,2.6,8.1,AS
49.0,Jack McMahon,29.0,STL,SG,72.0,31.1,3.0,10.0,0.3,1.9,3.1,0.606,2.7,4.6,2.6,7.9,
52.0,Dick Ricketts,24.0,CIN,PF,72.0,22.5,3.0,9.2,0.324,1.8,2.7,0.673,5.7,1.6,3.8,7.8,
54.0,Nat Clifton,35.0,DET,PF,68.0,21.1,3.2,8.8,0.363,1.3,2.1,0.623,5.9,1.1,3.0,7.7,
55.0,Lou Tsioropoulos,27.0,BOS,SF,70.0,26.0,2.8,8.9,0.317,2.0,3.0,0.686,6.2,1.6,3.5,7.7,
56.0,Jack Coleman,33.0,STL,PF,72.0,20.9,3.2,7.8,0.413,1.2,1.8,0.641,6.7,1.6,2.3,7.6,
59.0,Chuck Noble,26.0,DET,SG,61.0,22.3,3.3,9.9,0.331,0.9,1.3,0.727,2.3,2.5,2.7,7.4,
61.0,Richie Regan,27.0,CIN,SG,72.0,22.9,2.8,7.9,0.355,1.7,2.4,0.698,2.4,2.6,2.4,7.3,
62.0,Bob Harrison,30.0,SYR,SG,72.0,25.0,2.9,8.4,0.348,1.3,1.7,0.795,2.3,2.3,2.8,7.2,
